step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells
10000,0,2023,7.83,0.05,0.04,0.01,7.74,0.00,1.01,0.000,0.060,962529.7,64397.2,2,0,2.77,1.01,1.02,9.9905,13.40,136035.2,9.2863,99.6396,16384
10000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
20000,0,1912,7.90,0.00,0.02,0.01,7.86,0.00,1.00,0.000,0.058,864894.0,12367.3,2,0,3.01,1.00,1.00,1.3960,17.12,136194.9,8.3722,101.0345,16384
20000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
30000,0,1830,8.48,0.00,0.02,0.00,8.45,0.00,1.00,0.000,0.059,864417.8,10933.6,3,0,3.27,1.00,1.00,1.2344,14.92,136437.6,9.0596,97.4974,16384
30000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
40000,0,1803,8.20,0.00,0.02,0.00,8.17,0.00,1.00,0.000,0.056,848450.8,10458.2,1,0,3.29,1.00,1.00,1.1786,13.21,136524.9,11.2556,95.1353,16384
40000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
50000,0,1720,8.14,0.04,0.02,0.00,8.08,0.00,1.02,0.000,0.053,824476.4,10024.2,1,0,3.30,1.02,1.02,1.1376,15.31,136602.2,16.5317,91.5724,16384
50000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
60000,0,1647,8.30,0.00,0.04,0.00,8.26,0.00,1.00,0.000,0.052,795441.8,9291.7,1,0,3.33,1.00,1.00,1.0577,7.50,136767.0,23.0689,87.3122,16384
