step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side
5000,1,162,7.8,0.0,0.0,0.0,7.7,0.0,1.01,18.4,30,266,14.73,0.22,159,2,1,0.0,1.00,1.02,1.01,2.50,3.32,3.64
6000,1,144,7.7,0.1,0.0,0.0,7.5,0.0,1.03,18.7,26,357,19.40,0.27,141,3,0,0.0,1.01,1.05,1.03,2.44,3.30,3.60
7000,1,117,8.4,0.0,0.0,0.0,8.4,0.0,1.00,17.9,16,396,22.26,0.28,115,2,0,0.0,1.00,1.00,1.00,2.73,3.76,3.57
7000,5,93,10.2,0.3,0.0,0.1,9.8,0.0,1.10,14.2,34,160,10.53,0.21,88,4,1,0.0,1.07,1.10,1.12,3.31,3.46,5.63
8000,1,85,8.8,0.2,0.0,0.1,8.5,0.0,1.04,17.6,19,271,16.38,0.25,83,2,0,0.0,1.04,1.06,1.03,2.65,3.35,4.07
8000,5,72,12.0,0.3,0.0,0.0,11.7,0.0,1.06,12.0,32,135,10.10,0.22,68,3,1,0.0,1.00,1.07,1.09,3.75,3.97,6.18
9000,5,83,13.5,0.3,0.1,0.2,12.9,0.0,1.06,11.9,37,140,10.08,0.34,75,7,1,0.0,1.00,1.09,1.08,3.69,4.51,5.69
9000,1,79,6.5,0.0,0.0,0.0,6.4,0.0,1.00,19.3,13,342,18.51,0.20,75,4,0,0.0,1.00,1.00,1.01,2.53,2.52,4.08
10000,1,121,6.8,0.0,0.0,0.0,6.8,0.0,1.00,19.3,17,356,18.74,0.21,118,2,1,0.0,1.00,1.00,1.00,2.36,2.69,3.74
10000,5,89,12.5,0.2,0.0,0.0,12.3,0.0,1.04,12.0,40,144,10.63,0.27,82,5,2,0.0,1.01,1.07,1.04,3.47,5.06,5.04
11000,1,101,6.2,0.0,0.0,0.0,6.2,0.0,1.00,19.8,17,479,24.39,0.21,100,0,1,0.0,1.00,1.00,1.00,2.36,2.33,3.77
11000,5,62,10.0,0.3,0.0,0.0,9.7,0.0,1.08,14.5,30,142,9.56,0.18,60,0,2,0.0,1.08,1.08,1.08,3.03,4.60,4.50
