step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent
110000,277,1.536,0.198,12.19,11062,10579,41,0,444,3,159604.1,3057.2,0.014,0.357,0.064,0.565,2830,9.79,3.13,0.00,0.00,0.00,0.00,0.14,0.88,9.65,2.94,0.00,0.00,0.000,0.000,63,0.202,0.264,0.736,0.000,0.000,4034,3014,2,0.527,0.018,0.061,136262,0.062,0.936,0.016,15.93,5190,0,1019.055,0.000,0.000,126124,1.00,16.23,0.000,0.000,0.000,7,9,13,31,2711,0.010,21.08,0.0060,0.000,0,0.118,0.000,0.154,0.022,2.79,2.52,5.50,0.00,0.000,1.00,1.00,1.00,0.118,0.00315,34.25,0.4187,9.25,70477.3,74201.1,92.184,0.1140,15.883
120000,364,1.537,0.137,12.37,11696,11044,51,0,514,0,167164.5,3358.6,0.011,0.345,0.062,0.582,2788,10.39,3.87,0.00,0.05,0.02,0.27,0.13,1.23,10.23,3.35,0.00,0.00,0.002,0.020,88,0.140,0.225,0.764,0.000,0.011,4280,3243,3,0.495,0.000,0.027,101859,0.077,0.703,0.009,16.62,5535,0,3358.558,0.000,0.000,130485,1.00,16.40,0.000,0.000,0.000,7,9,14,43,3783,0.014,21.77,0.0045,0.000,2,0.122,0.000,0.159,0.024,2.70,2.90,5.00,0.00,0.000,1.00,1.00,1.00,0.122,0.00251,28.02,0.4423,7.01,71319.2,74201.2,97.026,0.1067,16.602
130000,348,1.520,0.074,12.48,17764,17085,22,0,673,4,226517.9,4398.5,0.011,0.339,0.082,0.568,2085,10.28,3.62,0.08,0.99,0.01,0.27,0.03,0.32,10.16,3.31,0.00,0.00,0.001,0.021,91,0.201,0.233,0.764,0.000,0.003,8166,6003,4,0.549,0.046,0.017,160598,0.089,0.379,0.002,22.57,8718,0,1099.614,0.000,0.000,275099,1.02,16.72,0.000,0.000,0.000,7,10,14,32,3578,0.014,1.79,0.0064,0.000,8,0.187,0.000,0.224,0.011,2.68,3.07,4.65,0.00,0.000,1.01,1.03,1.03,0.187,0.00323,85.98,0.5499,10.50,72395.4,74201.2,53.103,0.1097,22.564
140000,359,1.446,0.083,12.46,14212,13597,43,0,561,7,178441.3,3574.3,0.011,0.351,0.103,0.535,2565,9.44,3.24,0.00,0.05,0.10,0.92,0.21,1.78,9.13,2.73,0.00,0.00,0.009,0.081,78,0.145,0.248,0.730,0.003,0.019,6676,4539,5,0.610,0.036,0.019,100470,0.109,0.391,0.002,17.88,7027,0,510.619,0.000,0.003,191819,1.00,17.31,0.000,0.000,0.000,7,9,11,36,3388,0.013,1.24,0.0054,0.000,10,0.161,0.000,0.218,0.014,2.50,2.92,4.45,0.00,0.000,1.00,1.00,1.00,0.161,0.00262,72.83,0.4680,11.29,72261.6,74201.2,71.490,0.1105,17.755
150000,442,1.435,0.125,13.16,16630,15796,39,0,712,9,212259.0,4242.7,0.009,0.357,0.105,0.529,2267,9.61,4.35,0.08,0.95,0.00,0.00,0.12,1.09,9.41,3.76,0.00,0.00,0.000,0.000,86,0.238,0.247,0.749,0.000,0.005,7862,4555,7,0.308,0.041,0.036,132886,0.095,0.706,0.008,21.31,7744,0,471.413,0.000,0.000,226783,1.03,17.41,0.000,0.000,0.000,7,9,12,51,4246,0.016,8.18,0.0051,0.000,5,0.156,0.000,0.229,0.013,2.55,2.93,4.42,0.00,0.000,1.02,1.03,1.03,0.156,0.00253,74.09,0.5263,7.92,71436.3,74201.2,59.858,0.1024,21.124
160000,439,1.462,0.178,13.18,16657,15933,56,0,671,1,229640.2,3871.1,0.004,0.342,0.152,0.503,2082,9.07,3.26,0.07,0.86,0.00,0.10,0.15,1.38,8.84,2.52,0.00,0.00,0.000,0.010,85,0.317,0.246,0.749,0.000,0.005,7541,4464,5,0.444,0.000,0.034,143181,0.080,0.919,0.014,23.07,8135,0,3871.097,0.000,0.000,213190,1.02,17.72,0.000,0.000,0.000,7,8,12,44,3983,0.015,17.96,0.0059,0.014,1,0.139,0.000,0.213,0.007,2.49,2.87,4.33,0.00,0.000,1.00,1.02,1.03,0.139,0.00265,54.67,0.4782,7.17,70570.2,74201.2,67.743,0.0912,22.894
170000,325,1.435,0.211,13.31,15700,15084,77,0,653,6,221285.4,3693.8,0.007,0.357,0.171,0.465,2160,9.33,2.97,0.00,0.06,0.00,0.00,0.15,1.03,9.17,2.74,0.00,0.00,0.000,0.000,64,0.271,0.234,0.763,0.000,0.003,6814,4126,4,0.391,0.126,0.055,125730,0.093,1.059,0.019,22.21,7697,0,615.632,0.000,0.003,193288,1.00,17.24,0.000,0.000,0.000,7,8,13,28,3031,0.012,33.53,0.0074,0.003,4,0.125,0.000,0.213,0.007,2.64,2.76,4.75,0.00,0.000,1.00,1.00,1.00,0.125,0.00372,57.66,0.4621,7.87,70215.1,74201.3,50.032,0.0928,22.082
180000,351,1.461,0.225,13.07,11087,10558,63,0,440,7,161237.8,2872.7,0.009,0.378,0.145,0.468,2828,9.44,5.16,0.23,2.57,0.00,0.00,0.15,0.82,9.06,3.24,0.00,0.00,0.000,0.000,56,0.350,0.228,0.766,0.000,0.006,4060,3059,4,0.524,0.000,0.048,183871,0.078,1.070,0.020,16.17,5171,0,410.389,0.000,0.003,138508,1.04,18.38,0.000,0.000,0.000,7,9,11,56,3314,0.013,17.64,0.0051,0.000,2,0.117,0.000,0.132,0.020,2.55,3.17,3.66,0.00,0.000,1.00,1.08,1.03,0.117,0.00279,50.01,0.3894,9.32,69932.9,74201.3,79.625,0.1021,16.035
190000,173,1.523,0.130,12.78,10577,10158,108,0,489,1,153526.1,3845.1,0.013,0.336,0.223,0.429,3044,9.24,4.72,0.00,0.00,0.00,0.00,0.49,3.59,8.75,2.25,0.00,0.00,0.000,0.000,32,0.231,0.243,0.751,0.000,0.006,4895,4707,3,0.601,0.000,0.046,143233,0.112,0.700,0.008,15.25,4618,0,3845.119,0.000,0.000,91049,1.00,18.76,0.000,0.000,0.000,6,8,12,54,1598,0.006,19.27,0.0101,0.000,1,0.089,0.000,0.140,0.070,2.40,3.24,3.40,0.00,0.000,1.00,1.00,1.00,0.089,0.00469,63.05,0.5235,5.46,71774.6,74201.3,65.862,0.1393,15.296
200000,253,1.475,0.090,13.04,7954,7398,93,0,383,0,125432.1,1876.3,0.008,0.391,0.166,0.435,3497,9.01,3.93,0.00,0.00,0.00,0.06,0.09,0.57,8.91,3.86,0.00,0.00,0.000,0.004,39,0.269,0.209,0.783,0.000,0.008,2498,2136,2,0.680,0.000,0.051,89448,0.116,0.482,0.004,12.50,3865,0,1876.262,0.000,0.000,70393,1.00,18.77,0.000,0.000,0.000,7,8,11,46,2279,0.009,9.12,0.0056,0.000,0,0.072,0.000,0.103,0.016,2.52,3.08,3.66,0.00,0.000,1.00,1.00,1.00,0.072,0.00293,27.42,0.2704,5.72,72316.1,74201.2,114.406,0.0827,12.467
210000,122,1.601,0.129,12.79,5390,5180,93,0,248,0,91237.8,1125.2,0.012,0.379,0.159,0.449,4432,9.26,3.22,0.06,0.41,0.00,0.00,0.39,1.89,8.82,2.06,0.00,0.00,0.000,0.000,20,0.631,0.246,0.754,0.000,0.000,950,779,2,0.754,0.000,0.074,106224,0.077,0.630,0.007,9.20,2525,0,1125.190,0.000,0.000,20532,1.01,18.84,0.000,0.000,0.000,7,9,9,25,1130,0.004,9.24,0.0085,0.000,1,0.031,0.000,0.062,0.001,2.58,3.10,3.53,0.00,0.000,1.00,1.02,1.02,0.031,0.00460,14.98,0.1772,5.91,71867.5,74201.2,130.018,0.0646,9.090
220000,177,1.444,0.064,12.38,5434,5014,88,0,277,5,85821.1,1459.2,0.009,0.356,0.182,0.453,4479,9.75,3.85,0.00,0.00,0.01,0.07,0.20,1.88,9.54,2.83,0.00,0.00,0.001,0.007,34,0.537,0.294,0.701,0.000,0.006,1450,1258,2,0.802,0.000,0.023,74045,0.094,0.315,0.002,8.48,2770,0,291.837,0.000,0.000,36085,1.00,18.73,0.000,0.000,0.000,8,9,11,42,1725,0.007,13.36,0.0051,0.006,5,0.058,0.000,0.065,0.035,2.62,3.27,3.40,0.00,0.000,1.00,1.00,1.00,0.058,0.00280,19.05,0.2223,6.39,72857.7,74201.2,122.547,0.0764,8.504
230000,261,1.667,0.091,11.92,6410,5986,63,0,277,1,89796.8,2911.0,0.003,0.392,0.209,0.395,4562,11.83,5.71,0.00,0.00,0.00,0.00,0.06,0.37,11.77,5.72,0.00,0.00,0.000,0.000,69,0.257,0.272,0.728,0.000,0.000,3483,3076,2,0.402,0.559,0.027,36014,0.110,0.378,0.002,9.03,3305,0,2910.975,0.000,0.000,114462,1.00,16.70,0.000,0.000,0.000,6,10,21,31,3088,0.012,0.94,0.0029,0.000,6,0.167,0.000,0.106,0.119,2.88,3.53,4.15,0.00,0.000,1.00,1.00,1.00,0.167,0.00199,39.55,0.4024,10.74,72207.0,74201.1,113.914,0.1109,8.859
240000,348,1.485,0.088,12.38,13985,13120,43,0,735,2,182906.3,3549.2,0.016,0.382,0.165,0.437,2554,9.50,2.38,0.00,0.00,0.00,0.00,0.04,0.53,9.46,2.29,0.00,0.00,0.000,0.000,68,0.112,0.221,0.776,0.000,0.003,6406,4064,4,0.339,0.218,0.006,52670,0.125,0.495,0.005,18.29,6542,0,1774.596,0.000,0.000,231270,1.00,17.77,0.000,0.000,0.000,7,9,12,20,3305,0.013,8.37,0.0056,0.000,6,0.174,0.000,0.188,0.010,2.58,3.11,4.00,0.00,0.000,1.00,1.00,1.00,0.174,0.00298,54.65,0.4493,8.01,72175.0,74201.1,82.123,0.0947,18.196
250000,364,1.485,0.073,11.96,11338,10706,72,0,544,0,170078.2,2985.2,0.009,0.274,0.288,0.429,2665,9.49,3.23,0.01,0.10,0.00,0.00,0.10,0.85,9.38,2.98,0.00,0.00,0.000,0.000,91,0.275,0.231,0.761,0.000,0.008,4105,2931,4,0.242,0.527,0.030,47566,0.139,0.333,0.002,17.00,5132,0,2985.164,0.000,0.003,80733,1.00,18.03,0.000,0.000,0.000,7,9,12,30,3456,0.013,13.23,0.0050,0.000,14,0.086,0.000,0.129,0.016,2.62,3.02,4.05,0.00,0.000,1.00,1.00,1.00,0.086,0.00208,34.21,0.3902,10.98,72397.5,74201.1,98.991,0.0913,16.930
260000,274,1.485,0.145,12.54,10419,9962,98,0,449,0,160737.2,2527.6,0.003,0.240,0.348,0.408,2831,8.50,2.36,0.00,0.00,0.00,0.00,0.03,0.28,8.47,2.29,0.00,0.00,0.000,0.000,49,0.201,0.245,0.755,0.000,0.000,3857,2960,3,0.500,0.120,0.015,43152,0.128,0.759,0.011,16.22,4667,0,2527.608,0.000,0.000,67724,1.00,19.00,0.000,0.000,0.000,6,8,11,26,2328,0.009,23.95,0.0069,0.000,3,0.088,0.000,0.152,0.011,2.55,3.00,3.51,0.00,0.000,1.00,1.00,1.00,0.088,0.00230,39.20,0.3325,8.93,71366.8,74201.0,84.075,0.0799,16.035
270000,240,1.493,0.212,12.20,7307,6895,97,0,349,0,116333.3,1463.7,0.001,0.242,0.389,0.368,3570,7.64,2.35,0.00,0.00,0.00,0.00,0.02,0.32,7.62,2.19,0.00,0.00,0.000,0.000,32,0.333,0.267,0.721,0.000,0.013,2076,1304,4,0.346,0.000,0.004,33566,0.099,0.972,0.018,11.76,3342,0,1463.734,0.000,0.000,25970,1.00,19.48,0.000,0.000,0.000,6,8,9,28,1833,0.007,19.90,0.0064,0.000,0,0.046,0.000,0.123,0.001,2.42,2.94,3.32,0.00,0.000,1.00,1.00,1.00,0.046,0.00182,16.83,0.2052,6.48,70326.9,74201.0,114.945,0.0591,11.596
280000,373,1.488,0.235,13.20,11120,10266,115,0,606,0,163187.5,2427.5,0.001,0.248,0.367,0.384,2687,7.89,2.28,0.00,0.00,0.00,0.00,0.06,0.71,7.83,2.02,0.00,0.00,0.000,0.000,47,0.314,0.239,0.751,0.000,0.011,4432,3506,3,0.606,0.027,0.019,27011,0.127,1.027,0.021,16.37,5342,0,2427.547,0.000,0.000,60406,1.00,19.25,0.000,0.000,0.000,6,8,10,28,2944,0.011,26.05,0.0056,0.000,1,0.074,0.000,0.174,0.001,2.34,3.08,3.31,0.00,0.000,1.00,1.00,1.00,0.074,0.00167,25.26,0.3034,4.31,69735.2,74201.0,95.759,0.0608,16.254
290000,295,1.454,0.268,13.02,11713,11140,105,0,546,0,172309.9,2553.4,0.001,0.247,0.349,0.403,2536,9.36,3.67,0.00,0.00,0.00,0.00,0.14,1.14,9.22,3.02,0.00,0.00,0.000,0.000,51,0.237,0.234,0.766,0.000,0.000,4962,3161,4,0.614,0.020,0.020,40517,0.093,1.106,0.024,17.31,5756,0,2553.386,0.000,0.000,66245,1.00,17.86,0.000,0.000,0.000,7,9,12,35,2761,0.011,26.67,0.0063,0.000,1,0.078,0.000,0.182,0.001,2.58,3.21,3.86,0.00,0.000,1.00,1.00,1.00,0.078,0.00228,26.80,0.3140,1.83,69332.4,74201.0,92.662,0.0589,17.207
300000,152,1.479,0.317,13.97,9998,9529,123,0,489,0,142026.8,2323.6,0.001,0.185,0.402,0.412,2745,9.38,3.62,0.09,0.47,0.00,0.00,0.04,0.28,9.26,3.58,0.00,0.00,0.000,0.000,43,0.184,0.171,0.816,0.000,0.013,4418,2536,4,0.362,0.395,0.020,33695,0.111,1.186,0.028,14.29,5037,0,2323.557,0.000,0.000,38673,1.03,18.18,0.000,0.000,0.000,7,9,13,38,1426,0.005,26.83,0.0101,0.000,1,0.075,0.000,0.192,0.002,2.61,3.25,3.76,0.00,0.000,1.00,1.03,1.05,0.075,0.00288,23.51,0.2885,5.47,68750.5,74200.9,98.807,0.0558,14.177
310000,156,1.469,0.125,11.80,6540,6232,74,0,230,0,90530.4,2358.2,0.005,0.290,0.317,0.388,4249,7.71,3.31,0.01,0.08,0.02,0.18,0.03,0.40,7.65,3.32,0.00,0.00,0.002,0.017,31,0.340,0.218,0.763,0.000,0.019,2561,2161,4,0.519,0.032,0.006,28603,0.129,0.642,0.008,8.74,3136,0,2358.241,0.000,0.000,60112,1.00,19.01,0.000,0.000,0.000,5,7,10,23,1203,0.005,21.98,0.0076,0.000,7,0.115,0.000,0.131,0.065,2.50,2.54,4.03,0.00,0.000,1.00,1.00,1.00,0.115,0.00260,17.10,0.3323,4.84,71907.5,74200.8,115.615,0.0965,8.963
320000,84,1.515,0.175,10.67,5087,4977,39,0,143,2,65123.8,1030.9,0.007,0.424,0.283,0.287,5450,9.69,3.72,0.00,0.00,0.00,0.00,0.05,0.21,9.64,3.75,0.00,0.00,0.000,0.000,22,0.226,0.226,0.762,0.000,0.012,1846,1710,3,0.821,0.131,0.048,29845,0.115,0.853,0.014,6.60,2199,0,515.440,0.000,0.000,91308,1.00,15.10,0.000,0.000,0.000,7,9,12,26,814,0.003,27.07,0.0080,0.000,2,0.162,0.000,0.130,0.020,2.82,3.40,5.05,0.00,0.000,1.00,1.00,1.00,0.162,0.00456,26.11,0.1621,2.48,71197.2,74200.7,103.663,0.0593,6.472
330000,242,1.518,0.249,9.00,7572,7137,17,0,260,0,100265.8,1992.5,0.017,0.302,0.318,0.363,4249,10.52,2.88,0.02,0.20,0.00,0.00,0.00,0.00,10.50,2.82,0.00,0.00,0.000,0.000,43,0.211,0.227,0.773,0.000,0.000,3317,2986,2,0.624,0.074,0.000,23256,0.143,1.123,0.024,10.15,2741,0,1992.513,0.000,0.004,100537,1.01,14.79,0.000,0.000,0.000,7,10,13,28,2547,0.010,25.91,0.0039,0.033,2,0.178,0.000,0.242,0.025,2.96,3.40,5.26,0.00,0.000,1.00,1.01,1.01,0.178,0.00200,43.06,0.2652,4.61,69707.4,74200.6,84.318,0.0657,9.937
340000,176,1.553,0.095,8.89,9021,8676,65,0,346,4,127302.5,3484.5,0.013,0.201,0.395,0.391,3521,8.99,2.28,0.00,0.00,0.00,0.00,0.06,0.75,8.94,2.35,0.00,0.00,0.000,0.000,19,0.301,0.222,0.778,0.000,0.000,5314,4867,2,0.489,0.216,0.006,35926,0.117,0.420,0.003,12.47,3248,0,871.115,0.000,0.000,90586,1.00,17.41,0.000,0.000,0.000,7,9,12,19,1583,0.006,7.83,0.0081,0.045,0,0.172,0.000,0.193,0.084,2.61,3.64,3.65,0.00,0.000,1.00,1.00,1.00,0.172,0.00237,63.35,0.4584,3.72,72339.1,74200.5,79.790,0.1101,12.623
350000,230,1.532,0.141,8.90,6494,6131,54,0,255,0,111241.9,1489.2,0.004,0.172,0.478,0.346,3913,9.96,3.19,0.00,0.00,0.00,0.00,0.03,0.23,9.93,3.20,0.00,0.00,0.000,0.000,25,0.678,0.200,0.791,0.000,0.009,2453,2414,2,0.874,0.000,0.017,41676,0.144,0.689,0.009,11.19,2144,0,1489.231,0.000,0.000,19294,1.00,16.25,0.000,0.000,0.000,7,10,10,41,2291,0.009,11.82,0.0049,0.013,0,0.052,0.000,0.159,0.005,2.81,3.97,3.91,0.00,0.000,1.00,1.00,1.00,0.052,0.00152,22.32,0.1967,2.89,71497.5,74200.4,118.109,0.0479,11.062
360000,258,1.506,0.129,9.02,6898,6591,90,0,189,5,127962.9,1758.1,0.000,0.186,0.486,0.328,3660,10.08,2.46,0.00,0.00,0.00,0.00,0.08,1.07,10.00,2.18,0.00,0.00,0.000,0.000,21,0.802,0.213,0.787,0.000,0.000,3498,3415,1,1.000,0.000,0.008,39759,0.163,0.691,0.009,12.76,2289,0,351.623,0.000,0.000,27263,1.00,15.89,0.000,0.000,0.000,9,10,10,29,2600,0.010,3.23,0.0050,0.000,0,0.061,0.000,0.212,0.012,2.74,4.06,4.00,0.00,0.000,1.00,1.00,1.00,0.061,0.00166,28.05,0.2168,3.82,71645.7,74200.2,119.391,0.0410,12.734
370000,206,1.532,0.086,8.96,5685,5439,146,0,152,1,117858.6,1740.6,0.001,0.174,0.553,0.272,3932,10.71,3.00,0.00,0.07,0.00,0.00,0.08,0.75,10.63,2.82,0.00,0.00,0.000,0.000,26,0.762,0.301,0.689,0.000,0.010,2695,2586,1,1.000,0.000,0.019,43723,0.160,0.377,0.003,11.71,2011,0,1740.647,0.000,0.000,22569,1.00,15.25,0.000,0.000,0.000,10,10,15,31,2207,0.008,7.95,0.0054,0.000,1,0.057,0.000,0.150,0.028,2.86,4.17,4.21,0.00,0.000,1.00,1.00,1.00,0.057,0.00178,31.32,0.2307,3.32,72435.2,74200.0,112.459,0.0567,11.731
380000,118,1.568,0.083,8.72,3403,3298,87,0,106,1,63935.2,825.7,0.001,0.193,0.583,0.223,5784,10.66,4.47,0.00,0.00,0.00,0.00,0.10,0.62,10.56,4.49,0.00,0.00,0.000,0.000,16,0.390,0.288,0.695,0.000,0.017,1564,1520,1,0.856,0.144,0.042,19693,0.135,0.374,0.003,6.41,1244,0,825.725,0.000,0.000,32519,1.00,15.31,0.000,0.000,0.000,8,10,15,30,1258,0.005,0.57,0.0051,0.000,8,0.130,0.000,0.125,0.015,2.92,4.48,3.86,0.00,0.000,1.00,1.00,1.00,0.130,0.00181,36.02,0.1274,7.33,72632.1,74200.0,120.449,0.0445,6.383
