step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent
110000,1266,1.414,0.045,8.96,29832,28283,286,0,1291,0,667441.5,7103.4,0.000,0.395,0.597,0.008,907,8.17,1.47,0.00,0.00,0.00,0.03,0.00,0.11,8.17,1.47,0.00,0.00,0.000,0.005,36,0.803,0.236,0.761,0.000,0.003,2463,2279,1,1.000,0.000,0.001,12323,0.096,0.117,0.000,66.23,9677,0,7103.384,0.000,0.000,371422,1.00,13.87,0.000,0.000,0.000,8,8,9,35,10346,0.039,0.00,0.0065,0.000,0,0.073,0.000,0.085,0.000,3.31,2.03,7.94,0.00,0.000,1.00,1.00,1.00,0.073,0.00310,41.10,0.8451,15.81,137332.6,140061.8,56.500,0.1351,66.113
120000,1197,1.479,0.043,8.98,28898,27483,248,0,1236,3,632312.4,6798.4,0.000,0.396,0.596,0.009,954,8.27,2.04,0.01,0.20,0.02,0.31,0.00,0.00,8.24,1.96,0.00,0.00,0.003,0.051,41,0.802,0.219,0.778,0.000,0.003,2487,2335,1,1.000,0.000,0.000,10082,0.116,0.159,0.000,62.64,9427,0,2266.132,0.000,0.000,360005,1.00,13.79,0.000,0.001,0.000,8,8,9,42,9899,0.038,0.01,0.0064,0.000,0,0.074,0.000,0.085,0.000,3.34,2.05,7.93,0.00,0.000,1.00,1.00,1.00,0.074,0.00311,38.97,0.8154,9.10,137390.3,140066.1,62.222,0.1362,62.508
130000,1134,1.419,0.052,8.98,28096,26724,231,0,1204,3,603929.0,6570.9,0.000,0.398,0.592,0.010,998,8.29,2.30,0.02,0.55,0.03,0.42,0.00,0.00,8.24,2.09,0.00,0.00,0.003,0.047,44,0.776,0.231,0.765,0.000,0.004,2385,2175,1,1.000,0.000,0.000,10004,0.096,0.258,0.001,59.76,9227,0,2190.305,0.000,0.000,356688,1.01,13.78,0.000,0.000,0.000,8,8,9,59,9404,0.036,0.01,0.0065,0.000,0,0.077,0.000,0.087,0.000,3.35,2.06,7.93,0.00,0.000,1.00,1.01,1.01,0.077,0.00315,37.22,0.7974,11.43,137413.2,140070.6,66.846,0.1400,59.620
140000,1112,1.422,0.051,8.98,27590,26186,183,0,1243,1,583817.5,6392.9,0.000,0.401,0.587,0.011,1029,8.51,3.17,0.00,0.12,0.01,0.18,0.01,0.20,8.49,3.12,0.00,0.00,0.002,0.044,45,0.768,0.228,0.765,0.000,0.006,2432,2187,1,1.000,0.000,0.002,9205,0.115,0.230,0.001,57.69,9193,0,6392.877,0.000,0.000,346662,1.00,13.64,0.000,0.000,0.000,8,8,10,57,9468,0.036,0.02,0.0062,0.000,0,0.077,0.000,0.089,0.000,3.35,2.10,7.93,0.00,0.000,1.00,1.00,1.00,0.077,0.00312,35.96,0.7806,13.07,137463.5,140074.3,70.172,0.1410,57.554
150000,1047,1.453,0.053,8.94,27199,25968,159,0,1137,0,567906.4,6209.5,0.000,0.405,0.583,0.012,1051,8.44,2.31,0.01,0.28,0.02,0.50,0.01,0.28,8.40,2.27,0.00,0.00,0.002,0.034,36,0.766,0.200,0.798,0.000,0.002,2373,2160,1,1.000,0.000,0.002,8685,0.135,0.252,0.001,56.06,8995,0,6209.533,0.000,0.000,349880,1.00,13.62,0.000,0.000,0.000,8,8,9,55,8838,0.034,0.02,0.0065,0.000,0,0.079,0.000,0.090,0.000,3.36,2.07,7.95,0.00,0.000,1.00,1.00,1.00,0.079,0.00325,34.89,0.7573,11.75,137511.5,140077.4,72.868,0.1364,55.931
160000,1041,1.404,0.049,8.96,26682,25341,162,0,1185,1,548652.7,6076.2,0.000,0.404,0.582,0.014,1094,8.35,2.25,0.01,0.19,0.01,0.25,0.00,0.00,8.33,2.23,0.00,0.00,0.002,0.039,42,0.832,0.212,0.782,0.000,0.006,2440,2265,1,1.000,0.000,0.000,9713,0.100,0.209,0.001,54.09,8744,0,6076.172,0.000,0.000,347839,1.00,13.76,0.000,0.000,0.000,8,8,9,51,8694,0.033,0.03,0.0063,0.000,0,0.082,0.000,0.090,0.000,3.37,2.08,7.94,0.00,0.001,1.00,1.00,1.00,0.082,0.00314,33.72,0.7470,15.26,137639.6,140080.6,76.008,0.1390,53.961
170000,1035,1.428,0.051,8.95,26077,24853,129,0,1101,1,538540.0,5904.8,0.000,0.407,0.579,0.013,1117,8.18,1.29,0.02,0.59,0.01,0.13,0.00,0.00,8.15,1.15,0.00,0.00,0.002,0.041,37,0.790,0.242,0.757,0.000,0.002,2326,2142,1,1.000,0.000,0.000,8991,0.104,0.203,0.000,53.06,8436,0,5904.810,0.000,0.000,342813,1.01,13.87,0.000,0.000,0.000,8,8,9,30,8468,0.032,0.03,0.0064,0.000,0,0.082,0.000,0.090,0.000,3.33,2.02,7.94,0.00,0.000,1.00,1.01,1.01,0.082,0.00312,33.06,0.7260,12.14,137595.1,140083.2,77.681,0.1358,52.924
180000,992,1.480,0.048,8.95,25656,24457,149,0,1093,1,531947.4,5789.0,0.000,0.404,0.583,0.013,1126,8.32,1.81,0.00,0.00,0.01,0.20,0.00,0.00,8.31,1.82,0.00,0.00,0.002,0.035,36,0.796,0.183,0.812,0.000,0.004,2336,2170,1,1.000,0.000,0.000,9272,0.134,0.177,0.000,52.36,8362,0,5788.973,0.000,0.000,336198,1.00,13.75,0.000,0.000,0.000,8,8,9,45,8250,0.031,0.02,0.0065,0.000,0,0.082,0.000,0.088,0.000,3.35,2.06,7.95,0.00,0.000,1.00,1.00,1.00,0.082,0.00318,32.71,0.7178,14.28,137659.2,140085.5,78.754,0.1386,52.229
190000,1002,1.453,0.058,8.96,25983,24669,155,0,1149,6,523979.0,5888.4,0.000,0.406,0.578,0.015,1138,8.47,2.65,0.01,0.23,0.05,0.65,0.01,0.47,8.40,2.52,0.00,0.00,0.005,0.055,46,0.730,0.213,0.784,0.000,0.003,2529,2256,1,1.000,0.000,0.001,9133,0.107,0.282,0.002,51.58,8624,0,981.394,0.000,0.001,341618,1.00,13.64,0.000,0.000,0.000,8,8,10,56,8490,0.032,0.05,0.0062,0.000,0,0.084,0.000,0.091,0.000,3.36,2.09,7.92,0.00,0.001,1.00,1.00,1.00,0.084,0.00312,32.16,0.7339,20.22,137518.1,140087.2,80.051,0.1443,51.418
200000,990,1.453,0.065,8.97,25736,24450,131,0,1167,0,516337.6,5805.8,0.000,0.407,0.578,0.014,1145,8.34,2.10,0.00,0.00,0.02,0.36,0.01,0.16,8.32,2.15,0.00,0.00,0.004,0.054,42,0.673,0.221,0.774,0.000,0.005,2426,2133,1,1.000,0.000,0.001,10167,0.114,0.374,0.003,50.86,8583,0,5805.792,0.000,0.001,341802,1.00,13.76,0.000,0.000,0.000,8,8,9,46,8260,0.032,0.10,0.0063,0.000,0,0.085,0.000,0.093,0.000,3.32,2.05,7.89,0.00,0.000,1.00,1.00,1.00,0.085,0.00311,31.50,0.7211,11.19,137413.8,140088.3,81.383,0.1413,50.705
210000,989,1.453,0.055,8.95,26326,25007,130,0,1190,2,523295.6,5966.3,0.001,0.409,0.576,0.015,1141,8.31,2.18,0.01,0.13,0.06,0.93,0.01,0.19,8.24,2.14,0.00,0.00,0.005,0.058,48,0.636,0.222,0.775,0.000,0.003,2645,2267,1,1.000,0.000,0.001,9687,0.120,0.248,0.001,51.47,8678,0,2983.135,0.000,0.001,362294,1.00,13.79,0.000,0.000,0.000,8,8,9,45,8220,0.031,0.11,0.0064,0.000,0,0.088,0.000,0.097,0.001,3.29,1.94,7.90,0.00,0.000,1.00,1.00,1.00,0.088,0.00315,31.55,0.7400,15.24,137589.2,140089.3,80.714,0.1429,51.345
220000,1052,1.435,0.045,8.91,27585,26084,143,0,1295,0,538190.9,6259.8,0.000,0.400,0.588,0.011,1125,8.18,1.99,0.00,0.12,0.04,0.52,0.00,0.00,8.14,1.92,0.00,0.00,0.004,0.053,51,0.489,0.236,0.759,0.000,0.006,2449,1972,1,1.000,0.000,0.000,8969,0.109,0.126,0.000,52.99,8894,0,6259.801,0.000,0.000,364213,1.00,14.02,0.000,0.000,0.000,7,8,9,44,8602,0.033,0.02,0.0063,0.000,0,0.088,0.000,0.103,0.000,3.16,1.73,7.85,0.00,0.000,1.00,1.00,1.00,0.088,0.00299,31.89,0.7722,11.26,137671.7,140091.0,78.934,0.1465,52.856
230000,1104,1.369,0.045,8.92,28981,27314,126,0,1489,0,555029.4,6641.7,0.000,0.395,0.596,0.009,1093,8.14,1.85,0.00,0.00,0.03,0.34,0.02,0.63,8.10,1.82,0.00,0.00,0.004,0.052,50,0.389,0.237,0.760,0.000,0.003,2716,2115,1,0.993,0.007,0.001,11043,0.100,0.142,0.000,54.75,9322,0,6641.729,0.000,0.002,387623,1.00,14.06,0.000,0.000,0.000,7,8,9,47,8992,0.034,0.05,0.0062,0.000,0,0.091,0.000,0.110,0.000,3.12,1.59,7.82,0.00,0.000,1.00,1.00,1.00,0.091,0.00288,32.34,0.8177,15.78,137657.9,140092.5,76.704,0.1529,54.593
240000,1099,1.420,0.043,8.91,30269,28381,163,0,1730,1,571643.9,7098.7,0.000,0.382,0.612,0.006,1052,8.08,1.41,0.00,0.00,0.03,0.41,0.00,0.00,8.05,1.40,0.00,0.00,0.005,0.055,50,0.477,0.226,0.769,0.000,0.005,2749,2107,1,1.000,0.000,0.000,11712,0.105,0.099,0.000,56.40,9855,0,7098.745,0.000,0.000,383935,1.00,14.09,0.000,0.000,0.000,7,8,9,34,8882,0.034,0.01,0.0065,0.000,0,0.090,0.000,0.116,0.000,3.08,1.45,7.85,0.00,0.000,1.00,1.00,1.00,0.090,0.00288,32.70,0.8704,19.66,137655.6,140093.9,74.727,0.1601,56.241
250000,1179,1.434,0.045,8.91,31492,29384,112,0,1916,0,589541.0,7356.1,0.000,0.379,0.616,0.004,1029,8.20,2.11,0.00,0.00,0.05,0.69,0.00,0.10,8.14,1.85,0.00,0.00,0.004,0.057,57,0.629,0.247,0.746,0.000,0.008,2887,2151,1,1.000,0.000,0.003,13715,0.095,0.105,0.000,58.26,10170,0,7356.092,0.000,0.000,404173,1.00,14.03,0.000,0.000,0.000,8,8,9,54,9662,0.037,0.01,0.0061,0.000,0,0.093,0.000,0.122,0.000,3.03,1.34,7.85,0.00,0.000,1.00,1.00,1.00,0.093,0.00274,33.19,0.9001,14.58,137477.7,140095.5,72.377,0.1649,58.076
260000,1211,1.401,0.043,8.94,33052,30762,135,0,2123,4,620327.9,7990.8,0.000,0.383,0.614,0.003,1011,8.16,1.92,0.01,0.28,0.06,1.06,0.02,0.52,8.07,1.41,0.00,0.00,0.005,0.062,65,0.759,0.220,0.773,0.000,0.007,2909,2202,1,1.000,0.000,0.003,13895,0.096,0.103,0.000,61.43,10383,0,1997.701,0.000,0.001,429785,1.00,14.01,0.000,0.000,0.000,8,8,8,47,9882,0.038,0.00,0.0063,0.000,0,0.093,0.000,0.126,0.000,2.99,1.24,7.87,0.00,0.000,1.00,1.00,1.00,0.093,0.00285,34.55,0.9684,15.24,137503.4,140097.3,67.860,0.1693,61.264
270000,1259,1.421,0.041,8.95,34806,32290,147,0,2321,2,646744.8,8492.5,0.000,0.387,0.610,0.002,984,8.12,1.98,0.00,0.08,0.04,0.74,0.00,0.00,8.08,1.95,0.00,0.00,0.003,0.051,53,0.836,0.227,0.769,0.000,0.004,3220,2388,1,1.000,0.000,0.000,14743,0.098,0.074,0.000,64.17,10599,0,4246.243,0.000,0.000,456753,1.00,14.05,0.000,0.000,0.000,8,8,8,56,10223,0.039,0.01,0.0064,0.000,0,0.093,0.000,0.130,0.000,2.96,1.15,7.92,0.00,0.000,1.00,1.00,1.00,0.093,0.00288,35.61,1.0226,12.78,137440.8,140098.9,64.055,0.1736,63.992
280000,1326,1.429,0.041,9.01,35560,32774,153,0,2566,0,672874.9,8882.2,0.000,0.395,0.603,0.002,961,8.11,1.64,0.02,0.41,0.01,0.16,0.00,0.00,8.08,1.62,0.00,0.00,0.002,0.020,59,0.784,0.232,0.765,0.000,0.002,3252,2296,1,1.000,0.000,0.000,14499,0.099,0.084,0.000,66.92,10787,0,8882.153,0.000,0.000,482140,1.01,14.08,0.000,0.000,0.000,8,8,8,42,10753,0.041,0.00,0.0063,0.000,0,0.093,0.000,0.127,0.000,2.95,1.18,7.92,0.00,0.000,1.01,1.01,1.01,0.093,0.00291,37.00,1.0698,19.64,137323.3,140100.1,59.918,0.1808,66.727
290000,1333,1.423,0.040,9.01,35687,32911,174,0,2595,0,690730.2,8982.1,0.000,0.409,0.589,0.002,941,8.04,1.59,0.00,0.00,0.04,0.63,0.01,0.16,7.99,1.31,0.00,0.00,0.003,0.041,47,0.773,0.227,0.770,0.000,0.004,3512,2748,1,1.000,0.000,0.002,16153,0.087,0.072,0.000,68.84,10519,0,8982.131,0.000,0.001,515147,1.00,14.15,0.000,0.000,0.000,7,8,8,54,10714,0.041,0.00,0.0065,0.000,0,0.093,0.000,0.123,0.000,2.97,1.16,7.93,0.00,0.000,1.00,1.00,1.00,0.093,0.00306,38.04,1.0742,15.13,137341.6,140101.6,56.967,0.1763,68.661
300000,1364,1.412,0.042,8.98,36718,33769,173,0,2745,0,708298.6,9296.8,0.000,0.420,0.578,0.002,911,7.90,1.19,0.00,0.00,0.02,0.27,0.00,0.07,7.88,1.24,0.00,0.00,0.004,0.048,53,0.684,0.229,0.768,0.000,0.003,3801,3197,1,1.000,0.000,0.002,17272,0.091,0.079,0.000,70.72,10849,0,9296.789,0.000,0.000,553415,1.00,14.35,0.000,0.000,0.000,7,8,8,27,10780,0.041,0.00,0.0066,0.000,0,0.095,0.000,0.123,0.000,2.96,1.17,7.94,0.00,0.000,1.00,1.00,1.00,0.095,0.00312,38.94,1.1119,18.05,137267.8,140102.7,54.177,0.1819,70.530
310000,1383,1.411,0.044,8.98,36541,33391,204,0,2927,0,706101.9,9439.7,0.000,0.421,0.576,0.002,917,7.94,1.82,0.00,0.00,0.08,1.26,0.00,0.05,7.86,1.63,0.00,0.00,0.006,0.064,65,0.612,0.227,0.764,0.000,0.009,3886,3530,2,0.928,0.000,0.001,15872,0.080,0.104,0.000,70.53,10940,0,9439.692,0.000,0.000,561556,1.00,14.45,0.000,0.000,0.000,7,8,8,35,10977,0.042,0.00,0.0065,0.000,0,0.095,0.000,0.121,0.000,2.96,1.19,7.92,0.00,0.000,1.00,1.00,1.00,0.095,0.00306,39.11,1.1341,20.52,137206.3,140103.5,54.206,0.1898,70.331
320000,1408,1.408,0.040,9.00,37312,34018,184,0,3085,0,708985.5,9570.4,0.000,0.423,0.575,0.002,914,7.70,2.01,0.00,0.00,0.05,0.86,0.00,0.11,7.65,1.76,0.00,0.00,0.003,0.034,48,0.464,0.247,0.749,0.000,0.004,4052,3783,2,0.989,0.000,0.001,14973,0.083,0.073,0.000,70.97,11035,0,9570.412,0.000,0.000,596309,1.00,14.89,0.000,0.000,0.000,7,8,8,48,10837,0.041,0.00,0.0066,0.000,0,0.099,0.000,0.125,0.000,2.95,1.12,7.90,0.00,0.000,1.00,1.00,1.00,0.099,0.00299,39.31,1.1497,18.21,137245.6,140104.3,53.564,0.1927,70.779
330000,1394,1.396,0.039,8.96,37153,33958,176,0,3033,0,700804.0,9394.9,0.000,0.424,0.575,0.002,906,7.63,2.43,0.00,0.00,0.03,0.28,0.00,0.13,7.60,2.43,0.00,0.00,0.003,0.032,58,0.545,0.238,0.755,0.000,0.006,4190,4018,2,0.991,0.000,0.001,12928,0.095,0.069,0.000,70.21,10652,0,9394.892,0.000,0.000,610380,1.00,15.13,0.001,0.000,0.000,7,7,8,64,10638,0.041,0.00,0.0066,0.000,0,0.102,0.000,0.126,0.000,2.92,1.13,7.90,0.00,0.000,1.00,1.00,1.00,0.102,0.00294,38.97,1.1265,18.39,137308.6,140105.3,54.659,0.1869,70.034
340000,1416,1.338,0.040,8.96,37142,33854,172,0,3094,2,694441.5,9402.8,0.000,0.422,0.577,0.002,921,7.52,1.79,0.00,0.00,0.02,0.26,0.00,0.13,7.50,1.72,0.00,0.00,0.002,0.020,52,0.629,0.240,0.758,0.000,0.002,4224,4084,1,1.000,0.000,0.001,12814,0.083,0.070,0.000,69.63,10009,0,4701.411,0.000,0.000,616444,1.00,15.25,0.000,0.000,0.000,7,7,8,39,10645,0.041,0.00,0.0065,0.000,0,0.104,0.000,0.125,0.000,2.94,1.10,7.93,0.00,0.000,1.00,1.00,1.00,0.104,0.00282,38.85,1.1314,15.99,137335.9,140106.8,55.363,0.1912,69.437
350000,1417,1.381,0.043,8.95,37182,33841,161,0,3179,1,690785.7,9415.5,0.000,0.423,0.576,0.002,919,7.57,2.35,0.05,1.71,0.05,0.86,0.00,0.13,7.46,1.52,0.00,0.00,0.003,0.043,57,0.635,0.232,0.762,0.000,0.006,4248,4177,1,1.000,0.000,0.001,10288,0.096,0.087,0.000,69.24,9939,0,9415.487,0.000,0.000,625213,1.02,15.25,0.001,0.000,0.000,7,7,8,64,10725,0.041,0.00,0.0065,0.000,0,0.105,0.000,0.126,0.000,2.95,1.14,7.90,0.00,0.000,1.02,1.02,1.02,0.105,0.00280,38.67,1.1333,19.99,137231.1,140108.8,55.933,0.1913,69.039
360000,1383,1.391,0.042,8.95,37165,33790,162,0,3247,0,696441.0,9465.2,0.000,0.421,0.578,0.002,927,7.51,2.30,0.00,0.00,0.03,0.47,0.01,0.15,7.48,2.21,0.00,0.00,0.002,0.025,53,0.698,0.219,0.776,0.000,0.005,4306,4240,1,1.000,0.000,0.001,11021,0.092,0.079,0.000,69.85,9797,0,9465.228,0.000,0.000,623963,1.00,15.36,0.000,0.000,0.000,7,7,8,46,10386,0.040,0.00,0.0067,0.000,0,0.104,0.000,0.127,0.000,2.97,1.13,7.91,0.00,0.000,1.00,1.00,1.00,0.104,0.00287,39.04,1.1396,17.27,137284.1,140110.5,54.944,0.1932,69.665
370000,1410,1.393,0.039,8.95,37203,33798,168,0,3210,0,690259.2,9437.1,0.000,0.422,0.576,0.002,930,7.42,1.70,0.01,0.29,0.01,0.16,0.01,0.51,7.38,1.44,0.00,0.00,0.002,0.023,51,0.679,0.252,0.740,0.000,0.007,4249,4191,1,1.000,0.000,0.001,11409,0.087,0.073,0.000,69.19,10004,0,9437.143,0.000,0.000,625049,1.00,15.44,0.000,0.000,0.000,7,7,8,46,10457,0.040,0.00,0.0066,0.000,0,0.105,0.000,0.126,0.000,2.93,1.11,7.90,0.00,0.000,1.00,1.00,1.01,0.105,0.00280,38.71,1.1373,20.25,137296.5,140111.7,55.932,0.1932,69.001
380000,1365,1.371,0.040,8.98,36378,32996,162,0,3265,0,678100.3,9271.4,0.000,0.419,0.580,0.002,935,7.39,1.64,0.00,0.00,0.02,0.22,0.00,0.00,7.38,1.64,0.00,0.00,0.002,0.034,47,0.700,0.236,0.763,0.000,0.001,4059,3997,1,1.000,0.000,0.000,12016,0.076,0.103,0.000,67.89,9987,0,9271.392,0.000,0.001,603491,1.00,15.46,0.000,0.000,0.000,7,7,8,42,10092,0.038,0.00,0.0067,0.000,0,0.104,0.000,0.126,0.000,2.94,1.11,7.90,0.00,0.000,1.00,1.00,1.00,0.104,0.00282,38.01,1.1210,27.12,137375.4,140112.5,57.937,0.1931,67.708
