step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent
110000,151,1.469,0.230,4.96,5898,5686,0,0,243,3,83468.7,1403.1,0.064,0.541,0.024,0.371,2191,9.99,4.48,0.02,0.24,0.06,0.73,0.00,0.00,9.91,4.40,0.00,0.00,0.003,0.036,17,0.325,0.179,0.821,0.000,0.000,1391,1251,1,1.000,0.000,0.000,1231,0.134,0.832,0.013,8.43,1484,0,467.700,0.000,0.000,73414,1.01,14.60,0.000,0.000,0.000,7,8,13,32,1508,0.006,5.98,0.0056,0.020,7,0.092,0.000,0.165,0.001,3.05,2.58,6.15,0.00,0.000,1.00,1.01,1.01,0.092,0.00481,14.54,0.1886,6.45,21510.5,25533.3,134.493,0.0480,8.310
120000,124,1.606,0.066,5.39,8239,7949,0,0,317,0,113997.0,2290.6,0.051,0.582,0.086,0.281,1904,11.19,5.15,0.23,1.34,0.00,0.00,0.00,0.00,10.96,4.83,0.00,0.00,0.000,0.000,22,0.250,0.218,0.774,0.000,0.008,2562,2276,1,1.000,0.000,0.000,1749,0.129,0.305,0.002,11.13,2002,0,2290.572,0.000,0.000,142154,1.09,13.45,0.000,0.000,0.000,7,10,20,35,1387,0.005,1.59,0.0084,0.024,2,0.141,0.000,0.218,0.007,3.51,3.04,6.65,0.00,0.000,1.05,1.10,1.11,0.141,0.00966,56.49,0.3617,6.97,24223.9,25533.3,94.224,0.1325,11.270
130000,215,1.481,0.078,5.07,9069,8477,7,0,494,0,120703.1,2020.5,0.042,0.510,0.066,0.382,1822,8.90,2.40,0.00,0.00,0.00,0.00,0.00,0.00,8.90,2.40,0.00,0.00,0.000,0.000,23,0.484,0.177,0.814,0.000,0.009,2712,2525,1,0.958,0.042,0.000,1213,0.105,0.398,0.003,12.10,2200,0,2020.486,0.000,0.000,168950,1.00,16.17,0.000,0.000,0.000,7,9,9,33,1914,0.007,3.42,0.0063,0.014,1,0.143,0.000,0.186,0.003,2.93,2.33,5.73,0.00,0.000,1.00,1.00,1.00,0.143,0.00400,44.19,0.2818,5.47,23897.5,25533.4,103.728,0.0798,11.988
140000,143,1.525,0.094,4.97,6178,5862,13,0,375,0,97838.2,1301.5,0.034,0.468,0.037,0.461,2081,7.83,2.06,0.00,0.00,0.00,0.00,0.00,0.00,7.83,2.06,0.00,0.00,0.000,0.000,14,0.538,0.266,0.734,0.000,0.000,1075,893,1,1.000,0.000,0.000,679,0.093,0.487,0.004,9.81,1473,0,1301.476,0.000,0.000,73498,1.00,16.63,0.000,0.000,0.000,7,7,9,19,1120,0.004,5.07,0.0087,0.014,1,0.084,0.000,0.095,0.001,2.75,2.48,5.20,0.00,0.000,1.00,1.00,1.00,0.084,0.00464,19.91,0.1998,4.21,23758.5,25533.4,128.651,0.0697,9.724
150000,109,1.431,0.054,5.02,4201,3962,34,0,239,14,66667.2,886.7,0.029,0.455,0.039,0.477,2587,8.61,5.08,0.04,0.38,0.00,0.00,0.00,0.00,8.58,4.73,0.00,0.00,0.000,0.000,9,0.532,0.303,0.688,0.000,0.009,957,903,1,0.826,0.174,0.000,834,0.138,0.241,0.001,6.61,1015,0,63.338,0.000,0.000,50224,1.01,15.06,0.000,0.000,0.000,7,7,10,58,939,0.004,1.78,0.0071,0.000,1,0.083,0.000,0.079,0.015,2.90,2.27,6.20,0.00,0.000,1.00,1.01,1.01,0.083,0.00391,24.85,0.1560,6.41,24466.8,25533.4,130.198,0.0673,6.618
160000,107,1.425,0.059,5.01,4304,4041,24,0,241,0,62215.4,794.0,0.029,0.598,0.032,0.341,2722,9.08,3.07,0.00,0.00,0.00,0.00,0.00,0.00,9.08,3.07,0.00,0.00,0.000,0.000,12,0.542,0.187,0.813,0.000,0.000,582,574,1,1.000,0.000,0.000,452,0.131,0.269,0.001,6.24,1034,0,793.965,0.000,0.000,63868,1.00,13.74,0.000,0.000,0.000,7,10,10,29,972,0.004,0.37,0.0064,0.009,2,0.092,0.000,0.085,0.000,3.25,2.11,7.15,0.00,0.000,1.00,1.00,1.00,0.092,0.00499,13.60,0.1384,5.85,24395.6,25533.4,143.229,0.0591,6.171
170000,122,1.541,0.062,5.02,6316,5976,9,0,316,0,81325.4,1632.2,0.040,0.626,0.068,0.266,2311,11.52,3.04,0.06,0.63,0.00,0.00,0.00,0.00,11.46,3.00,0.00,0.00,0.000,0.000,7,0.525,0.246,0.746,0.000,0.008,1979,1906,1,1.000,0.000,0.000,817,0.129,0.306,0.001,8.14,1615,0,1632.215,0.000,0.000,153621,1.02,11.82,0.000,0.000,0.000,7,14,14,17,1405,0.005,1.65,0.0058,0.000,3,0.178,0.000,0.181,0.006,3.63,2.58,7.53,0.00,0.000,1.00,1.02,1.03,0.178,0.00629,22.67,0.2376,6.09,24305.0,25533.4,130.972,0.0743,8.060
180000,98,1.708,0.070,5.02,4004,3839,1,0,188,0,57033.9,839.8,0.030,0.630,0.044,0.296,2854,8.51,4.21,0.00,0.00,0.00,0.00,0.00,0.00,8.51,4.21,0.00,0.00,0.000,0.000,11,0.673,0.306,0.673,0.000,0.020,799,798,1,1.000,0.000,0.000,475,0.093,0.384,0.003,5.72,957,0,839.754,0.000,0.000,57099,1.00,15.22,0.000,0.000,0.000,7,7,10,43,834,0.003,3.19,0.0068,0.031,2,0.087,0.000,0.114,0.010,3.00,2.17,6.21,0.00,0.000,1.00,1.00,1.00,0.087,0.00550,19.61,0.1409,4.59,24199.2,25533.5,134.914,0.0570,5.657
190000,201,1.516,0.051,5.02,6740,6274,4,0,359,1,80150.3,1685.8,0.043,0.568,0.067,0.321,2357,10.90,6.89,0.16,2.12,0.00,0.00,0.00,0.00,10.74,6.61,0.00,0.00,0.000,0.000,28,0.368,0.239,0.761,0.000,0.000,2519,2485,1,1.000,0.000,0.000,1657,0.127,0.234,0.001,7.99,1630,0,1685.812,0.000,0.000,155989,1.05,14.31,0.005,0.000,0.000,7,9,16,64,2191,0.008,3.15,0.0037,0.025,1,0.180,0.000,0.240,0.016,3.18,2.50,6.41,0.00,0.000,1.05,1.04,1.05,0.180,0.00302,31.07,0.2365,4.99,24353.5,25533.5,121.224,0.0679,7.942
200000,130,1.495,0.053,4.97,7255,7055,2,0,269,0,94392.1,1895.0,0.052,0.571,0.060,0.317,2125,10.36,6.92,0.48,3.57,0.00,0.00,0.00,0.00,9.88,5.53,0.00,0.00,0.000,0.000,22,0.338,0.162,0.838,0.000,0.000,2523,2443,1,1.000,0.000,0.000,1737,0.127,0.210,0.001,9.45,1783,0,1894.982,0.000,0.000,155677,1.13,14.34,0.000,0.000,0.000,6,6,15,46,1347,0.005,0.42,0.0073,0.154,8,0.164,0.000,0.225,0.011,3.15,2.58,6.43,0.00,0.000,1.10,1.14,1.15,0.164,0.00639,57.85,0.2603,7.45,24440.4,25533.5,95.719,0.0706,9.391
210000,234,1.451,0.048,4.99,7182,6706,8,0,364,0,95273.0,1684.2,0.040,0.553,0.043,0.364,2178,8.99,3.22,0.00,0.00,0.00,0.00,0.00,0.00,8.99,3.22,0.00,0.00,0.000,0.000,19,0.530,0.214,0.782,0.000,0.004,2339,2234,1,1.000,0.000,0.000,1970,0.109,0.125,0.000,9.53,1733,0,1684.228,0.000,0.000,139126,1.00,15.76,0.000,0.000,0.000,6,9,11,35,2104,0.008,0.15,0.0045,0.030,3,0.137,0.000,0.214,0.009,2.85,2.68,5.45,0.00,0.000,1.00,1.00,1.00,0.137,0.00309,31.33,0.2276,7.13,24369.3,25533.5,122.432,0.0592,9.459
220000,265,1.560,0.050,5.04,7858,7455,2,0,370,17,112387.5,1950.9,0.055,0.562,0.036,0.347,1960,11.12,3.99,0.08,0.92,0.01,0.12,0.00,0.00,11.04,3.67,0.00,0.00,0.000,0.003,27,0.234,0.234,0.758,0.000,0.008,2115,2042,1,1.000,0.000,0.000,2153,0.163,0.127,0.000,11.25,1934,0,114.761,0.000,0.000,136328,1.03,13.25,0.000,0.000,0.000,6,11,15,41,2948,0.011,0.16,0.0038,0.000,1,0.124,0.000,0.176,0.003,3.34,2.64,6.79,0.01,0.004,1.01,1.03,1.03,0.124,0.00383,41.30,0.2678,10.77,24249.5,25533.6,110.729,0.0724,11.165
230000,195,1.650,0.048,5.27,9234,8969,8,0,327,0,155286.2,2520.2,0.048,0.458,0.056,0.438,1514,11.59,4.12,0.01,0.07,0.00,0.00,0.00,0.00,11.58,4.11,0.00,0.00,0.000,0.000,19,0.246,0.282,0.718,0.000,0.000,2775,2458,1,1.000,0.000,0.000,3283,0.135,0.163,0.000,15.52,2342,0,2520.161,0.000,0.005,137120,1.00,12.37,0.000,0.000,0.000,8,11,14,54,2260,0.009,0.19,0.0069,0.010,2,0.118,0.000,0.153,0.004,3.38,2.11,7.72,0.00,0.000,1.00,1.00,1.00,0.118,0.00640,33.71,0.3351,6.68,24372.9,25533.6,114.018,0.0835,15.453
240000,141,1.653,0.063,5.08,5941,5744,23,0,228,0,93662.3,1278.1,0.036,0.578,0.027,0.359,2195,11.09,5.43,0.21,1.50,0.18,1.48,0.00,0.00,10.70,3.78,0.00,0.00,0.004,0.032,22,0.340,0.213,0.787,0.000,0.000,1088,787,1,1.000,0.000,0.000,2508,0.100,0.251,0.001,9.40,1378,0,1278.055,0.000,0.000,105095,1.05,12.54,0.000,0.000,0.000,8,10,14,48,1563,0.006,0.61,0.0062,0.000,0,0.109,0.000,0.089,0.002,3.45,2.21,7.62,0.05,0.014,1.01,1.07,1.06,0.109,0.00584,18.05,0.1900,4.07,24229.4,25533.7,135.372,0.0624,9.326
250000,195,1.698,0.082,5.42,7738,7411,4,0,269,1,115455.4,1915.5,0.047,0.478,0.053,0.422,1832,11.98,2.87,0.06,0.79,0.00,0.00,0.00,0.00,11.92,2.96,0.00,0.00,0.000,0.000,20,0.400,0.195,0.805,0.000,0.000,2299,1822,1,1.000,0.000,0.000,3146,0.099,0.299,0.001,11.59,1945,0,1915.472,0.000,0.000,164448,1.03,12.16,0.000,0.000,0.000,10,11,14,32,2337,0.009,0.23,0.0050,0.000,0,0.173,0.000,0.133,0.005,3.56,2.14,7.84,0.00,0.000,1.03,1.03,1.03,0.173,0.00433,21.55,0.2627,6.16,23811.6,25533.8,130.067,0.0709,11.479
260000,279,1.573,0.114,5.36,9249,8828,12,0,325,3,141239.8,2425.9,0.047,0.456,0.059,0.438,1605,11.98,5.48,0.44,4.16,0.04,0.61,0.00,0.00,11.49,4.00,0.00,0.00,0.001,0.015,27,0.584,0.251,0.731,0.000,0.018,3136,2717,1,1.000,0.000,0.000,2634,0.138,0.474,0.004,14.19,2199,0,808.640,0.000,0.004,202198,1.15,11.91,0.004,0.000,0.000,10,10,14,64,3343,0.013,2.67,0.0044,0.000,0,0.180,0.000,0.149,0.007,3.46,2.29,7.86,0.02,0.007,1.12,1.16,1.17,0.180,0.00354,24.74,0.3199,6.25,23167.5,25533.9,121.846,0.0773,14.045
270000,257,1.608,0.125,5.61,10721,10318,8,0,417,4,162740.4,3086.9,0.041,0.359,0.108,0.492,1438,12.45,3.94,0.23,1.69,0.02,0.20,0.00,0.00,12.21,3.45,0.00,0.00,0.002,0.022,32,0.339,0.222,0.767,0.000,0.012,4405,3775,1,1.000,0.000,0.000,3178,0.146,0.511,0.004,16.29,2699,0,771.714,0.000,0.004,185586,1.08,12.23,0.000,0.000,0.000,10,11,15,39,3200,0.012,2.08,0.0052,0.000,4,0.183,0.000,0.220,0.011,3.68,2.30,7.70,0.00,0.000,1.03,1.08,1.11,0.183,0.00346,36.13,0.3905,8.45,23002.8,25533.9,108.934,0.0816,16.192
280000,144,1.778,0.061,5.62,6255,6055,26,0,287,4,107992.9,1585.8,0.037,0.364,0.082,0.516,1899,10.60,3.31,0.12,1.05,0.00,0.00,0.00,0.00,10.47,2.91,0.00,0.00,0.000,0.000,22,0.354,0.229,0.771,0.000,0.000,1756,1544,1,1.000,0.000,0.000,3003,0.199,0.226,0.000,10.70,1668,0,396.445,0.000,0.000,88224,1.04,12.64,0.000,0.000,0.000,8,10,13,35,1526,0.006,0.21,0.0072,0.000,1,0.127,0.000,0.140,0.008,3.30,2.28,7.66,0.00,0.000,1.02,1.05,1.05,0.127,0.00439,25.18,0.2301,4.79,24249.7,25534.0,127.345,0.0719,10.755
290000,122,1.583,0.100,5.43,5281,5006,34,0,263,0,85528.2,1155.3,0.036,0.437,0.045,0.482,2159,10.14,4.09,0.14,1.44,0.03,0.36,0.00,0.00,9.97,3.15,0.00,0.00,0.002,0.019,12,0.615,0.205,0.795,0.000,0.000,1071,999,1,1.000,0.000,0.000,2867,0.088,0.430,0.003,8.63,1400,0,1155.311,0.000,0.000,79847,1.02,12.82,0.000,0.000,0.000,7,10,12,42,1237,0.005,1.86,0.0070,0.000,0,0.119,0.000,0.109,0.002,3.44,2.20,7.80,0.00,0.000,1.00,1.04,1.02,0.119,0.00485,16.55,0.1832,6.20,23669.6,25534.0,136.394,0.0675,8.502
300000,88,1.722,0.141,5.51,3373,3240,11,0,156,0,56477.9,609.3,0.025,0.492,0.056,0.428,2709,9.50,4.95,0.07,0.47,0.00,0.00,0.00,0.00,9.43,5.03,0.00,0.00,0.000,0.000,12,0.500,0.170,0.807,0.000,0.023,659,613,1,1.000,0.000,0.000,1747,0.098,0.652,0.008,5.73,866,0,609.331,0.000,0.000,63796,1.04,14.02,0.000,0.000,0.000,7,7,11,30,836,0.003,12.88,0.0068,0.023,1,0.122,0.000,0.082,0.001,3.30,2.30,7.86,0.00,0.000,1.07,1.07,1.03,0.122,0.00464,12.32,0.1046,3.63,23057.4,25534.0,132.516,0.0439,5.621
310000,160,1.575,0.156,6.04,3770,3541,15,0,142,0,60136.9,733.9,0.023,0.438,0.070,0.469,2525,9.92,5.10,0.02,0.24,0.01,0.08,0.06,0.53,9.84,5.04,0.00,0.00,0.000,0.004,27,0.412,0.256,0.731,0.000,0.013,1048,1000,1,1.000,0.000,0.013,1742,0.162,0.705,0.009,6.05,982,0,733.949,0.000,0.000,81901,1.01,14.57,0.000,0.000,0.000,7,7,18,40,1587,0.006,9.10,0.0038,0.000,1,0.163,0.000,0.110,0.002,3.45,2.56,7.21,0.00,0.000,1.01,1.01,1.01,0.163,0.00221,11.52,0.1108,4.85,22686.9,25534.0,136.776,0.0373,5.973
320000,154,1.617,0.091,6.02,6804,6546,13,0,251,2,104882.5,2041.1,0.017,0.311,0.117,0.555,1866,9.72,2.67,0.05,0.56,0.00,0.00,0.00,0.00,9.68,2.50,0.00,0.00,0.000,0.000,14,0.468,0.162,0.838,0.000,0.000,2608,2505,1,1.000,0.000,0.000,3385,0.151,0.416,0.002,10.38,1994,0,1020.535,0.000,0.000,83579,1.01,15.68,0.000,0.000,0.000,7,11,11,23,1497,0.006,4.03,0.0070,0.000,1,0.135,0.000,0.196,0.031,3.03,2.67,6.14,0.00,0.000,1.00,1.02,1.01,0.135,0.00311,21.77,0.2678,3.59,23762.6,25534.0,127.263,0.0638,10.424
330000,194,1.503,0.134,5.97,6344,6092,13,0,199,0,102165.8,1669.4,0.007,0.244,0.139,0.609,1941,10.59,2.77,0.13,0.95,0.00,0.00,0.00,0.00,10.45,2.69,0.00,0.00,0.000,0.000,34,0.490,0.216,0.778,0.000,0.005,2242,2096,1,1.000,0.000,0.000,2131,0.123,0.547,0.004,10.29,1819,0,1669.401,0.000,0.000,33846,1.06,15.64,0.000,0.000,0.000,7,11,12,24,2054,0.008,3.96,0.0050,0.000,0,0.073,0.000,0.208,0.014,3.03,3.10,5.56,0.00,0.000,1.06,1.06,1.07,0.073,0.00205,18.92,0.2119,4.36,23007.7,25534.0,130.277,0.0449,10.165
340000,187,1.633,0.233,5.80,7141,6916,9,0,223,0,111317.2,1943.4,0.007,0.242,0.139,0.612,1810,10.47,3.69,0.02,0.18,0.00,0.00,0.00,0.00,10.45,3.69,0.00,0.00,0.000,0.000,30,0.449,0.182,0.807,0.000,0.011,2476,2365,1,1.000,0.000,0.000,2097,0.137,0.839,0.013,11.29,2057,0,1943.446,0.000,0.005,33002,1.01,15.05,0.000,0.000,0.000,7,11,11,34,1958,0.007,6.14,0.0057,0.000,1,0.067,0.000,0.218,0.015,3.09,2.73,6.25,0.00,0.000,1.00,1.01,1.01,0.067,0.00242,20.04,0.2421,9.65,21375.9,25534.0,125.960,0.0473,11.082
350000,268,1.551,0.151,5.78,6872,6498,22,0,271,0,107612.8,1796.3,0.023,0.340,0.113,0.523,1834,9.66,5.15,0.05,0.43,0.00,0.00,0.00,0.00,9.61,5.19,0.00,0.00,0.000,0.000,32,0.429,0.228,0.769,0.000,0.004,2155,2034,1,1.000,0.000,0.000,5222,0.159,0.650,0.007,10.63,1937,0,1796.286,0.000,0.000,96201,1.03,14.51,0.004,0.000,0.000,7,10,12,64,2589,0.010,8.79,0.0042,0.000,0,0.138,0.000,0.122,0.017,3.40,2.46,7.26,0.00,0.000,1.03,1.03,1.03,0.138,0.00197,19.47,0.2526,9.99,22592.3,25534.0,124.548,0.0730,10.679
360000,193,1.741,0.122,5.79,8467,8145,27,0,370,1,141184.0,2404.8,0.023,0.361,0.101,0.515,1537,11.16,3.67,0.08,0.81,0.00,0.00,0.02,0.22,11.07,3.54,0.00,0.00,0.000,0.000,22,0.332,0.259,0.741,0.000,0.000,2672,2602,1,0.933,0.067,0.005,2675,0.159,0.473,0.003,14.08,2304,0,2404.838,0.000,0.000,141404,1.03,13.35,0.000,0.000,0.000,7,10,18,27,2154,0.008,2.77,0.0066,0.010,0,0.154,0.000,0.132,0.013,3.35,2.41,7.37,0.00,0.000,1.01,1.02,1.04,0.154,0.00422,33.78,0.3316,4.91,23162.6,25534.0,112.816,0.0916,14.046
370000,195,1.708,0.139,5.76,7157,6772,46,0,337,2,119787.5,1725.4,0.022,0.330,0.098,0.549,1716,10.17,2.60,0.02,0.21,0.00,0.00,0.00,0.00,10.16,2.64,0.00,0.00,0.000,0.000,28,0.344,0.215,0.779,0.000,0.005,1639,1579,1,1.000,0.000,0.000,3385,0.157,0.536,0.004,12.01,1976,0,862.724,0.000,0.000,75479,1.01,14.74,0.000,0.000,0.000,8,10,10,34,1984,0.008,0.91,0.0060,0.015,0,0.106,0.000,0.117,0.003,3.22,2.53,6.28,0.00,0.000,1.01,1.01,1.01,0.106,0.00333,33.94,0.2527,7.33,22884.1,25534.0,116.578,0.0799,11.901
380000,353,1.520,0.207,5.95,10966,10211,39,0,558,11,159517.6,2892.0,0.022,0.334,0.132,0.512,1442,10.64,3.30,0.07,0.87,0.05,0.70,0.04,0.75,10.48,3.13,0.00,0.00,0.003,0.049,40,0.346,0.210,0.779,0.000,0.011,3967,3876,1,1.000,0.000,0.006,5144,0.161,0.756,0.010,16.05,2736,0,262.906,0.000,0.000,183581,1.02,14.83,0.000,0.000,0.000,9,10,13,36,3757,0.014,6.62,0.0043,0.000,1,0.183,0.000,0.183,0.008,3.14,2.70,5.95,0.01,0.003,1.01,1.02,1.03,0.183,0.00231,34.93,0.3768,7.67,21528.4,25534.1,105.835,0.0876,15.829
