step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells
10000,8,343,13.50,0.13,0.26,0.34,12.77,0.00,1.03,0.000,0.108,230922.5,26465.5,1,0,3.46,1.01,1.04,3.6966,20.10,20038.2,6.7096,20.4456,2690
10000,1,6,15.00,0.00,3.67,0.00,11.33,0.00,1.00,0.000,0.053,10064.9,983.8,0,0,6.00,1.00,1.00,0.1334,0.15,392.3,30.7473,1.1645,98
10000,0,3,14.67,0.00,2.67,0.00,12.00,0.00,1.00,0.000,0.000,99233.9,38133.3,1,2,5.67,1.00,1.00,6.5020,1.01,112008.8,0.0000,0.0000,13596
20000,8,451,11.34,0.16,0.08,0.00,11.10,0.00,1.06,0.002,0.090,231441.5,7709.0,2,4,3.01,1.05,1.06,0.9022,11.60,27270.7,5.5596,23.0600,3539
20000,1,29,14.72,0.24,1.17,0.00,13.31,0.00,1.05,0.000,0.278,14431.2,828.9,2,3,3.79,1.00,1.07,0.0993,3.35,866.0,20.9590,1.5709,96
20000,0,2,13.50,0.00,0.00,0.00,13.50,0.00,1.00,0.000,0.000,2004.5,305.4,1,2,4.50,1.00,1.00,0.0566,2.91,105294.7,0.0000,0.0000,12749
30000,8,397,13.15,0.16,0.11,0.02,12.85,0.00,1.06,0.003,0.097,253573.1,6336.6,1,0,3.00,1.04,1.08,0.7319,14.21,24485.1,4.4907,25.2921,3364
30000,1,21,10.43,0.00,0.00,0.00,10.43,0.00,1.00,0.000,0.132,12030.0,731.9,1,0,3.48,1.00,1.00,0.0869,0.29,817.6,26.7700,1.3762,98
30000,0,3,7.33,0.00,0.00,0.00,7.33,0.00,1.00,0.000,0.000,1457.5,232.4,1,3,2.67,1.00,1.00,0.0550,1.77,107622.6,0.0000,0.0000,12922
40000,8,512,12.00,0.00,0.08,0.00,11.92,0.00,1.00,0.000,0.080,277187.8,6289.6,1,0,2.91,1.00,1.00,0.7403,12.61,36654.9,5.3299,27.5712,4790
40000,1,21,27.81,1.57,0.00,0.05,26.19,0.00,1.51,0.000,0.358,18122.2,1687.9,1,0,5.33,1.53,1.51,0.2011,1.28,487.5,9.6268,1.9215,98
40000,0,3,40.33,4.33,0.00,0.00,36.00,0.00,1.81,0.000,0.001,2302.2,450.9,1,3,7.67,1.00,2.50,0.0841,2.76,96860.3,0.0000,0.0000,11496
50000,8,494,12.17,0.11,0.02,0.00,12.04,0.00,1.06,0.000,0.079,299382.7,6250.0,1,6,3.02,1.08,1.09,0.7503,17.49,34630.7,4.2210,29.7748,4754
50000,1,19,8.84,0.00,0.00,0.00,8.84,0.00,1.00,0.000,0.108,7422.0,487.1,1,3,2.16,1.00,1.00,0.0606,1.47,643.6,35.2725,0.8854,97
50000,0,2,9.00,0.00,0.00,0.00,9.00,0.00,1.00,0.000,0.000,1531.6,70.7,1,2,3.00,1.00,1.00,0.0230,1.54,98593.5,0.0000,0.0000,11533
60000,8,515,11.25,0.04,0.00,0.00,11.21,0.00,1.01,0.000,0.075,291358.9,5902.9,1,0,2.93,1.00,1.01,0.7172,8.69,35099.5,6.2470,28.9666,4802
60000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,8184.3,440.4,0,0,-0.00,-0.00,-0.00,0.0531,0.00,389.4,29.8444,0.9600,98
60000,0,2,6.00,0.00,0.00,0.00,6.00,0.00,1.00,0.000,0.000,1258.4,59.5,1,2,3.50,1.00,1.00,0.0204,1.43,98092.3,0.0000,0.0000,11484
