step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells
10000,8,40,15.00,0.28,0.00,0.17,14.55,0.00,1.09,0.000,0.014,82495.4,2769.2,1,0,3.88,1.09,1.09,0.4544,2.17,1682.0,51.9594,8.0050,2690
10000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,3097.8,96.6,0,0,-0.00,-0.00,-0.00,0.0152,0.04,34.6,61.5754,0.4137,98
10000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,12559.6,934.6,0,0,-0.00,-0.00,-0.00,0.2972,0.93,21450.9,0.0000,0.0000,13596
20000,8,98,13.61,0.00,0.00,0.00,13.61,0.00,1.00,0.000,0.024,66504.8,995.9,1,0,3.96,1.00,1.00,0.1646,7.50,3547.2,59.6263,6.6678,3539
20000,1,6,28.17,0.00,0.00,0.00,28.17,0.00,1.00,0.000,0.092,5401.8,157.2,1,2,4.83,1.00,1.00,0.0207,1.32,151.7,52.1003,0.6187,96
20000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,979.2,35.2,0,0,-0.00,-0.00,-0.00,0.0143,1.65,19731.1,0.0000,0.0000,12749
30000,8,102,13.50,0.00,0.00,0.00,13.50,0.00,1.00,0.000,0.026,63467.0,825.8,1,0,4.04,1.00,1.00,0.1380,6.93,3402.0,62.9581,6.4128,3364
30000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,2218.1,125.4,0,0,-0.00,-0.00,-0.00,0.0156,0.00,20.1,64.6135,0.3334,98
30000,0,2,25.50,0.00,0.00,0.00,25.50,0.00,1.00,0.000,0.000,865.1,29.2,1,1,7.00,1.00,1.00,0.0118,1.50,19511.6,0.0000,0.0000,12922
40000,8,256,13.11,0.23,0.02,0.00,12.86,0.00,1.07,0.000,0.044,108397.3,1880.0,1,0,3.88,1.05,1.08,0.2539,9.95,5427.0,51.7648,10.8897,4790
