step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side
5000,2,950,10.1,0.0,0.0,0.0,10.1,0.0,1.00,13.4,45,618,36.78,0.40,950,0,0,0.0,1.00,1.01,1.01,3.42,2.49,6.83
5000,1,950,7.5,0.1,0.0,0.0,7.3,0.0,1.02,18.7,52,541,28.77,0.33,950,0,0,0.0,1.01,1.02,1.02,2.52,2.53,4.17
6000,2,1022,9.3,0.0,0.1,0.0,9.2,0.0,1.00,14.5,71,551,31.75,0.35,1022,0,0,0.0,1.00,1.00,1.00,3.27,2.38,6.38
6000,1,967,7.4,0.1,0.0,0.0,7.3,0.0,1.03,18.7,55,529,27.91,0.35,967,0,0,0.0,1.03,1.04,1.04,2.41,2.37,4.27
7000,2,1116,8.7,0.0,0.0,0.0,8.6,0.0,1.01,15.2,64,535,30.18,0.35,1116,0,0,0.0,1.00,1.01,1.01,3.13,2.24,6.18
7000,1,854,7.4,0.0,0.0,0.0,7.3,0.0,1.01,18.8,43,574,30.30,0.37,854,0,0,0.0,1.00,1.01,1.01,2.48,2.26,4.34
7000,6,14,8.1,0.0,0.0,0.0,8.1,0.0,1.00,19.9,4,750,40.86,0.48,14,0,0,0.0,1.00,1.00,1.00,2.29,2.07,4.00
8000,2,1151,8.4,0.0,0.0,0.0,8.4,0.0,1.00,15.8,55,541,30.03,0.36,1151,0,0,0.0,1.00,1.00,1.00,3.05,2.23,5.92
8000,1,842,7.2,0.0,0.0,0.0,7.2,0.0,1.01,18.9,40,558,29.27,0.36,842,0,0,0.0,1.00,1.01,1.01,2.45,2.16,4.40
8000,6,8,8.6,0.1,0.4,0.0,8.1,0.0,1.02,19.2,3,1003,52.48,0.88,8,0,0,0.0,1.04,1.04,1.00,2.38,2.12,4.38
9000,2,1232,8.5,0.1,0.0,0.0,8.4,0.0,1.02,15.6,71,509,28.28,0.32,1232,0,0,0.0,1.02,1.03,1.02,3.04,2.22,6.01
9000,1,793,7.2,0.0,0.0,0.0,7.2,0.0,1.00,18.9,41,598,31.17,0.38,793,0,0,0.0,1.00,1.01,1.00,2.43,2.11,4.48
10000,2,1187,8.2,0.1,0.0,0.0,8.1,0.0,1.02,16.1,69,526,28.83,0.34,1187,0,0,0.0,1.01,1.02,1.02,2.98,2.18,5.83
10000,1,836,7.3,0.0,0.0,0.0,7.2,0.0,1.01,18.8,50,603,31.23,0.38,836,0,0,0.0,1.01,1.02,1.01,2.47,2.12,4.48
11000,2,1190,8.0,0.0,0.1,0.0,7.9,0.0,1.00,16.3,73,524,28.44,0.35,1190,0,0,0.0,1.00,1.01,1.01,3.00,2.16,5.81
11000,1,899,7.3,0.0,0.0,0.0,7.2,0.0,1.01,18.8,50,566,29.32,0.35,899,0,0,0.0,1.00,1.01,1.01,2.42,2.10,4.51
12000,2,1183,7.9,0.0,0.1,0.0,7.8,0.0,1.01,16.6,67,551,29.74,0.36,1183,0,0,0.0,1.00,1.01,1.01,2.96,2.11,5.80
12000,1,860,7.3,0.1,0.0,0.0,7.2,0.0,1.02,18.7,44,614,31.77,0.36,860,0,0,0.0,1.01,1.02,1.02,2.42,2.07,4.60
13000,2,1224,8.0,0.0,0.1,0.0,7.9,0.0,1.00,16.2,65,529,28.67,0.37,1224,0,0,0.0,1.00,1.01,1.01,3.01,2.07,6.07
13000,1,776,7.4,0.0,0.0,0.0,7.3,0.0,1.00,18.6,40,628,32.64,0.38,776,0,0,0.0,1.00,1.00,1.00,2.46,2.06,4.67
14000,2,1336,7.9,0.0,0.1,0.0,7.8,0.0,1.01,16.3,78,493,26.45,0.31,1336,0,0,0.0,1.00,1.01,1.01,3.01,2.06,6.11
14000,1,717,7.3,0.0,0.0,0.0,7.3,0.0,1.00,18.5,35,639,33.16,0.40,717,0,0,0.0,1.00,1.00,1.00,2.48,2.07,4.67
15000,2,1357,7.9,0.0,0.0,0.0,7.9,0.0,1.00,16.2,67,539,29.02,0.34,1357,0,0,0.0,1.00,1.00,1.00,3.03,2.02,6.26
15000,1,649,7.4,0.0,0.0,0.0,7.4,0.0,1.00,18.4,25,606,31.35,0.35,649,0,0,0.0,1.00,1.00,1.00,2.53,2.03,4.80
16000,2,1385,7.8,0.0,0.0,0.0,7.7,0.0,1.01,16.2,78,549,29.63,0.36,1385,0,0,0.0,1.00,1.01,1.01,3.09,2.01,6.38
16000,1,604,7.6,0.0,0.0,0.0,7.5,0.0,1.01,18.1,29,640,33.37,0.35,604,0,0,0.0,1.00,1.01,1.01,2.55,2.05,4.88
