step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent
110000,2114,1.346,0.051,8.97,56507,54498,271,0,1726,0,996247.8,11004.6,0.000,0.406,0.498,0.096,660,6.79,1.94,0.12,1.22,0.00,0.09,0.00,0.11,6.67,1.47,0.00,0.00,0.000,0.007,94,0.413,0.245,0.747,0.000,0.008,11023,6880,1,1.000,0.000,0.000,17229,0.174,0.070,0.000,100.53,17841,0,11004.645,0.000,0.000,1301756,1.04,16.75,0.000,0.000,0.000,6,7,8,35,14360,0.055,0.00,0.0071,0.000,0,0.149,0.000,0.129,0.000,2.86,1.10,7.78,0.00,0.000,1.02,1.04,1.07,0.149,0.00233,55.87,1.2404,12.14,136198.1,140162.2,7.435,0.1397,100.403
120000,2077,1.366,0.052,8.99,56297,54424,301,0,1609,0,993197.6,11076.7,0.000,0.405,0.497,0.098,656,6.93,2.38,0.14,1.33,0.00,0.00,0.01,0.28,6.78,1.98,0.00,0.00,0.000,0.000,97,0.385,0.249,0.744,0.000,0.007,10954,6449,1,1.000,0.000,0.001,22200,0.161,0.073,0.000,100.33,18548,0,11076.691,0.000,0.000,1260807,1.05,16.61,0.000,0.000,0.000,6,7,8,51,14397,0.055,0.00,0.0071,0.000,0,0.146,0.000,0.131,0.000,2.86,1.14,7.77,0.00,0.000,1.02,1.05,1.10,0.146,0.00239,55.50,1.2473,10.82,136189.1,140159.0,8.005,0.1395,100.192
130000,2091,1.362,0.052,8.98,55946,53974,275,0,1683,0,988204.4,10966.6,0.000,0.411,0.489,0.099,665,6.92,2.40,0.18,1.79,0.00,0.00,0.01,0.38,6.73,1.57,0.00,0.00,0.000,0.000,99,0.342,0.252,0.742,0.000,0.006,10698,6407,1,1.000,0.000,0.001,16735,0.168,0.074,0.000,99.93,18707,0,10966.648,0.000,0.000,1296707,1.07,16.56,0.000,0.000,0.000,6,7,8,52,14477,0.055,0.00,0.0070,0.000,0,0.148,0.000,0.129,0.000,2.85,1.12,7.75,0.00,0.000,1.03,1.06,1.11,0.148,0.00239,55.29,1.2374,14.52,136161.6,140156.2,8.623,0.1401,99.784
140000,2068,1.403,0.053,8.97,56161,54278,281,0,1625,0,989154.0,10994.3,0.000,0.410,0.492,0.099,666,6.77,1.89,0.11,1.12,0.00,0.00,0.01,0.29,6.65,1.44,0.00,0.00,0.000,0.000,83,0.397,0.238,0.757,0.000,0.005,10953,6955,1,1.000,0.000,0.002,17803,0.170,0.073,0.000,100.04,18313,0,10994.339,0.000,0.000,1286357,1.04,16.76,0.000,0.000,0.000,6,7,8,38,13995,0.053,0.00,0.0072,0.000,0,0.148,0.000,0.130,0.000,2.86,1.10,7.77,0.00,0.000,1.01,1.04,1.07,0.148,0.00242,55.25,1.2382,13.92,136098.5,140153.9,8.557,0.1386,99.891
150000,2046,1.381,0.053,8.96,55276,53461,258,0,1579,1,982598.9,10673.0,0.000,0.400,0.498,0.101,652,6.72,1.71,0.12,1.15,0.00,0.00,0.00,0.09,6.60,1.35,0.00,0.00,0.000,0.000,84,0.422,0.233,0.763,0.000,0.003,10664,6411,1,1.000,0.000,0.000,16556,0.169,0.076,0.000,99.24,18668,0,10673.012,0.000,0.000,1232591,1.05,16.84,0.000,0.000,0.000,6,7,8,28,13742,0.052,0.00,0.0073,0.000,0,0.145,0.000,0.127,0.000,2.88,1.10,7.80,0.00,0.000,1.02,1.04,1.08,0.145,0.00236,55.03,1.2044,14.41,136182.0,140152.2,9.564,0.1369,99.112
160000,2041,1.408,0.051,8.97,55094,53208,303,0,1588,0,978374.2,10713.4,0.000,0.405,0.494,0.101,668,6.90,2.04,0.12,1.23,0.00,0.00,0.00,0.13,6.78,1.63,0.00,0.00,0.000,0.000,93,0.368,0.244,0.752,0.000,0.004,10451,6569,1,1.000,0.000,0.000,14517,0.171,0.073,0.000,98.88,18849,0,10713.391,0.000,0.000,1259511,1.04,16.55,0.000,0.000,0.000,6,7,8,33,14093,0.054,0.00,0.0071,0.000,0,0.147,0.000,0.126,0.000,2.87,1.11,7.81,0.00,0.000,1.02,1.04,1.08,0.147,0.00238,54.86,1.2090,12.95,136158.3,140151.2,10.099,0.1375,98.737
170000,2056,1.408,0.050,8.98,55138,53224,274,0,1625,0,972995.8,10832.8,0.000,0.404,0.495,0.101,671,7.03,2.24,0.20,1.85,0.00,0.00,0.00,0.00,6.82,1.42,0.00,0.00,0.000,0.000,86,0.438,0.269,0.725,0.000,0.006,10037,6117,1,1.000,0.000,0.000,16094,0.158,0.071,0.000,98.61,19341,0,10832.771,0.000,0.000,1234859,1.07,16.35,0.000,0.000,0.000,6,7,8,38,14452,0.055,0.00,0.0069,0.000,0,0.146,0.000,0.127,0.000,2.88,1.12,7.78,0.00,0.000,1.03,1.07,1.11,0.146,0.00238,54.50,1.2235,13.01,136141.8,140150.5,10.733,0.1400,98.466
180000,2048,1.350,0.052,8.98,55112,53257,256,0,1607,0,971531.1,10882.8,0.000,0.406,0.495,0.099,673,7.03,1.77,0.09,0.81,0.00,0.00,0.00,0.09,6.94,1.57,0.00,0.00,0.000,0.000,91,0.468,0.254,0.744,0.000,0.002,10053,5907,1,1.000,0.000,0.000,15219,0.167,0.071,0.000,98.61,19512,0,10882.762,0.000,0.000,1231020,1.03,16.26,0.000,0.000,0.000,6,7,8,29,14390,0.055,0.00,0.0068,0.000,0,0.146,0.000,0.129,0.000,2.85,1.10,7.78,0.00,0.000,1.01,1.03,1.07,0.146,0.00242,54.35,1.2281,16.17,136249.2,140150.1,10.875,0.1393,98.482
190000,2010,1.354,0.051,8.96,54661,52840,241,0,1618,0,965172.1,10870.0,0.000,0.411,0.489,0.100,677,7.07,1.89,0.13,1.19,0.00,0.00,0.01,0.26,6.93,1.49,0.00,0.00,0.000,0.000,97,0.492,0.258,0.736,0.000,0.006,10048,5609,1,1.000,0.000,0.002,18199,0.152,0.073,0.000,98.14,19525,0,10870.018,0.000,0.000,1237910,1.05,16.21,0.000,0.000,0.000,6,7,8,27,14202,0.054,0.00,0.0069,0.000,0,0.146,0.000,0.128,0.000,2.88,1.11,7.81,0.00,0.000,1.02,1.05,1.08,0.146,0.00249,54.04,1.2275,15.71,136303.3,140149.9,11.663,0.1404,98.006
200000,1994,1.411,0.052,8.96,54993,53114,240,0,1655,1,959035.8,10972.7,0.000,0.411,0.488,0.101,671,6.98,2.29,0.16,1.91,0.00,0.00,0.01,0.22,6.81,1.37,0.00,0.00,0.000,0.000,87,0.380,0.250,0.742,0.000,0.008,9880,5264,1,1.000,0.000,0.002,14880,0.168,0.073,0.000,97.41,19634,0,10972.673,0.000,0.000,1223238,1.06,16.40,0.001,0.000,0.000,6,7,8,64,13919,0.053,0.00,0.0071,0.000,0,0.145,0.000,0.127,0.000,2.86,1.09,7.77,0.00,0.000,1.03,1.06,1.09,0.145,0.00249,53.60,1.2398,12.77,136199.4,140150.1,12.828,0.1426,97.261
210000,1968,1.393,0.051,8.98,54539,52697,241,0,1627,0,950199.1,10904.6,0.000,0.408,0.490,0.102,688,7.09,1.84,0.12,1.20,0.00,0.00,0.00,0.20,6.97,1.43,0.00,0.00,0.000,0.000,89,0.435,0.248,0.748,0.000,0.004,9612,4813,1,1.000,0.000,0.001,15312,0.175,0.072,0.000,96.74,19102,0,10904.588,0.000,0.001,1180410,1.05,16.15,0.000,0.000,0.000,6,7,8,34,13960,0.053,0.00,0.0069,0.000,0,0.142,0.000,0.127,0.000,2.85,1.11,7.73,0.00,0.000,1.02,1.04,1.07,0.142,0.00251,53.13,1.2338,14.63,136286.5,140150.7,13.969,0.1430,96.607
220000,1977,1.375,0.050,9.10,54075,52235,259,0,1572,2,945411.3,10999.6,0.000,0.404,0.497,0.100,692,7.14,1.81,0.12,1.23,0.00,0.00,0.00,0.02,7.01,1.34,0.00,0.00,0.000,0.000,93,0.392,0.251,0.745,0.000,0.004,9273,4264,1,1.000,0.000,0.001,17163,0.175,0.072,0.000,96.14,18762,0,5499.787,0.000,0.001,1126396,1.05,16.02,0.000,0.000,0.000,6,7,8,46,14109,0.054,0.00,0.0068,0.000,0,0.139,0.000,0.127,0.000,2.84,1.10,7.73,0.00,0.000,1.02,1.05,1.08,0.139,0.00248,52.74,1.2442,17.09,136327.5,140151.4,14.954,0.1438,96.002
230000,1967,1.381,0.047,9.50,53908,52176,269,0,1473,0,950833.7,11275.9,0.000,0.402,0.513,0.085,690,7.36,1.98,0.16,1.45,0.00,0.05,0.02,0.43,7.18,1.36,0.00,0.00,0.000,0.006,92,0.365,0.263,0.733,0.000,0.004,8481,3712,1,1.000,0.000,0.002,26097,0.217,0.065,0.000,96.38,18600,0,11275.871,0.000,0.000,1048630,1.06,15.62,0.000,0.000,0.000,6,7,8,36,14486,0.055,0.00,0.0067,0.000,0,0.131,0.000,0.129,0.000,2.87,1.14,7.75,0.00,0.001,1.02,1.06,1.10,0.131,0.00256,52.71,1.2706,13.04,136378.0,140153.0,14.758,0.1432,96.238
240000,1994,1.389,0.046,9.91,53691,51959,296,0,1409,1,976002.2,12309.0,0.000,0.402,0.548,0.050,679,7.33,1.80,0.09,0.88,0.00,0.00,0.01,0.25,7.22,1.50,0.00,0.00,0.000,0.000,84,0.482,0.248,0.751,0.000,0.001,8024,4751,1,0.974,0.026,0.003,53606,0.220,0.062,0.000,98.33,20330,0,12309.016,0.000,0.000,916922,1.03,15.65,0.000,0.000,0.000,6,8,8,29,14614,0.056,0.00,0.0068,0.000,0,0.113,0.000,0.134,0.000,2.88,1.12,7.82,0.00,0.000,1.00,1.03,1.06,0.113,0.00266,53.67,1.3800,13.18,136344.8,140154.8,11.845,0.1488,98.174
250000,2043,1.347,0.046,9.97,54092,52239,329,0,1475,3,989917.9,12508.9,0.000,0.412,0.552,0.036,653,6.95,2.48,0.07,0.82,0.00,0.00,0.04,0.95,6.84,1.85,0.00,0.00,0.000,0.000,72,0.523,0.233,0.763,0.000,0.003,8570,5228,1,0.995,0.005,0.003,63560,0.228,0.062,0.000,99.62,21420,0,4169.629,0.000,0.000,978805,1.02,16.43,0.000,0.000,0.000,6,6,8,63,14194,0.054,0.00,0.0071,0.000,0,0.115,0.000,0.131,0.000,2.87,1.10,7.81,0.00,0.000,1.00,1.02,1.04,0.115,0.00261,54.85,1.4006,18.66,136361.1,140155.8,9.366,0.1488,99.477
260000,2065,1.348,0.048,10.01,55104,53141,365,0,1576,3,991295.2,12606.4,0.000,0.417,0.549,0.034,658,6.75,2.03,0.12,1.40,0.00,0.00,0.02,0.42,6.62,1.48,0.00,0.00,0.000,0.000,78,0.609,0.229,0.767,0.000,0.004,9383,5727,1,0.999,0.001,0.002,69391,0.224,0.064,0.000,99.72,21817,0,4202.127,0.000,0.000,1072455,1.04,16.81,0.000,0.000,0.000,6,6,8,30,13943,0.053,0.00,0.0073,0.000,0,0.122,0.000,0.127,0.000,2.87,1.11,7.79,0.00,0.000,1.02,1.04,1.07,0.122,0.00252,55.54,1.4125,14.47,136303.8,140155.8,8.582,0.1520,99.558
270000,2106,1.334,0.049,10.03,55343,53310,376,0,1616,5,993512.9,12450.4,0.000,0.419,0.547,0.033,654,6.65,2.52,0.19,1.70,0.00,0.00,0.03,0.62,6.42,1.34,0.00,0.00,0.000,0.000,95,0.703,0.236,0.758,0.000,0.006,9655,5584,1,1.000,0.000,0.003,67839,0.223,0.065,0.000,99.93,22088,0,2490.082,0.000,0.000,1116020,1.06,17.11,0.000,0.000,0.000,6,6,8,56,13997,0.053,0.00,0.0073,0.000,0,0.125,0.000,0.124,0.000,2.89,1.14,7.80,0.00,0.000,1.02,1.07,1.10,0.125,0.00244,55.93,1.3962,17.46,136268.2,140155.1,7.983,0.1507,99.773
280000,2118,1.321,0.046,10.01,55932,53931,391,0,1598,0,997480.6,12692.1,0.000,0.421,0.546,0.033,652,6.75,2.66,0.18,1.95,0.00,0.00,0.04,0.71,6.53,1.63,0.00,0.00,0.000,0.000,92,0.661,0.235,0.760,0.000,0.006,10008,5540,1,1.000,0.000,0.005,72037,0.223,0.061,0.000,100.25,22619,0,12692.074,0.000,0.000,1142675,1.06,16.96,0.000,0.000,0.000,6,6,8,59,14299,0.055,0.00,0.0072,0.000,0,0.127,0.000,0.125,0.000,2.86,1.15,7.76,0.00,0.000,1.03,1.07,1.09,0.127,0.00243,56.14,1.4220,13.13,136314.2,140153.7,7.446,0.1530,100.102
290000,2122,1.327,0.047,9.97,56000,53938,403,0,1655,0,997810.2,12663.3,0.000,0.420,0.546,0.034,652,6.64,2.65,0.12,1.68,0.00,0.00,0.04,0.88,6.48,1.46,0.00,0.00,0.000,0.000,82,0.689,0.236,0.761,0.000,0.003,10060,5713,1,1.000,0.000,0.003,67712,0.218,0.062,0.000,100.36,22448,0,12663.331,0.000,0.000,1136447,1.04,17.14,0.000,0.000,0.000,6,6,8,60,14096,0.054,0.00,0.0073,0.000,0,0.127,0.000,0.124,0.000,2.85,1.13,7.74,0.00,0.000,1.01,1.04,1.06,0.127,0.00242,56.27,1.4205,15.37,136287.6,140151.9,7.218,0.1537,100.200
300000,2100,1.323,0.048,10.01,56071,54061,354,0,1678,0,998698.9,12724.8,0.000,0.420,0.546,0.034,638,6.81,3.50,0.26,2.37,0.00,0.13,0.05,0.94,6.49,1.57,0.00,0.02,0.000,0.019,90,0.681,0.232,0.762,0.000,0.006,10186,6140,1,1.000,0.000,0.005,65446,0.223,0.061,0.000,100.51,22409,0,12724.779,0.000,0.000,1144148,1.09,17.02,0.000,0.000,0.000,6,6,8,64,14306,0.055,0.00,0.0073,0.000,0,0.127,0.000,0.125,0.000,2.88,1.15,7.80,0.00,0.000,1.04,1.09,1.12,0.127,0.00245,56.31,1.4268,14.04,136307.0,140149.9,7.017,0.1542,100.361
310000,2090,1.335,0.048,10.05,55618,53580,386,0,1662,1,996898.2,12489.6,0.000,0.414,0.552,0.034,649,6.61,2.07,0.13,1.38,0.00,0.00,0.00,0.14,6.47,1.51,0.00,0.00,0.000,0.000,84,0.643,0.233,0.760,0.000,0.006,9800,5127,1,1.000,0.000,0.001,63184,0.214,0.061,0.000,100.40,22048,0,12489.623,0.000,0.000,1098036,1.05,17.12,0.000,0.000,0.000,6,6,8,35,13812,0.053,0.00,0.0074,0.000,0,0.124,0.000,0.126,0.000,2.85,1.12,7.74,0.00,0.000,1.02,1.06,1.07,0.124,0.00245,56.21,1.3996,15.32,136299.8,140147.4,7.224,0.1503,100.251
320000,2096,1.350,0.048,10.09,55141,53125,368,0,1642,0,996724.2,12342.1,0.000,0.410,0.556,0.034,650,6.84,2.91,0.20,2.02,0.00,0.06,0.06,0.91,6.59,1.44,0.00,0.00,0.000,0.006,88,0.564,0.232,0.764,0.000,0.004,9480,4463,1,1.000,0.000,0.007,65102,0.213,0.064,0.000,100.40,21644,0,12342.060,0.000,0.000,1070452,1.06,16.80,0.000,0.000,0.000,6,6,8,64,14347,0.055,0.00,0.0072,0.000,0,0.123,0.000,0.127,0.000,2.87,1.14,7.79,0.00,0.000,1.01,1.07,1.09,0.123,0.00244,56.15,1.3814,14.01,136241.3,140145.0,7.293,0.1471,100.248
330000,2082,1.289,0.049,10.06,54433,52445,440,0,1562,12,990232.8,12157.9,0.000,0.398,0.575,0.027,653,6.56,2.29,0.12,1.43,0.01,0.14,0.04,0.99,6.39,1.38,0.00,0.00,0.001,0.017,76,0.663,0.224,0.772,0.000,0.004,8951,3930,1,1.000,0.000,0.004,73468,0.191,0.076,0.000,99.54,20302,0,1013.154,0.000,0.000,999902,1.04,17.21,0.000,0.000,0.000,6,6,8,58,13655,0.052,0.00,0.0074,0.000,0,0.119,0.000,0.132,0.000,2.88,1.09,7.85,0.00,0.000,1.02,1.04,1.06,0.119,0.00237,56.16,1.3597,16.23,136383.1,140142.5,8.142,0.1434,99.411
340000,2018,1.375,0.048,9.99,53406,51598,405,0,1467,27,976642.7,11749.0,0.000,0.385,0.599,0.016,664,6.77,2.87,0.14,1.74,0.03,0.52,0.03,0.50,6.58,1.64,0.00,0.11,0.002,0.032,82,0.563,0.225,0.771,0.000,0.003,8434,4684,1,1.000,0.000,0.005,89207,0.165,0.085,0.000,97.83,19044,0,435.147,0.000,0.000,885022,1.04,16.91,0.000,0.001,0.001,6,6,8,64,13669,0.052,0.00,0.0074,0.000,0,0.110,0.000,0.135,0.000,2.90,1.12,7.82,0.00,0.001,1.02,1.05,1.06,0.110,0.00233,55.86,1.3113,14.88,136303.7,140140.3,10.149,0.1363,97.689
350000,2012,1.325,0.050,9.97,53005,51177,402,0,1432,25,964320.5,11791.1,0.000,0.381,0.608,0.011,662,6.78,2.48,0.10,1.29,0.02,0.37,0.06,1.04,6.60,1.46,0.00,0.02,0.001,0.012,80,0.491,0.231,0.765,0.000,0.004,7790,5095,1,1.000,0.000,0.006,86717,0.162,0.131,0.000,96.75,19094,0,471.645,0.000,0.000,820596,1.03,16.82,0.000,0.000,0.000,6,6,8,44,13642,0.052,0.00,0.0073,0.000,0,0.105,0.000,0.140,0.000,2.89,1.11,7.85,0.00,0.002,1.01,1.03,1.05,0.105,0.00234,55.20,1.3129,11.54,136382.3,140138.4,11.887,0.1339,96.625
360000,1951,1.345,0.047,9.99,51669,50027,375,0,1328,16,946484.9,11421.7,0.000,0.380,0.611,0.009,685,6.95,2.34,0.11,1.59,0.03,0.60,0.01,0.25,6.80,1.45,0.00,0.00,0.001,0.023,71,0.435,0.244,0.752,0.000,0.004,7048,4688,1,0.993,0.007,0.003,87525,0.150,0.089,0.000,95.09,18682,0,713.853,0.000,0.000,747925,1.04,16.44,0.000,0.001,0.000,6,7,8,52,13560,0.052,0.00,0.0071,0.000,0,0.098,0.000,0.139,0.000,2.89,1.10,7.87,0.00,0.002,1.02,1.04,1.05,0.098,0.00241,54.13,1.2712,10.72,136478.1,140137.2,14.618,0.1289,94.971
370000,1894,1.396,0.049,9.97,50995,49359,345,0,1348,28,928988.9,11461.9,0.000,0.378,0.612,0.010,696,7.11,3.21,0.15,1.68,0.06,0.93,0.06,1.07,6.85,1.62,0.00,0.00,0.002,0.033,74,0.539,0.239,0.756,0.000,0.006,6677,4490,1,0.999,0.001,0.004,87830,0.152,0.108,0.000,93.55,19078,0,409.352,0.000,0.001,707791,1.05,16.36,0.000,0.000,0.000,6,7,8,61,13468,0.051,0.00,0.0072,0.000,0,0.095,0.000,0.137,0.000,2.91,1.12,7.87,0.01,0.003,1.03,1.05,1.06,0.095,0.00247,53.12,1.2782,16.94,136416.5,140136.8,17.171,0.1313,93.410
