step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells
10000,8,240,16.83,0.12,0.14,0.04,16.52,0.00,1.02,0.000,0.094,201838.5,17000.5,1,0,4.20,1.00,1.03,2.1834,26.09,10290.8,11.9759,18.8822,2690
10000,1,11,20.55,0.36,0.00,3.73,16.45,0.00,1.05,0.000,0.170,8373.8,516.1,1,0,4.73,1.10,1.00,0.0698,1.07,178.5,41.0035,0.9463,98
10000,0,25,22.32,1.24,0.20,3.48,17.40,0.12,1.19,0.040,0.002,48874.0,14860.3,1,5,5.04,1.43,1.00,2.3074,16.34,58893.4,0.0000,0.0000,13596
20000,8,306,15.56,0.08,0.04,0.00,15.44,0.00,1.02,0.000,0.084,183804.5,9579.8,1,2,4.04,1.00,1.02,1.1373,22.10,13974.1,15.2839,18.3396,3539
20000,1,16,34.06,0.00,0.00,0.12,33.94,0.00,1.00,0.000,0.364,11459.0,559.1,1,1,6.25,1.00,1.00,0.0678,0.02,504.6,36.5549,1.2614,96
20000,0,7,44.86,0.00,0.00,0.71,44.14,0.00,1.00,0.000,0.001,1209.0,112.3,1,4,7.00,1.00,1.00,0.0226,3.43,55225.2,0.0000,0.0000,12749
30000,8,364,11.59,0.00,0.02,0.00,11.56,0.00,1.00,0.000,0.078,204275.5,5970.5,1,0,2.92,1.00,1.00,0.6929,3.35,13431.3,12.9579,20.3423,3364
30000,1,25,13.40,0.52,0.00,0.00,12.88,0.00,1.09,0.000,0.215,8266.5,493.9,0,0,3.28,1.00,1.16,0.0584,0.93,415.7,42.0972,0.9412,98
30000,0,4,18.25,0.00,0.00,0.00,18.25,0.00,1.00,0.000,0.000,1479.4,182.4,0,4,3.75,1.00,1.00,0.0355,2.57,56426.4,0.0000,0.0000,12922
40000,8,558,9.39,0.00,0.00,0.00,9.39,0.00,1.00,0.000,0.068,252310.9,3872.7,1,0,2.47,1.00,1.00,0.4666,10.11,18582.2,14.4279,25.1632,4790
40000,1,17,14.29,0.00,0.00,0.00,14.29,0.00,1.00,0.000,0.142,12855.0,661.5,1,1,4.06,1.00,1.00,0.0800,0.55,177.2,29.8706,1.4216,98
40000,0,8,12.12,0.00,0.00,0.00,12.12,0.00,1.00,0.000,0.001,2062.5,251.8,1,5,3.38,1.00,1.00,0.0484,2.06,51975.6,0.0000,0.0000,11496
50000,8,523,9.84,0.01,0.06,0.00,9.77,0.00,1.00,0.000,0.068,292310.2,4794.6,2,3,2.52,1.00,1.00,0.5745,8.21,17421.2,9.0058,29.1045,4754
50000,1,15,10.67,0.00,0.00,0.00,10.67,0.00,1.00,0.000,0.092,7226.0,340.5,1,1,4.20,1.00,1.00,0.0427,0.53,273.2,44.5183,0.8709,97
50000,0,1,8.00,0.00,0.00,0.00,8.00,0.00,1.00,0.000,0.000,1149.4,69.2,1,1,3.00,1.00,1.00,0.0203,0.30,52752.0,0.0000,0.0000,11533
60000,8,493,9.61,0.00,0.03,0.01,9.57,0.00,1.00,0.000,0.062,278071.1,4701.4,2,0,2.48,1.00,1.00,0.5699,10.39,17574.8,12.9550,27.7392,4802
60000,1,12,17.67,0.00,0.00,0.00,17.67,0.00,1.00,0.000,0.124,8547.1,396.5,1,0,4.67,1.00,1.00,0.0467,0.23,233.9,35.1354,0.9412,98
60000,0,1,39.00,0.00,0.00,0.00,39.00,0.00,1.00,0.000,0.000,648.3,45.9,1,1,6.00,1.00,1.00,0.0144,1.31,52279.6,0.0000,0.0000,11484
70000,8,470,9.45,0.00,0.00,0.00,9.44,0.00,1.01,0.000,0.058,251463.1,4242.3,2,6,2.41,1.00,1.00,0.5245,11.42,18225.4,20.6167,25.1236,4756
70000,1,13,13.77,0.00,0.00,0.00,13.77,0.00,1.00,0.000,0.131,8982.2,494.2,2,2,3.15,1.00,1.00,0.0608,3.43,267.9,35.6743,0.9864,95
70000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,568.2,29.4,0,0,-0.00,-0.00,-0.00,0.0113,0.39,51364.7,0.0000,0.0000,11533
80000,8,406,9.59,0.02,0.03,0.01,9.53,0.00,1.01,0.000,0.051,222050.2,3806.0,2,0,2.51,1.00,1.01,0.4809,11.24,16412.7,27.7977,22.2160,4802
80000,1,8,29.38,1.00,0.00,0.00,28.38,0.00,1.24,0.000,0.129,9011.1,511.6,1,0,4.75,1.00,1.30,0.0612,0.66,346.4,36.2204,1.0805,98
80000,0,1,28.00,0.00,0.00,0.00,28.00,0.00,1.00,0.000,0.000,816.3,101.5,1,0,6.00,1.00,1.00,0.0236,3.19,51898.2,0.0000,0.0000,11484
90000,8,428,9.70,0.00,0.05,0.00,9.65,0.00,1.00,0.000,0.054,217660.9,3636.1,3,0,2.49,1.00,1.00,0.4575,6.12,16820.6,28.7876,21.8093,4802
90000,1,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,3251.0,173.1,0,0,-0.00,-0.00,-0.00,0.0236,0.00,169.4,55.4674,0.5058,98
90000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,4375.5,640.0,0,0,-0.00,-0.00,-0.00,0.1018,0.38,53875.4,0.0000,0.0000,11484
100000,8,396,9.10,0.02,0.00,0.00,9.08,0.00,1.01,0.000,0.047,220383.5,3878.5,5,0,2.40,1.01,1.01,0.4780,8.83,17787.1,27.6509,21.9956,4802
100000,1,18,14.00,0.39,0.89,0.00,12.72,0.00,1.04,0.000,0.158,132.3,1.6,1,0,3.44,1.00,1.12,0.0002,0.75,171.8,54.1899,0.1823,98
100000,0,147,15.50,0.35,0.72,0.03,14.39,0.00,1.08,0.000,0.012,1978.6,106.2,1,15,3.86,1.00,1.11,0.0243,41.82,52562.5,0.0000,0.0000,11484
110000,8,429,9.44,0.05,0.00,0.03,9.36,0.00,1.01,0.000,0.053,217638.4,3966.7,4,0,2.54,1.01,1.01,0.4825,8.07,17763.7,28.6325,21.7267,4783
110000,1,21,10.10,0.00,0.00,0.00,10.10,0.00,1.00,0.000,0.144,13169.0,807.2,1,1,2.81,1.00,1.00,0.0957,0.16,259.9,26.8588,1.4104,96
110000,0,4,13.00,0.00,0.00,0.00,13.00,0.00,1.00,0.000,0.000,3006.2,371.7,1,3,3.25,1.00,1.00,0.0625,1.20,54506.9,0.0000,0.0000,11505
120000,8,476,9.17,0.00,0.04,0.01,9.11,0.00,1.00,0.000,0.057,253965.6,4194.2,4,4,2.28,1.00,1.00,0.5063,9.42,18165.8,18.2039,25.3729,4744
120000,1,24,10.17,0.00,0.00,0.00,10.17,0.00,1.00,0.000,0.163,13705.0,467.0,1,4,2.42,1.00,1.00,0.0553,0.92,231.5,29.6665,1.4456,93
120000,0,2,9.00,0.00,0.00,0.00,9.00,0.00,1.00,0.000,0.000,1111.8,71.9,2,2,3.00,1.00,1.00,0.0184,1.02,54316.8,0.0000,0.0000,11547
