step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent
110000,456,1.311,0.084,7.14,19619,18808,41,0,826,4,263362.8,5303.4,0.002,0.247,0.531,0.220,2263,9.70,3.32,0.10,0.67,0.04,0.68,0.04,0.54,9.53,2.43,0.01,0.19,0.001,0.015,33,0.491,0.235,0.761,0.000,0.004,10162,9767,1,1.000,0.000,0.004,18684,0.139,0.471,0.005,26.34,5452,0,1325.838,0.000,0.000,167254,1.03,16.88,0.000,0.000,0.002,8,9,11,57,4423,0.017,0.70,0.0061,0.009,2,0.129,0.000,0.304,0.019,2.79,3.46,4.12,0.01,0.002,1.02,1.04,1.04,0.129,0.00220,102.72,0.6467,11.96,138013.1,140070.1,33.682,0.1164,26.238
120000,469,1.388,0.085,7.19,18463,17586,27,0,837,0,246080.7,5250.0,0.006,0.265,0.521,0.209,2364,9.68,3.96,0.21,2.02,0.04,0.78,0.10,1.51,9.33,2.32,0.00,0.00,0.001,0.025,32,0.463,0.211,0.780,0.000,0.009,9760,9370,1,0.998,0.002,0.006,18688,0.139,0.468,0.005,24.62,5560,0,5249.995,0.000,0.000,191606,1.05,17.13,0.000,0.000,0.000,8,9,11,61,4541,0.017,1.60,0.0056,0.000,5,0.147,0.000,0.297,0.024,2.71,3.38,4.06,0.01,0.002,1.03,1.08,1.06,0.147,0.00209,104.17,0.6435,9.28,137934.8,140069.9,33.041,0.1187,24.497
130000,479,1.490,0.118,7.43,17823,16930,27,0,856,4,249446.9,5049.9,0.006,0.247,0.546,0.202,2336,10.15,3.79,0.34,2.42,0.01,0.18,0.01,0.14,9.80,2.63,0.00,0.00,0.000,0.006,41,0.315,0.203,0.781,0.000,0.017,8973,8516,1,1.000,0.000,0.002,15816,0.144,0.627,0.008,25.01,5551,0,1262.469,0.000,0.000,133993,1.12,16.43,0.000,0.000,0.000,8,10,11,49,4864,0.019,4.34,0.0053,0.002,4,0.112,0.000,0.287,0.018,2.81,3.70,4.13,0.00,0.000,1.13,1.15,1.11,0.112,0.00203,76.41,0.6076,14.07,137327.5,140069.7,57.682,0.1022,24.850
140000,490,1.387,0.066,8.56,16675,15766,61,0,837,1,244806.8,5078.6,0.007,0.214,0.553,0.226,2284,10.48,3.26,0.17,2.26,0.00,0.00,0.00,0.00,10.31,2.31,0.00,0.00,0.000,0.000,40,0.280,0.218,0.776,0.000,0.006,8776,7241,1,1.000,0.000,0.000,14886,0.116,0.392,0.003,24.41,5967,0,5078.582,0.000,0.000,112421,1.06,16.50,0.000,0.000,0.000,8,11,12,47,5135,0.020,6.80,0.0048,0.018,4,0.111,0.000,0.275,0.024,2.88,3.68,4.08,0.00,0.000,1.06,1.07,1.05,0.111,0.00174,87.59,0.6084,7.84,138211.4,140069.4,44.642,0.1011,24.393
150000,407,1.541,0.068,9.17,17559,16775,55,0,812,4,255296.4,5603.4,0.010,0.217,0.520,0.253,2155,11.30,3.56,0.07,0.53,0.04,0.54,0.08,0.87,11.11,3.01,0.00,0.00,0.002,0.021,58,0.177,0.209,0.791,0.000,0.000,9739,8241,2,0.641,0.000,0.015,14350,0.162,0.404,0.003,25.55,6660,0,1400.854,0.000,0.002,123493,1.02,15.78,0.000,0.000,0.000,8,11,14,40,4599,0.018,0.51,0.0056,0.010,2,0.118,0.000,0.253,0.030,2.97,3.73,4.41,0.00,0.000,1.01,1.03,1.03,0.118,0.00229,116.39,0.6676,11.04,138232.7,140069.3,20.990,0.1069,25.446
160000,406,1.463,0.067,9.06,16543,15751,40,0,753,0,246998.7,4968.3,0.013,0.240,0.492,0.256,2218,11.37,3.79,0.14,1.07,0.00,0.00,0.01,0.11,11.22,3.54,0.00,0.00,0.000,0.000,52,0.155,0.209,0.788,0.000,0.002,8786,8159,3,0.608,0.076,0.005,18401,0.164,0.400,0.003,24.71,6404,0,4968.315,0.000,0.005,127825,1.04,15.94,0.000,0.000,0.000,7,11,14,34,4615,0.018,0.66,0.0054,0.000,7,0.114,0.000,0.229,0.024,3.01,3.74,4.30,0.00,0.000,1.03,1.06,1.04,0.114,0.00247,106.13,0.6075,10.67,138288.1,140069.1,31.938,0.1106,24.605
170000,331,1.493,0.075,9.47,15304,14650,30,0,699,0,224465.4,4997.5,0.013,0.228,0.505,0.253,2405,11.10,2.95,0.04,0.37,0.00,0.00,0.00,0.00,11.06,2.89,0.00,0.00,0.000,0.000,57,0.139,0.193,0.801,0.000,0.006,8586,7857,3,0.767,0.000,0.000,24134,0.127,0.473,0.004,22.48,5824,0,4997.518,0.000,0.006,96577,1.01,16.04,0.000,0.000,0.000,8,11,14,25,3674,0.014,1.72,0.0061,0.000,1,0.102,0.000,0.235,0.036,2.90,3.86,4.15,0.00,0.000,1.01,1.02,1.02,0.102,0.00275,97.47,0.6147,7.09,138264.4,140068.9,41.775,0.1153,22.362
180000,247,1.554,0.084,8.96,10534,10065,50,0,503,0,162322.1,3166.5,0.015,0.244,0.543,0.198,3130,11.43,3.81,0.04,0.39,0.00,0.00,0.01,0.13,11.38,3.69,0.00,0.00,0.000,0.000,41,0.271,0.304,0.692,0.000,0.004,4789,4208,3,0.506,0.065,0.004,11928,0.189,0.529,0.006,16.26,4201,0,3166.535,0.000,0.000,67398,1.01,15.89,0.000,0.000,0.000,8,11,13,57,2823,0.011,3.08,0.0058,0.000,6,0.092,0.000,0.205,0.021,2.87,3.89,4.17,0.00,0.000,1.00,1.02,1.01,0.092,0.00279,64.71,0.3972,7.78,138258.1,140068.8,79.390,0.0805,16.177
190000,390,1.487,0.088,8.89,11491,10696,57,0,595,0,173854.3,3747.4,0.017,0.235,0.564,0.184,3030,11.65,2.56,0.05,0.51,0.00,0.00,0.00,0.05,11.60,2.64,0.00,0.00,0.000,0.000,35,0.326,0.218,0.772,0.000,0.010,5828,5415,2,0.505,0.000,0.003,10287,0.175,0.522,0.005,17.40,4376,0,3747.425,0.000,0.000,82992,1.03,16.00,0.000,0.000,0.000,9,11,13,34,4543,0.017,2.01,0.0038,0.049,2,0.111,0.000,0.215,0.037,2.94,4.03,3.99,0.00,0.000,1.02,1.02,1.04,0.111,0.00182,86.80,0.4702,13.21,137953.7,140068.7,57.226,0.0949,17.279
200000,501,1.514,0.093,8.83,18617,17575,25,0,906,2,270581.9,6215.0,0.012,0.224,0.509,0.255,2088,11.19,2.96,0.09,1.04,0.00,0.00,0.03,0.48,11.07,2.39,0.00,0.00,0.000,0.000,42,0.379,0.188,0.798,0.002,0.012,10719,10066,2,0.581,0.000,0.004,10285,0.196,0.517,0.005,27.07,6905,0,3107.522,0.000,0.002,130431,1.03,16.24,0.000,0.000,0.000,9,11,13,44,5606,0.021,0.48,0.0049,0.062,0,0.117,0.000,0.274,0.036,2.91,3.83,4.07,0.00,0.000,1.02,1.03,1.03,0.117,0.00210,125.06,0.7282,13.03,137674.8,140068.7,10.840,0.1067,26.932
210000,469,1.517,0.064,8.71,17775,16869,52,0,886,6,269543.6,5831.5,0.011,0.234,0.499,0.257,2102,10.89,2.74,0.06,0.73,0.00,0.00,0.07,1.04,10.76,2.50,0.00,0.00,0.000,0.000,45,0.373,0.228,0.759,0.000,0.013,9858,9066,2,0.599,0.000,0.004,12731,0.165,0.361,0.003,26.91,6418,0,971.914,0.000,0.002,123018,1.03,16.41,0.000,0.000,0.000,8,11,13,39,5107,0.019,0.46,0.0053,0.053,0,0.105,0.000,0.260,0.033,2.94,3.75,4.07,0.00,0.000,1.02,1.03,1.03,0.105,0.00231,122.40,0.6904,7.87,138212.6,140068.7,13.675,0.1078,26.853
220000,463,1.500,0.062,8.50,16679,15838,53,0,794,0,260848.9,5217.1,0.008,0.231,0.509,0.252,2196,10.94,3.61,0.19,1.74,0.01,0.28,0.04,0.79,10.70,2.77,0.00,0.00,0.000,0.008,48,0.359,0.214,0.782,0.000,0.004,8718,7382,2,0.685,0.000,0.002,11231,0.182,0.373,0.003,26.10,5858,0,5217.072,0.000,0.002,103803,1.06,16.49,0.000,0.000,0.000,9,11,13,45,5065,0.019,0.31,0.0053,0.019,0,0.092,0.000,0.249,0.028,2.93,3.72,4.08,0.00,0.000,1.03,1.07,1.07,0.092,0.00226,113.01,0.6258,7.37,138255.0,140068.7,24.028,0.1041,25.999
230000,419,1.552,0.061,8.91,15577,14769,81,0,771,2,242819.8,5784.6,0.012,0.218,0.508,0.262,2316,11.64,4.19,0.06,0.99,0.00,0.00,0.00,0.00,11.58,3.97,0.00,0.00,0.000,0.000,46,0.408,0.212,0.776,0.000,0.012,8514,6943,2,0.835,0.021,0.000,8737,0.186,0.375,0.003,24.28,5612,0,2892.303,0.000,0.002,87093,1.02,16.81,0.000,0.000,0.000,8,13,13,41,4876,0.019,7.89,0.0050,0.000,1,0.089,0.000,0.225,0.046,2.88,3.77,3.84,0.00,0.000,1.00,1.03,1.02,0.089,0.00221,87.23,0.6986,15.59,138326.6,140068.6,44.036,0.1194,24.169
240000,345,1.572,0.055,8.88,15346,14489,75,0,856,6,224890.4,5625.9,0.010,0.240,0.497,0.253,2482,11.46,3.28,0.08,0.86,0.00,0.00,0.02,0.27,11.37,3.16,0.00,0.00,0.000,0.000,44,0.470,0.209,0.788,0.000,0.003,8332,8036,3,0.922,0.000,0.006,9853,0.176,0.354,0.002,22.48,5443,0,937.646,0.000,0.000,95469,1.03,16.90,0.000,0.000,0.000,8,13,13,38,3954,0.015,1.54,0.0057,0.000,2,0.095,0.000,0.213,0.045,2.87,3.87,3.69,0.00,0.000,1.00,1.05,1.03,0.095,0.00270,107.26,0.6843,11.84,138549.9,140068.4,32.161,0.1221,22.383
250000,332,1.440,0.069,9.16,13231,12451,69,0,724,0,197382.9,4099.5,0.008,0.263,0.488,0.241,2740,10.05,4.16,0.22,1.94,0.03,0.49,0.00,0.00,9.81,3.21,0.00,0.00,0.001,0.016,45,0.229,0.226,0.768,0.000,0.006,6174,5854,1,1.000,0.000,0.000,20367,0.150,0.415,0.003,19.77,4866,0,4099.509,0.000,0.000,69858,1.06,18.05,0.000,0.000,0.000,5,9,13,47,3337,0.013,1.19,0.0061,0.000,0,0.072,0.000,0.195,0.019,2.79,3.44,3.55,0.00,0.000,1.01,1.11,1.07,0.072,0.00271,71.07,0.5089,8.24,138387.9,140068.3,71.405,0.0993,19.656
260000,267,1.530,0.129,9.37,10311,9717,56,0,603,2,165446.1,2985.8,0.003,0.241,0.526,0.230,3125,11.01,4.08,0.07,1.10,0.00,0.00,0.00,0.00,10.94,3.35,0.00,0.00,0.000,0.000,30,0.390,0.187,0.813,0.000,0.000,3962,3343,1,1.000,0.000,0.000,5893,0.199,0.691,0.009,16.65,3870,0,1492.893,0.000,0.000,29651,1.01,17.11,0.000,0.000,0.000,8,10,13,60,2940,0.011,7.72,0.0057,0.000,0,0.041,0.000,0.180,0.010,2.88,3.51,3.94,0.00,0.000,1.00,1.02,1.02,0.041,0.00258,26.02,0.3671,6.50,137490.6,140068.1,113.056,0.0687,16.487
270000,333,1.528,0.071,9.11,10946,10246,61,0,573,4,168751.5,3896.3,0.009,0.222,0.505,0.263,3052,11.19,4.03,0.00,0.05,0.00,0.00,0.00,0.00,11.19,4.02,0.00,0.00,0.000,0.000,39,0.462,0.168,0.817,0.000,0.015,5612,5199,1,1.000,0.000,0.000,8233,0.219,0.414,0.003,16.79,4448,0,974.083,0.000,0.000,58088,1.00,17.10,0.000,0.000,0.000,8,13,13,61,3726,0.014,21.23,0.0045,0.000,1,0.081,0.000,0.203,0.042,2.92,3.56,3.89,0.00,0.000,1.00,1.00,1.00,0.081,0.00194,52.47,0.4757,8.12,138319.0,140067.8,72.947,0.0859,16.782
280000,307,1.568,0.132,9.39,11971,11263,80,0,654,0,190286.2,3769.1,0.010,0.225,0.512,0.253,2827,11.67,4.43,0.24,2.22,0.08,1.37,0.00,0.06,11.35,3.66,0.00,0.00,0.002,0.041,40,0.404,0.235,0.759,0.000,0.007,5599,5309,1,1.000,0.000,0.003,8579,0.173,0.779,0.011,19.14,4453,0,3769.071,0.000,0.000,57155,1.07,16.71,0.000,0.000,0.000,8,12,13,51,3583,0.014,13.91,0.0055,0.000,1,0.073,0.000,0.196,0.015,2.93,3.79,3.88,0.02,0.003,1.05,1.09,1.08,0.073,0.00249,80.73,0.4629,12.67,137350.9,140067.7,49.666,0.0855,18.957
290000,374,1.451,0.063,8.86,12496,11639,83,0,707,0,189312.7,4123.0,0.013,0.228,0.539,0.220,2808,9.84,4.48,0.08,1.16,0.00,0.00,0.07,1.39,9.68,3.54,0.00,0.00,0.000,0.000,39,0.257,0.251,0.743,0.000,0.005,5994,5567,1,1.000,0.000,0.003,12124,0.158,0.355,0.002,18.83,4982,0,4123.045,0.000,0.000,80881,1.02,17.57,0.000,0.000,0.000,7,8,13,51,3679,0.014,1.05,0.0052,0.011,0,0.100,0.000,0.196,0.032,2.67,3.23,4.03,0.00,0.000,1.00,1.03,1.02,0.100,0.00199,97.87,0.5161,9.69,138414.0,140067.6,45.682,0.1040,18.833
300000,282,1.567,0.069,9.11,10935,10385,83,0,559,1,183911.7,3111.5,0.006,0.242,0.513,0.239,2866,10.92,4.51,0.12,1.60,0.00,0.06,0.04,0.55,10.76,3.75,0.00,0.00,0.000,0.002,34,0.454,0.206,0.791,0.000,0.004,4401,3871,1,1.000,0.000,0.011,7182,0.166,0.364,0.002,18.41,3994,0,3111.548,0.000,0.000,53245,1.02,17.41,0.000,0.000,0.000,6,13,13,48,3079,0.012,1.04,0.0061,0.043,0,0.063,0.000,0.164,0.013,2.79,3.31,3.99,0.00,0.000,1.00,1.04,1.03,0.063,0.00262,59.82,0.3888,6.31,138427.4,140067.4,84.173,0.0780,18.330
310000,239,1.499,0.064,9.01,9769,9203,44,0,565,0,154492.5,2665.1,0.009,0.283,0.493,0.215,3280,9.41,3.18,0.07,0.51,0.01,0.13,0.02,0.26,9.32,3.04,0.00,0.00,0.000,0.005,29,0.259,0.255,0.736,0.000,0.008,3909,3476,2,0.908,0.008,0.004,11418,0.130,0.378,0.003,15.46,3682,0,2665.139,0.000,0.000,59337,1.03,18.10,0.000,0.000,0.000,6,9,13,25,2249,0.009,0.40,0.0069,0.000,4,0.069,0.000,0.176,0.013,2.66,3.06,3.91,0.00,0.000,1.01,1.04,1.04,0.069,0.00283,73.83,0.3388,6.45,138620.0,140067.2,73.753,0.0723,15.402
320000,299,1.702,0.070,8.70,10179,9550,62,0,507,18,162578.4,3132.8,0.011,0.238,0.510,0.241,3237,12.62,2.81,0.15,1.72,0.01,0.12,0.00,0.00,12.46,2.19,0.00,0.00,0.000,0.005,36,0.656,0.204,0.789,0.003,0.003,4585,3987,1,0.940,0.060,0.000,8255,0.210,0.391,0.003,16.29,3648,0,174.044,0.000,0.010,48925,1.05,16.05,0.000,0.000,0.000,9,13,14,39,3773,0.014,0.40,0.0044,0.003,5,0.068,0.000,0.185,0.018,3.03,4.00,3.99,0.00,0.000,1.02,1.07,1.05,0.068,0.00215,66.85,0.3864,12.43,138336.5,140067.1,79.904,0.0727,16.185
330000,349,1.573,0.061,8.83,11843,11269,52,0,472,3,185860.5,4350.2,0.014,0.213,0.489,0.283,2999,12.47,3.73,0.14,1.62,0.00,0.00,0.04,0.69,12.29,2.88,0.00,0.00,0.000,0.000,28,0.742,0.226,0.774,0.000,0.000,6549,5725,2,0.960,0.000,0.003,10156,0.169,0.345,0.002,18.57,4082,0,1450.056,0.000,0.000,50336,1.04,16.48,0.000,0.000,0.000,8,13,13,52,4353,0.017,0.44,0.0043,0.000,3,0.074,0.000,0.231,0.036,2.91,3.85,3.93,0.00,0.000,1.00,1.07,1.04,0.074,0.00218,84.76,0.5224,6.13,138431.2,140067.0,59.670,0.0881,18.496
340000,292,1.483,0.067,8.98,12050,11532,82,0,493,4,196236.4,4063.0,0.011,0.210,0.507,0.272,2800,10.78,3.57,0.11,1.24,0.00,0.00,0.01,0.18,10.66,3.27,0.00,0.00,0.000,0.000,39,0.377,0.168,0.825,0.000,0.007,5423,4985,1,0.942,0.058,0.003,7989,0.162,0.382,0.003,19.64,4214,0,1015.761,0.000,0.010,45261,1.04,17.44,0.000,0.000,0.000,6,11,14,34,3147,0.012,0.54,0.0063,0.000,3,0.061,0.000,0.163,0.028,2.69,3.51,3.79,0.00,0.000,1.00,1.06,1.04,0.061,0.00263,75.77,0.5026,7.32,138475.8,140066.9,67.485,0.0961,19.550
350000,393,1.537,0.188,9.07,13176,12418,76,0,581,2,195373.1,4153.3,0.008,0.227,0.510,0.255,2731,10.48,3.84,0.21,1.92,0.00,0.00,0.00,0.00,10.26,3.06,0.00,0.00,0.000,0.000,47,0.326,0.221,0.774,0.000,0.005,5862,5462,1,1.000,0.000,0.000,7624,0.181,0.979,0.017,19.74,4765,0,2076.642,0.000,0.000,50521,1.07,17.51,0.000,0.000,0.000,6,10,13,48,4118,0.016,21.80,0.0048,0.025,0,0.062,0.000,0.183,0.026,2.88,3.57,3.70,0.00,0.000,1.01,1.11,1.08,0.062,0.00205,66.89,0.5155,12.00,136308.2,140066.8,55.007,0.0997,19.422
360000,436,1.435,0.059,9.22,17582,16580,40,0,919,5,241821.8,5754.9,0.011,0.216,0.510,0.262,2257,10.58,4.74,0.29,2.33,0.01,0.19,0.02,0.31,10.26,3.83,0.00,0.00,0.000,0.005,65,0.353,0.195,0.789,0.005,0.011,8783,8381,1,1.000,0.000,0.005,10520,0.156,0.310,0.002,23.97,6709,0,1150.983,0.000,0.011,103012,1.09,17.24,0.000,0.000,0.000,7,9,13,53,4615,0.018,11.12,0.0054,0.053,32,0.100,0.000,0.222,0.039,2.82,3.53,3.86,0.00,0.000,1.03,1.13,1.10,0.100,0.00211,79.20,0.6975,33.49,138382.4,140066.8,49.145,0.1199,24.056
370000,374,1.503,0.093,8.80,14393,13663,49,1,742,21,200647.7,4193.1,0.014,0.218,0.516,0.252,2629,10.71,4.32,0.13,1.72,0.01,0.21,0.04,0.72,10.53,3.10,0.00,0.00,0.000,0.007,34,0.401,0.201,0.794,0.000,0.005,6667,6081,1,1.000,0.000,0.003,10430,0.149,0.536,0.006,20.13,5486,259,199.671,0.000,0.000,94386,1.03,17.29,0.000,0.000,0.000,7,9,13,56,4006,0.015,3.87,0.0051,0.035,0,0.113,0.000,0.208,0.019,2.81,3.47,3.90,0.00,0.000,1.00,1.05,1.03,0.113,0.00201,88.27,0.5196,7.01,137895.8,140066.6,51.167,0.1029,19.980
380000,341,1.516,0.068,9.79,14893,14114,58,0,754,12,216847.0,4428.3,0.011,0.236,0.532,0.221,2492,9.46,2.73,0.03,0.41,0.01,0.11,0.00,0.00,9.43,2.70,0.00,0.00,0.001,0.011,40,0.296,0.235,0.760,0.000,0.006,6588,5655,1,1.000,0.000,0.000,11701,0.166,0.381,0.003,21.65,5722,0,369.024,0.000,0.003,86036,1.01,18.30,0.000,0.000,0.000,7,9,13,29,3226,0.012,1.49,0.0067,0.041,1,0.089,0.000,0.206,0.018,2.70,3.35,3.52,0.00,0.000,1.00,1.02,1.02,0.089,0.00265,95.19,0.5449,8.15,138373.5,140066.3,45.112,0.1020,21.592
