step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side
5000,1,272,16.4,0.2,0.0,0.0,16.2,0.0,1.06,9.3,65,138,10.97,0.57,268,2,2,0.0,1.03,1.07,1.07,4.01,3.92,7.51
6000,1,309,14.8,0.1,0.3,0.0,14.3,0.0,1.04,10.0,63,118,9.48,0.46,269,27,13,0.0,1.01,1.04,1.05,3.98,4.21,7.28
7000,1,256,17.2,0.4,0.0,0.0,16.8,0.0,1.09,8.2,56,135,11.29,0.66,220,27,9,0.0,1.06,1.11,1.10,4.28,4.56,7.48
8000,1,217,18.2,0.4,0.1,0.0,17.7,0.0,1.10,7.9,48,140,12.19,0.57,211,5,1,0.0,1.03,1.14,1.12,4.35,4.47,7.69
9000,1,254,16.2,0.1,0.1,0.1,16.0,0.0,1.03,8.6,44,129,10.86,0.48,242,9,3,0.0,1.01,1.03,1.03,4.04,4.00,7.79
10000,1,276,17.5,0.2,0.1,0.5,16.6,0.0,1.03,7.7,47,116,10.30,0.57,240,11,25,0.0,1.04,1.03,1.03,4.29,4.28,7.90
11000,1,259,16.1,0.1,0.0,0.0,16.0,0.0,1.03,8.8,48,124,10.49,0.51,244,14,1,0.0,1.01,1.03,1.05,4.08,3.88,7.84
12000,1,271,16.6,0.3,0.0,0.0,16.3,0.0,1.11,9.2,50,119,10.09,0.44,250,16,5,0.0,1.08,1.10,1.14,4.08,3.89,7.56
13000,1,249,17.5,0.2,0.1,0.0,17.2,0.0,1.07,8.2,52,143,12.71,0.63,216,23,10,0.0,1.03,1.08,1.08,4.24,4.15,7.84
14000,1,244,17.2,0.2,0.1,0.0,16.9,0.0,1.05,8.7,49,133,11.52,0.62,230,13,1,0.0,1.03,1.06,1.05,4.32,3.97,7.78
15000,1,281,16.2,0.0,0.1,0.0,16.1,0.0,1.02,9.2,51,154,12.55,0.59,263,7,11,0.0,1.02,1.03,1.04,4.18,3.62,7.87
16000,1,305,16.4,0.1,0.0,0.0,16.2,0.0,1.03,9.0,67,150,12.67,0.46,291,11,3,0.0,1.02,1.03,1.03,4.10,3.80,7.79
17000,1,309,16.7,0.2,0.0,0.0,16.5,0.0,1.06,8.8,67,142,11.45,0.47,285,21,3,0.0,1.03,1.08,1.08,4.19,3.97,7.73
18000,1,309,16.6,0.3,0.0,0.0,16.3,0.0,1.08,9.0,70,138,11.56,0.43,296,11,2,0.0,1.02,1.10,1.11,4.20,3.78,7.81
19000,1,264,15.6,0.1,0.3,0.0,15.2,0.0,1.03,9.6,66,154,12.39,0.65,249,12,3,0.0,1.03,1.05,1.03,4.16,3.54,7.83
20000,1,329,17.1,0.1,0.0,0.0,17.0,0.0,1.02,9.6,90,150,12.38,0.50,306,16,7,0.0,1.00,1.02,1.02,4.21,3.74,7.59
21000,1,283,17.9,0.2,0.0,0.0,17.8,0.0,1.04,9.8,68,141,11.80,0.51,268,13,2,0.0,1.00,1.05,1.05,4.05,3.47,7.65
22000,1,274,16.3,0.0,0.0,0.0,16.2,0.0,1.00,10.7,68,168,13.52,0.48,273,0,1,0.0,1.00,1.01,1.00,3.85,3.19,7.53
23000,1,294,16.8,0.1,0.0,0.0,16.7,0.0,1.01,11.0,67,200,15.89,0.46,294,0,0,0.0,1.00,1.02,1.01,3.94,3.24,7.43
24000,1,298,16.6,0.0,0.1,0.0,16.6,0.0,1.00,10.7,79,206,15.94,0.51,298,0,0,0.0,1.00,1.00,1.00,3.94,3.42,7.47
25000,1,315,14.4,0.1,0.0,0.0,14.3,0.0,1.01,12.0,71,235,17.25,0.44,314,0,1,0.0,1.00,1.02,1.02,3.68,3.71,6.52
26000,1,331,13.3,0.0,0.2,0.0,13.1,0.0,1.02,12.8,67,304,20.94,0.44,330,1,0,0.0,1.06,1.07,1.01,3.42,4.06,5.79
27000,1,361,13.1,0.0,0.0,0.0,13.1,0.0,1.00,13.0,57,327,22.25,0.45,332,27,2,0.0,1.00,1.00,1.00,3.25,4.06,5.69
28000,1,350,13.4,0.0,0.0,0.0,13.4,0.0,1.00,13.1,62,358,24.07,0.48,328,18,4,0.0,1.00,1.00,1.00,3.31,4.20,5.42
29000,1,302,13.3,0.0,0.0,0.0,13.3,0.0,1.00,13.6,43,423,27.64,0.48,302,0,0,0.0,1.00,1.00,1.00,2.99,4.55,4.62
30000,1,363,11.6,0.0,0.0,0.0,11.6,0.0,1.00,14.4,52,462,28.98,0.45,363,0,0,0.0,1.00,1.00,1.00,2.92,3.95,5.14
31000,1,297,11.5,0.0,0.0,0.0,11.5,0.0,1.00,15.2,39,517,31.96,0.51,297,0,0,0.0,1.00,1.00,1.00,2.62,4.11,4.29
32000,1,454,10.2,0.0,0.0,0.0,10.2,0.0,1.00,15.4,52,455,27.26,0.43,450,4,0,0.0,1.00,1.00,1.00,2.63,3.69,4.91
33000,1,488,10.1,0.0,0.0,0.0,10.0,0.0,1.00,15.6,52,490,28.55,0.41,483,5,0,0.0,1.00,1.00,1.00,2.57,3.73,4.66
33000,6,13,8.1,0.0,0.0,0.0,8.1,0.0,1.00,19.1,4,169,10.14,0.22,0,13,0,0.0,1.00,1.00,1.00,2.54,3.00,3.46
34000,1,455,9.6,0.0,0.0,0.0,9.6,0.0,1.00,16.0,42,576,33.06,0.46,446,7,2,0.0,1.00,1.00,1.00,2.53,3.84,4.45
34000,6,10,11.9,0.6,0.0,0.0,11.3,0.0,1.19,15.4,6,119,8.52,0.31,0,9,1,0.0,1.04,1.25,1.25,3.90,3.80,4.50
35000,1,382,9.7,0.1,0.0,0.0,9.6,0.0,1.02,16.7,35,668,37.81,0.52,382,0,0,0.0,1.03,1.06,1.02,2.13,4.07,3.58
35000,6,21,8.8,0.4,0.0,0.0,8.4,0.0,1.35,18.0,5,99,6.49,0.23,0,18,3,0.0,1.38,1.46,1.30,2.86,3.33,3.81
36000,1,406,9.9,0.0,0.0,0.0,9.9,0.0,1.00,16.5,40,651,37.06,0.56,391,11,4,0.0,1.00,1.00,1.00,2.29,4.13,3.65
37000,1,405,9.4,0.0,0.0,0.0,9.4,0.0,1.00,16.9,31,643,36.16,0.53,405,0,0,0.0,1.00,1.00,1.00,2.23,4.06,3.50
38000,1,526,9.9,0.0,0.0,0.0,9.9,0.0,1.00,15.7,52,535,30.95,0.49,508,12,6,0.0,1.00,1.00,1.00,2.64,3.68,4.66
39000,1,541,9.6,0.0,0.0,0.0,9.6,0.0,1.00,16.0,53,504,29.20,0.44,537,2,2,0.0,1.00,1.00,1.00,2.49,3.68,4.61
40000,1,583,9.6,0.0,0.0,0.0,9.6,0.0,1.00,16.0,51,478,27.77,0.45,558,17,8,0.0,1.00,1.00,1.00,2.53,3.70,4.59
