step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells
10000,0,2170,7.09,0.03,0.01,0.02,7.02,0.00,1.01,0.000,0.059,1046341.6,64590.2,1,0,2.59,1.00,1.01,10.1102,22.19,136000.5,5.4279,104.3497,16384
10000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
20000,0,2041,7.84,0.04,0.01,0.00,7.79,0.00,1.01,0.000,0.061,964115.8,10023.4,2,0,2.86,1.00,1.01,1.1343,17.40,136107.8,2.1515,106.7190,16384
20000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
30000,0,2049,7.73,0.03,0.01,0.00,7.69,0.00,1.01,0.000,0.060,963727.9,9734.9,2,0,2.83,1.00,1.01,1.1030,14.79,136200.3,2.0407,106.1547,16384
30000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
40000,0,2076,7.79,0.07,0.04,0.02,7.66,0.00,1.02,0.000,0.062,969257.7,9832.2,1,0,2.87,1.02,1.02,1.1118,9.33,136121.6,2.0588,106.2455,16384
40000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
50000,0,2137,7.30,0.04,0.04,0.02,7.20,0.00,1.01,0.000,0.060,957172.5,10079.6,1,0,2.76,1.01,1.02,1.1360,8.15,136179.4,2.2616,106.1956,16384
50000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
60000,0,2132,7.26,0.05,0.07,0.01,7.14,0.00,1.01,0.000,0.059,942376.7,10336.0,1,0,2.78,1.01,1.02,1.1594,14.07,136224.9,2.8449,105.8294,16384
60000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
70000,0,2141,7.21,0.02,0.03,0.01,7.15,0.00,1.01,0.000,0.059,940211.6,10417.5,1,0,2.74,1.00,1.01,1.1644,10.59,136296.5,3.0887,105.5872,16384
70000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
80000,0,2097,7.44,0.04,0.09,0.01,7.30,0.00,1.01,0.000,0.060,938017.3,10457.3,1,0,2.81,1.01,1.02,1.1702,13.04,136217.6,3.3297,105.2203,16384
80000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
90000,0,2071,7.71,0.02,0.04,0.02,7.62,0.00,1.01,0.000,0.061,933454.2,10529.7,1,0,2.88,1.01,1.01,1.1748,8.92,136280.8,3.4851,104.6438,16384
90000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
100000,0,2025,7.95,0.03,0.07,0.02,7.84,0.00,1.01,0.000,0.061,928546.8,10693.2,1,0,2.94,1.00,1.01,1.1938,10.49,136259.9,3.6726,104.1057,16384
100000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
110000,0,2003,8.09,0.02,0.08,0.01,7.99,0.00,1.00,0.000,0.062,925530.0,10737.3,1,0,2.98,1.00,1.01,1.1987,11.12,136276.8,3.9308,103.6767,16384
110000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
120000,0,2006,8.07,0.03,0.04,0.03,7.97,0.00,1.01,0.000,0.062,927293.1,10513.7,1,0,2.97,1.01,1.01,1.1753,10.28,136246.9,3.8368,103.6035,16384
120000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
130000,0,2033,7.95,0.02,0.02,0.01,7.90,0.00,1.01,0.000,0.062,916023.7,10252.0,1,0,2.91,1.00,1.01,1.1500,11.58,136321.8,4.1323,103.4188,16384
130000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
140000,0,2166,7.32,0.02,0.01,0.00,7.28,0.00,1.01,0.000,0.060,895751.2,9762.9,1,0,2.62,1.00,1.01,1.1174,15.75,136231.6,4.8725,103.9295,16384
140000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
150000,0,2162,7.26,0.06,0.02,0.01,7.18,0.00,1.02,0.000,0.060,884820.0,9427.8,2,0,2.62,1.01,1.02,1.1002,17.36,136233.4,5.3452,104.9239,16384
150000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
160000,0,2189,7.08,0.03,0.00,0.01,7.04,0.00,1.01,0.000,0.059,883376.9,9348.8,2,0,2.54,1.00,1.01,1.0948,18.16,136195.6,5.4381,105.1385,16384
160000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
170000,0,2190,7.04,0.04,0.00,0.00,7.00,0.00,1.01,0.000,0.059,882633.4,9463.3,1,0,2.58,1.01,1.01,1.1105,18.73,136217.3,5.3723,105.1937,16384
170000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
180000,0,2179,7.01,0.01,0.00,0.01,6.98,0.00,1.01,0.000,0.058,885262.8,9390.7,2,0,2.51,1.00,1.00,1.0998,15.18,136136.4,5.1114,105.4501,16384
180000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
190000,0,2189,7.02,0.02,0.01,0.00,6.99,0.00,1.01,0.000,0.059,884946.8,9511.4,1,0,2.54,1.00,1.01,1.1152,15.82,136219.4,5.0479,105.5356,16384
190000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
200000,0,2206,7.10,0.04,0.01,0.01,7.04,0.00,1.02,0.000,0.060,882673.7,9483.2,1,0,2.55,1.01,1.01,1.1108,8.20,136149.5,5.1460,105.4496,16384
200000,0,0,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.000,0.000,0.0,0.0,0,0,-0.00,-0.00,-0.00,0.0000,0.00,0.0,0.0000,0.0000,0
