step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells
10000,8,517,11.10,0.01,0.32,0.11,10.67,0.00,1.01,0.000,0.075,338156.0,24503.4,1,7,2.80,1.01,1.01,3.5635,11.02,37155.9,4.6562,29.9832,4763
10000,1,25,17.52,0.00,0.08,0.68,16.76,0.00,1.00,0.000,0.285,12113.6,1014.8,0,4,3.64,1.00,1.00,0.1288,1.95,662.3,29.3719,1.2935,88
10000,0,5,17.20,0.00,0.80,0.00,16.40,0.00,1.00,0.000,0.001,92614.6,37547.7,1,5,3.60,1.00,1.00,6.1517,4.79,97189.2,0.0000,0.0000,11533
20000,8,524,10.67,0.01,0.19,0.13,10.34,0.00,1.00,0.002,0.082,305563.7,6292.4,4,0,2.81,1.00,1.00,0.7136,12.35,31747.5,3.3981,30.3646,4274
20000,1,20,23.15,2.95,0.00,1.65,18.55,0.00,1.68,0.000,0.283,18386.8,1153.6,1,0,3.55,1.42,1.82,0.1394,0.63,394.1,18.6737,1.9211,98
20000,0,6,20.33,4.00,0.00,0.00,16.33,0.00,1.90,0.000,0.001,2117.6,209.0,1,4,3.50,1.34,2.24,0.0523,4.59,104064.9,0.0000,0.0000,12012
30000,8,455,11.26,0.01,0.05,0.08,11.12,0.00,1.00,0.000,0.088,291946.0,5832.8,3,0,2.77,1.00,1.00,0.6594,8.81,25102.4,5.3151,29.0678,3642
30000,1,27,16.48,0.00,0.37,0.00,16.11,0.00,1.00,0.000,0.286,20500.5,1098.4,1,0,2.96,1.00,1.00,0.1317,4.50,521.1,13.8701,2.1340,98
30000,0,3,20.00,0.00,0.00,0.00,20.00,0.00,1.00,0.000,0.000,1328.6,221.5,1,3,3.33,1.00,1.00,0.0471,2.60,110868.1,0.0000,0.0000,12644
40000,8,512,9.90,0.00,0.12,0.00,9.77,0.00,1.00,0.000,0.083,258963.7,5759.0,2,0,2.42,1.00,1.00,0.6439,7.12,26652.8,5.0915,25.8181,3816
40000,1,7,15.14,0.00,0.00,0.00,15.14,0.00,1.00,0.000,0.068,14458.2,911.6,1,0,2.86,1.00,1.00,0.1069,0.00,216.6,24.9787,1.5676,98
40000,0,3,11.33,0.00,0.00,0.00,11.33,0.00,1.00,0.000,0.000,1182.0,181.3,2,2,2.67,1.00,1.00,0.0380,0.76,109386.0,0.0000,0.0000,12470
50000,8,544,8.89,0.00,0.02,0.02,8.85,0.00,1.00,0.000,0.075,284602.8,6767.1,1,0,2.43,1.00,1.00,0.7473,5.56,30074.1,6.2074,28.3298,4046
