step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent
110000,2003,1.425,0.040,8.99,41587,38965,1092,0,1552,49,1029114.9,10737.7,0.001,0.453,0.539,0.006,657,8.09,1.81,0.02,0.30,0.08,0.90,0.01,0.25,7.99,1.62,0.00,0.00,0.007,0.068,105,0.293,0.224,0.769,0.000,0.006,6893,2533,1,1.000,0.000,0.003,81334,0.081,0.052,0.000,103.68,14811,0,219.136,0.000,0.000,489249,1.00,14.22,0.000,0.001,0.000,7,8,9,45,16210,0.062,0.00,0.0064,0.000,0,0.053,0.000,0.130,0.000,2.98,1.87,7.19,0.00,0.000,1.00,1.01,1.01,0.053,0.00350,56.23,1.1987,11.12,136276.8,140109.4,3.931,0.1251,103.554
120000,2006,1.422,0.041,8.99,40557,37971,1070,0,1513,24,1028157.0,10514.0,0.001,0.457,0.535,0.007,654,8.07,1.50,0.03,0.52,0.04,0.38,0.03,0.61,7.97,1.38,0.00,0.00,0.005,0.045,96,0.290,0.225,0.769,0.000,0.006,6428,2215,1,1.000,0.000,0.004,84088,0.078,0.054,0.000,103.60,14630,0,438.083,0.000,0.000,482864,1.01,14.26,0.000,0.000,0.000,7,8,9,30,16187,0.062,0.00,0.0064,0.000,0,0.053,0.000,0.125,0.000,2.97,1.96,7.10,0.00,0.000,1.01,1.01,1.01,0.053,0.00355,56.40,1.1753,10.28,136246.9,140100.2,3.837,0.1240,103.477
130000,2033,1.371,0.040,8.92,40165,37614,1124,0,1400,41,1027711.7,10252.0,0.001,0.434,0.555,0.010,646,7.95,1.84,0.02,0.40,0.02,0.39,0.01,0.25,7.90,1.63,0.00,0.00,0.002,0.030,88,0.234,0.213,0.782,0.000,0.005,6180,2128,1,1.000,0.000,0.001,62815,0.089,0.055,0.000,103.42,14608,0,250.049,0.000,0.000,443197,1.01,15.04,0.000,0.000,0.000,6,8,9,35,16163,0.062,0.00,0.0064,0.000,0,0.051,0.000,0.113,0.000,2.91,2.03,6.67,0.00,0.000,1.00,1.01,1.01,0.051,0.00334,56.29,1.1500,11.58,136321.8,140091.3,4.132,0.1249,103.302
140000,2166,1.343,0.038,8.64,41175,38390,1240,0,1412,11,1031233.7,9763.1,0.001,0.359,0.619,0.021,626,7.32,1.33,0.02,0.50,0.01,0.20,0.00,0.09,7.28,1.23,0.00,0.00,0.001,0.034,72,0.446,0.213,0.784,0.000,0.002,5472,2441,1,1.000,0.000,0.003,42808,0.093,0.058,0.000,103.93,14538,0,887.553,0.000,0.000,291265,1.01,17.10,0.000,0.000,0.000,6,7,9,23,15848,0.060,0.00,0.0065,0.000,0,0.039,0.000,0.087,0.000,2.62,2.19,5.32,0.00,0.000,1.00,1.01,1.01,0.039,0.00259,55.04,1.1174,15.75,136231.6,140082.0,4.873,0.1406,103.781
150000,2162,1.330,0.040,8.40,43121,40454,1373,0,1298,20,1041448.9,9427.9,0.001,0.291,0.675,0.033,605,7.26,1.74,0.06,1.14,0.02,0.49,0.01,0.24,7.18,1.14,0.00,0.00,0.002,0.036,64,0.574,0.198,0.798,0.000,0.004,4687,2689,2,0.976,0.015,0.002,28671,0.089,0.062,0.000,104.92,14173,0,471.396,0.000,0.000,149940,1.02,17.55,0.000,0.000,0.000,6,7,8,54,15703,0.060,0.00,0.0067,0.000,0,0.024,0.000,0.072,0.000,2.62,2.22,5.01,0.00,0.000,1.01,1.02,1.03,0.024,0.00209,53.57,1.1002,17.36,136233.4,140072.1,5.345,0.1573,104.768
160000,2189,1.311,0.042,8.22,44575,42015,1307,0,1226,0,1042868.1,9349.1,0.001,0.276,0.684,0.038,617,7.08,1.26,0.03,0.42,0.00,0.14,0.01,0.28,7.04,1.14,0.00,0.00,0.001,0.028,50,0.633,0.195,0.800,0.000,0.005,4696,2993,2,0.989,0.007,0.002,26900,0.097,0.066,0.000,105.14,14472,0,9349.065,0.000,0.000,123189,1.01,17.93,0.000,0.000,0.000,6,7,8,24,15500,0.059,0.00,0.0068,0.000,0,0.020,0.000,0.070,0.000,2.54,2.17,4.87,0.00,0.000,1.00,1.01,1.02,0.020,0.00193,53.26,1.0948,18.16,136195.6,140062.0,5.438,0.1596,104.976
170000,2190,1.309,0.040,8.10,45317,42678,1263,0,1375,6,1043236.4,9463.4,0.001,0.275,0.685,0.040,617,7.04,1.35,0.04,0.80,0.00,0.09,0.00,0.00,7.00,1.07,0.00,0.00,0.001,0.022,47,0.639,0.195,0.800,0.000,0.005,4611,3027,1,1.000,0.000,0.000,25524,0.101,0.066,0.000,105.19,14703,0,1577.231,0.000,0.000,120177,1.01,18.03,0.000,0.000,0.000,6,7,8,31,15416,0.059,0.00,0.0068,0.000,0,0.020,0.000,0.069,0.000,2.58,2.14,4.84,0.00,0.000,1.01,1.01,1.02,0.020,0.00191,53.27,1.1105,18.73,136217.3,140051.7,5.372,0.1640,105.033
180000,2179,1.350,0.040,8.04,45538,42960,1232,0,1357,8,1045525.1,9390.8,0.000,0.274,0.685,0.041,617,7.01,1.02,0.01,0.26,0.00,0.06,0.01,0.31,6.98,0.99,0.00,0.00,0.001,0.022,51,0.672,0.193,0.804,0.000,0.003,4679,3511,2,0.999,0.000,0.002,22387,0.115,0.064,0.000,105.45,13922,0,1173.855,0.000,0.000,112993,1.01,18.12,0.000,0.000,0.000,6,7,8,23,15267,0.058,0.00,0.0069,0.000,0,0.019,0.000,0.069,0.000,2.51,2.13,4.81,0.00,0.000,1.00,1.00,1.01,0.019,0.00191,53.28,1.0998,15.18,136136.4,140041.2,5.111,0.1610,105.282
190000,2189,1.307,0.039,8.04,46153,43505,1270,0,1368,8,1046570.0,9511.7,0.000,0.274,0.684,0.041,617,7.02,1.21,0.02,0.40,0.01,0.15,0.00,0.08,6.99,1.04,0.00,0.00,0.001,0.033,54,0.674,0.186,0.811,0.000,0.003,4659,3631,1,1.000,0.000,0.001,25504,0.118,0.063,0.000,105.54,14859,0,1188.958,0.000,0.000,113680,1.01,18.08,0.000,0.000,0.000,6,7,8,28,15366,0.059,0.00,0.0068,0.000,0,0.019,0.000,0.069,0.000,2.54,2.15,4.82,0.00,0.000,1.00,1.01,1.01,0.019,0.00191,53.26,1.1152,15.82,136219.4,140030.7,5.048,0.1638,105.381
200000,2206,1.329,0.038,8.03,45964,43382,1257,0,1308,4,1045548.4,9483.2,0.000,0.272,0.685,0.043,603,7.10,1.28,0.04,0.67,0.01,0.21,0.01,0.29,7.04,1.05,0.00,0.00,0.001,0.030,57,0.655,0.203,0.793,0.000,0.005,4595,3419,1,1.000,0.000,0.002,31863,0.100,0.062,0.000,105.45,15492,0,2370.811,0.000,0.000,110759,1.02,17.98,0.000,0.000,0.000,6,7,8,34,15660,0.060,0.00,0.0067,0.000,0,0.019,0.000,0.068,0.000,2.55,2.19,4.83,0.00,0.000,1.01,1.01,1.03,0.019,0.00188,53.24,1.1108,8.20,136149.5,140020.0,5.146,0.1630,105.281
210000,2157,1.317,0.041,8.02,45878,43299,1286,0,1342,2,1046910.5,9507.6,0.000,0.274,0.683,0.043,615,7.09,1.42,0.06,1.06,0.01,0.13,0.01,0.16,7.01,1.06,0.00,0.00,0.001,0.032,55,0.670,0.188,0.805,0.000,0.006,4787,3387,1,1.000,0.000,0.002,34177,0.096,0.063,0.000,105.57,15632,0,4753.799,0.000,0.000,113203,1.02,17.98,0.000,0.000,0.000,6,7,8,30,15291,0.058,0.00,0.0069,0.000,0,0.019,0.000,0.068,0.000,2.53,2.18,4.84,0.00,0.000,1.01,1.02,1.04,0.019,0.00194,53.26,1.1146,18.16,136195.9,140009.3,5.007,0.1626,105.412
220000,2191,1.316,0.041,8.01,45900,43170,1281,0,1415,2,1045839.9,9596.0,0.000,0.274,0.684,0.042,614,7.00,1.07,0.02,0.53,0.00,0.00,0.00,0.10,6.98,0.94,0.00,0.00,0.000,0.000,50,0.649,0.196,0.801,0.000,0.003,4624,3158,1,1.000,0.000,0.001,33484,0.093,0.064,0.000,105.47,15683,0,4797.980,0.000,0.000,111420,1.01,18.11,0.000,0.000,0.000,6,7,8,25,15346,0.059,0.00,0.0068,0.000,0,0.019,0.000,0.068,0.000,2.54,2.16,4.79,0.00,0.000,1.00,1.01,1.01,0.019,0.00190,53.24,1.1274,17.60,136143.2,139997.9,5.133,0.1677,105.296
230000,2195,1.306,0.039,8.02,46237,43549,1269,0,1415,2,1046463.0,9644.3,0.000,0.274,0.683,0.042,614,7.07,1.31,0.04,0.67,0.00,0.02,0.00,0.17,7.03,1.08,0.00,0.00,0.000,0.001,60,0.674,0.205,0.793,0.000,0.001,4811,3103,1,1.000,0.000,0.000,27997,0.124,0.059,0.000,105.52,16176,0,4822.135,0.000,0.000,112498,1.01,18.03,0.000,0.000,0.000,6,7,8,27,15519,0.059,0.00,0.0068,0.000,0,0.019,0.000,0.069,0.000,2.55,2.17,4.82,0.00,0.000,1.01,1.02,1.02,0.019,0.00190,53.25,1.1306,11.59,136177.3,139986.5,5.066,0.1665,105.361
240000,2191,1.362,0.042,8.02,46362,43574,1305,0,1487,2,1047074.5,9787.3,0.000,0.274,0.684,0.042,613,7.06,1.24,0.04,0.71,0.01,0.17,0.00,0.07,7.01,1.07,0.00,0.00,0.001,0.026,56,0.638,0.196,0.797,0.000,0.006,4723,2740,1,1.000,0.000,0.001,31745,0.107,0.072,0.000,105.60,16183,0,4893.639,0.000,0.000,111365,1.02,18.03,0.000,0.000,0.000,6,7,8,36,15458,0.059,0.00,0.0068,0.000,0,0.018,0.000,0.069,0.000,2.56,2.16,4.83,0.00,0.000,1.01,1.02,1.03,0.018,0.00191,53.34,1.1525,20.20,135992.6,139975.0,4.896,0.1727,105.412
250000,2188,1.345,0.040,8.01,46180,43497,1301,0,1385,5,1048096.9,9671.7,0.000,0.277,0.681,0.042,603,7.04,1.23,0.03,0.74,0.00,0.00,0.00,0.00,7.01,1.13,0.00,0.00,0.000,0.000,52,0.657,0.199,0.797,0.000,0.004,4664,2750,1,1.000,0.000,0.000,31163,0.105,0.066,0.000,105.73,15991,0,1934.338,0.000,0.000,115855,1.01,18.04,0.000,0.000,0.000,6,7,8,31,15398,0.059,0.00,0.0068,0.000,0,0.019,0.000,0.068,0.000,2.56,2.16,4.82,0.00,0.000,1.01,1.01,1.02,0.019,0.00193,53.35,1.1334,17.65,136050.3,139963.6,4.764,0.1663,105.570
260000,2190,1.340,0.040,8.02,46232,43533,1280,0,1417,2,1048338.6,9711.3,0.000,0.275,0.682,0.043,613,7.03,1.37,0.04,0.85,0.00,0.12,0.01,0.36,6.98,1.18,0.00,0.00,0.001,0.033,55,0.661,0.189,0.805,0.000,0.007,4846,2760,1,0.996,0.004,0.001,28374,0.115,0.066,0.000,105.68,16132,0,4855.634,0.000,0.000,111588,1.01,18.07,0.000,0.000,0.000,6,7,8,35,15406,0.059,0.00,0.0069,0.000,0,0.018,0.000,0.068,0.000,2.52,2.15,4.82,0.00,0.000,1.01,1.01,1.02,0.018,0.00192,53.32,1.1392,16.04,136050.4,139952.0,4.847,0.1679,105.511
270000,2185,1.317,0.041,8.01,45978,43239,1300,0,1444,2,1047160.8,9686.1,0.000,0.275,0.682,0.043,614,7.06,1.46,0.03,0.54,0.00,0.13,0.00,0.18,7.03,1.17,0.00,0.00,0.001,0.024,56,0.642,0.196,0.798,0.000,0.005,4728,2577,2,0.995,0.000,0.001,29912,0.112,0.063,0.000,105.62,15879,0,4843.030,0.000,0.000,112135,1.01,18.03,0.000,0.000,0.000,6,7,8,31,15437,0.059,0.00,0.0068,0.000,0,0.019,0.000,0.069,0.000,2.55,2.16,4.82,0.00,0.000,1.00,1.01,1.01,0.019,0.00192,53.31,1.1374,13.90,136088.9,139940.5,4.916,0.1688,105.453
280000,2215,1.327,0.039,8.01,45712,43019,1313,0,1350,2,1046173.6,9581.0,0.000,0.275,0.682,0.042,615,7.03,1.03,0.01,0.29,0.01,0.24,0.00,0.14,7.01,0.96,0.00,0.00,0.000,0.016,50,0.668,0.198,0.798,0.000,0.004,4679,2558,2,0.998,0.000,0.001,30986,0.111,0.060,0.000,105.52,15931,0,4790.492,0.000,0.000,112453,1.00,18.03,0.000,0.000,0.000,6,7,8,24,15572,0.059,0.00,0.0067,0.000,0,0.019,0.000,0.068,0.000,2.51,2.15,4.83,0.00,0.000,1.00,1.01,1.00,0.019,0.00189,53.27,1.1249,13.57,136037.0,139929.2,5.048,0.1666,105.347
290000,2204,1.323,0.039,8.02,45900,43237,1266,0,1408,0,1047259.9,9613.7,0.000,0.274,0.684,0.042,612,7.12,1.53,0.07,0.97,0.00,0.00,0.00,0.18,7.04,1.16,0.00,0.00,0.000,0.000,60,0.649,0.202,0.793,0.000,0.005,4649,2439,1,1.000,0.000,0.001,31922,0.107,0.063,0.000,105.64,15930,0,9613.731,0.000,0.000,113808,1.03,17.99,0.000,0.000,0.000,6,7,8,36,15686,0.060,0.00,0.0067,0.000,0,0.019,0.000,0.069,0.000,2.54,2.19,4.83,0.00,0.000,1.02,1.03,1.04,0.019,0.00190,53.31,1.1280,12.63,136056.1,139918.0,4.891,0.1665,105.474
300000,2179,1.339,0.041,8.03,45619,42901,1337,0,1406,1,1046917.6,9690.6,0.000,0.274,0.684,0.042,602,7.08,1.29,0.04,0.60,0.00,0.13,0.00,0.07,7.04,1.02,0.00,0.00,0.000,0.011,62,0.657,0.195,0.804,0.000,0.002,4680,2403,1,1.000,0.000,0.002,31422,0.106,0.065,0.000,105.59,15791,0,9690.580,0.000,0.000,111384,1.01,18.03,0.000,0.000,0.000,6,7,8,37,15435,0.059,0.00,0.0068,0.000,0,0.018,0.000,0.068,0.000,2.57,2.17,4.82,0.00,0.000,1.00,1.02,1.01,0.018,0.00192,53.30,1.1381,10.78,136017.0,139906.9,4.948,0.1690,105.416
310000,2185,1.318,0.040,8.01,46339,43643,1267,0,1423,4,1047432.6,9704.3,0.000,0.274,0.684,0.042,613,7.10,1.35,0.02,0.39,0.01,0.19,0.00,0.16,7.06,1.21,0.00,0.00,0.001,0.030,64,0.690,0.185,0.811,0.000,0.004,4662,2241,1,1.000,0.000,0.001,32080,0.108,0.062,0.000,105.65,16317,0,2426.070,0.000,0.000,112604,1.01,18.01,0.000,0.000,0.000,6,7,8,38,15507,0.059,0.00,0.0068,0.000,0,0.019,0.000,0.069,0.000,2.53,2.16,4.84,0.00,0.000,1.00,1.01,1.01,0.019,0.00191,53.34,1.1382,15.53,136042.6,139895.7,4.853,0.1671,105.487
320000,2176,1.346,0.040,8.01,46103,43397,1235,0,1480,0,1045768.9,9683.7,0.000,0.274,0.684,0.042,611,7.08,1.53,0.06,0.89,0.00,0.13,0.00,0.00,7.02,1.17,0.00,0.00,0.000,0.021,59,0.647,0.188,0.807,0.000,0.005,4644,2190,1,0.998,0.002,0.000,30551,0.111,0.068,0.000,105.53,16088,0,9683.692,0.000,0.000,112459,1.02,18.08,0.000,0.000,0.000,6,7,8,38,15409,0.059,0.00,0.0068,0.000,0,0.019,0.000,0.069,0.000,2.55,2.17,4.79,0.00,0.000,1.01,1.02,1.02,0.019,0.00191,53.23,1.1385,12.75,135985.0,139884.7,5.082,0.1701,105.357
330000,2197,1.326,0.041,8.01,46031,43339,1275,0,1396,1,1046632.4,9595.7,0.000,0.273,0.685,0.042,613,7.01,1.21,0.03,0.44,0.00,0.08,0.00,0.02,6.98,1.18,0.00,0.00,0.001,0.021,52,0.681,0.192,0.804,0.000,0.004,4653,2182,1,1.000,0.000,0.000,35464,0.100,0.071,0.000,105.58,16094,0,9595.679,0.000,0.000,111394,1.01,18.13,0.000,0.000,0.000,6,7,8,33,15403,0.059,0.00,0.0068,0.000,0,0.019,0.000,0.068,0.000,2.53,2.14,4.80,0.00,0.000,1.01,1.01,1.02,0.019,0.00189,53.28,1.1269,16.72,135973.8,139873.5,4.989,0.1667,105.409
340000,2187,1.330,0.040,8.01,46244,43429,1341,0,1484,2,1048135.4,9802.3,0.000,0.274,0.683,0.043,616,7.00,1.10,0.02,0.70,0.00,0.06,0.01,0.16,6.97,0.94,0.00,0.00,0.000,0.009,48,0.715,0.195,0.803,0.000,0.002,4705,2245,1,1.000,0.000,0.001,30533,0.111,0.065,0.000,105.65,16097,0,4901.138,0.000,0.000,113119,1.01,18.11,0.000,0.000,0.000,6,7,8,30,15312,0.058,0.00,0.0069,0.000,0,0.019,0.000,0.068,0.000,2.55,2.10,4.84,0.00,0.000,1.01,1.01,1.01,0.019,0.00191,53.31,1.1523,16.51,135982.8,139862.1,4.883,0.1718,105.476
350000,2208,1.286,0.040,8.01,46350,43578,1303,0,1448,3,1046926.1,9748.9,0.000,0.274,0.684,0.042,601,7.00,1.36,0.04,0.50,0.00,0.19,0.01,0.28,6.95,1.12,0.00,0.00,0.000,0.013,56,0.688,0.206,0.789,0.000,0.005,4657,2287,1,1.000,0.000,0.002,37990,0.105,0.064,0.000,105.59,16056,0,3249.632,0.000,0.000,116511,1.01,18.13,0.000,0.000,0.000,6,7,8,41,15457,0.059,0.00,0.0068,0.000,0,0.019,0.000,0.069,0.000,2.52,2.11,4.83,0.00,0.000,1.00,1.01,1.01,0.019,0.00189,53.31,1.1454,16.57,136049.0,139850.9,4.944,0.1702,105.424
360000,2220,1.311,0.039,8.01,46513,43859,1232,0,1410,0,1046225.9,9658.7,0.000,0.272,0.686,0.043,614,6.97,1.08,0.02,0.34,0.00,0.00,0.01,0.20,6.94,1.04,0.00,0.00,0.000,0.000,56,0.680,0.206,0.791,0.000,0.002,4722,2417,1,1.000,0.000,0.001,42772,0.092,0.067,0.000,105.51,16201,0,9658.695,0.000,0.000,112843,1.01,18.17,0.000,0.000,0.000,6,7,7,30,15471,0.059,0.00,0.0068,0.000,0,0.019,0.000,0.068,0.000,2.53,2.13,4.80,0.00,0.000,1.01,1.02,1.01,0.019,0.00186,53.31,1.1335,20.81,135973.2,139839.6,5.023,0.1670,105.334
370000,2180,1.336,0.041,8.00,46242,43587,1274,0,1421,3,1047854.2,9675.0,0.000,0.275,0.683,0.042,614,7.01,1.30,0.03,0.51,0.00,0.05,0.01,0.25,6.96,1.12,0.00,0.00,0.000,0.008,54,0.687,0.181,0.814,0.000,0.005,4750,2242,1,0.995,0.005,0.003,36839,0.105,0.067,0.000,105.70,15947,0,3224.989,0.000,0.000,115295,1.01,18.14,0.000,0.000,0.000,6,7,7,40,15273,0.058,0.00,0.0069,0.000,0,0.019,0.000,0.068,0.000,2.52,2.14,4.80,0.00,0.000,1.01,1.01,1.02,0.019,0.00191,53.35,1.1359,16.60,135936.3,139828.4,4.795,0.1686,105.524
