step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent
10000,202,1.660,0.142,7.99,10419,11403,1,1,308,1036,122018.8,4389.4,0.037,0.544,0.024,0.395,1983,12.85,7.51,0.13,0.65,0.72,3.24,0.07,0.47,11.92,6.57,0.06,0.65,0.030,0.115,54,0.396,0.193,0.792,0.000,0.015,3952,3135,1,1.000,0.000,0.025,78897,0.146,0.425,0.002,10.81,3291,57,4.237,0.000,0.000,179485,1.03,12.48,0.000,0.000,0.010,7,8,22,47,2595,0.010,3.17,0.0051,0.005,1,0.202,0.001,0.370,0.021,3.36,2.35,7.46,0.06,0.010,1.02,1.04,1.04,0.203,0.00696,27.14,0.7913,6.67,22819.5,25539.1,122.317,0.3562,12.738
20000,140,1.728,0.137,8.46,8214,8018,18,0,240,15,99715.4,1747.9,0.001,0.416,0.050,0.534,1819,12.03,6.46,0.24,1.08,0.56,1.87,0.00,0.00,11.22,5.79,0.00,0.00,0.035,0.091,36,0.171,0.229,0.764,0.000,0.007,1842,1569,1,0.843,0.157,0.000,5487,0.041,0.444,0.003,9.97,2876,0,116.530,0.000,0.000,94703,1.06,13.41,0.000,0.000,0.000,5,11,22,45,1684,0.006,2.40,0.0063,0.000,2,0.131,0.000,0.276,0.001,3.09,2.09,7.23,0.02,0.021,1.07,1.03,1.09,0.131,0.00490,24.02,0.2612,7.53,23022.7,25539.3,127.039,0.0866,9.908
30000,159,1.546,0.107,7.99,8216,7933,20,0,244,40,91671.7,1734.4,0.001,0.472,0.009,0.518,1956,11.80,5.62,0.04,0.42,0.26,1.70,0.00,0.00,11.49,5.17,0.00,0.00,0.011,0.065,34,0.170,0.208,0.786,0.000,0.006,2137,1748,2,0.478,0.302,0.000,1205,0.060,0.357,0.001,9.13,2827,0,43.361,0.000,0.006,114369,1.01,14.06,0.000,0.000,0.000,6,10,19,32,1876,0.007,1.81,0.0050,0.000,5,0.149,0.000,0.297,0.001,3.11,2.12,6.87,0.01,0.006,1.00,1.02,1.01,0.150,0.00430,27.23,0.2661,11.29,23509.0,25539.4,125.264,0.0927,9.086
40000,243,1.504,0.137,8.53,10113,9651,10,0,368,23,109760.3,2286.1,0.002,0.501,0.017,0.480,1835,10.85,5.86,0.19,1.24,0.46,2.84,0.00,0.00,10.21,5.17,0.00,0.00,0.022,0.125,43,0.284,0.202,0.774,0.000,0.025,2880,2063,2,0.473,0.325,0.000,1720,0.080,0.529,0.004,11.03,3478,0,99.395,0.000,0.000,154984,1.07,13.82,0.000,0.000,0.000,6,8,17,43,2637,0.010,3.80,0.0044,0.000,3,0.158,0.000,0.327,0.002,3.09,1.99,7.16,0.02,0.004,1.04,1.08,1.10,0.158,0.00339,20.69,0.3235,10.09,22877.3,25539.5,127.920,0.0952,10.872
50000,266,1.526,0.164,8.70,12939,12430,9,0,477,49,148323.2,3392.9,0.001,0.465,0.066,0.468,1461,8.89,6.67,0.15,2.27,0.46,3.83,0.00,0.00,8.29,4.73,0.00,0.00,0.012,0.091,50,0.406,0.211,0.778,0.000,0.011,4543,3284,3,0.695,0.079,0.000,11703,0.077,0.640,0.007,14.88,4928,0,69.243,0.000,0.000,241951,1.05,16.53,0.004,0.000,0.000,5,7,12,64,2365,0.009,8.76,0.0067,0.000,0,0.195,0.000,0.332,0.006,2.67,2.10,5.65,0.00,0.000,1.05,1.05,1.05,0.196,0.00377,23.31,0.4413,10.17,22392.4,25539.5,116.493,0.1023,14.726
60000,255,1.336,0.201,8.51,13457,12911,10,0,547,35,151952.3,2952.3,0.001,0.427,0.200,0.372,1485,7.73,4.28,0.08,1.25,0.11,0.99,0.04,0.62,7.49,3.14,0.00,0.00,0.007,0.057,38,0.278,0.227,0.765,0.000,0.008,4909,3956,3,0.616,0.000,0.004,17699,0.141,0.749,0.010,15.25,4981,0,84.350,0.000,0.000,256440,1.02,17.79,0.000,0.000,0.000,5,7,9,58,1970,0.008,6.63,0.0080,0.000,2,0.193,0.001,0.329,0.003,2.41,2.22,4.95,0.00,0.000,1.00,1.03,1.03,0.194,0.00331,21.97,0.3847,10.35,21869.3,25539.7,119.584,0.0899,15.111
70000,152,1.459,0.223,7.72,8943,8729,26,0,291,14,115201.4,2035.5,0.000,0.359,0.137,0.503,1785,8.77,3.60,0.03,0.29,0.20,1.51,0.12,1.54,8.41,3.48,0.00,0.00,0.014,0.106,29,0.368,0.158,0.829,0.000,0.013,2700,2017,3,0.309,0.309,0.007,8151,0.083,0.812,0.012,11.56,3169,0,145.396,0.000,0.000,108235,1.01,16.39,0.000,0.000,0.000,5,7,15,21,1333,0.005,5.48,0.0090,0.000,0,0.134,0.000,0.243,0.003,2.46,2.39,5.46,0.01,0.007,1.00,1.02,1.01,0.134,0.00400,16.16,0.2765,6.15,21641.3,25539.8,130.250,0.0735,11.459
80000,167,1.470,0.236,7.78,7729,7396,39,0,279,6,98424.9,1625.5,0.000,0.380,0.098,0.522,2016,8.01,3.59,0.00,0.00,0.09,0.82,0.00,0.00,7.92,3.55,0.00,0.00,0.007,0.065,22,0.521,0.204,0.790,0.000,0.006,1789,1515,2,0.425,0.401,0.000,2227,0.104,0.860,0.014,9.86,2658,0,270.920,0.000,0.000,83329,1.00,16.79,0.000,0.000,0.000,5,7,16,19,1337,0.005,7.21,0.0074,0.000,2,0.112,0.001,0.204,0.001,2.63,1.68,5.96,0.00,0.000,1.00,1.00,1.00,0.112,0.00321,12.74,0.2384,4.53,21398.8,25540.2,133.628,0.0760,9.760
90000,116,1.412,0.275,8.21,5936,5689,52,0,246,1,80797.5,1121.1,0.000,0.347,0.167,0.486,2244,7.05,2.16,0.00,0.00,0.09,0.55,0.00,0.00,6.97,1.89,0.00,0.00,0.006,0.039,20,0.276,0.198,0.793,0.000,0.009,1340,1175,2,0.397,0.362,0.000,3066,0.121,0.936,0.017,8.15,2130,0,1121.140,0.000,0.000,43346,1.00,17.40,0.000,0.000,0.000,5,7,8,20,818,0.003,6.07,0.0100,0.000,1,0.074,0.001,0.187,0.001,2.50,1.84,5.61,0.00,0.000,1.00,1.00,1.00,0.075,0.00356,10.54,0.1738,5.30,20854.0,25540.5,138.683,0.0616,8.030
100000,173,1.402,0.161,8.32,4942,4635,43,0,207,4,63020.2,880.0,0.000,0.487,0.031,0.483,2626,8.80,7.62,0.11,1.29,0.01,0.15,0.00,0.00,8.68,6.88,0.00,0.00,0.000,0.002,31,0.503,0.214,0.786,0.000,0.000,1015,966,2,0.607,0.000,0.000,673,0.155,0.681,0.009,6.13,1714,0,220.000,0.000,0.000,58584,1.02,16.14,0.012,0.000,0.000,5,6,12,64,1523,0.006,4.51,0.0042,0.000,3,0.091,0.000,0.135,0.005,2.69,1.68,6.29,0.00,0.000,1.00,1.04,1.02,0.091,0.00241,9.85,0.1518,8.34,22629.7,25540.8,142.955,0.0635,6.242
