run,seed,side,zone,land_cells,bodies_cell,leader_share,air_dry,ground_dry,lead_n,lead_kids_1000,lead_water,lead_energy,lead_fat,lead_btemp,lead_temp,lead_moist,lead_height,lead_crown,lead_born_size,lead_born_hard,lead_born_muscle,lead_born_digestive,lead_born_sensor,lead_open_soft,lead_store,lead_warmed_turn,lead_cooled_turn,lead_drank_turn,lead_meat_share,lead_age,lead_travel,loc_n,loc_kids_1000,loc_water,loc_energy,loc_fat,loc_btemp,loc_temp,loc_moist,loc_height,loc_crown,loc_born_size,loc_born_hard,loc_born_muscle,loc_born_digestive,loc_born_sensor,loc_open_soft,loc_store,loc_warmed_turn,loc_cooled_turn,loc_drank_turn,loc_meat_share,loc_age,loc_travel
control,9,upper east,north,7539,0.03338512244667074,0.03496332518337408,0.39290939003503883,0.6224467927018983,572,3.4422175328705515,0.2111818181818182,3.3722045454545455,13.513162587412587,25.44875874125874,5.772027972027972,0.5215646853146854,168.0034965034965,0.31219580419580417,55.31293706293706,8.222027972027972,1.8496503496503496,43.20629370629371,2.034965034965035,26.103146853146853,4.913952797202797,0.0012070199125886365,0.0011541660415854062,0.958574614699911,0.2663263608568687,370.6888111888112,0.0,15788,3.997225922442074,0.4253632505700532,2.6435128578667344,8.794604889789714,24.405608056751962,24.35048137826197,0.5664541423866227,157.05415505447175,0.3170519381808969,35.802444894856855,3.66316189511021,7.6808968837091465,23.86236382062326,0.5960222954142387,22.23986572080061,4.412905561185711,0.004181782328438069,0.0010988535941491109,0.8886432274304088,0.3755938980125695,325.5134912591842,0.0
control,9,upper west,north,13315,0.03646790131422173,0.05703060642544833,0.3936815800794541,0.6031096185227818,1800,4.460868485839005,0.3033811111111111,3.1873472222222223,8.69342,27.849061111111112,43.82505555555556,0.48694944444444443,289.57444444444445,0.43893777777777776,41.18944444444445,4.212777777777778,5.3244444444444445,30.908333333333335,0.7438888888888889,23.497777777777777,5.020194444444445,0.0050347031463508635,0.0019641642724501597,0.9611085806383799,0.3072679652705444,219.95111111111112,0.0,29762,4.794921071966774,0.5309519857536456,2.497638162757879,6.72420563134198,24.216197164169074,25.9049526241516,0.5867271352731671,288.22911766682347,0.4185941804986224,29.34671729050467,2.8795443854579665,8.220684093810899,17.9235938444997,0.32289496673610646,19.53706068140582,4.177115348430885,0.00685518669603161,0.0011229603003560544,0.9235095153976397,0.4434198976886498,269.96673610644444,0.75
control,9,lower,north,32790,0.019956786179985385,0.9112965792876455,0.4743983262742871,0.7780116217099818,38762,4.138558673220797,0.6532296579123884,2.2473179660492235,6.0484841597440795,25.084961302306382,24.80797688457768,0.615852097414994,1240.4550590784788,1.7285107837572882,35.72070584593158,9.314741241422011,13.270703266085341,13.075125122542696,0.06013621588153346,14.327588875703007,5.277603813012744,0.0035254767748621467,0.0018233630793267606,0.9988229043839466,0.5155388602170249,248.67174036427429,2.25,3773,5.26438919467532,0.3070023853697323,2.588131195335277,6.629553140736814,23.490458521070767,24.11767824012722,0.47807818711900346,387.1667108401802,0.37595229260535384,35.421945401537236,2.792207792207792,7.428571428571429,24.674264510999205,0.5269016697588126,22.978266631327855,4.834080837529817,0.005425812359750398,0.000792446293626377,0.7251051044232785,0.4095371455105756,234.2250198780811,0.0
control,9,lower,south,15433,0.03089067214147043,0.5885504066090099,0.41408289306715546,0.638506615396737,18238,4.435901959655864,0.6135101984866762,2.386432174580546,6.240122984976423,24.908889680886062,23.440152428994406,0.525956464524619,242.80480315824104,0.30952593486127866,37.46655335014804,8.17913148371532,12.341155828489965,16.7698212523303,0.1764447856124575,16.442592389516395,5.167878714771357,0.003099558166398777,0.0015661922066603907,0.9822510164063817,0.4850071334008466,237.82695470994628,1.25,12750,4.357637329264417,0.5014762352941177,2.807558431372549,7.894308235294118,23.85300705882353,19.31155294117647,0.5160217254901961,247.6009411764706,0.10019309803921568,37.13913725490196,3.636,11.380549019607843,21.863529411764706,0.2590588235294118,21.29129411764706,5.718282509803921,0.005017749531281268,0.0010912369932735057,0.916059299344717,0.452022942044584,296.8770196078431,1.0
control,9,upper west,south,10842,0.04593403933818884,0.5004479317908004,0.37803282105241415,0.48636095232895005,16200,3.7176919507842827,0.7245098148148148,2.16654024691358,7.230455679012346,24.400233950617285,20.82783950617284,0.6213322839506172,466.9522839506173,0.315675987654321,35.20172839506173,8.064135802469135,10.841111111111111,16.19043209876543,0.10604938271604938,15.825493827160495,5.058441975308642,0.005532051105405856,0.0011583780746755583,0.9968918354130977,0.4544552978620265,289.5667283950617,1.25,16171,3.517570722586687,0.5712241667181992,3.0720292498917816,9.146408199863954,24.38985344134562,21.877206109702556,0.5683670150269,364.7532001731495,0.2237267330406283,44.50745161090842,5.974893327561684,13.322800074206913,24.9667305670645,0.24302764207532002,21.43695504297817,5.289827778121328,0.00603452222592253,0.0010066609313989314,0.9550627566774319,0.4339596332822497,345.1361696864758,0.75
control,9,upper east,south,5932,0.042813423932776595,0.10940150230191423,0.38780631881321603,0.5345756987188133,1806,3.60263167203141,0.5659335548172757,2.5925232558139535,8.373744739756368,23.18407530454042,16.792248062015503,0.5660852713178295,209.6157253599114,0.08490863787375415,43.45514950166113,7.6655592469545955,10.547065337763012,24.829457364341085,0.4130675526024363,19.864341085271317,5.014601328903654,0.004278731089961187,0.0012544074320775744,0.9886379648250861,0.4313176282600425,317.9856035437431,0.5,14702,4.25515176118643,0.5385229900693783,2.765445177526867,7.756140253026799,24.010357094272887,22.027200380900556,0.5409872806420896,247.74663311114134,0.0765750918242416,33.2324853761393,3.1069922459529318,10.404774860563188,19.471024350428515,0.24969391919466738,20.435927084750375,6.286183240375459,0.005567358688285051,0.0009355745748381263,0.9670756838333455,0.46292593509408353,312.2961501836485,0.75
control,9,lower,tropics,13078,0.08225813297365697,0.9284805148373257,0.3165097635963021,0.25784957834428096,64924,4.835540558430726,0.7183964789600148,2.20740274782823,4.992204362023289,26.69814198139363,31.3618785040971,0.8172922493992977,712.4444119277925,3.6530835130306203,34.94704577660033,8.957211508841107,14.73013061425667,11.212818064198139,0.046885589304417476,14.289584745240589,5.274541279033947,0.0004313758936473598,0.0034220831547795965,0.9983503425247559,0.5956596530725867,202.70682644322594,2.75,5001,4.422827141679519,0.45155448910217955,3.4715396920615875,8.188217156568687,26.56719056188762,30.163187362527495,0.703134173165367,224.22015596880624,1.8279690061987603,40.845630873825236,3.5426914617076584,10.804239152169567,26.29034193161368,0.20835832833433313,21.898020395920817,5.408694261147771,0.0006313079405478975,0.0025374595896332608,0.983696039855393,0.3962018630742285,268.45470905818837,0.25
control,9,upper east,tropics,3634,0.034376342032071926,0.09211822660098522,0.37193812939187404,0.6021135846497946,748,7.422802850356295,0.17403074866310161,5.076311497326203,5.557776737967915,27.065080213903745,19.035695187165775,0.4756844919786096,198.57085561497325,0.4234572192513369,56.843582887700535,3.447860962566845,10.810160427807487,40.966577540106954,1.6189839572192513,27.71657754010695,4.914688502673797,0.0004311098501565685,0.002864871908034382,0.9903957295672824,0.27460898197380157,120.89171122994652,0.0,7372,4.369247278936297,0.2836005154639175,4.286494167118828,8.356648806294086,26.194804666304936,26.41770211611503,0.5353648941942485,193.41833966359198,0.4924639175257732,42.25,2.7649213239283776,11.125881714595767,27.840613130765057,0.5185838307107976,23.81836679327184,5.442089799240369,0.00047556157747241374,0.0019401707521933666,0.991386757002054,0.41940813054522746,276.4461475854585,0.0
control,9,upper west,tropics,8062,0.028630097084710735,0.5398920215956808,0.3999252434140286,0.6961968410753487,8100,4.727578120162484,0.36800814814814814,3.0903376543209875,6.492271728395062,26.514945679012346,30.37801234567901,0.4550711111111111,365.0762962962963,0.2965979012345679,36.79246913580247,6.379382716049383,10.88888888888889,19.117901234567903,0.4062962962962963,18.023086419753085,4.947203950617284,0.0010852723267208353,0.0021509335680524252,0.9989854843879581,0.43108365805016274,211.528024691358,0.5,6903,4.6170905761124486,0.27442662610459223,4.745392148341301,8.054430972041141,27.614395190496886,36.70288280457772,0.4083563667970448,275.68564392293206,0.3119888454295234,49.96899898594814,4.415471534115602,10.458496305953933,34.633637548891784,0.4613935969868173,24.53049398812111,4.792609590033319,0.00081125960407438,0.002021266150585564,0.9918860143074858,0.3896897570018793,231.1337099811676,0.0
control,10,lower,south,15433,0.0277924338229055,0.7335365853658536,0.41408289306715546,0.638506615396737,20451,4.4532339181890475,0.5691470343748471,2.3748798591755906,6.441746075986504,24.49415920981859,23.25074568480759,0.5110206346877904,242.64950369175102,0.2627602073248252,36.549655273580754,6.197594249669943,11.532981272309422,18.527847049044055,0.29123270255733213,18.56877414307369,6.10902924062393,0.004356679052848304,0.0014279946997002952,0.9768592401736709,0.4530339657016881,242.1165224194416,1.25,7429,4.285009818316911,0.5755361421456454,2.6923717862431014,6.532259658096648,23.685903890160183,18.971813164625118,0.5257632251985462,237.44716650962445,0.13736451743168662,43.94736842105263,5.775070668999866,14.933100013460763,22.595100282676,0.6440974559160049,22.260465742361017,5.815037690133262,0.005135112964254386,0.0009673396392713495,0.9091612447239958,0.5100045096993904,248.68313366536546,1.25
