run,seed,side,lat,land_cells,bodies_cell,leader_share,air_dry,ground_dry,lead_n,lead_kids_1000,lead_water,lead_energy,lead_fat,lead_btemp,lead_temp,lead_moist,lead_height,lead_crown,lead_born_size,lead_born_hard,lead_born_muscle,lead_born_digestive,lead_born_sensor,lead_open_soft,lead_store,lead_warmed_turn,lead_cooled_turn,lead_drank_turn,lead_meat_share,lead_age,lead_travel,loc_n,loc_kids_1000,loc_water,loc_energy,loc_fat,loc_btemp,loc_temp,loc_moist,loc_height,loc_crown,loc_born_size,loc_born_hard,loc_born_muscle,loc_born_digestive,loc_born_sensor,loc_open_soft,loc_store,loc_warmed_turn,loc_cooled_turn,loc_drank_turn,loc_meat_share,loc_age,loc_travel
control,9,upper east,20.9,857,0.04762633095219631,0.02789295137580098,0.3754106530749412,0.5727061928232705,74,2.0670258547660194,0.3701081081081081,0.9173243243243243,20.204594594594596,26.572432432432432,5.433783783783784,0.5580675675675676,139.06756756756758,0.34352702702702703,59.189189189189186,10.121621621621621,0.918918918918919,45.74324324324324,2.4054054054054053,28.83783783783784,4.809108108108108,0.00016551774713992375,0.0008398247286594309,0.998093282487533,0.2510358242917681,798.1216216216217,0.0,2579,4.000945291267872,0.4269433889104304,2.7483001163241565,8.854711903838696,24.97842574641334,26.69208995734781,0.5967925552539745,146.0566110895696,0.3937999224505622,35.23536254362156,3.964327258627375,8.27064753780535,22.29740209383482,0.7029856533540132,21.991469561845676,4.446028305544785,0.002047260601102142,0.0014173380680175367,0.9566125304930939,0.4080518515970255,333.46878635129895,0.25
control,9,upper east,16.4,868,0.0405182938501525,0.049868766404199474,0.37599202381610725,0.596553777949824,114,2.8998569665144895,0.17771052631578949,3.173263157894737,19.502859649122808,26.97438596491228,6.360526315789474,0.5454649122807017,206.6315789473684,0.4169473684210526,71.71929824561404,6.807017543859649,0.4298245614035088,62.55263157894737,1.9298245614035088,32.26315789473684,5.147219298245614,6.726272352132049e-06,0.001350472260430995,0.9999082989454379,0.2831681701838725,449.5263157894737,0.0,2172,3.826666726787118,0.33532412523020255,2.9829677716390424,8.89396132596685,25.324797421731123,27.708241252302027,0.569072744014733,186.61970534069982,0.467640423572744,38.860497237569064,4.2426335174953955,8.53867403314917,25.227900552486187,0.8512891344383057,23.324585635359117,4.302543278084714,0.0015568994536881715,0.00162368380786145,0.971618987169606,0.3788394299019599,311.6910681399632,0.0
control,9,upper east,11.8,711,0.037151185635624986,0.07396622015142691,0.36733645221539635,0.5730237989153671,127,5.972084769477528,0.11045669291338582,5.386291338582677,10.850866141732283,26.630787401574803,7.637795275590551,0.5633779527559055,259.503937007874,0.6362204724409449,71.8267716535433,3.267716535433071,1.7007874015748032,62.98425196850393,3.874015748031496,33.41732283464567,4.9259370078740154,0.0026018669286917463,0.00222636159460977,0.9998596294216732,0.27298227667155117,238.36220472440945,0.0,1590,4.095145739010124,0.31452201257861634,3.094925786163522,9.158391823899372,25.84516352201258,27.745534591194968,0.6041270440251573,199.7559748427673,0.675585534591195,38.19937106918239,3.9880503144654087,8.162893081761005,25.50440251572327,0.5440251572327044,23.087421383647797,4.294579874213836,0.0014071157984529186,0.002090154126519455,0.9753164925069309,0.3845491798859542,311.50754716981135,0.0
control,9,upper west,30.1,1139,0.049058911756633225,0.03441629955947136,0.3838239091956285,0.5570011533166636,125,4.997968305566843,0.259576,4.306312,10.46364,26.4992,52.7048,0.464776,296.576,0.426504,50.944,4.24,3.816,39.768,3.12,25.928,5.177552,0.005557216343327455,0.001950433568489124,0.9839800117577895,0.220767447458399,200.168,0.0,3507,4.4386005771225125,0.5426658112346735,2.46980125463359,6.6588517251211865,24.001696606786428,25.48112346735101,0.5725252352437982,330.13287710293696,0.40061819218705447,30.0151126318791,3.66581123467351,7.8714000570288,18.181636726546905,0.2962646136298831,19.37382378100941,4.166800684345595,0.007180657280096798,0.0009395518924096735,0.9471801174856881,0.4417442611477752,278.84345594525234,0.5
control,9,upper west,34.7,1180,0.047471952303269775,0.04888766822301566,0.3844088463415957,0.5320537641698758,178,6.158449601614419,0.18893820224719102,4.3532640449438205,8.781707865168539,28.182865168539326,54.4061797752809,0.5037808988764045,423.4550561797753,0.5226067415730337,45.0,3.831460674157303,3.853932584269663,36.97191011235955,0.34269662921348315,24.769662921348313,5.21264606741573,0.005004939585550617,0.0023115507418769174,0.9896700682401552,0.3153949453298431,165.70224719101122,0.0,3463,4.345247700899641,0.5407871787467514,2.681708056598325,6.954712676869766,23.392806814900375,24.204360381172393,0.5858688997978632,364.6234478775628,0.42585908172105114,30.024545192030033,3.5977476176725385,7.938203869477332,18.04966791799018,0.4389257868899798,19.37106555010107,4.085493502743287,0.008886649115455694,0.0009527831802193288,0.9351762661328962,0.4056379505829575,296.84031186832226,0.5
control,9,lower,34.1,2277,0.019985460206097524,0.7373225152129818,0.49028815093279005,0.7855368218388787,2181,3.6392556855633575,0.5797226043099496,2.117799633195782,7.263677670793214,23.161870701513067,14.708528198074278,0.3835864282439248,1319.3053645116918,0.039226501604768454,36.12838147638698,10.087574507106831,12.183402109124255,13.798257679963319,0.059147180192572216,13.97890875745071,5.262042182485098,0.0071661517742648995,0.0008797187270762287,0.9989416567271994,0.4585656628608765,300.4594222833563,1.75,777,6.359587167819767,0.34177477477477475,2.038217503217503,5.862619047619048,23.606576576576575,25.096010296010295,0.49193436293436293,242.84298584298585,0.08732046332046332,27.71943371943372,2.496782496782497,7.471042471042471,17.383526383526384,0.3680823680823681,21.500643500643502,4.874481338481338,0.007795048329500626,0.000574480714940079,0.7288406528689214,0.4634366400859447,220.6138996138996,0.5
control,9,lower,-57.4,1920,0.04085771227580743,0.33418317317121005,0.3613880690672423,0.38575276043967044,1704,4.0427278127499156,0.7768368544600939,2.1286989436619717,6.952012910798122,24.736772300469482,24.46173708920188,0.7158720657276996,317.8380281690141,0.08847065727699531,33.740610328638496,8.488262910798122,10.519953051643192,14.541666666666666,0.19072769953051644,15.322769953051644,5.117505868544601,0.0057898029193386305,0.0016073626905920373,0.9974443135071827,0.4607248649103607,283.9818075117371,1.0,3395,3.873382345330286,0.6408100147275405,2.6022683357879233,8.048724005891016,24.333051546391754,22.86217967599411,0.6643478645066274,336.0126656848306,0.07574874815905744,34.78438880706922,4.5581737849779085,11.643298969072164,18.328129602356405,0.2547864506627393,19.27481590574374,5.685702209131075,0.0050464069180700625,0.0016291348864866874,0.9902746314343779,0.4595377227243724,328.80824742268044,0.75
control,9,upper west,-56.8,1259,0.0404225451246598,0.47702539298669894,0.3542860105734039,0.35185015758438387,1578,3.9170558398319666,0.8134524714828897,2.134571609632446,6.586156527249683,24.767648922686945,20.33466413181242,0.7965519645120406,307.53041825095056,0.18804182509505704,33.135614702154626,8.572877059569075,11.349176172370088,13.096324461343473,0.11723700887198986,14.70405576679341,5.1019138149556404,0.005528045580218372,0.0016936698480138708,0.9975124572392571,0.4529987134418405,288.53929024081117,1.25,1730,3.7738662425356972,0.6248953757225434,3.0213658959537573,8.914873988439306,24.57921965317919,22.34005780346821,0.6624901734104046,283.0682080924856,0.11963988439306358,42.45722543352601,5.354335260115607,14.589017341040462,22.284393063583813,0.22947976878612716,21.033526011560692,5.207324277456648,0.007194955883637635,0.0016030261203808858,0.9925919454879008,0.4552977585404871,329.1936416184971,0.75
control,9,upper west,25.5,1140,0.04596555741133209,0.030240751614797418,0.3866457929234096,0.5928533565383373,103,7.0783932047425235,0.2706601941747573,4.279776699029126,5.709543689320388,27.22,53.783495145631065,0.40427184466019417,227.0,0.4757378640776699,48.99029126213592,3.6310679611650487,3.7766990291262137,40.54368932038835,1.0388349514563107,26.699029126213592,5.117844660194175,0.0124831141970749,0.0017452947259565667,0.9742945782242577,0.320492000512143,117.49514563106796,0.0,3303,5.236941584344521,0.5225398122918559,2.309815622161671,6.108403269754769,24.342979109900092,26.798667877686952,0.549878897971541,272.6833181955798,0.3682358462004239,27.979412655161973,3.2270663033605813,7.874659400544959,16.56433545261883,0.3133514986376022,18.87344838026037,4.112347562821677,0.006062567831304911,0.0010995848177847095,0.9649494518866368,0.4555697227034854,238.04753254617015,0.5
control,9,upper east,-56.8,664,0.055375347544022235,0.12343096234309624,0.33499046746987954,0.21042828915662645,295,2.444240757714635,0.8560745762711864,1.7893762711864407,12.989471186440678,22.05420338983051,15.587796610169491,0.814928813559322,307.97966101694914,0.133264406779661,38.42033898305085,11.884745762711864,11.335593220338984,14.874576271186442,0.3254237288135593,16.23728813559322,5.13906779661017,0.004878625177522945,0.0013621807236577144,0.9959832121584671,0.3984504475806868,590.3762711864407,1.0,2095,3.8283401068578438,0.7382978520286396,2.1640801909307874,8.354744630071599,24.218138424821003,21.983723150357996,0.7800023866348449,357.00477326968974,0.15222577565632459,29.061097852028638,4.312649164677804,9.479713603818615,14.994272076372315,0.2744630071599045,17.83579952267303,6.054710262529833,0.004805796287565748,0.0015684482376105827,0.995412610813759,0.46957745743078655,362.01718377088304,1.0
control,9,lower,-48.2,1956,0.01679264955447174,0.3152224824355972,0.42858155158733413,0.6882657240550023,673,3.8731265855102697,0.5929569093610698,2.179552748885587,6.770487369985141,21.991367013372958,13.701337295690935,0.36246805349182765,240.66864784546806,0.001961367013372957,38.91827637444279,7.540861812778603,11.814264487369986,19.24219910846954,0.3209509658246657,17.89004457652303,5.06318573551263,0.006782081353484696,0.0007678401030334371,0.975441746104536,0.4325024343022229,278.71322436849925,1.25,1462,5.02181840531017,0.400390560875513,2.594863201094391,6.949043091655267,22.86766073871409,17.77407660738714,0.39301025991792066,274.5512995896033,0.008419288645690835,34.85704514363885,2.9774281805745555,11.670998632010944,20.069767441860463,0.13885088919288646,21.166210670314637,6.105354309165526,0.006622684008845061,0.0006960636734469639,0.8561441580024447,0.4874487049641134,271.2647058823529,1.5
control,9,lower,25.0,2278,0.03734746296590453,0.9623869801084991,0.458324745388905,0.6966499417028391,5322,3.9664222338561648,0.6623555054490793,2.2974312288613303,6.444540774145058,24.224060503570087,21.397482149567832,0.5421486283352124,1432.9827132656897,0.8102196542653138,35.98271326568959,9.6619691845171,12.785043216835776,13.440623825629462,0.09507703870725291,14.182450206689214,5.273192972566704,0.004770521773566189,0.001350840402367865,0.9989260279309633,0.4858450815844842,265.8098459225855,2.0,208,5.044351301296422,0.32235096153846154,3.1875,5.571581730769231,25.743653846153848,33.00096153846154,0.4926923076923077,584.5625,0.5375769230769231,41.25961538461539,3.581730769230769,7.0625,30.341346153846153,0.27403846153846156,22.682692307692307,4.667302884615385,0.0042603742846401265,0.0013165336897948954,0.9419357533731568,0.3594821590879608,204.03365384615384,0.0
control,9,lower,11.2,2220,0.07425448908753535,0.9774148390107327,0.33076345395708884,0.33947511729645197,10473,4.657293457738263,0.6844778000572902,2.288625799675356,5.47933390623508,26.584949871097106,31.11902033801203,0.7551615582927528,998.3291320538527,2.9796358254559343,35.17712212355581,8.83586364938413,13.85476940704669,12.412011839969445,0.07447722715554282,14.514561252745155,5.2720532798625035,0.000758318023552167,0.0029544494869619183,0.9983214422660838,0.5623810204657395,217.36111906807983,2.5,242,3.3371824480369514,0.44102479338842976,2.9804793388429753,11.481322314049587,27.69615702479339,39.56942148760331,0.7216570247933884,491.202479338843,1.8894090909090908,50.51239669421488,4.628099173553719,8.40495867768595,36.64049586776859,0.8388429752066116,23.5,5.050293388429752,0.00032741572552129095,0.0026913121745279988,0.9817414225403425,0.32074795809347156,362.995867768595,0.0
control,9,lower,6.7,2216,0.07551320095994861,0.9710398087708008,0.31527507888029693,0.26859429101594945,10562,4.710633528269731,0.7037768415072903,2.260644480212081,5.119217477750426,26.87110111721265,32.69593826926718,0.7967330997917061,889.1341601969324,3.635450577542132,35.18159439500095,8.656883166067033,14.39982957773149,12.069683772012876,0.05519787918954743,14.625733762544973,5.272177901912516,0.0004906212726694037,0.0034346177587309956,0.997900638810212,0.5755146014137172,205.45938269267185,2.5,315,4.093019467296571,0.28794920634920634,3.9821301587301585,11.59088253968254,27.86726984126984,42.12952380952381,0.6709714285714286,266.2031746031746,2.284063492063492,50.44761904761905,2.9365079365079363,6.241269841269841,40.51428571428571,0.7555555555555555,25.612698412698414,5.058990476190476,0.00038385532970703316,0.0030280255749594426,0.9728409199351084,0.35160198385405633,317.6095238095238,0.0
control,9,lower,-52.8,1952,0.024716469933234005,0.29623724489795916,0.4026512594365526,0.5790423732981418,929,4.004740452952454,0.7216803013993541,2.0918137782561894,6.644769644779332,23.76842841765339,20.223035522066738,0.5087222820236814,287.46716899892357,0.012552206673842842,34.64908503767492,8.995694294940797,11.234660925726589,14.254036598493004,0.16469321851453175,15.256189451022605,5.124882669537136,0.00720161593625498,0.0010154345816733067,0.9864223107569721,0.47058736340244,301.2766415500538,1.5,2207,4.630856841944213,0.5263466243769823,2.7310271862256457,6.625998640688718,23.55504304485727,19.704123244222927,0.5088500226551881,347.5174444947893,0.023058903488898958,35.028092433167195,3.5867693701857726,11.927503398278205,19.20480289986407,0.30901676483914814,20.29179882193022,5.820625736293612,0.0063046991588547934,0.0011949788249988615,0.9572596751214879,0.4787802689905216,260.18396012686907,1.0
