step,cause,age,size,n,worn
10000,hunger,0,0,10,0
10000,hunger,0,4,13,0
10000,hunger,0,8,22,0
10000,hunger,0,12,25,0
10000,hunger,0,16,42,0
10000,hunger,0,20,66,0
10000,hunger,0,24,99,0
10000,hunger,0,28,72,0
10000,hunger,0,32,115,0
10000,hunger,0,36,300,1
10000,hunger,0,40,61,1
10000,hunger,0,44,51,0
10000,hunger,0,48,356,2
10000,hunger,0,52,17,0
10000,hunger,0,56,9,0
10000,hunger,0,60,23,0
10000,hunger,0,64,144,0
10000,hunger,0,68,3,0
10000,hunger,0,72,3,0
10000,hunger,0,76,4,0
10000,hunger,0,80,73,1
10000,hunger,0,84,1,0
10000,hunger,0,88,2,0
10000,hunger,0,92,5,0
10000,hunger,0,96,1,0
10000,hunger,0,100,30,0
10000,hunger,0,120,12,0
10000,hunger,0,128,1,0
10000,hunger,0,144,1,0
10000,hunger,0,168,3,0
10000,hunger,50,0,126,0
10000,hunger,50,4,160,0
10000,hunger,50,8,149,1
10000,hunger,50,12,184,0
10000,hunger,50,16,204,0
10000,hunger,50,20,300,1
10000,hunger,50,24,434,2
10000,hunger,50,28,316,4
10000,hunger,50,32,516,1
10000,hunger,50,36,1285,0
10000,hunger,50,40,197,2
10000,hunger,50,44,159,0
10000,hunger,50,48,1196,3
10000,hunger,50,52,56,0
10000,hunger,50,56,39,1
10000,hunger,50,60,57,1
10000,hunger,50,64,535,3
10000,hunger,50,68,10,0
10000,hunger,50,72,9,0
10000,hunger,50,76,10,0
10000,hunger,50,80,173,2
10000,hunger,50,92,1,0
10000,hunger,50,96,1,0
10000,hunger,50,100,5,0
10000,hunger,50,120,2,0
10000,hunger,50,136,1,0
10000,hunger,100,0,60,0
10000,hunger,100,4,89,0
10000,hunger,100,8,82,1
10000,hunger,100,12,101,0
10000,hunger,100,16,144,0
10000,hunger,100,20,205,2
10000,hunger,100,24,322,0
10000,hunger,100,28,224,0
10000,hunger,100,32,349,4
10000,hunger,100,36,1008,3
10000,hunger,100,40,122,0
10000,hunger,100,44,125,0
10000,hunger,100,48,1018,7
10000,hunger,100,52,18,0
10000,hunger,100,56,21,0
10000,hunger,100,60,50,1
10000,hunger,100,64,397,5
10000,hunger,100,68,2,0
10000,hunger,100,76,6,0
10000,hunger,100,80,111,1
10000,hunger,100,92,1,0
10000,hunger,100,96,1,0
10000,hunger,100,100,3,0
10000,hunger,150,0,16,0
10000,hunger,150,4,53,0
10000,hunger,150,8,48,0
10000,hunger,150,12,86,0
10000,hunger,150,16,111,1
10000,hunger,150,20,140,0
10000,hunger,150,24,248,0
10000,hunger,150,28,187,0
10000,hunger,150,32,308,5
10000,hunger,150,36,901,5
10000,hunger,150,40,99,2
10000,hunger,150,44,107,3
10000,hunger,150,48,1012,14
10000,hunger,150,52,29,1
10000,hunger,150,56,19,0
10000,hunger,150,60,55,0
10000,hunger,150,64,504,8
10000,hunger,150,68,1,0
10000,hunger,150,72,5,0
10000,hunger,150,76,3,0
10000,hunger,150,80,137,5
10000,hunger,150,96,2,0
10000,hunger,150,100,5,0
10000,hunger,150,120,1,0
10000,hunger,200,0,8,0
10000,hunger,200,4,42,0
10000,hunger,200,8,55,0
10000,hunger,200,12,59,2
10000,hunger,200,16,80,1
10000,hunger,200,20,122,2
10000,hunger,200,24,159,2
10000,hunger,200,28,160,2
10000,hunger,200,32,241,4
10000,hunger,200,36,717,12
