step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2,fruit_cells,fruit_top,food_cells,food_top
1000,1059,0.2776,7704.3,97,403,314,342,19,16,27,29583,35323,35102,0,0,0,0.850,0.872,0.728,280,221,163,0.2318,0.1482,0.5894,0.0562
2000,1132,0.3666,9409.7,171,364,479,289,31,27,39,32434,33749,38107,0,0,0,0.904,0.783,0.919,306,329,240,0.1864,0.2113,0.5366,0.0658
3000,1039,0.4668,10004.6,206,304,314,421,14,13,25,34505,35514,33302,0,0,0,0.928,0.900,0.805,265,266,268,0.1635,0.2481,0.5411,0.0644
4000,1173,0.3598,9784.2,181,475,357,341,47,46,23,31543,35329,32361,0,0,0,0.915,0.915,0.884,398,285,264,0.2169,0.1891,0.5927,0.0558
5000,1170,0.4043,8919.5,180,439,470,261,35,32,19,32492,33453,37285,0,0,0,0.895,0.912,0.926,344,373,224,0.1920,0.2285,0.5606,0.0626
6000,1239,0.3123,8916.7,150,410,391,438,30,27,36,33214,34529,30814,0,0,0,0.923,0.916,0.911,353,324,339,0.2010,0.2251,0.5939,0.0588
7000,1064,0.3722,8775.5,177,399,334,331,33,40,25,32735,34906,30790,0,0,0,0.945,0.905,0.851,341,262,230,0.2300,0.2226,0.5906,0.0516
8000,902,0.3858,8011.8,193,371,347,184,32,19,25,29690,33221,34276,0,0,0,0.897,0.949,0.911,295,311,149,0.2186,0.1750,0.6309,0.0493
9000,949,0.3793,7467.2,164,297,328,324,18,28,29,32324,34598,31885,0,0,0,0.932,0.888,0.917,254,261,276,0.2173,0.1991,0.6330,0.0499
10000,650,0.3923,5275.0,194,235,195,220,20,17,31,33913,35736,33143,0,0,0,0.899,0.864,0.895,187,138,169,0.2279,0.1807,0.6432,0.0483
11000,562,0.4822,4895.9,198,247,201,114,12,24,27,34169,37417,35957,0,0,0,0.811,0.931,0.829,171,175,75,0.1953,0.1789,0.6138,0.0540
12000,504,0.3730,3630.1,183,231,113,160,18,23,19,36719,37990,36073,0,0,0,0.920,0.841,0.918,197,80,129,0.1888,0.1929,0.6479,0.0568
13000,383,0.4883,3055.1,217,209,58,116,15,16,35,38648,39496,37539,0,0,0,0.882,0.887,0.927,167,39,96,0.1368,0.2532,0.6476,0.0650
14000,281,0.4270,2900.4,207,215,60,6,11,22,4,37586,40496,37909,0,0,0,0.849,0.909,0.837,151,48,3,0.1016,0.3888,0.6667,0.0665
15000,202,0.4059,2228.7,242,138,43,21,9,21,16,39797,42777,39978,0,0,0,0.952,0.958,0.883,124,32,17,0.0553,0.4645,0.5685,0.0926
16000,95,0.5789,1865.2,351,64,20,11,7,15,10,39815,43615,41258,0,0,0,0.988,0.973,0.861,59,19,8,0.0714,0.3979,0.5975,0.1002
17000,158,0.3797,2157.2,249,114,27,17,4,16,6,36870,42500,39839,0,0,0,0.952,0.947,0.914,99,24,13,0.1527,0.2700,0.6656,0.0741
18000,321,0.4174,3221.4,210,160,114,47,15,22,16,36090,40056,39039,0,0,0,0.957,0.856,0.940,145,80,41,0.1805,0.3107,0.7258,0.0669
19000,538,0.4033,5492.8,188,211,165,162,16,16,10,36953,39133,36474,0,0,0,0.973,0.969,0.868,199,154,114,0.1415,0.2410,0.6486,0.0689
20000,655,0.4061,6620.2,186,285,197,173,34,30,19,35050,38767,35775,0,0,0,0.948,0.925,0.854,239,165,118,0.1930,0.1894,0.6296,0.0674
