step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied
10000,767,0.456,0.343,9.25,14047,11510,2356,299,545,83005,460188.9,115811.4,0.274,0.423,0.168,0.135,114,38.63,19.32,1.92,4.55,9.56,12.78,3.86,6.47,20.41,16.40,0.01,0.18,0.246,0.292,609,0.020,0.077,0.920,0.000,0.003,48725,44401,2,0.979,0.000,0.481,5383454,0.254,1.284,0.028,17.76,15444,475,1.395,0.294,0.249,4660396,1.35,3.05,0.275,0.666,0.007,13.9,37.3,63.4,159.2,27417,0.105,0.00,0.0029,0.153,242,0.776,0.000,0.560,0.721,5.36,6.45,6.40,0.09,0.038,1.31,1.50,1.31,0.780,0.00508,4.52,15.0921,150.64,128484.4,140185.7,201.146,17.5148,82.979,110.119,0.973,0.527,20.8,41.070,235.415,850,3861.0,17.15,26.950,27.973,877.5,16.689,0.136,2.00,6.6829,5125.8,0.2364,0.3411,35.75,1.083,0.120,1.5345,0.0000,0.426,0.054,0.055,0.0000,7.12,0.75,13,36,62,100,37.1712,0.0026,0.8018,0.0000,0.0000
20000,1381,0.816,0.208,12.93,22300,17020,178,4211,277,304326,277933.0,143897.0,0.048,0.737,0.165,0.050,234,21.64,16.20,0.29,1.65,5.48,7.61,0.47,1.87,9.04,6.57,0.02,0.18,0.162,0.198,936,0.028,0.149,0.838,0.000,0.013,21064,12115,2,0.508,0.266,0.102,1811297,0.169,0.825,0.013,22.38,9826,498,0.473,0.099,0.289,3070852,1.08,6.57,0.159,0.608,0.014,4.1,15.0,45.8,114.3,21093,0.080,0.00,0.0022,0.141,411,0.442,0.000,0.505,0.151,3.28,3.90,4.94,0.06,0.030,1.07,1.09,1.09,0.461,0.00452,3.84,2.8365,200.95,127379.8,140185.7,41.848,3.9991,57.639,122.017,0.949,0.501,36.7,26.480,56.764,465,1693.2,11.92,5.318,8.208,469.6,5.386,0.129,2.01,5.5313,7638.8,0.6306,0.4173,15.27,1.311,0.471,0.4655,0.0000,0.417,0.143,0.290,0.0000,6.01,1.05,4,15,25,64,20.1142,0.1316,0.4518,0.0000,0.0000
30000,2124,0.778,0.175,20.67,64919,44611,13,18433,1119,854030,530972.8,400145.8,0.051,0.713,0.193,0.043,159,19.26,14.78,0.15,1.78,4.26,5.57,0.50,1.91,7.46,5.61,0.00,0.09,0.150,0.163,1425,0.022,0.148,0.839,0.000,0.012,65919,34211,3,0.406,0.441,0.143,5203085,0.214,0.667,0.007,38.50,35617,373,0.469,0.114,0.397,6993443,1.04,7.06,0.207,0.673,0.000,3.0,15.9,34.0,162.0,26259,0.100,0.00,0.0034,0.128,706,0.454,0.000,0.518,0.152,2.78,3.39,4.35,0.00,0.000,1.03,1.05,1.05,0.481,0.00596,15.74,6.8715,222.14,124809.4,140185.7,177.160,6.9951,118.469,115.884,0.889,0.527,51.5,51.252,202.245,346,1152.4,10.76,12.538,20.002,345.1,15.400,0.133,2.00,4.6984,9979.4,0.6536,0.4168,12.36,1.491,0.579,1.5345,0.0000,0.489,0.213,0.444,0.0000,5.57,1.47,3,12,21,81,38.3384,0.2540,0.4562,0.0000,0.0000
40000,1531,0.675,0.142,19.50,42603,30919,26,11607,644,434980,353689.1,248895.5,0.032,0.767,0.179,0.023,211,18.00,12.04,0.06,0.87,3.95,5.05,0.09,1.09,8.29,5.72,0.00,0.03,0.131,0.163,600,0.091,0.210,0.778,0.000,0.012,39599,18691,3,0.319,0.230,0.014,442004,0.139,0.712,0.010,30.23,25484,428,0.572,0.152,0.310,3177683,1.01,7.57,0.353,0.463,0.001,2.6,14.3,32.0,57.3,18974,0.072,0.00,0.0028,0.134,515,0.274,0.000,0.373,0.105,2.72,3.27,4.51,0.00,0.001,1.01,1.02,1.01,0.295,0.00596,7.10,3.3355,88.58,127515.6,140185.7,31.927,2.8546,78.218,116.110,0.915,0.501,39.6,34.662,44.655,264,1210.5,10.13,3.717,7.017,232.3,5.300,0.137,2.00,5.6931,8716.1,0.7547,0.5216,12.39,1.346,0.570,0.4655,0.0000,0.584,0.342,0.430,0.0000,5.72,1.54,3,15,17,49,24.8844,0.6541,0.4775,0.0000,0.0000
50000,1445,0.582,0.174,22.37,58015,41259,255,15322,1265,503538,486634.2,283249.4,0.049,0.762,0.158,0.031,177,21.36,11.92,0.07,0.78,4.87,4.82,0.13,1.15,8.25,5.37,0.00,0.00,0.160,0.156,552,0.179,0.178,0.812,0.001,0.010,55167,27068,8,0.390,0.057,0.024,327386,0.159,0.737,0.010,36.12,31997,340,0.563,0.164,0.329,5928843,1.02,5.64,0.484,0.384,0.000,3.4,30.0,32.0,50.0,19239,0.073,0.00,0.0041,0.166,396,0.393,0.000,0.384,0.108,2.76,3.56,4.27,0.00,0.001,1.02,1.04,1.02,0.411,0.00742,13.71,4.6009,124.38,125848.1,140185.7,183.568,6.1412,105.558,113.646,0.837,0.505,44.0,47.817,196.061,387,1410.0,10.59,11.686,18.006,323.8,13.369,0.134,2.00,6.9109,9986.2,0.7377,0.5020,13.31,1.515,0.567,1.5345,0.0000,0.701,0.344,0.577,0.0000,5.28,1.51,4,16,17,39,36.7183,0.3781,0.5266,0.0000,0.0000
60000,1560,0.651,0.200,22.36,29128,20486,369,7591,567,228597,345126.2,158097.0,0.032,0.795,0.137,0.036,234,20.34,12.85,0.02,0.44,4.83,5.05,0.05,0.62,7.95,5.14,0.00,0.00,0.156,0.158,563,0.156,0.171,0.816,0.000,0.013,24624,11743,3,0.542,0.069,0.013,197703,0.155,0.874,0.013,29.50,15890,452,0.692,0.129,0.338,2337172,1.00,6.16,0.483,0.392,0.000,2.6,30.0,32.0,98.0,20042,0.076,0.00,0.0028,0.148,571,0.230,0.000,0.226,0.080,2.69,3.42,4.30,0.00,0.000,1.00,1.01,1.00,0.243,0.00519,6.49,2.7073,186.99,125458.1,140185.7,33.213,2.9251,71.275,113.774,0.935,0.478,44.5,33.601,45.136,437,1758.3,20.25,3.721,7.067,431.9,5.210,0.134,2.00,6.2513,9752.0,0.7154,0.6211,12.85,1.459,0.619,0.4655,0.0000,0.690,0.352,0.565,0.0000,5.35,1.56,3,16,16,49,24.9146,0.5856,0.5090,0.0000,0.0000
70000,1460,0.542,0.183,23.46,48412,34124,630,12906,852,421042,474749.4,241476.1,0.046,0.731,0.156,0.067,181,21.80,12.43,0.01,0.26,4.94,4.61,0.05,0.52,8.33,4.79,0.00,0.00,0.160,0.146,541,0.115,0.162,0.829,0.000,0.009,47901,25340,3,0.477,0.083,0.013,378355,0.168,0.869,0.011,34.12,27881,329,0.574,0.145,0.331,5004114,1.01,5.12,0.544,0.354,0.000,3.4,32.0,32.0,66.0,19465,0.074,0.00,0.0039,0.173,440,0.378,0.000,0.253,0.141,2.78,3.53,4.26,0.00,0.000,1.01,1.01,1.01,0.395,0.00675,13.47,5.3632,147.61,124970.4,140185.7,184.167,7.6205,100.372,111.705,0.859,0.518,45.6,46.105,196.135,371,1511.6,40.74,11.243,19.658,392.6,14.058,0.131,2.01,7.3601,10745.8,0.7494,0.4946,13.33,1.525,0.613,1.5345,0.0000,0.737,0.336,0.623,0.0000,5.14,1.47,4,16,16,37,35.9353,0.3174,0.5411,0.0000,0.0000
80000,1443,0.633,0.192,24.09,25815,17874,467,6874,617,200484,331710.9,139243.9,0.025,0.786,0.105,0.083,240,22.38,11.79,0.02,0.66,4.95,4.35,0.02,0.33,8.23,4.55,0.00,0.00,0.165,0.142,494,0.225,0.193,0.791,0.000,0.016,22835,11112,3,0.599,0.127,0.008,122180,0.162,0.902,0.012,28.16,14708,420,0.695,0.148,0.279,2125353,1.01,4.74,0.539,0.320,0.000,4.0,32.0,32.0,50.4,19077,0.073,0.00,0.0028,0.125,528,0.230,0.000,0.184,0.093,2.67,3.56,4.19,0.00,0.000,1.01,1.01,1.01,0.242,0.00536,6.18,2.9036,223.41,124229.0,140185.7,34.743,3.2248,67.289,116.330,0.894,0.482,42.1,32.052,46.066,417,1555.4,29.79,3.413,7.192,490.2,5.223,0.132,2.01,7.7627,11201.6,0.7467,0.6135,13.22,1.603,0.570,0.4655,0.0000,0.779,0.315,0.672,0.0000,5.02,1.48,4,16,16,34,23.8031,0.5100,0.5246,0.0000,0.0000
90000,1337,0.579,0.174,24.61,38936,26979,806,10160,1097,315129,433086.2,187750.6,0.025,0.743,0.146,0.086,191,23.83,11.43,0.04,0.75,5.15,4.20,0.05,0.54,8.59,4.91,0.00,0.00,0.168,0.137,484,0.219,0.151,0.838,0.000,0.010,39189,21224,2,0.227,0.567,0.015,242181,0.169,0.796,0.012,30.74,22980,307,0.596,0.189,0.292,4616775,1.01,4.61,0.601,0.308,0.000,4.0,32.0,32.0,57.0,18492,0.071,0.00,0.0038,0.187,384,0.396,0.000,0.214,0.141,2.69,3.69,4.18,0.00,0.000,1.00,1.01,1.01,0.410,0.00664,11.48,5.1290,140.02,124570.4,140185.7,190.288,7.7436,89.166,112.019,0.884,0.479,42.7,41.933,198.507,381,1555.9,10.48,10.677,18.908,313.8,13.304,0.135,1.99,8.4586,11309.1,0.7756,0.5007,13.83,1.656,0.539,1.5345,0.0000,0.810,0.295,0.711,0.0000,5.03,1.65,4,16,16,51,32.8824,0.1759,0.5490,0.0000,0.0000
100000,1531,0.628,0.178,22.88,23651,16553,535,5691,678,187800,332237.3,128580.9,0.016,0.802,0.119,0.063,244,22.26,11.84,0.10,1.38,4.87,4.53,0.13,1.33,8.72,5.50,0.00,0.00,0.162,0.151,599,0.134,0.182,0.804,0.000,0.014,21759,11023,7,0.364,0.003,0.018,203034,0.153,0.802,0.011,27.95,13580,442,0.685,0.185,0.275,2185017,1.03,5.63,0.519,0.362,0.000,3.8,32.0,32.0,54.9,21142,0.081,0.00,0.0025,0.139,521,0.241,0.000,0.199,0.107,2.72,3.61,4.39,0.00,0.002,1.02,1.03,1.03,0.252,0.00496,5.99,3.0637,192.50,124318.6,140185.7,34.848,3.3621,66.714,111.200,0.938,0.458,45.3,32.048,46.587,412,1531.4,15.64,3.466,7.486,342.6,5.455,0.136,1.99,7.3592,11267.0,0.7324,0.5931,13.81,1.553,0.591,0.4655,0.0000,0.775,0.295,0.637,0.0000,5.35,1.80,4,16,17,68,24.1546,0.3047,0.5304,0.0000,0.0000
