step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied
10000,1364,0.549,0.138,10.30,15738,12334,2712,123,635,32190,590425.1,115889.1,0.265,0.447,0.174,0.114,115,24.89,16.38,0.71,2.88,1.24,4.85,0.88,2.78,23.01,11.91,0.00,0.04,0.025,0.097,603,0.078,0.158,0.832,0.000,0.010,51357,47298,1,1.000,0.000,0.153,5984936,0.263,0.848,0.006,28.84,16140,447,3.600,0.415,0.079,4808719,1.13,9.26,0.102,0.273,0.001,8.5,21.1,49.0,109.9,35230,0.134,0.00,0.0019,0.155,508,0.676,0.000,0.494,0.708,4.57,5.04,7.30,0.06,0.024,1.05,1.19,1.14,0.677,0.00405,12.49,17.1213,477.24,115587.7,140185.7,181.904,16.4432,105.026,102.546,0.840,0.463,57.0,52.132,210.005,145,479.5,28.11,26.617,28.172,289.2,18.487,0.136,2.00,15.2923,20858.7,0.7976,0.4072,25.83,0.930,0.080,1.5345,0.0000,0.421,0.044,0.015,0.0000,8.47,0.87,10,23,49,85,46.5757,0.0365,0.5572,0.0000,0.0000
20000,1025,0.475,0.259,8.97,12701,10089,400,2094,457,164316,215014.1,83769.8,0.051,0.754,0.162,0.033,261,25.91,21.40,0.22,1.16,8.92,14.01,0.85,3.33,13.88,11.04,0.01,0.19,0.199,0.270,591,0.088,0.191,0.808,0.000,0.001,12318,8842,2,0.629,0.000,0.177,762352,0.162,1.169,0.021,17.89,4642,819,0.510,0.075,0.204,3107096,1.05,9.42,0.011,0.424,0.004,5.8,17.4,55.1,115.7,24452,0.093,0.00,0.0015,0.170,369,0.498,0.000,0.511,0.219,4.41,5.09,6.72,0.08,0.027,1.04,1.06,1.05,0.507,0.00359,6.21,2.6852,87.91,129453.9,140185.7,45.761,3.5464,45.323,127.175,0.845,0.491,23.0,22.146,41.570,534,2567.9,16.46,2.141,6.415,917.2,3.927,0.133,2.00,5.3109,5443.7,0.4599,0.4126,23.86,1.015,0.216,0.4655,0.0000,0.388,0.052,0.022,0.0000,8.20,0.60,7,20,45,99,18.1494,0.3114,0.7093,0.0000,0.0000
30000,1324,0.639,0.156,10.30,34353,25947,476,6455,1176,388980,362458.4,157726.0,0.061,0.697,0.218,0.024,204,26.00,27.06,0.45,3.13,5.67,10.23,0.27,1.96,12.10,7.98,0.03,0.30,0.109,0.174,930,0.028,0.181,0.812,0.000,0.008,35135,27183,2,0.684,0.001,0.053,1168454,0.135,0.815,0.011,24.03,11980,522,0.405,0.122,0.244,5933848,1.14,10.94,0.025,0.632,0.012,3.7,14.6,73.5,147.2,24481,0.093,0.00,0.0023,0.137,539,0.559,0.000,0.628,0.184,3.69,4.30,5.71,0.05,0.018,1.11,1.15,1.15,0.573,0.00442,8.73,4.3900,194.67,127354.6,140185.7,199.159,8.6716,74.768,124.009,0.838,0.563,41.6,34.637,209.962,316,1357.1,11.69,9.703,19.485,364.6,12.662,0.132,2.00,6.5740,8704.0,0.6979,0.3394,18.49,1.200,0.408,1.5345,0.0000,0.399,0.065,0.029,0.0000,7.67,0.66,4,14,39,81,28.6281,0.1529,0.5718,0.0000,0.0000
40000,1143,0.418,0.183,10.10,12965,9692,388,2604,462,157947,238998.4,96021.9,0.031,0.658,0.259,0.052,271,37.51,50.72,0.44,2.82,13.35,26.62,0.17,1.06,10.10,7.54,0.00,0.12,0.116,0.205,548,0.132,0.182,0.810,0.000,0.008,9923,6353,2,0.768,0.003,0.041,243834,0.155,0.957,0.015,20.88,4776,753,0.608,0.107,0.213,1524219,1.13,10.21,0.089,0.481,0.001,5.3,15.1,144.0,240.2,27502,0.105,0.00,0.0021,0.134,449,0.260,0.000,0.420,0.105,4.17,4.00,6.70,0.01,0.003,1.10,1.16,1.15,0.271,0.00456,5.92,2.1816,156.52,127044.2,140185.7,44.481,2.8762,48.275,126.649,0.833,0.495,24.6,22.961,39.489,343,1776.6,17.11,1.751,4.989,519.9,3.190,0.130,2.00,7.6826,8781.2,0.8322,0.5389,24.06,1.179,0.429,0.4655,0.0000,0.440,0.049,0.182,0.0000,7.87,0.75,5,16,73,121,17.0736,0.6704,0.6527,0.0000,0.0000
50000,1438,0.536,0.152,10.32,26125,20207,1078,3337,1208,157799,364427.2,108008.0,0.045,0.539,0.354,0.062,211,28.45,34.70,0.44,2.68,8.98,17.31,0.40,2.67,10.43,8.00,0.01,0.12,0.148,0.225,807,0.047,0.182,0.801,0.000,0.017,26538,20153,3,0.702,0.052,0.058,791970,0.211,0.818,0.011,25.32,10185,754,0.684,0.110,0.202,4037090,1.12,9.12,0.019,0.484,0.006,4.7,13.7,86.1,196.7,29118,0.111,0.00,0.0024,0.128,569,0.479,0.000,0.560,0.183,3.98,4.29,6.19,0.05,0.021,1.08,1.14,1.15,0.487,0.00307,12.70,4.0439,149.57,127684.2,140185.7,195.606,7.5199,74.878,121.347,0.846,0.526,34.5,35.648,199.486,277,1378.9,10.34,7.046,17.786,378.4,11.925,0.134,2.00,5.8274,8379.8,0.6420,0.5328,20.25,1.162,0.386,1.5345,0.0000,0.428,0.063,0.139,0.0000,7.46,0.80,5,14,49,100,30.8342,0.3941,0.5981,0.0000,0.0000
60000,1153,0.294,0.260,11.76,12471,8517,609,3158,472,148944,209882.6,89062.9,0.044,0.585,0.286,0.086,260,36.09,34.30,0.12,1.28,12.47,16.99,0.36,3.18,10.72,7.87,0.00,0.03,0.203,0.220,776,0.056,0.162,0.832,0.001,0.005,9581,5682,5,0.480,0.168,0.031,190987,0.199,1.173,0.021,17.72,4596,760,0.598,0.085,0.296,1927679,1.03,8.42,0.033,0.576,0.001,5.6,20.7,82.3,194.5,27293,0.104,0.00,0.0017,0.130,495,0.352,0.000,0.548,0.093,4.52,4.89,6.63,0.02,0.005,1.02,1.04,1.03,0.364,0.00388,5.44,1.6437,48.95,130228.1,140185.7,47.177,3.1204,43.828,128.394,0.854,0.494,20.4,20.794,43.407,554,2753.6,15.00,1.702,5.938,833.8,3.584,0.134,2.00,3.9067,4504.5,0.4368,0.5417,23.67,1.337,0.414,0.4655,0.0000,0.400,0.061,0.082,0.0000,7.81,1.01,6,18,48,100,15.8523,0.4639,0.7511,0.0000,0.0000
70000,1642,0.565,0.167,12.75,35515,24667,603,8600,1156,428401,412346.8,210801.4,0.053,0.592,0.280,0.076,198,27.74,28.78,0.40,2.50,8.09,13.23,0.25,1.56,9.19,6.81,0.02,0.29,0.174,0.197,1181,0.027,0.169,0.823,0.000,0.009,37176,24270,4,0.490,0.319,0.049,583111,0.165,0.758,0.010,27.62,16304,537,0.492,0.109,0.317,5485239,1.12,8.13,0.049,0.664,0.006,3.7,16.3,66.8,198.7,29430,0.112,0.00,0.0027,0.146,663,0.529,0.000,0.641,0.193,3.66,4.13,5.49,0.04,0.019,1.10,1.13,1.13,0.545,0.00415,12.91,5.1510,246.85,127872.8,140185.7,190.088,8.3241,88.134,121.727,0.841,0.554,39.0,39.849,202.061,303,1210.5,16.52,8.869,20.790,431.5,14.487,0.133,2.00,4.6908,7702.4,0.5661,0.4191,17.92,1.355,0.441,1.5345,0.0000,0.432,0.093,0.126,0.0000,6.79,0.92,4,14,36,108,32.7731,0.2668,0.6114,0.0000,0.0000
80000,1308,0.512,0.202,13.90,20443,14560,210,5580,427,262124,233140.9,127461.5,0.043,0.732,0.186,0.039,253,22.80,20.10,0.44,1.94,5.73,8.11,1.16,3.14,7.60,7.12,0.00,0.00,0.175,0.187,946,0.033,0.105,0.873,0.000,0.022,17295,9646,4,0.456,0.376,0.260,682779,0.095,0.909,0.014,19.73,9049,569,0.486,0.090,0.375,3036890,1.13,8.47,0.033,0.716,0.000,3.7,17.3,47.9,150.5,19541,0.075,0.00,0.0023,0.138,540,0.405,0.000,0.563,0.090,3.32,3.91,5.19,0.10,0.045,1.07,1.18,1.15,0.421,0.00424,5.41,1.9705,206.45,130280.0,140185.7,45.286,2.9356,49.746,129.053,0.848,0.517,30.6,22.877,43.332,422,1753.0,13.15,2.635,5.844,579.5,3.767,0.132,2.00,4.0563,5305.7,0.5548,0.4445,14.94,1.434,0.440,0.4655,0.0000,0.393,0.095,0.056,0.0000,6.59,0.98,3,14,28,81,17.0714,0.2578,0.6277,0.0000,0.0000
90000,1483,0.763,0.163,11.79,39559,29127,274,9131,852,420730,396033.0,205863.7,0.070,0.650,0.245,0.036,202,22.49,20.47,0.31,2.27,6.03,9.82,0.14,1.42,9.16,8.06,0.00,0.05,0.155,0.208,875,0.052,0.198,0.796,0.000,0.006,42192,28715,4,0.655,0.028,0.023,909788,0.123,0.737,0.010,26.82,18412,470,0.489,0.125,0.259,6170894,1.09,8.90,0.013,0.593,0.001,3.8,15.2,47.4,161.9,23181,0.088,0.00,0.0029,0.140,566,0.549,0.000,0.667,0.189,3.29,3.92,5.52,0.02,0.007,1.04,1.12,1.10,0.565,0.00472,11.31,5.1384,174.14,128057.2,140185.7,193.303,8.5126,83.827,123.382,0.811,0.566,35.1,38.063,199.659,300,1140.4,10.42,9.763,19.973,416.2,13.490,0.134,2.00,5.1416,7625.0,0.6252,0.4157,15.63,1.303,0.480,1.5345,0.0000,0.436,0.090,0.139,0.0000,6.86,1.09,4,15,28,81,30.8891,0.1727,0.5051,0.0000,0.0000
100000,1349,0.673,0.173,13.81,23349,16456,67,6557,403,312509,260781.6,158189.5,0.032,0.733,0.188,0.046,257,20.49,17.85,0.33,2.17,5.13,7.78,0.03,0.46,8.12,6.91,0.00,0.00,0.153,0.194,897,0.022,0.165,0.821,0.000,0.014,19885,10684,5,0.560,0.013,0.010,144679,0.169,0.850,0.012,22.42,10724,539,0.506,0.089,0.302,2423873,1.10,9.06,0.125,0.676,0.000,3.1,14.4,49.9,127.9,18376,0.070,0.00,0.0024,0.141,538,0.309,0.000,0.513,0.098,3.04,3.65,5.07,0.04,0.019,1.06,1.11,1.11,0.328,0.00496,6.43,2.2517,226.06,129469.3,140185.7,41.936,2.6259,56.151,128.652,0.798,0.513,34.8,25.422,37.474,317,1359.3,13.10,2.433,5.484,536.3,3.804,0.134,2.01,4.7388,6392.7,0.6492,0.4653,13.62,1.366,0.499,0.4655,0.0000,0.473,0.144,0.223,0.0000,6.55,1.43,3,13,25,78,18.4166,0.3150,0.5219,0.0000,0.0000
