step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side
100000,8.96,29,0,3,0,3,0,1.00,20,0.335,2921,0.00,18.34,78.44,305,0,2,0,1.00,1.00,1.00,2,3,3,20.2,0.000,6,1.493,0.395,8
100000,1.42,11,0,0,0,2,0,1.00,26,0.000,2910,0.00,21.36,0.16,423,0,0,0,1.00,1.00,1.00,1,2,1,24.6,0.000,2,0.710,0.333,8
100000,45.98,36,2,18,0,9,0,1.28,0,0.391,2904,0.00,7.37,4.89,305,2,2,1,1.00,1.62,1.25,5,8,8,46.6,0.000,29,1.483,0.399,8
100000,39.38,40,11,3,0,1,0,5.38,8,0.076,2903,0.00,2.80,20.71,305,0,0,3,5.50,8.25,4.62,3,8,4,24.9,0.000,15,1.515,0.387,8
100000,17.80,36,2,4,0,4,0,1.81,16,0.225,2879,0.00,11.48,23.25,305,2,0,2,1.00,3.50,1.67,3,8,2,44.5,0.001,10,1.483,0.399,8
100000,38.20,34,8,5,0,4,0,3.50,0,0.131,2875,0.00,22.59,21.42,305,2,2,1,2.14,3.57,4.14,5,7,7,47.8,0.000,17,1.528,0.236,7
100000,17.01,22,0,2,0,10,0,1.00,10,0.118,2847,0.00,4.09,2.60,305,0,0,0,1.00,1.00,1.00,4,5,7,13.5,0.000,12,1.418,0.303,7
100000,18.21,29,0,11,0,1,0,1.00,8,0.604,2803,0.00,1.52,2.99,305,0,1,0,1.00,1.00,1.00,3,5,7,24.9,0.000,12,1.517,0.373,8
100000,28.18,36,2,7,0,8,0,1.54,8,0.248,2796,0.00,18.25,39.16,305,2,1,1,1.00,1.83,1.67,4,7,6,43.2,0.678,17,1.483,0.399,8
100000,19.90,44,0,2,0,11,0,1.00,14,0.101,2785,0.00,39.68,34.58,305,1,0,0,1.00,1.00,1.00,3,5,6,27.2,7.442,13,1.531,0.433,9
100000,32.15,44,0,2,0,19,0,1.00,6,0.062,2779,0.00,2.89,11.95,305,0,0,0,1.00,1.00,1.00,4,7,9,24.5,0.000,21,1.531,0.433,9
100000,1.45,12,0,0,0,2,0,1.00,30,0.000,2776,0.01,116.92,2.70,200,0,0,0,1.00,1.00,1.00,1,1,2,16.8,1.423,2,0.727,0.359,9
100000,37.61,38,12,0,0,2,0,7.78,10,0.000,2752,0.00,5.09,5.98,305,2,2,0,5.80,7.40,9.25,3,4,5,53.7,0.000,14,1.446,0.503,7
100000,92.96,52,30,1,0,2,0,12.88,6,0.011,2749,0.00,5.81,14.67,305,2,2,1,15.20,18.00,10.56,5,8,5,68.2,0.001,33,1.476,0.479,8
100000,44.33,55,12,0,0,10,0,4.58,6,0.000,2739,0.00,7.37,7.21,305,0,0,0,5.57,5.57,3.42,4,6,7,21.2,0.000,22,1.304,0.466,8
100000,16.46,30,0,6,0,5,0,1.00,10,0.365,2737,0.00,15.21,8.87,305,0,1,0,1.00,1.00,1.00,3,6,8,22.9,3.602,11,1.496,0.390,8
100000,39.72,43,0,24,0,2,0,1.00,8,0.604,2735,0.00,0.67,14.25,305,0,1,0,1.00,1.00,1.00,4,4,8,12.9,0.000,26,1.528,0.464,8
100000,9.84,65,0,3,0,3,0,1.00,20,0.305,2733,0.00,15.68,44.04,453,2,0,0,1.00,1.00,1.00,3,6,4,42.6,0.000,6,1.641,0.306,9
100000,20.00,20,0,10,0,3,0,1.00,8,0.500,2705,0.00,7.33,33.37,305,1,1,0,1.00,1.00,1.00,3,4,6,33.2,0.000,13,1.539,0.482,7
100000,47.92,27,0,11,0,16,0,1.00,0,0.230,2704,0.00,15.06,9.50,418,1,1,0,1.00,1.00,1.00,7,8,8,28.7,0.000,27,1.775,0.524,8
100000,4.39,15,0,2,0,1,0,1.00,20,0.456,2703,0.00,3.20,0.27,453,2,2,0,1.00,1.00,1.00,3,2,3,53.0,0.000,3,1.463,0.373,7
100000,113.79,81,31,8,0,6,2,7.71,2,0.070,2684,0.04,7.90,21.72,453,0,0,2,6.25,8.25,8.11,7,9,8,22.2,0.236,45,1.497,0.427,9
100000,111.66,67,11,31,0,19,2,2.30,0,0.278,2672,0.00,1.67,51.17,305,1,0,2,3.80,1.00,2.20,8,10,10,28.4,0.000,61,1.551,0.415,10
100000,47.44,71,0,11,0,18,0,1.00,8,0.232,2666,0.00,3.02,0.77,305,0,0,0,1.00,1.00,1.00,7,12,9,18.5,0.000,29,1.636,0.401,12
100000,67.61,34,12,10,0,7,0,3.46,2,0.148,2641,0.00,8.07,20.69,435,2,0,2,1.00,6.50,3.21,6,7,6,41.9,0.001,29,1.649,0.391,7
100000,61.07,100,0,0,0,49,0,1.00,12,0.000,2623,0.00,25.52,28.26,305,1,1,0,1.00,1.00,1.00,4,7,7,25.9,0.001,49,1.246,0.471,10
100000,46.92,27,0,16,0,11,0,1.00,4,0.341,2612,0.00,11.62,77.81,418,0,0,0,1.00,1.00,1.00,7,6,8,16.1,0.000,27,1.738,0.596,8
100000,22.25,36,2,7,0,4,0,1.54,8,0.315,2606,0.00,2.62,6.76,305,2,2,1,1.00,1.71,1.80,4,7,8,38.4,0.000,13,1.483,0.399,8
100000,54.24,121,17,11,0,2,0,5.75,16,0.203,2601,0.00,3.16,35.09,305,0,1,3,2.57,7.57,6.43,4,7,9,22.7,0.000,30,1.154,0.532,11
100000,9.01,22,0,0,0,13,0,1.00,12,0.000,2600,0.00,7.76,0.87,200,1,1,0,1.00,1.00,1.00,6,3,8,26.7,0.000,13,0.693,0.219,8
100000,38.52,29,7,6,0,9,0,2.64,0,0.156,2587,0.00,6.20,8.73,305,2,2,1,1.00,3.71,2.93,7,7,7,41.7,0.000,22,1.328,0.344,7
100000,15.50,20,0,8,0,1,0,1.00,6,0.516,2577,0.00,5.63,88.59,418,0,0,0,1.00,1.00,1.00,4,5,7,20.3,0.000,9,1.722,0.485,7
100000,44.50,81,6,0,0,22,0,2.24,2,0.000,2576,0.00,9.62,1.74,305,0,0,0,1.22,2.56,2.62,6,9,9,11.3,0.000,28,1.309,0.436,9
100000,21.22,26,0,9,0,5,0,1.00,8,0.424,2576,0.00,12.76,28.28,305,1,2,0,1.00,1.00,1.00,3,4,8,27.9,0.000,14,1.515,0.392,8
100000,43.44,27,0,14,0,11,0,1.00,4,0.322,2570,0.00,2.67,7.65,418,2,0,0,1.00,1.00,1.00,7,6,8,42.9,0.000,25,1.738,0.596,8
100000,51.17,29,0,2,0,27,0,1.00,4,0.039,2565,0.00,12.90,4.28,418,2,2,0,1.00,1.00,1.00,4,6,8,44.5,0.002,29,1.764,0.646,8
100000,47.25,56,0,19,0,10,0,1.00,8,0.402,2559,0.00,0.53,21.77,305,2,2,0,1.00,1.00,1.00,7,6,6,53.0,0.000,29,1.629,0.598,8
100000,46.92,27,0,16,0,11,0,1.00,4,0.341,2499,0.00,3.62,4.18,418,0,2,0,1.00,1.00,1.00,4,6,8,19.3,0.000,27,1.738,0.596,8
100000,51.91,36,2,22,0,9,0,1.28,0,0.424,2475,0.00,9.59,5.72,305,2,2,1,1.00,1.62,1.25,5,8,8,43.7,0.002,33,1.483,0.399,8
