step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied
10000,1150,0.621,0.228,8.59,15833,12567,2612,444,490,81029,608828.6,151849.0,0.249,0.464,0.179,0.107,115,35.76,20.54,0.77,3.41,10.01,14.70,2.18,4.28,20.95,13.48,0.00,0.09,0.207,0.263,813,0.043,0.123,0.871,0.000,0.005,56433,51281,1,0.990,0.010,0.411,7247361,0.259,0.937,0.012,33.83,17285,588,1.874,0.239,0.252,4833983,1.17,3.72,0.192,0.576,0.001,8.9,34.9,60.7,120.0,38996,0.149,0.00,0.0025,0.139,526,0.644,0.000,0.481,0.729,5.33,6.24,6.34,0.08,0.025,1.10,1.26,1.16,0.647,0.00573,17.20,19.7248,429.47,124093.3,140185.7,181.027,11.8928,108.797,0.000,0.719,0.315,45.1,53.697,195.750,452,1422.2,19.43,25.943,19.353,640.9,15.111,0.136,2.00,9.3743,10780.5,0.4314,0.3983,33.91,1.044,0.113,1.5345,0.0000,0.414,0.051,0.058,0.0000,7.17,0.63,9,33,57,81,47.1092,0.0057,0.6670,0.0000,0.0000
20000,1011,0.442,0.208,11.90,10042,8185,362,1393,241,138263,173629.9,60547.9,0.087,0.684,0.158,0.071,276,24.02,18.05,0.42,2.00,7.71,11.71,0.51,2.11,11.47,8.66,0.00,0.00,0.203,0.254,702,0.045,0.134,0.859,0.000,0.008,9558,6797,3,0.526,0.084,0.116,1520181,0.235,0.909,0.014,14.84,4463,690,0.438,0.095,0.276,2186125,1.13,5.95,0.106,0.574,0.000,5.3,19.1,53.2,99.9,20334,0.078,0.00,0.0015,0.102,500,0.501,0.000,0.503,0.211,4.16,4.99,5.80,0.22,0.050,1.08,1.19,1.13,0.512,0.00292,4.84,2.0262,187.49,130282.7,140185.7,52.444,2.5438,35.239,0.000,0.604,0.306,28.6,17.064,33.037,426,1570.9,15.34,2.382,4.152,639.8,2.582,0.131,2.00,5.4661,5526.2,0.5203,0.3602,20.11,1.114,0.254,0.4655,0.0000,0.502,0.071,0.438,0.0000,6.77,0.78,6,18,36,81,13.9481,0.1640,0.6944,0.0000,0.0000
30000,1171,0.511,0.184,13.38,31087,24985,190,4402,1350,322425,349708.4,163434.2,0.062,0.688,0.151,0.098,199,22.46,18.74,1.11,3.64,4.69,8.81,0.61,3.16,11.10,8.94,0.08,0.46,0.113,0.190,817,0.033,0.136,0.856,0.001,0.008,48881,39184,3,0.590,0.180,0.088,1785757,0.223,0.865,0.011,21.13,20902,572,0.507,0.106,0.237,6421800,1.32,7.65,0.072,0.573,0.032,4.5,15.0,50.5,119.4,20502,0.078,0.00,0.0027,0.143,558,0.655,0.000,0.623,0.422,3.92,4.51,5.71,0.17,0.054,1.29,1.31,1.36,0.669,0.00382,12.18,7.6914,152.86,129790.4,140185.7,194.700,12.2489,69.656,0.000,0.586,0.292,26.0,32.226,168.619,388,1442.7,23.35,9.037,23.398,466.8,14.103,0.133,2.00,5.3202,6230.0,0.5620,0.3600,17.51,1.149,0.416,1.5345,0.0000,0.485,0.089,0.363,0.0000,6.91,1.06,5,15,33,67,27.4780,0.2729,0.6157,0.0000,0.0000
40000,1147,0.597,0.182,15.11,15710,12108,248,2695,683,152897,183039.1,78786.9,0.084,0.757,0.109,0.050,290,19.25,17.58,0.18,1.57,5.34,8.92,0.02,0.15,8.76,7.90,0.02,0.23,0.154,0.209,781,0.033,0.123,0.859,0.001,0.017,13856,8950,4,0.376,0.228,0.013,212161,0.170,0.788,0.010,15.74,7767,658,0.515,0.090,0.279,2698344,1.05,8.04,0.071,0.617,0.008,3.2,11.9,46.9,101.1,16388,0.063,0.00,0.0018,0.121,574,0.436,0.000,0.493,0.158,3.55,4.10,5.31,0.05,0.018,1.05,1.04,1.06,0.447,0.00292,5.66,1.9163,278.03,130508.6,140185.7,50.875,2.2139,37.445,0.000,0.581,0.281,26.7,17.594,29.017,352,1167.0,16.66,1.974,3.995,493.4,2.606,0.133,2.00,4.8369,5547.9,0.6650,0.4451,14.29,1.222,0.495,0.4655,0.0000,0.469,0.122,0.311,0.0000,6.55,1.21,4,12,25,75,13.8049,0.4393,0.5466,0.0000,0.0000
50000,1392,0.703,0.200,19.88,57366,41559,20,13415,2127,550618,416345.4,305829.8,0.076,0.734,0.131,0.059,189,19.90,13.93,0.45,2.58,4.64,5.58,0.06,0.56,7.37,6.71,0.00,0.04,0.171,0.169,1017,0.028,0.113,0.874,0.000,0.014,84516,60712,4,0.529,0.156,0.024,350927,0.158,0.909,0.012,24.78,42440,362,0.555,0.153,0.389,6836141,1.15,7.17,0.169,0.703,0.001,3.3,18.0,36.0,98.0,17422,0.066,0.00,0.0041,0.146,596,0.512,0.000,0.642,0.369,2.76,3.66,4.39,0.02,0.014,1.12,1.19,1.16,0.534,0.00519,13.71,11.2333,263.37,129026.0,140185.7,185.084,15.1082,86.836,0.000,0.593,0.278,38.1,37.353,162.105,368,1216.9,19.43,9.874,27.826,737.8,17.055,0.136,2.00,4.5309,6307.0,0.6156,0.4320,12.52,1.533,0.588,1.5345,0.0000,0.728,0.255,0.629,0.0000,5.72,1.91,3,12,23,63,29.8218,0.3118,0.5144,0.0000,0.0000
60000,882,0.593,0.179,17.93,15916,12388,53,3453,532,167108,182640.9,93022.0,0.019,0.836,0.101,0.044,286,27.58,27.11,0.21,1.40,7.81,12.32,0.15,1.00,9.66,8.12,0.00,0.06,0.148,0.187,667,0.046,0.130,0.854,0.000,0.016,14740,8517,1,0.551,0.449,0.042,102266,0.132,0.770,0.009,15.82,9164,548,0.557,0.083,0.281,1619104,1.07,8.08,0.137,0.663,0.003,3.4,16.0,72.0,162.0,15728,0.060,0.00,0.0021,0.112,422,0.270,0.000,0.487,0.147,3.84,4.56,5.41,0.02,0.012,1.04,1.08,1.07,0.286,0.00523,5.18,1.6666,131.97,132016.4,140185.7,51.318,2.1987,38.055,0.000,0.568,0.276,28.0,17.878,28.198,367,1299.9,20.15,2.089,3.956,385.9,2.492,0.131,2.01,4.7564,4195.1,0.5596,0.4982,17.83,1.347,0.575,0.4655,0.0000,0.639,0.257,0.454,0.0000,6.87,1.32,4,15,36,81,13.0950,0.1734,0.5873,0.0000,0.0000
70000,1165,0.563,0.162,18.34,41674,31126,78,8015,2172,376666,395098.6,221288.5,0.026,0.725,0.176,0.073,197,17.80,12.82,0.74,3.46,3.33,5.11,0.26,1.87,9.79,9.67,0.00,0.05,0.128,0.179,839,0.030,0.130,0.851,0.000,0.020,59373,44424,3,0.403,0.192,0.042,554170,0.198,0.786,0.010,24.68,30442,435,0.587,0.148,0.257,4972857,1.17,8.65,0.156,0.631,0.003,3.3,14.6,32.0,74.0,16442,0.063,0.00,0.0035,0.148,526,0.447,0.000,0.637,0.360,3.12,4.19,4.67,0.00,0.003,1.11,1.22,1.19,0.465,0.00629,14.60,8.4561,195.36,130034.2,140185.7,188.817,11.5873,79.563,0.000,0.568,0.274,31.3,36.201,158.572,322,1141.5,21.77,8.908,23.305,410.1,14.973,0.134,2.01,5.4945,6401.1,0.6942,0.4506,14.11,1.279,0.595,1.5345,0.0000,0.621,0.250,0.462,0.0000,6.48,2.04,4,13,25,75,28.6048,0.2715,0.5528,0.0000,0.0000
80000,763,0.605,0.185,18.52,16114,12977,104,2962,473,125191,199622.2,83882.2,0.017,0.834,0.110,0.039,290,18.49,11.71,0.13,1.61,2.97,4.77,0.06,0.64,11.37,7.84,0.00,0.00,0.103,0.158,409,0.068,0.169,0.822,0.000,0.009,15170,9068,2,0.624,0.012,0.020,156522,0.145,0.865,0.011,17.68,9701,647,0.670,0.139,0.191,1322471,1.03,7.20,0.224,0.460,0.000,5.0,16.1,32.0,98.0,11088,0.042,0.00,0.0023,0.094,369,0.212,0.000,0.418,0.151,3.38,3.97,5.46,0.00,0.000,1.01,1.05,1.03,0.223,0.00547,6.20,1.8912,53.58,131117.2,140185.7,48.830,2.0252,40.671,0.000,0.529,0.257,20.9,19.330,24.648,400,1431.3,17.26,1.617,3.564,599.0,2.336,0.127,2.02,6.9103,5272.6,0.7008,0.5833,14.53,1.269,0.569,0.4655,0.0000,0.645,0.256,0.448,0.0000,6.39,1.86,5,16,21,59,14.8427,0.3147,0.5190,0.0000,0.0000
90000,1276,0.715,0.196,22.45,35610,24970,402,7746,1979,284152,385267.8,188099.0,0.029,0.798,0.115,0.058,200,23.14,11.58,0.25,2.17,5.34,5.76,0.10,1.25,9.20,8.05,0.00,0.00,0.175,0.182,552,0.158,0.156,0.826,0.000,0.018,50102,38127,2,0.497,0.122,0.018,204718,0.174,0.856,0.010,23.75,27600,371,0.662,0.213,0.218,4529763,1.07,5.32,0.460,0.378,0.000,5.1,30.0,32.0,106.4,19002,0.072,0.00,0.0033,0.119,635,0.405,0.000,0.493,0.346,3.19,3.97,4.70,0.00,0.000,1.04,1.10,1.07,0.420,0.00522,12.70,7.6632,248.73,124769.8,140185.7,190.268,13.0500,75.883,0.000,0.601,0.265,34.8,34.758,159.735,426,1175.6,26.98,8.846,24.697,632.1,14.821,0.135,2.00,8.3582,10665.1,0.7411,0.5057,14.89,1.549,0.564,1.5345,0.0000,0.760,0.268,0.639,0.0000,5.57,1.97,5,16,20,89,27.9715,0.1291,0.5298,0.0000,0.0000
100000,1461,0.409,0.170,26.98,13494,8842,564,3297,606,106611,253271.3,83840.8,0.027,0.831,0.125,0.018,286,28.08,11.74,0.06,0.84,6.58,5.30,0.05,0.95,8.40,5.38,0.00,0.00,0.207,0.136,398,0.256,0.127,0.868,0.000,0.005,13053,7628,1,0.141,0.859,0.005,85702,0.128,0.643,0.004,22.01,8538,574,0.786,0.143,0.206,1563636,1.02,2.44,0.710,0.241,0.000,10.0,32.0,32.0,272.0,22059,0.084,0.00,0.0021,0.115,735,0.232,0.000,0.272,0.165,3.18,3.91,4.20,0.00,0.000,1.02,1.03,1.02,0.241,0.00367,7.94,2.7935,94.18,116271.1,140185.7,41.783,2.5048,48.911,0.000,0.475,0.233,48.1,23.199,21.839,287,663.0,28.14,1.608,4.539,352.9,3.387,0.133,2.00,13.4562,19659.6,1.0033,0.6475,15.10,1.835,0.402,0.4655,0.0000,0.885,0.220,0.856,0.0000,4.62,1.43,8,16,16,136,17.5940,0.2405,0.6208,0.0000,0.0000
