step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,448,36.07,1.18,6.00,3.94,23.41,0.01,1.18,0.002,0.176,183053.3,43808.1,1,81,5.35,1.07,1.32,5.8778,225.03,42875.0,55.4993,10.3062,5462,16.3004,148,5.1632,40227.0
10000,1,369,36.88,0.95,7.50,3.54,23.11,0.03,1.19,0.014,0.151,184587.3,45154.5,1,105,5.36,1.09,1.30,5.8135,62.21,40109.2,67.8421,10.3864,5461,16.2974,206,5.3037,41473.6
10000,2,385,34.88,0.93,6.30,4.20,22.66,0.01,1.15,0.005,0.149,189408.7,46890.8,1,123,5.22,1.08,1.24,5.9348,35.62,36449.7,69.3266,10.9013,5461,16.2974,210,5.1871,41099.9
20000,0,428,20.93,0.22,6.55,0.15,10.72,0.00,1.07,0.002,0.086,113514.0,47546.4,2,91,3.88,1.06,1.09,0.9691,45.15,26015.3,20.8328,9.9044,5462,9.3722,183,2.1926,15459.3
20000,1,483,20.86,0.27,6.48,0.12,10.85,0.00,1.10,0.004,0.098,84954.5,38297.1,2,105,3.92,1.09,1.11,0.7791,36.79,51463.6,10.9506,7.5869,5461,9.3705,169,1.3483,9713.5
20000,2,484,22.05,0.29,7.11,0.22,10.34,0.01,1.08,0.004,0.100,81876.6,38207.7,2,140,3.84,1.03,1.12,0.7601,55.17,50551.2,9.4664,7.3858,5461,9.3705,214,1.2172,8773.7
30000,0,549,20.91,0.18,5.01,0.10,9.43,0.00,1.05,0.000,0.092,136024.5,77905.0,3,118,3.43,1.03,1.08,1.5892,64.16,29577.1,52.1252,11.3001,5462,13.5218,143,3.4538,24977.3
30000,1,556,20.00,0.31,5.46,0.07,7.90,0.00,1.09,0.002,0.087,144878.5,78722.9,4,133,3.30,1.05,1.12,2.2457,66.89,47203.4,68.5660,9.8919,5461,13.5193,180,7.3888,48365.8
30000,2,563,19.15,0.26,5.06,0.06,7.83,0.00,1.09,0.000,0.085,141003.7,79234.8,4,136,3.29,1.06,1.11,2.2847,129.09,50435.3,71.2062,9.4670,5461,13.5193,237,7.5635,48802.1
40000,0,402,17.56,0.10,3.63,0.20,9.64,0.00,1.01,0.000,0.063,103523.2,61676.4,3,108,3.08,1.02,1.02,1.0108,22.52,13448.7,20.8387,9.4353,5462,8.2917,59,1.3179,9355.2
40000,1,442,15.46,0.00,3.10,0.21,8.67,0.00,1.00,0.000,0.060,81353.1,53033.2,3,80,2.77,1.00,1.00,0.9288,55.02,52761.7,11.7265,7.2111,5461,8.2902,118,1.4988,9683.1
40000,2,494,16.25,0.03,3.14,0.10,8.25,0.00,1.01,0.000,0.065,74442.1,49122.2,3,116,2.70,1.00,1.01,0.9120,76.32,62575.2,10.8304,6.5360,5461,8.2902,143,1.4357,9480.2
50000,0,399,16.10,0.04,3.78,0.09,9.57,0.00,1.01,0.000,0.062,116464.4,70688.7,3,112,2.99,1.01,1.01,1.1743,21.43,22937.2,50.5017,10.3276,5462,12.1919,83,2.0364,14165.4
