step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2
1000,2476,0.9943,664.3,951,809,864,803,21,18,24,43227,41639,41360
2000,2346,0.9962,137.0,1952,765,831,750,21,20,21,44537,40405,38688
3000,2257,0.9960,154.5,2946,733,806,718,21,18,21,44633,37973,35565
4000,706,0.6671,6741.5,343,220,242,244,40,31,48,49107,40322,36600
5000,480,0.7042,9315.5,863,132,196,152,25,59,52,49466,39671,35656
6000,458,0.7314,13908.4,1359,164,163,131,22,58,66,48289,38981,33483
7000,584,0.5788,17266.8,847,178,206,200,44,49,82,48450,37576,31507
8000,1014,0.5927,19803.9,711,310,308,396,67,96,125,48825,36968,28176
9000,877,0.6796,11692.5,964,275,300,302,51,74,84,52922,40764,27786
10000,767,0.8018,5125.8,982,278,247,242,51,66,82,56118,43099,29268
11000,636,0.6572,5612.1,857,220,233,183,37,61,58,56709,43484,28697
12000,635,0.6331,7101.5,682,246,191,198,46,77,100,56934,43709,28209
13000,697,0.5825,5106.0,476,297,198,202,68,58,103,59235,44697,27541
14000,515,0.5786,3720.4,516,268,149,98,29,77,59,60571,45934,27516
15000,428,0.5421,3088.3,481,295,94,39,18,75,36,57193,48455,29828
16000,631,0.4960,4821.6,476,391,144,96,18,119,91,51616,50107,31597
17000,999,0.5355,6709.6,434,474,285,240,64,137,124,49188,50188,30864
18000,1524,0.4882,8393.5,334,589,474,461,117,118,168,49693,49152,28504
19000,1431,0.5157,6727.7,340,402,515,514,75,110,138,53247,48592,26583
20000,1381,0.4518,7638.8,329,508,462,411,102,93,127,55751,47059,24569
21000,1637,0.5009,8289.7,293,600,508,529,98,136,161,56175,45376,24836
22000,1856,0.4429,9221.9,294,613,694,549,109,165,182,57095,44093,23792
23000,1590,0.4943,8617.1,384,549,530,511,99,157,158,58589,43416,24153
24000,1819,0.4557,10338.0,321,632,602,585,142,119,179,59786,41158,23068
25000,2060,0.5063,9550.0,278,759,619,682,126,142,163,60857,41254,22407
26000,2184,0.4968,9905.4,291,816,721,647,157,136,171,61302,40817,22065
27000,2173,0.4988,10635.5,293,787,785,601,133,155,175,62383,39518,21857
28000,2052,0.4737,9401.2,291,734,692,626,160,140,171,64604,39636,21158
29000,1983,0.4745,9584.2,307,662,611,710,120,127,203,66665,39478,19282
30000,2124,0.4562,9979.4,268,717,701,706,134,137,201,67631,39350,17828
31000,1955,0.5003,8969.7,282,660,628,667,128,155,158,69106,40008,17153
32000,1894,0.4446,9474.0,284,775,588,531,134,141,168,70916,39710,15810
33000,1233,0.4736,7298.6,364,538,380,315,92,148,148,72271,40884,16588
34000,922,0.5813,6114.4,525,463,254,205,48,163,149,69392,42988,19728
35000,642,0.4829,4570.5,466,415,145,82,18,123,78,63901,46039,24308
36000,707,0.5389,5093.3,495,407,194,106,25,159,105,57501,48332,27403
37000,1162,0.4492,7211.1,414,503,347,312,45,212,215,53137,49016,27720
38000,1285,0.4482,7272.1,362,442,462,381,68,144,146,54066,49005,26155
39000,1641,0.4558,8633.9,340,584,536,521,129,135,193,56825,47583,22779
40000,1531,0.4775,8716.1,426,499,517,515,95,110,160,60162,47415,19939
41000,1918,0.5068,9753.1,409,676,677,565,158,149,192,61619,45883,17743
42000,1744,0.5252,8450.4,434,653,571,520,146,137,175,63992,44864,17780
43000,1940,0.5139,10017.2,410,693,669,578,136,156,193,64622,42576,17762
44000,1968,0.4599,9761.0,368,691,658,619,130,184,212,65166,42380,17194
45000,2042,0.4731,10726.0,364,715,640,687,135,165,242,65418,41576,16462
46000,1749,0.5243,9505.6,439,601,600,548,126,156,183,66200,42213,16934
47000,1685,0.5223,9367.3,440,518,616,551,122,105,183,68727,40522,16228
48000,1697,0.5115,10518.0,434,637,534,526,131,130,176,68983,39937,15660
49000,1735,0.5055,11422.4,452,638,590,507,160,151,174,69846,39183,14938
50000,1445,0.5266,9986.2,546,567,482,396,105,135,181,71232,39930,14686
51000,1490,0.5349,10512.0,539,548,500,442,124,153,181,70963,39491,14817
52000,1316,0.5046,9824.3,581,482,413,421,106,139,197,72656,40231,13753
53000,1055,0.5611,8072.3,694,443,323,289,63,146,157,72773,41460,14901
54000,736,0.5625,5584.6,667,387,191,158,38,129,122,71078,43519,18085
55000,670,0.5269,4687.7,535,426,165,79,16,143,77,65648,46241,22360
56000,801,0.4644,6302.6,507,488,180,133,21,158,132,58286,48293,25527
57000,1178,0.4677,7129.9,463,557,328,293,60,232,218,53763,49556,26756
58000,1354,0.5318,9233.2,501,469,456,429,119,167,194,54813,48538,23884
59000,1460,0.4664,9181.1,511,469,517,474,94,108,149,57379,48016,21109
60000,1560,0.5090,9752.0,464,488,501,571,128,103,170,60964,45749,18745
61000,1883,0.4588,11766.3,441,652,649,582,140,113,189,63073,44014,16106
62000,1407,0.4854,9267.0,553,485,519,403,115,101,130,67315,43651,14594
63000,1834,0.4531,11875.0,449,674,590,570,135,148,172,66900,41687,14218
64000,1592,0.5402,11722.1,566,584,536,472,130,150,141,67921,41202,13622
65000,1509,0.5785,11363.9,615,536,542,431,107,159,174,67971,40994,14286
66000,1643,0.4747,10899.2,502,575,524,544,83,144,154,67710,41184,14453
67000,1560,0.5673,11469.7,578,573,514,473,98,157,182,67638,41165,14381
68000,1758,0.4619,12181.8,475,682,576,500,112,152,186,67768,40759,14144
69000,1571,0.4672,11341.6,543,590,527,454,91,138,162,67877,41519,14618
70000,1460,0.5411,10745.8,558,518,502,440,118,135,175,69501,41061,14409
71000,1401,0.5653,10664.4,578,493,439,469,117,119,232,69941,40934,14534
72000,1219,0.5193,10386.9,651,463,397,359,123,126,191,70956,40889,14576
73000,882,0.5658,7698.8,761,375,264,243,78,106,151,72080,41793,15770
74000,765,0.6052,6005.4,715,364,234,167,43,145,129,69739,43758,18822
75000,575,0.5322,4701.2,578,362,162,51,10,151,50,65208,46346,22702
76000,692,0.5014,5023.8,468,409,182,101,16,153,99,59498,48271,25683
77000,1044,0.4751,8259.5,534,467,294,283,52,213,206,55314,48202,25713
78000,1121,0.5807,10011.1,708,375,348,398,67,156,200,56547,46882,23146
79000,1603,0.4230,11738.7,519,520,528,555,132,142,221,59164,44445,20504
80000,1443,0.5246,11201.6,593,474,441,528,89,91,153,63499,44017,16713
81000,1723,0.4887,13400.9,559,538,592,593,144,107,196,66007,42086,13862
82000,1348,0.5482,9258.6,620,513,471,364,100,102,133,69337,41745,14437
83000,1499,0.5550,11812.6,600,525,497,477,108,116,187,69110,40248,14084
84000,1578,0.4525,12389.2,568,580,526,472,132,104,178,69518,38755,13793
85000,1378,0.5435,11157.7,674,553,433,392,110,127,161,70785,38471,14205
86000,1479,0.5254,11576.2,580,568,495,416,109,143,173,69759,38808,14927
87000,1286,0.5334,10893.7,663,453,473,360,87,127,156,70170,39346,14701
88000,1338,0.5157,10210.6,591,466,456,416,107,94,159,71450,38334,14611
89000,1249,0.5460,10656.0,635,436,411,402,99,97,158,73411,37569,13873
90000,1337,0.5490,11309.1,628,481,472,384,111,139,156,74405,37651,12514
91000,1200,0.5125,10250.1,633,407,374,419,84,102,138,75988,38401,11557
92000,1169,0.5757,10339.2,695,398,379,392,77,130,177,78050,38309,9953
93000,935,0.5487,8945.5,759,433,255,247,63,114,152,78699,39098,10705
94000,659,0.6237,6000.3,909,311,207,141,25,131,110,76927,41033,14167
95000,495,0.5172,4459.7,544,330,115,50,8,105,48,72562,43469,18390
96000,644,0.5171,5706.0,560,404,135,105,14,123,99,65495,45335,21994
97000,1113,0.5229,9140.9,547,506,322,285,20,248,213,60097,45600,22897
98000,1320,0.5462,10607.5,610,505,396,419,85,191,210,59263,44943,21807
99000,1320,0.5424,9934.6,667,437,436,447,91,144,196,62473,43444,20380
100000,1531,0.5304,11267.0,560,476,534,521,85,128,193,65716,42048,16555
