step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density,digest,side
5000,4,32,65.1,1.6,1.4,14.9,42.9,0.0,1.22,0.0,21,1239,40.38,5.31,5,14,13,0.0,1.12,1.35,1.21,6.22,7.81,7.81,39.9,1.184,0.472,7.81
5000,1,29,65.0,0.3,3.5,1.1,57.0,0.4,1.04,0.1,16,1140,54.29,3.84,6,15,8,0.4,1.08,1.00,1.03,6.07,8.03,8.00,32.0,1.058,0.512,8.03
5000,77,27,42.4,2.7,1.7,2.9,34.9,0.1,1.53,6.6,18,1212,28.26,2.38,6,20,1,0.2,1.79,1.43,1.45,6.00,6.56,7.48,29.7,0.971,0.473,8.59
5000,67,22,39.8,0.0,0.1,11.9,37.3,0.0,1.00,0.1,9,406,32.78,1.18,14,3,5,0.0,1.00,1.00,1.00,6.18,7.09,7.14,28.5,0.915,0.457,7.14
5000,24,18,6.9,0.0,0.2,0.0,6.1,0.0,1.00,9.9,5,487,14.60,0.60,7,10,1,0.0,1.00,1.00,1.00,2.33,2.22,4.83,24.7,1.103,0.484,6.00
5000,54,8,45.6,7.5,0.0,0.0,27.8,0.0,3.19,6.2,8,1918,31.82,1.27,0,0,8,0.0,1.77,3.64,3.70,4.62,6.00,6.38,40.8,1.067,0.533,7.62
6000,4,20,45.6,0.0,8.4,28.0,13.9,0.0,1.00,0.0,9,708,20.71,13.31,14,1,5,0.0,1.00,1.00,1.00,6.85,7.30,7.30,23.3,1.249,0.396,7.30
6000,1,17,64.6,0.5,3.8,0.0,57.1,0.7,1.06,0.0,10,2332,82.28,5.08,3,11,3,0.7,1.13,1.00,1.06,6.00,8.00,8.00,32.0,1.045,0.538,8.00
6000,24,8,6.6,0.0,0.0,0.0,6.0,0.0,1.00,10.0,1,1226,36.34,0.86,0,4,4,0.0,1.00,1.00,1.00,2.25,2.00,5.00,37.4,1.102,0.484,6.00
6000,54,6,56.0,8.3,0.0,0.0,35.7,0.0,3.10,2.0,6,2905,44.64,1.71,0,0,6,0.0,1.79,3.46,3.60,5.33,6.50,7.50,40.8,1.076,0.506,7.50
6000,77,5,47.3,0.0,0.0,0.8,50.2,0.0,1.00,4.0,4,2398,33.61,0.82,0,5,0,0.0,1.00,1.00,1.00,7.00,7.60,8.80,34.0,0.930,0.398,8.80
7000,4,18,44.5,0.0,7.5,24.6,16.1,0.0,1.00,0.8,12,712,22.75,15.22,6,7,5,0.0,1.00,1.00,1.00,6.33,7.17,7.00,29.7,1.244,0.391,7.28
7000,24,15,11.6,0.3,0.0,0.0,9.9,0.0,1.05,7.6,5,566,17.91,2.82,3,9,3,0.0,1.00,1.09,1.06,3.00,2.80,5.40,34.3,1.103,0.525,6.00
8000,80,973,46.9,2.9,7.6,4.8,29.1,0.0,1.27,1.8,632,695,65.84,14.35,297,293,383,0.1,1.16,1.50,1.22,5.86,6.95,6.92,33.5,1.048,0.426,7.36
8000,4,30,42.8,0.1,6.7,27.7,13.8,0.0,1.03,0.1,19,950,23.30,19.56,10,9,11,0.1,1.04,1.04,1.02,6.40,7.20,7.20,32.4,1.235,0.402,7.23
8000,24,6,9.1,0.0,0.0,0.0,8.3,0.0,1.00,9.7,5,969,31.19,19.15,2,2,2,0.0,1.00,1.00,1.00,2.67,2.50,4.67,28.1,1.097,0.525,6.00
9000,80,839,41.9,2.4,8.3,4.4,24.6,0.0,1.32,2.5,643,945,65.50,15.85,265,286,288,0.1,1.23,1.51,1.28,5.61,6.70,6.67,32.1,1.052,0.425,7.26
9000,4,24,40.8,0.2,5.8,26.6,13.6,0.0,1.04,0.4,15,1600,28.09,20.96,7,7,10,0.2,1.05,1.05,1.03,6.71,7.17,6.96,32.1,1.226,0.406,7.17
10000,80,745,38.6,2.0,9.6,3.4,20.5,0.0,1.36,3.1,598,957,40.44,14.16,270,240,235,0.1,1.32,1.51,1.31,5.34,6.44,6.39,31.0,1.080,0.426,7.12
10000,4,16,41.5,0.2,6.6,26.4,12.8,0.0,1.06,1.2,6,2117,33.44,17.89,6,4,6,0.2,1.08,1.08,1.04,6.00,6.88,6.75,30.6,1.247,0.406,7.12
11000,80,625,38.7,1.6,8.1,3.1,22.9,0.0,1.27,2.8,441,857,39.89,8.68,218,225,182,0.1,1.24,1.40,1.22,5.39,6.35,6.50,31.2,1.086,0.412,7.07
12000,80,619,33.0,0.7,7.2,2.2,19.6,0.0,1.11,3.7,442,682,39.83,7.36,242,187,190,0.0,1.11,1.13,1.11,5.00,5.68,6.14,30.7,1.123,0.404,6.77
