step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied
10000,1202,0.662,0.214,9.05,15624,12528,2604,188,532,67921,562463.7,135849.6,0.256,0.473,0.157,0.113,113,35.94,18.76,1.03,3.33,6.56,10.61,3.90,4.99,23.08,12.25,0.01,0.19,0.142,0.203,913,0.049,0.118,0.880,0.000,0.002,52909,49622,1,1.000,0.000,0.555,7453567,0.287,0.867,0.011,31.59,15801,538,2.000,0.340,0.199,4767841,1.17,2.84,0.245,0.648,0.007,13.1,36.8,59.3,159.1,41543,0.158,0.00,0.0020,0.155,385,0.641,0.000,0.509,0.716,5.31,6.25,6.43,0.24,0.072,1.08,1.29,1.16,0.643,0.00513,11.49,17.6261,322.86,119433.9,140185.7,192.668,10.2962,99.378,0.000,0.962,0.371,53.3,48.895,216.200,564,1670.6,34.59,26.243,15.654,303.0,12.280,0.135,2.00,12.9191,15528.8,0.4946,0.4345,34.56,1.054,0.101,1.5345,0.0000,0.409,0.056,0.112,0.0000,7.00,0.68,13,36,49,100,42.7259,0.0048,0.5998,0.0000,0.0000
20000,1395,0.666,0.191,12.08,18311,14483,262,3210,163,272118,281622.2,124058.9,0.050,0.733,0.142,0.075,248,21.29,21.10,0.26,1.71,6.72,10.90,0.16,1.00,10.63,7.43,0.01,0.10,0.165,0.233,935,0.042,0.184,0.809,0.000,0.007,16517,10202,2,0.649,0.047,0.039,1573551,0.211,0.772,0.012,24.88,7140,624,0.456,0.070,0.238,2958642,1.08,8.93,0.094,0.609,0.004,3.2,11.7,56.6,102.3,24801,0.095,0.00,0.0019,0.141,484,0.414,0.000,0.530,0.144,3.88,4.30,5.78,0.04,0.018,1.06,1.11,1.08,0.429,0.00409,5.39,2.5082,137.11,128030.1,140185.7,41.250,2.3816,59.192,0.000,0.916,0.389,35.8,28.113,51.698,566,1834.6,10.83,4.398,4.758,266.4,3.395,0.132,2.00,5.3512,7464.9,0.5714,0.4005,17.78,1.027,0.361,0.4655,0.0000,0.424,0.048,0.087,0.0000,7.20,0.79,4,14,36,78,22.1585,0.2534,0.5104,0.0000,0.0000
30000,1668,0.702,0.225,14.89,51108,38937,285,10658,955,585624,423247.7,235533.7,0.051,0.727,0.165,0.057,188,20.01,16.54,0.25,2.01,5.18,6.76,0.08,0.68,8.38,7.23,0.00,0.02,0.172,0.198,1181,0.020,0.156,0.826,0.000,0.019,57088,37752,4,0.347,0.578,0.020,1372153,0.131,0.807,0.012,30.66,23758,406,0.402,0.134,0.357,9246336,1.08,7.56,0.008,0.671,0.001,3.0,14.5,41.0,97.6,23163,0.088,0.00,0.0030,0.150,563,0.619,0.000,0.675,0.209,3.34,4.09,4.87,0.05,0.026,1.05,1.11,1.08,0.636,0.00390,10.44,6.1196,260.14,127215.8,140185.7,191.897,8.4234,90.784,0.000,0.881,0.344,41.0,40.560,218.299,560,1708.8,13.74,12.466,18.406,470.1,12.215,0.135,2.00,4.4415,7408.4,0.5739,0.3370,13.89,1.331,0.547,1.5345,0.0000,0.362,0.069,0.034,0.0000,6.28,1.15,3,13,24,86,33.9179,0.1358,0.5222,0.0000,0.0000
40000,1338,0.700,0.148,17.44,27691,20621,65,6939,396,346591,260427.2,163802.7,0.044,0.794,0.119,0.044,258,16.38,12.91,0.04,1.02,3.27,5.11,0.17,1.68,8.81,7.04,0.00,0.00,0.122,0.171,922,0.056,0.172,0.818,0.000,0.010,24889,13790,3,0.398,0.055,0.020,158152,0.152,0.726,0.010,23.18,14175,456,0.473,0.144,0.299,2441574,1.01,10.72,0.155,0.642,0.000,3.1,12.0,32.0,95.5,16440,0.063,0.00,0.0022,0.141,494,0.288,0.000,0.418,0.118,2.84,3.33,4.80,0.00,0.000,1.01,1.01,1.01,0.309,0.00465,5.44,2.8516,153.86,128785.7,140185.7,43.396,2.7196,55.465,0.000,0.799,0.354,34.9,24.872,45.666,320,1247.7,12.19,2.984,4.252,247.9,2.852,0.133,2.00,5.6503,7560.2,0.7092,0.4277,12.29,1.302,0.628,0.4655,0.0000,0.583,0.265,0.443,0.0000,6.65,2.32,4,12,20,100,18.1029,0.5489,0.4544,0.0000,0.0000
50000,1249,0.532,0.185,19.61,60199,43140,14,15587,1547,632034,390628.5,289872.9,0.070,0.730,0.164,0.036,176,18.05,12.63,0.10,1.18,4.62,5.72,0.06,0.76,8.81,8.34,0.00,0.06,0.173,0.216,765,0.092,0.135,0.857,0.000,0.008,70978,46912,3,0.473,0.371,0.014,246429,0.187,0.852,0.013,27.27,38169,273,0.459,0.228,0.341,5632853,1.03,9.80,0.228,0.538,0.001,2.9,16.0,32.0,72.0,16989,0.065,0.00,0.0035,0.173,430,0.451,0.000,0.570,0.239,2.87,3.70,4.97,0.01,0.005,1.03,1.04,1.03,0.478,0.00595,8.64,7.5609,112.18,129613.3,140185.7,195.311,10.9702,84.085,0.000,0.810,0.348,29.5,36.571,208.862,451,1771.5,12.70,11.552,20.184,366.0,12.115,0.135,2.00,5.1219,6397.3,0.6412,0.3859,13.60,1.305,0.643,1.5345,0.0000,0.584,0.293,0.456,0.0000,6.66,2.45,4,14,23,77,28.6570,0.4786,0.5685,0.0000,0.0000
60000,1427,0.611,0.162,12.91,19050,14012,344,3773,743,192771,266595.8,103471.6,0.035,0.776,0.182,0.007,264,24.42,18.11,0.89,4.08,8.53,11.31,0.08,0.89,15.65,10.29,0.05,0.43,0.263,0.291,1189,0.017,0.153,0.842,0.000,0.004,16740,9365,1,0.944,0.056,0.015,141385,0.174,0.684,0.007,24.33,9967,682,0.537,0.163,0.239,2399959,1.20,9.18,0.062,0.666,0.018,4.6,21.3,44.0,118.0,35901,0.137,0.00,0.0012,0.155,477,0.308,0.000,0.430,0.126,4.68,5.41,6.50,0.18,0.055,1.12,1.26,1.21,0.320,0.00305,7.58,2.4082,207.28,126653.6,140185.7,40.985,2.0885,52.818,0.000,0.876,0.326,47.5,25.323,39.665,361,1091.3,24.68,2.043,3.381,269.8,2.393,0.135,2.00,6.4950,9268.4,0.4611,0.4691,25.16,0.893,0.177,0.4655,0.0000,0.374,0.081,0.059,0.0000,8.15,1.34,6,23,45,121,18.6710,2.3017,0.5389,0.0000,0.0000
70000,1450,0.583,0.171,14.10,47470,37132,54,8879,1382,680789,493265.8,286921.1,0.055,0.684,0.244,0.017,199,23.71,22.70,0.85,3.88,6.05,9.17,0.04,0.67,12.57,9.06,0.05,0.41,0.164,0.206,1191,0.019,0.137,0.858,0.000,0.005,56118,35692,3,0.402,0.248,0.006,190386,0.208,0.809,0.011,36.22,26243,461,0.421,0.112,0.314,5757800,1.22,10.54,0.077,0.718,0.022,3.3,14.6,60.3,124.0,28293,0.108,0.00,0.0027,0.141,535,0.470,0.000,0.660,0.263,3.98,4.54,6.05,0.15,0.053,1.16,1.24,1.25,0.494,0.00643,16.80,7.5909,188.58,127340.5,140185.7,178.829,8.7793,104.544,0.000,0.857,0.342,45.9,47.066,196.178,385,1424.5,15.05,10.523,19.552,391.8,13.521,0.131,2.01,5.8349,8460.6,0.5537,0.3510,19.51,1.065,0.496,1.5345,0.0000,0.414,0.135,0.223,0.0000,7.80,1.55,4,18,36,100,37.3944,0.3475,0.5683,0.0000,0.0000
80000,1433,0.759,0.151,14.61,20322,15160,125,4551,503,306489,262542.4,139147.5,0.045,0.750,0.192,0.013,272,26.04,25.53,0.57,2.40,6.94,10.21,0.03,0.37,13.37,9.09,0.07,0.43,0.155,0.218,1099,0.024,0.186,0.809,0.000,0.005,17308,8843,3,0.404,0.178,0.007,43565,0.175,0.758,0.010,23.87,9590,548,0.454,0.092,0.304,1816136,1.13,12.79,0.025,0.679,0.030,2.8,14.7,69.5,187.5,29964,0.114,0.00,0.0014,0.161,494,0.266,0.000,0.468,0.118,4.16,4.42,6.41,0.15,0.058,1.10,1.12,1.16,0.287,0.00435,7.46,2.2657,173.50,126524.4,140185.7,41.254,2.3544,54.728,0.000,0.809,0.333,46.8,25.126,38.454,263,966.6,15.59,2.224,3.695,504.6,2.394,0.137,2.00,6.4929,9304.4,0.5885,0.4150,20.91,1.039,0.456,0.4655,0.0000,0.411,0.151,0.343,0.0000,8.51,1.57,4,18,43,118,18.1849,0.7143,0.4780,0.0000,0.0000
90000,1272,0.382,0.205,14.34,38625,30805,323,5479,2179,387021,374147.2,168351.9,0.044,0.671,0.255,0.031,200,21.21,17.44,0.82,3.28,5.85,7.42,0.08,1.14,10.80,9.97,0.00,0.08,0.221,0.248,1023,0.018,0.128,0.866,0.000,0.006,41333,28027,4,0.399,0.221,0.010,134904,0.205,0.923,0.015,27.48,20534,508,0.435,0.093,0.340,6364787,1.21,11.38,0.002,0.649,0.001,4.9,16.8,39.4,139.2,22327,0.085,0.00,0.0027,0.153,388,0.572,0.000,0.716,0.200,4.04,4.40,6.71,0.14,0.072,1.06,1.30,1.25,0.587,0.00462,12.81,4.7969,101.25,130922.1,140185.7,194.690,7.7526,78.652,0.000,0.859,0.349,26.3,36.594,203.761,549,2111.0,18.30,9.349,16.427,409.7,10.385,0.135,2.00,3.8207,4859.9,0.3639,0.3553,17.55,1.123,0.396,1.5345,0.0000,0.392,0.072,0.075,0.0000,8.26,1.32,6,16,31,95,30.3851,0.3256,0.6895,0.0000,0.0000
100000,1055,0.474,0.194,13.84,15600,12258,337,2537,685,166179,191016.3,77455.6,0.043,0.743,0.186,0.028,265,20.90,18.69,0.49,2.77,5.25,7.33,0.07,1.18,10.74,9.81,0.01,0.11,0.166,0.209,751,0.029,0.135,0.858,0.000,0.008,11874,6480,4,0.541,0.029,0.008,100637,0.164,0.922,0.016,17.40,7229,670,0.466,0.082,0.305,2853297,1.13,12.92,0.006,0.631,0.003,3.8,14.0,44.5,114.6,17467,0.067,0.00,0.0017,0.161,372,0.426,0.000,0.610,0.064,3.81,4.07,6.59,0.09,0.039,1.09,1.19,1.12,0.438,0.00338,4.77,1.5224,82.92,131488.2,140185.7,51.083,2.0207,39.288,0.000,0.805,0.350,23.8,18.460,48.636,526,2135.2,13.73,2.237,3.026,317.2,1.782,0.139,1.98,4.3161,4553.5,0.4949,0.4207,16.56,1.149,0.505,0.4655,0.0000,0.388,0.082,0.106,0.0000,8.45,1.50,5,15,29,121,14.3932,0.4983,0.6474,0.0000,0.0000
