step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,278,37.74,1.80,8.90,5.03,20.68,0.01,1.33,0.004,0.115,161443.1,37512.4,2,51,5.39,1.30,1.44,4.8927,42.90,56117.9,56.0991,6.0061,5462,13.6918,282,10.4392,61724.1
10000,1,247,38.85,1.89,10.73,2.78,19.22,0.02,1.40,0.008,0.101,149435.8,37747.8,2,66,5.37,1.38,1.51,4.9470,70.93,43098.8,72.5857,5.5944,5461,13.6893,281,9.1430,55110.3
10000,2,242,39.43,2.07,9.12,3.63,21.31,0.02,1.32,0.008,0.098,150580.0,40564.8,2,82,5.31,1.25,1.56,5.2525,36.81,29267.8,72.4607,6.1637,5461,13.6893,287,8.3904,50059.8
20000,0,508,21.70,0.36,5.21,0.53,9.53,0.01,1.12,0.008,0.091,127343.8,62101.5,2,102,3.33,1.09,1.12,1.3409,105.78,55750.9,18.9429,9.4321,5462,8.8277,137,4.8317,32502.9
20000,1,462,21.02,0.18,5.25,0.38,9.49,0.02,1.05,0.011,0.082,77927.0,41725.8,2,93,3.30,1.04,1.06,0.7775,47.12,47059.4,12.0742,6.4815,5461,8.8261,164,2.0949,13140.0
20000,2,411,22.27,0.32,6.08,0.49,7.92,0.03,1.07,0.027,0.069,72738.1,40089.9,2,127,3.20,1.07,1.08,0.7180,48.05,24569.5,10.8312,6.4678,5461,8.8261,164,1.2814,8213.3
30000,0,717,17.77,0.14,3.46,0.47,8.27,0.00,1.04,0.000,0.102,189980.2,140284.0,3,134,2.84,1.01,1.06,2.7953,69.61,67631.0,50.0822,12.2524,5462,17.0861,96,9.2695,70283.4
30000,1,701,20.30,0.21,4.71,0.63,7.18,0.00,1.06,0.000,0.102,172977.2,132942.7,3,137,2.76,1.05,1.07,2.2279,96.36,39350.1,65.9934,12.4039,5461,17.0830,133,6.6988,51490.9
30000,2,706,19.76,0.10,4.61,0.39,6.90,0.01,1.03,0.001,0.097,168281.2,127314.5,3,201,2.75,1.03,1.03,1.8483,56.17,17828.3,61.0845,13.8462,5461,17.0830,117,4.0334,32230.0
40000,0,499,18.74,0.11,4.03,0.09,9.04,0.00,1.01,0.002,0.076,157997.3,106201.0,3,95,2.81,1.00,1.03,1.6767,31.18,60161.8,15.4991,12.5210,5462,11.5555,92,4.5770,33848.9
40000,1,517,17.42,0.09,3.63,0.18,8.32,0.00,1.02,0.000,0.072,97672.1,70647.1,3,110,2.71,1.01,1.03,0.8590,36.21,47415.1,9.2436,8.6157,5461,11.5534,109,1.5459,11938.5
