step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2
1000,2525,0.9937,244.1,954,827,883,815,14,19,25,17597,25691,35011
2000,2462,0.9955,103.8,1950,799,866,797,14,20,24,27615,40674,54976
3000,2395,0.9950,221.1,2943,780,841,774,14,20,24,28317,39050,51070
4000,807,0.7249,10427.2,386,203,295,309,52,37,38,30318,40672,52159
5000,670,0.7179,15889.6,955,154,263,253,41,47,67,26007,39337,52726
6000,696,0.6853,21713.7,1456,146,280,270,48,50,77,23161,35872,53799
7000,997,0.5276,27278.6,697,303,327,367,89,69,85,18857,32892,55459
8000,1086,0.5691,30711.7,906,304,374,408,92,75,139,11745,31894,60923
9000,1175,0.5923,25114.6,981,314,465,396,101,101,124,8008,34219,68274
10000,1364,0.5572,20858.7,801,367,489,508,125,87,134,6974,36533,72081
11000,1445,0.5827,14809.4,704,385,518,542,132,104,134,5978,39285,76361
12000,869,0.6467,7155.4,639,192,321,356,77,63,102,6336,43636,79852
13000,709,0.6474,5222.5,673,186,256,267,65,55,111,5990,46581,79816
14000,566,0.8569,3385.9,1136,148,232,186,56,61,89,6668,50080,78209
15000,290,0.8414,1349.3,1573,126,134,30,47,38,20,7619,53521,76284
16000,164,0.5549,1541.1,1053,79,65,20,27,30,17,8385,55604,72627
17000,569,0.3919,5978.9,545,143,197,229,49,62,95,9516,55775,66879
18000,888,0.6644,4384.8,529,234,354,300,69,69,116,11472,56356,64586
19000,852,0.7430,2850.3,818,239,307,306,79,56,89,13842,55929,62166
20000,1025,0.7093,5443.7,956,270,386,369,111,63,96,15701,54721,59032
21000,1275,0.6212,5659.4,503,299,473,503,92,59,139,16981,53762,58726
22000,1323,0.6674,6190.7,521,346,507,470,111,80,138,16951,52687,59239
23000,1433,0.7132,6839.6,681,346,569,518,129,100,132,17211,52034,59146
24000,1572,0.7265,6063.1,802,383,610,579,141,113,121,18653,51381,58647
25000,1465,0.7078,5795.4,844,366,561,538,114,85,90,20114,50926,57927
26000,1500,0.5873,7766.2,505,350,532,618,110,93,132,20210,49828,57305
27000,1379,0.6019,6414.6,394,373,459,547,92,78,116,19418,50792,58593
28000,1471,0.5323,9654.9,445,390,530,551,135,108,134,18046,48918,58928
29000,1348,0.5734,7556.3,450,337,485,526,115,81,133,17219,49369,61784
30000,1324,0.5718,8704.0,502,343,442,539,106,75,140,16722,49411,61222
31000,1173,0.5277,9495.2,543,332,400,441,130,89,118,16964,48967,61384
32000,1015,0.6010,7983.0,650,323,338,354,99,71,150,17124,49149,62895
33000,788,0.6447,7362.3,949,265,268,255,82,75,123,16688,50823,63086
34000,533,0.6623,6612.0,1282,200,179,154,53,71,94,15653,53005,63547
35000,311,0.6302,3238.2,1121,174,89,48,29,35,39,14837,56264,64764
36000,337,0.5223,4077.8,751,161,122,54,29,78,51,13473,57745,63435
37000,608,0.3849,10146.8,817,214,218,176,42,110,135,12036,56584,59516
38000,1079,0.4745,13037.7,697,323,364,392,88,109,159,11505,55255,57217
39000,1096,0.6013,9238.2,794,269,401,426,97,88,131,13279,55787,58063
40000,1143,0.6527,8781.2,977,269,425,449,87,66,122,15117,55440,56488
41000,1187,0.6428,8506.4,892,301,410,476,89,73,104,16484,54629,55501
42000,1504,0.5891,13708.7,707,398,528,578,116,88,124,14970,52910,54447
43000,1537,0.6708,12550.2,794,357,592,588,134,84,114,14957,51026,57024
44000,1527,0.6424,9936.8,869,360,581,586,109,83,112,15983,50552,58828
45000,1500,0.6360,9657.4,803,337,573,590,111,79,117,16229,50167,59163
46000,1649,0.5907,12373.5,735,414,615,620,138,75,113,16979,49830,56742
47000,1625,0.6111,12014.8,775,452,610,563,124,106,109,15873,48634,59146
48000,1369,0.6932,8337.0,854,328,438,603,96,85,114,16903,49647,60546
49000,1323,0.6576,7476.1,874,356,492,475,102,79,90,17709,50897,59120
50000,1438,0.5981,8379.8,741,338,531,569,100,84,98,16916,51755,59013
51000,1255,0.6550,7752.8,789,336,447,472,99,79,134,16829,51420,60365
52000,1053,0.6914,7442.5,932,315,401,337,94,86,113,17402,51296,61374
53000,899,0.6763,6390.0,1041,280,331,288,85,82,118,17795,51613,61708
54000,596,0.7450,3212.1,1120,240,190,166,61,76,87,18519,53740,62778
55000,322,0.6832,2028.4,1182,190,92,40,38,48,27,18677,55608,62450
56000,293,0.5495,2911.0,1034,150,95,48,32,58,42,18773,56427,60428
57000,612,0.4412,8734.2,704,199,206,207,41,90,145,17318,55440,56714
58000,1052,0.6283,5720.9,540,337,349,366,107,92,146,17628,56084,57089
59000,1203,0.6284,7029.6,707,293,417,493,116,75,161,19629,54601,55061
60000,1153,0.7511,4504.5,975,299,359,495,95,55,138,21875,54570,53784
61000,1202,0.6015,6563.1,815,298,407,497,80,50,100,23250,53245,51553
62000,1661,0.5358,9465.7,519,447,632,582,96,93,125,23609,50710,51067
63000,1684,0.5612,9314.8,515,417,610,657,134,72,98,24244,49431,51331
64000,1739,0.5814,9606.0,541,465,643,631,139,110,121,23938,47978,52947
65000,1774,0.5688,10373.1,572,467,638,669,138,116,123,22181,47054,54860
66000,1732,0.6010,9845.2,579,506,608,618,144,107,140,20645,46511,57478
67000,1686,0.6198,9629.6,625,456,555,675,118,99,153,19999,47210,58141
68000,1817,0.5575,10312.8,565,488,666,663,122,113,161,18605,46953,59084
69000,1645,0.6377,7715.1,605,411,595,639,129,95,162,18659,47258,61879
70000,1642,0.6114,7702.4,599,389,590,663,145,94,164,19218,46723,61932
71000,1371,0.5886,6656.2,515,360,475,536,113,63,125,19916,47553,61955
72000,1239,0.5892,6446.8,549,397,392,450,116,73,150,20634,48594,61025
73000,923,0.6024,6091.1,632,324,297,302,90,80,114,20327,50166,61261
74000,582,0.7234,2857.8,772,243,176,163,64,68,93,19642,53041,62729
75000,350,0.6971,2067.5,840,189,116,45,22,65,41,18894,55351,62775
76000,400,0.5900,3334.4,749,214,124,62,21,92,61,16740,56801,61890
77000,891,0.5701,5647.1,527,295,302,294,73,136,168,15457,56760,59827
78000,1015,0.6167,4510.3,445,308,375,332,106,91,121,15975,56601,59299
79000,981,0.6055,3862.6,512,260,362,359,93,63,87,17830,55945,58113
80000,1308,0.6277,5305.7,427,315,453,540,96,85,121,19259,54805,56216
81000,1537,0.5107,7520.5,383,416,543,578,131,81,156,18652,52594,56035
82000,1738,0.5938,8708.8,491,440,655,643,138,118,178,18751,50891,56996
83000,1458,0.6475,6453.3,612,340,569,549,108,103,138,19522,51163,57778
84000,1700,0.5641,8154.2,487,422,636,642,117,104,120,19423,49552,57662
85000,1691,0.6174,8103.8,504,383,601,707,114,91,157,18676,48989,59063
86000,1638,0.6496,7679.4,566,392,621,625,124,111,124,18701,48819,59687
87000,1550,0.6071,6843.0,587,374,554,622,109,90,126,18998,48500,60483
88000,1507,0.5985,6749.8,510,382,525,600,128,68,103,19478,47744,61051
89000,1673,0.5888,7886.1,489,466,603,604,154,66,147,19059,46594,61614
90000,1483,0.5051,7625.0,472,380,537,566,125,83,122,19097,46343,62617
91000,1504,0.5352,7466.2,400,436,541,527,106,96,126,18190,46473,63441
92000,1187,0.5493,6519.0,450,366,393,428,108,87,121,17676,47878,64765
93000,923,0.5915,5482.9,537,292,330,301,75,92,129,17155,50012,64796
94000,542,0.5812,3894.2,621,221,163,158,50,65,100,16813,52409,65445
95000,313,0.5687,2584.2,755,166,98,49,27,67,40,14737,55477,66442
96000,366,0.5328,3067.6,670,176,110,80,25,80,76,12513,57458,65589
97000,824,0.5133,4092.8,422,273,291,260,76,105,152,11311,58128,63881
98000,1086,0.4991,5844.8,391,283,424,379,99,86,119,11863,57884,61283
99000,1380,0.5312,6235.2,386,334,538,508,117,84,152,13060,57013,59976
100000,1349,0.5219,6392.7,372,336,475,538,120,70,138,13793,55968,59709
