step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,211,33.33,0.69,7.93,2.53,21.51,0.00,1.17,0.000,0.080,162230.6,38124.6,1,76,5.30,1.06,1.23,5.3726,108.15,1408.2,51.8175,9.9079,5462,10.1070,28,2.8647,22673.8
10000,1,413,36.81,0.76,10.79,1.98,21.28,0.00,1.16,0.000,0.164,214094.9,53561.6,1,84,5.33,1.10,1.25,6.6492,91.82,29405.5,63.9544,12.9130,5461,17.9746,215,5.9213,46917.5
10000,2,526,35.91,0.81,10.23,2.18,20.46,0.01,1.18,0.002,0.202,229134.1,60178.1,1,111,5.34,1.13,1.28,7.7029,229.50,93279.6,65.2555,11.0067,5461,25.6158,209,10.5672,81517.7
20000,0,176,23.14,0.04,8.36,0.41,10.55,0.00,1.01,0.000,0.039,34901.7,10087.4,3,49,4.02,1.00,1.01,0.2663,31.45,230.7,27.4138,3.3874,5462,3.2119,14,0.1650,1041.0
20000,1,335,25.01,0.49,8.81,0.40,10.53,0.00,1.15,0.000,0.078,64541.6,21548.0,3,54,4.15,1.09,1.23,0.6642,48.12,24651.0,13.4453,5.9104,5461,5.7120,171,0.9604,6207.1
20000,2,500,23.68,0.51,6.74,0.63,12.43,0.00,1.15,0.000,0.116,72898.8,28929.4,3,74,4.22,1.10,1.23,1.0957,107.91,105401.0,11.5849,5.5391,5461,8.1403,241,3.0267,18567.7
30000,0,189,23.10,0.79,6.49,0.07,8.71,0.09,1.21,0.048,0.035,61577.8,23832.8,3,95,3.53,1.20,1.14,0.3570,7.92,248.5,54.7034,6.0211,5462,6.0656,7,0.2868,2191.0
30000,1,424,20.34,0.96,3.91,0.49,10.94,0.06,1.29,0.026,0.079,109883.0,50845.0,3,73,3.79,1.23,1.29,1.4150,34.58,27393.0,68.2086,8.5719,5461,10.7872,162,3.8939,25352.4
30000,2,558,23.86,1.34,4.68,0.88,12.03,0.08,1.39,0.030,0.120,175869.0,88874.2,3,147,4.14,1.36,1.38,5.9194,110.35,102148.9,71.7877,6.5326,5461,15.3729,219,19.2174,113490.6
40000,0,210,18.08,0.02,5.75,0.03,6.83,0.01,1.01,0.005,0.031,34587.4,13969.0,4,90,3.20,1.01,1.01,0.3003,33.61,90.7,27.6759,3.3951,5462,3.3116,9,0.1396,959.5
40000,1,363,18.07,0.06,5.16,0.01,8.50,0.02,1.01,0.008,0.056,65104.6,26802.0,4,49,3.55,1.01,1.01,0.4930,58.45,22470.9,12.7773,6.0668,5461,5.8895,187,0.8130,5401.3
40000,2,574,20.43,0.31,5.31,0.02,9.62,0.02,1.09,0.009,0.101,81939.2,38026.7,4,116,3.68,1.09,1.08,1.1230,185.97,107947.0,10.4214,6.2798,5461,8.3932,156,3.0419,19695.0
50000,0,299,20.10,0.13,5.02,0.06,6.73,0.00,1.06,0.003,0.041,71963.3,40383.9,4,144,2.74,1.04,1.06,0.5187,16.16,88.9,55.9377,7.0243,5462,7.0307,7,0.3317,2548.4
50000,1,497,20.27,0.33,4.70,0.06,7.49,0.00,1.13,0.002,0.072,129911.6,87928.1,4,59,2.80,1.09,1.16,1.9379,65.14,24555.4,61.7254,10.2722,5461,12.5036,164,4.1111,28179.2
50000,2,596,19.50,0.71,4.39,0.05,7.59,0.00,1.22,0.000,0.087,211609.0,177827.3,4,162,2.74,1.19,1.27,8.7766,182.06,104381.8,67.4205,7.4878,5461,17.8190,197,23.3828,139824.9
60000,0,182,36.79,0.13,13.21,0.00,6.58,0.00,1.06,0.000,0.042,34267.8,16988.1,1,75,3.90,1.04,1.06,0.1831,1.65,119.4,27.9751,3.3939,5462,3.3650,4,0.0886,650.6
60000,1,278,25.21,0.18,6.71,0.21,9.84,0.01,1.07,0.007,0.055,64382.6,30959.6,1,24,3.72,1.05,1.08,0.4110,21.83,21236.1,13.2601,6.0503,5461,5.9844,161,0.7425,4707.1
60000,2,422,25.17,0.27,6.21,0.17,10.88,0.00,1.07,0.002,0.084,82652.5,45093.3,1,64,3.89,1.04,1.09,1.0724,108.49,110661.0,10.0828,6.3771,5461,8.5285,202,3.1252,19562.6
70000,0,249,17.43,0.24,4.28,0.10,7.39,0.00,1.05,0.000,0.034,69056.5,32622.5,3,117,2.84,1.03,1.07,0.3578,21.53,180.4,56.1329,6.7536,5462,6.8138,10,0.2903,2235.3
70000,1,390,16.95,0.64,3.00,0.27,10.11,0.00,1.15,0.003,0.064,126535.8,65367.5,3,55,3.15,1.06,1.22,1.3957,54.87,20929.9,61.8202,10.2752,5461,12.1179,119,3.4820,24443.2
70000,2,526,18.60,1.05,3.12,0.32,10.68,0.00,1.25,0.004,0.090,196950.9,123485.5,3,105,3.22,1.18,1.30,6.7026,118.97,108923.8,70.8639,7.6528,5461,17.2693,193,19.5326,123056.1
