step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side
100000,32.00,16,0,11,0,5,0,1.00,0,0.344,2998,2.13,79.40,123.91,443,2,0,0,1.00,1.00,1.00,4,4,4,42.8,16.674,16,2.000,0.999,4
100000,32.00,16,0,11,0,5,0,1.00,0,0.344,2997,0.04,84.74,135.24,443,2,0,0,1.00,1.00,1.00,2,4,4,39.1,24.223,16,2.000,0.999,4
100000,32.00,16,0,5,0,11,0,1.00,0,0.156,2993,0.00,93.85,80.86,443,2,1,0,1.00,1.00,1.00,1,4,4,37.7,7.910,16,2.000,0.999,4
100000,32.00,16,0,9,0,7,0,1.00,0,0.281,2971,0.00,88.24,129.79,443,1,2,0,1.00,1.00,1.00,4,4,4,26.9,4.554,16,2.000,0.999,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2969,0.00,79.73,98.69,438,1,0,0,1.00,1.00,1.00,4,4,4,28.8,10.268,16,2.000,0.998,4
100000,32.00,16,0,10,0,6,0,1.00,0,0.312,2966,0.00,80.40,73.79,443,0,0,0,1.00,1.00,1.00,2,4,4,14.1,17.250,16,2.000,0.999,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2964,0.00,57.25,26.58,438,1,1,0,1.00,1.00,1.00,2,4,4,31.2,0.006,16,2.000,0.999,4
100000,32.00,16,0,11,0,5,0,1.00,0,0.344,2955,0.00,83.52,124.71,453,1,0,0,1.00,1.00,1.00,4,4,4,33.5,30.410,16,2.000,0.999,4
100000,32.00,16,0,9,0,7,0,1.00,0,0.281,2952,2.90,78.93,111.75,443,1,0,0,1.00,1.00,1.00,2,4,4,32.1,10.212,16,2.000,0.998,4
100000,32.00,16,0,5,0,11,0,1.00,0,0.156,2937,1.32,101.40,77.27,443,0,1,0,1.00,1.00,1.00,2,4,4,21.8,44.335,16,2.000,0.999,4
100000,32.00,16,0,9,0,7,0,1.00,0,0.281,2912,0.00,81.15,55.89,443,2,0,0,1.00,1.00,1.00,4,4,4,43.6,3.085,16,2.000,0.999,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2903,0.00,72.22,113.52,443,0,0,0,1.00,1.00,1.00,4,4,4,19.1,25.968,16,2.000,0.999,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2899,1.29,89.43,119.84,443,2,0,0,1.00,1.00,1.00,2,4,4,39.3,15.787,16,2.000,0.999,4
100000,32.00,16,0,10,0,6,0,1.00,0,0.312,2898,0.00,63.38,52.66,453,1,0,0,1.00,1.00,1.00,2,4,4,37.3,9.284,16,2.000,0.999,4
100000,32.00,16,0,10,0,6,0,1.00,0,0.312,2878,0.00,82.11,41.97,438,0,2,0,1.00,1.00,1.00,4,4,4,21.8,0.018,16,2.000,0.999,4
100000,32.00,16,0,10,0,6,0,1.00,0,0.312,2876,0.00,58.88,165.16,453,1,0,0,1.00,1.00,1.00,4,4,4,28.8,12.385,16,2.000,0.999,4
100000,32.00,16,0,0,0,16,0,1.00,0,0.000,2860,0.00,111.70,4.56,443,2,0,0,1.00,1.00,1.00,4,4,4,40.4,6.280,16,2.000,0.999,4
100000,32.00,16,0,10,0,6,0,1.00,0,0.312,2859,0.00,94.09,66.28,453,1,0,0,1.00,1.00,1.00,2,4,4,34.9,35.825,16,2.000,0.999,4
100000,32.00,16,0,10,0,6,0,1.00,0,0.312,2859,0.00,96.98,80.03,453,2,0,0,1.00,1.00,1.00,1,4,4,52.8,23.930,16,2.000,0.999,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2838,1.41,82.46,52.42,438,1,2,0,1.00,1.00,1.00,2,4,4,34.5,17.905,16,2.000,0.999,4
100000,30.00,16,0,9,0,6,0,1.00,0,0.300,2824,2.49,84.75,74.09,443,2,0,0,1.00,1.00,1.00,4,4,4,41.3,25.417,15,2.000,0.999,4
100000,30.00,16,0,8,0,7,0,1.00,0,0.267,2824,0.00,83.97,103.45,443,1,1,0,1.00,1.00,1.00,4,4,4,31.0,23.297,15,2.000,0.998,4
100000,32.00,16,0,9,0,7,0,1.00,0,0.281,2813,0.00,49.70,47.87,456,1,0,0,1.00,1.00,1.00,4,4,4,31.3,0.013,16,2.000,1.000,4
100000,32.00,16,0,10,0,6,0,1.00,0,0.312,2813,1.89,74.01,74.71,443,2,0,0,1.00,1.00,1.00,2,4,4,37.7,15.535,16,2.000,0.999,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2812,0.00,86.68,107.02,443,1,0,0,1.00,1.00,1.00,4,4,4,36.8,15.402,16,2.000,0.999,4
100000,32.00,16,0,11,0,5,0,1.00,0,0.344,2783,0.00,45.59,24.62,453,1,0,0,1.00,1.00,1.00,4,4,4,32.4,0.000,16,2.000,0.999,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2767,0.00,74.42,60.88,443,1,0,0,1.00,1.00,1.00,1,4,4,36.9,6.764,16,2.000,0.999,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2764,-0.00,91.92,37.65,438,2,0,0,1.00,1.00,1.00,2,4,4,45.5,2.389,16,2.000,0.999,4
100000,32.00,16,0,6,0,10,0,1.00,0,0.188,2761,0.00,72.83,70.82,438,2,2,0,1.00,1.00,1.00,2,4,4,46.1,12.671,16,2.000,0.999,4
100000,32.00,16,0,8,0,8,0,1.00,0,0.250,2708,0.00,76.73,55.94,438,0,0,0,1.00,1.00,1.00,4,4,4,1.4,0.000,16,2.000,0.999,4
100000,24.00,16,0,7,0,5,0,1.00,2,0.292,2698,0.00,66.77,65.46,443,1,2,0,1.00,1.00,1.00,4,4,3,28.7,1.999,12,2.000,0.999,4
