step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2
49000,1112,0.5540,6095.3,344,212,336,564,83,42,117,234,25518,103251
50000,1392,0.5144,6307.0,330,299,497,596,144,59,162,89,24555,104382
51000,962,0.5416,4866.9,401,212,301,449,89,38,88,91,25040,106557
52000,881,0.5369,4695.9,418,220,269,392,86,29,103,143,24968,107456
53000,722,0.5789,4057.0,502,218,226,278,80,27,109,72,24553,109262
54000,278,0.7698,1630.0,848,95,79,104,41,16,49,48,24748,112128
55000,73,0.8219,628.6,1597,29,22,22,9,5,13,16,25084,113573
56000,38,0.5789,343.8,1711,16,12,10,6,3,6,14,24664,113422
57000,391,0.4783,4197.1,470,79,128,184,35,2,65,9,23101,111595
58000,1085,0.5410,5274.9,373,279,421,385,112,40,100,39,21252,110362
59000,815,0.5448,4132.5,441,156,265,394,63,21,63,38,21404,111291
60000,882,0.5873,4195.1,453,182,278,422,75,24,64,119,21236,110661
61000,1162,0.5448,6429.8,418,192,367,603,96,36,79,77,21271,107958
62000,1281,0.5800,6568.6,479,205,407,669,106,49,114,101,21333,107454
63000,1378,0.5261,6852.8,428,293,406,679,138,42,116,106,21011,107193
64000,1311,0.5706,7126.7,451,242,375,694,117,47,131,212,21737,105857
65000,1290,0.5605,6762.8,486,248,374,668,115,63,125,165,22281,105753
66000,1341,0.5802,7225.8,415,255,401,685,120,52,115,189,23055,103999
67000,1471,0.5506,8218.0,378,291,511,669,125,61,122,133,22856,103276
68000,1495,0.5344,8639.3,385,267,511,717,125,68,139,223,22101,104241
69000,1333,0.5536,7009.3,394,313,430,590,123,55,122,128,21616,106825
70000,1165,0.5528,6401.1,447,249,390,526,117,55,105,180,20930,108924
71000,1143,0.5092,6653.2,457,255,380,508,111,39,108,82,20391,109672
72000,953,0.5593,5778.0,500,228,311,414,98,35,104,106,19865,111706
73000,662,0.6133,4199.8,649,204,214,244,75,31,81,72,20041,113598
74000,325,0.7200,2519.2,955,107,107,111,34,15,53,15,20418,116040
75000,89,0.8764,648.5,1809,25,41,23,7,3,12,11,21036,117979
76000,22,0.6818,125.7,2195,13,5,4,5,0,4,14,20609,117694
77000,366,0.4836,3912.9,463,66,134,166,27,5,41,2,19215,115749
78000,722,0.5097,11950.8,721,174,236,312,63,3,60,12,16376,110224
79000,1496,0.5862,7077.9,407,431,551,514,155,78,133,212,16366,112772
80000,763,0.5190,5272.6,451,178,216,369,56,16,55,114,17431,113573
81000,1158,0.5440,7078.0,404,226,359,573,93,44,113,66,16688,112050
82000,1041,0.4745,8044.7,505,183,283,575,73,23,83,80,17357,108699
83000,1346,0.5134,11075.6,537,244,392,710,95,43,103,92,17219,106573
84000,1369,0.4923,9763.7,423,276,330,763,116,44,109,355,18812,104576
85000,1263,0.5606,10339.7,543,224,430,609,109,72,130,179,19312,103834
86000,1289,0.5989,11739.3,638,253,364,672,109,42,136,184,20454,102435
87000,1423,0.5741,11170.5,589,252,450,721,94,61,138,349,21275,101962
88000,1304,0.6081,10236.6,617,265,402,637,121,52,146,268,22019,102496
89000,1077,0.5664,9139.5,647,217,314,546,102,45,125,330,22521,103391
90000,1276,0.5298,10665.1,582,237,404,635,102,50,154,301,21663,102806
91000,1063,0.6115,10433.9,751,284,323,456,112,38,120,312,20930,104614
92000,983,0.6419,11146.0,907,285,334,364,125,39,120,58,19572,106339
93000,669,0.6921,8019.5,1154,201,234,234,74,20,97,200,19259,110082
94000,312,0.8301,3412.7,1622,100,110,102,46,22,42,98,20409,114682
95000,83,0.9036,396.8,1779,38,26,19,14,6,12,118,21415,117418
96000,24,0.5417,169.0,1730,5,11,8,2,4,5,25,21001,117097
97000,360,0.4194,4592.3,490,70,136,154,32,4,34,8,19289,114930
98000,709,0.4260,13291.5,788,141,233,335,58,1,76,9,16044,109346
99000,1906,0.5105,13253.1,481,478,694,734,175,78,169,231,14872,107702
100000,1461,0.6208,19659.6,780,244,482,735,103,65,214,20,11821,104431
