step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,367,23.21,0.44,1.38,0.60,22.04,0.00,1.08,0.000,0.101,169569.1,33917.6,1,125,4.48,1.03,1.12,5.2139,260.15,6973.7,52.3698,9.2374,5462,9.8123,23,5.4007,36791.4
10000,1,489,25.82,0.80,1.55,0.81,23.18,0.00,1.14,0.002,0.149,207230.1,40631.2,1,87,4.56,1.05,1.21,5.6589,83.50,36532.5,67.3590,10.5292,5461,17.4505,59,9.6630,62636.7
10000,2,508,25.19,0.81,0.82,1.14,23.54,0.00,1.14,0.002,0.153,216395.9,41359.6,1,134,4.64,1.06,1.21,6.2485,133.59,72081.4,62.1757,9.0771,5461,24.8689,63,13.1086,85446.8
20000,0,270,26.74,0.16,9.91,0.49,13.16,0.01,1.05,0.004,0.073,58901.4,19275.1,2,111,4.34,1.05,1.05,0.5264,4.79,15700.8,24.1114,5.4895,5462,4.1684,132,0.8185,5110.6
20000,1,386,25.46,0.24,8.73,1.29,13.65,0.02,1.05,0.008,0.106,77723.3,30926.8,2,63,4.38,1.03,1.07,0.9411,42.88,54721.1,12.5132,6.5409,5461,7.4132,202,2.3599,13810.3
20000,2,369,25.77,0.23,8.38,0.64,14.64,0.00,1.05,0.000,0.101,77838.7,33605.9,2,96,4.49,1.04,1.06,1.2177,40.24,59032.0,9.1361,5.8606,5461,10.5646,200,3.2365,20344.9
30000,0,343,26.34,0.43,5.50,0.33,12.69,0.03,1.15,0.012,0.075,94924.0,41020.4,2,106,3.74,1.12,1.16,0.9779,20.63,16721.8,53.4436,7.7553,5462,6.5194,88,2.5638,17913.5
30000,1,442,26.24,0.40,5.59,0.28,12.30,0.04,1.12,0.016,0.092,130988.6,58472.7,2,75,3.71,1.10,1.15,1.6494,93.98,49411.0,77.3776,8.1342,5461,11.5943,110,7.8040,49803.5
30000,2,539,25.58,0.49,5.84,0.24,11.56,0.03,1.14,0.009,0.113,140093.0,58325.9,2,140,3.64,1.11,1.15,1.7627,80.06,61221.8,68.3381,8.1444,5461,16.5231,118,9.1168,58905.5
40000,0,269,34.12,0.23,12.03,0.17,9.96,0.01,1.07,0.004,0.067,77357.2,27597.2,2,87,4.10,1.04,1.07,0.6724,22.47,15116.8,23.4644,7.1302,5462,4.3217,83,1.0339,6695.6
40000,1,425,39.87,0.34,14.59,0.11,10.09,0.00,1.11,0.000,0.126,83553.5,34393.7,2,66,4.24,1.08,1.12,0.7586,111.09,55439.7,10.9154,7.2473,5461,7.6858,142,1.8928,11904.5
40000,2,449,37.30,0.67,12.96,0.22,10.19,0.00,1.20,0.000,0.122,77594.2,34042.5,2,122,4.14,1.15,1.23,0.7506,22.96,56487.6,10.1011,6.5018,5461,10.9532,118,2.0619,13301.8
50000,0,338,32.60,0.11,11.10,0.28,10.43,0.00,1.03,0.003,0.085,95655.1,27055.7,3,100,4.07,1.02,1.03,0.8708,9.55,16915.9,53.0628,8.0415,5462,6.7097,67,2.3616,16175.7
50000,1,531,26.95,0.35,8.27,0.36,10.15,0.01,1.10,0.008,0.116,130448.4,40106.7,3,84,3.86,1.07,1.12,1.4465,77.28,51755.0,74.3501,8.5371,5461,11.9326,100,6.9768,45902.1
50000,2,569,27.39,0.73,8.38,0.52,10.68,0.01,1.19,0.005,0.133,143359.8,40883.6,3,98,4.05,1.11,1.24,1.7267,62.73,59013.3,68.1934,8.7389,5461,17.0053,110,8.4477,57173.2
60000,0,299,39.11,0.12,14.14,0.24,10.35,0.00,1.03,0.003,0.083,65700.0,26704.8,5,95,4.67,1.01,1.03,0.4380,7.07,21874.5,24.2732,5.8679,5462,3.9139,144,1.3784,8159.1
60000,1,359,37.93,0.13,13.18,0.13,10.87,0.00,1.04,0.000,0.103,73837.3,32680.5,5,55,4.56,1.03,1.04,0.6204,13.28,54569.9,12.1815,6.2314,5461,6.9606,217,2.0999,12844.1
60000,2,495,32.94,0.11,10.94,0.61,10.84,0.00,1.03,0.000,0.126,70042.1,29704.9,5,138,4.41,1.02,1.04,0.5853,28.60,53783.6,10.7218,5.6234,5461,9.9196,193,2.4593,14836.1
70000,0,389,29.91,0.41,9.38,0.18,8.55,0.03,1.13,0.008,0.082,106686.8,53298.0,4,145,3.80,1.15,1.12,0.9838,51.89,19217.5,51.7386,8.4674,5462,7.5005,80,3.2205,22580.9
70000,1,590,27.75,0.40,8.37,0.20,9.17,0.03,1.09,0.007,0.124,148784.5,75955.1,4,94,3.71,1.06,1.12,1.9722,87.14,46723.5,74.0338,9.4631,5461,13.3391,113,8.2321,55811.8
70000,2,663,26.47,0.39,7.07,0.33,9.58,0.01,1.13,0.005,0.131,161367.5,81675.2,4,164,3.54,1.11,1.15,2.1950,107.82,61931.9,64.3160,9.6885,5461,19.0096,110,9.3371,66478.8
80000,0,315,23.06,0.32,5.57,1.68,7.94,0.00,1.11,0.000,0.056,73779.6,36341.8,4,96,3.41,1.04,1.16,0.5226,51.54,19259.3,24.2510,6.6096,5462,4.3060,109,1.3002,8591.2
80000,1,453,25.06,0.56,6.45,0.91,7.98,0.00,1.17,0.000,0.081,77974.0,43428.8,4,85,3.47,1.09,1.20,0.6453,52.38,54804.7,11.8189,6.5517,5461,7.6580,173,2.1223,13436.5
80000,2,540,20.75,0.41,5.23,1.08,7.09,0.00,1.11,0.000,0.087,80620.9,47717.3,4,121,3.15,1.06,1.17,0.8027,102.53,56216.0,9.2166,6.5672,5461,10.9135,140,2.4214,15646.5
90000,0,380,23.86,0.45,6.57,0.18,9.14,0.00,1.13,0.000,0.072,100529.1,51916.5,4,125,3.35,1.06,1.18,0.9539,26.94,19097.0,54.3427,8.1985,5462,7.1642,83,2.7740,19323.4
90000,1,537,21.37,0.36,5.21,0.10,9.47,0.00,1.10,0.002,0.093,146486.3,76867.4,4,83,3.25,1.03,1.14,1.8818,71.58,46343.5,69.9310,9.6024,5461,12.7411,111,7.6730,51776.2
90000,2,566,22.62,0.17,6.44,0.14,8.87,0.00,1.06,0.000,0.101,152304.8,77270.4,4,122,3.31,1.05,1.07,2.3028,75.63,62616.8,69.0291,9.0239,5461,18.1575,106,9.5258,63803.8
100000,0,336,21.41,0.33,5.76,0.07,8.18,0.00,1.09,0.000,0.055,83629.1,47116.3,5,120,3.17,1.05,1.10,0.6206,27.28,13792.8,22.0429,7.6165,5462,4.7850,60,1.0818,7997.7
100000,1,475,20.87,0.42,5.36,0.01,7.79,0.00,1.12,0.000,0.073,88847.8,55237.1,5,70,3.07,1.06,1.16,0.8255,97.79,55967.7,11.1431,7.5057,5461,8.5097,122,2.1431,14504.1
100000,2,538,19.58,0.26,4.53,0.04,8.38,0.00,1.08,0.000,0.082,87932.8,55917.9,5,138,2.92,1.05,1.08,0.8056,100.99,59708.9,8.7500,7.3004,5461,12.1273,135,2.2592,15534.9
