step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2
1000,2526,0.9956,235.8,951,863,881,782,23,24,29,42288,42008,42880
2000,2414,0.9959,0.7,1951,835,840,739,20,22,29,42018,41404,42131
3000,2313,0.9931,123.7,2930,799,814,700,20,21,26,41089,40314,40604
4000,178,0.5562,2339.2,423,76,56,46,14,6,12,42253,41033,41038
5000,464,0.5302,11765.3,601,144,151,169,35,35,38,42888,40798,40009
6000,973,0.4882,34159.9,839,311,331,331,90,93,132,35239,33508,32242
7000,1270,0.5606,43197.1,1152,437,402,431,134,114,166,32811,30402,28160
8000,1205,0.5975,30290.5,1066,392,409,404,104,106,149,38658,33810,32002
9000,1217,0.5760,24031.5,807,423,382,412,108,112,131,41496,36327,33139
10000,1202,0.5998,15528.8,810,448,369,385,81,105,123,42875,40109,36450
11000,994,0.6630,8273.0,726,329,309,356,80,74,107,44966,43161,38909
12000,760,0.6947,5685.3,805,301,237,222,71,58,71,45342,45287,39791
13000,856,0.6121,7071.4,696,366,234,256,81,76,105,44354,45982,39879
14000,573,0.6440,4132.5,698,320,127,126,38,66,93,42027,48404,43466
15000,414,0.5483,3008.6,722,271,84,59,30,66,53,37267,50768,47427
16000,425,0.5435,3517.5,601,236,106,83,9,94,82,31291,52489,50873
17000,913,0.4754,8722.8,564,396,291,226,49,157,174,26170,51621,51109
18000,1374,0.5437,7659.9,381,469,452,453,122,115,163,25207,51635,51261
19000,1469,0.5609,7989.8,427,492,487,490,108,125,134,26052,51610,49698
20000,1395,0.5104,7464.9,441,428,483,484,91,105,140,26015,51464,50551
21000,1476,0.5379,7317.5,371,490,469,517,109,106,140,24377,51693,51606
22000,1748,0.6241,6227.1,403,603,577,568,126,124,168,24713,51330,52100
23000,1823,0.6670,5692.7,559,582,654,587,140,143,171,24890,51111,52510
24000,2052,0.6827,6444.1,596,595,727,730,143,154,187,26033,50366,51689
25000,2248,0.6059,7604.5,543,646,819,783,162,145,177,26378,49324,50678
26000,1855,0.6889,6264.8,591,543,652,660,147,104,155,28862,48960,50427
27000,2130,0.5681,8897.6,437,699,732,699,164,110,182,29344,46703,49471
28000,2012,0.6252,7580.6,399,627,645,740,111,124,181,29897,46877,49889
29000,1790,0.5950,6198.8,406,522,608,660,117,127,156,29808,47356,51193
30000,1668,0.5222,7408.4,337,549,556,563,118,133,136,29577,47203,50435
31000,1595,0.5229,6874.4,315,535,556,504,110,132,160,29336,47870,51563
32000,1330,0.4684,6938.1,346,451,456,423,84,117,138,28688,49120,51502
33000,1139,0.4829,6641.8,395,485,341,313,99,125,154,27283,49652,53673
34000,715,0.5608,4517.2,492,324,222,169,59,126,124,25342,51714,56701
35000,368,0.5489,2815.3,547,217,92,59,11,75,54,21316,54097,60909
36000,385,0.5091,4301.0,696,178,123,84,9,102,80,16054,54965,63583
37000,671,0.4665,9800.2,829,243,213,215,36,132,155,12350,53275,62923
38000,889,0.5141,4895.7,410,320,295,274,72,100,121,13796,53982,64251
39000,727,0.5062,4834.1,401,249,217,261,62,55,92,13898,54173,63838
40000,1338,0.4544,7560.2,338,402,442,494,108,80,116,13449,52762,62575
41000,1150,0.5304,5641.8,385,334,417,399,100,69,97,13958,51967,63933
42000,1367,0.4777,5985.8,306,399,477,491,111,88,118,14469,51437,63170
43000,1140,0.5377,5136.1,328,347,404,389,80,95,78,15455,51612,62053
44000,1526,0.4895,7029.0,299,452,514,560,114,107,131,15441,51016,60161
