step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2
45000,1495,0.4528,5804.3,228,376,518,601,95,88,123,17544,52094,57557
46000,1905,0.4325,7690.8,222,516,715,674,121,98,132,19299,50691,56007
47000,1557,0.4785,6649.9,287,445,527,585,97,98,126,21087,50350,55521
48000,1726,0.4479,8112.1,295,506,615,605,107,116,176,21844,49917,54661
49000,1425,0.5726,6702.8,449,420,533,472,104,107,145,22747,49677,55767
50000,1249,0.5685,6397.3,543,399,420,430,112,104,141,22937,49661,57015
51000,1226,0.5383,6870.9,521,430,398,398,117,101,151,20965,50205,58703
52000,1317,0.5072,7755.4,488,430,470,417,102,138,172,20847,49170,59202
53000,915,0.5694,6338.4,694,356,284,275,114,105,138,20500,49570,61579
54000,616,0.6867,5239.0,1064,265,196,155,51,93,108,19127,50809,63774
55000,300,0.6267,3135.4,1298,172,84,44,30,57,38,16611,52545,67037
56000,239,0.5105,2642.3,1006,120,75,44,12,51,42,14592,52915,68538
57000,517,0.3404,7690.4,710,152,193,172,39,73,97,13346,50856,66715
58000,964,0.3797,17234.9,911,286,341,337,93,101,127,12723,47120,61499
59000,1836,0.5528,16958.9,753,621,585,630,176,101,175,15292,45942,58645
60000,1427,0.5389,9268.4,393,461,489,477,97,124,134,16823,49373,60457
61000,1543,0.5936,7636.8,353,492,535,516,103,120,112,17750,50529,59620
62000,1597,0.4903,8319.6,328,486,517,594,101,106,112,17777,51058,57565
63000,1645,0.5678,8683.4,366,465,560,620,116,131,141,17957,50561,57826
64000,1656,0.5260,9964.6,427,472,600,584,113,124,150,18553,49421,56669
65000,1541,0.5853,8870.3,426,447,508,586,97,122,132,18675,50219,57281
66000,1639,0.5259,9689.2,397,483,520,636,124,106,153,20245,49966,55111
67000,1650,0.5394,9550.0,396,495,588,567,121,107,162,20438,49060,55804
68000,1559,0.4901,9060.4,416,494,501,564,121,104,134,21378,48828,55786
69000,1462,0.5267,8736.6,442,471,488,503,104,124,127,22077,49644,54695
70000,1450,0.5683,8460.6,425,419,496,535,112,92,160,23178,49020,55143
71000,1133,0.5772,7928.5,534,353,378,402,105,86,110,24552,49095,55363
72000,1118,0.5564,7243.5,453,421,315,382,119,83,154,24560,49374,55947
73000,727,0.5695,6011.9,573,247,245,235,43,88,111,24780,51022,56264
74000,536,0.6604,4821.1,754,230,180,126,43,93,85,23580,52470,57926
75000,242,0.6488,2829.1,1215,137,68,37,12,47,30,21292,54057,61223
76000,276,0.4964,3190.5,840,142,87,47,13,60,43,18493,54321,62741
77000,740,0.5162,6260.1,474,253,251,236,46,107,115,16584,53284,62082
78000,856,0.5035,5365.0,355,259,273,324,68,70,129,16210,53282,62388
79000,1062,0.4831,6691.2,329,319,364,379,89,89,114,16530,52631,60492
80000,1433,0.4780,9304.4,330,444,495,494,122,109,126,16608,51633,58283
81000,1257,0.5784,7292.8,464,381,469,407,102,104,137,17184,51324,60005
82000,1374,0.5553,8985.0,541,386,523,465,89,119,107,16862,51530,58329
83000,1445,0.6457,6570.4,518,422,503,520,97,110,140,18866,52091,57990
84000,1591,0.6486,6073.8,613,452,605,534,100,123,122,20290,51152,56977
85000,1628,0.6265,6409.9,546,433,614,581,103,115,115,22944,49913,55278
86000,1657,0.6397,6678.1,507,469,534,654,111,107,121,25443,50220,52294
87000,1675,0.6794,6017.3,537,486,631,558,128,107,159,26775,48752,53323
88000,1559,0.6799,5393.7,576,447,599,513,108,120,113,28621,47260,53594
89000,1453,0.6807,5195.9,667,471,541,441,83,133,104,28255,48335,53975
90000,1272,0.6895,4859.9,627,427,457,388,96,98,113,28777,48203,53943
91000,1081,0.7595,3972.5,794,366,382,333,81,103,126,28024,48974,55418
92000,885,0.7028,4366.6,843,305,299,281,66,100,108,26698,49904,56416
93000,867,0.6332,5346.0,715,344,279,244,65,102,99,24767,50854,56869
94000,500,0.7660,2665.8,880,209,144,147,37,53,90,23796,52890,58956
95000,246,0.7114,1627.6,1128,144,74,28,33,46,25,22393,53960,60964
96000,295,0.4949,2942.8,763,162,81,52,26,62,52,19744,53983,62179
97000,689,0.4848,8128.8,652,271,219,199,56,119,143,16196,52614,61356
98000,1162,0.6592,5046.2,537,385,386,391,106,101,163,16783,53074,62059
99000,1334,0.5532,6558.2,516,410,431,493,144,94,141,17117,51954,60862
100000,1055,0.6474,4553.5,628,326,357,372,89,81,123,18292,52244,60952
