step,lineage,size,mass,hard,muscle,sensor,digestive,bite,shell,open,bodies,age,plant,meat,p0,p1,pnone,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,density,digest,side
5000,1,20,35.1,0.2,8.4,0.0,29.1,0.0,1.00,1.4,18,893,66.30,2.72,5,9,6,0.0,1.00,1.00,1.00,7.05,8.25,7.90,29.2,0.922,0.415,8.35
6000,1,10,30.1,0.0,4.7,0.0,27.9,0.0,1.00,2.2,9,1174,98.94,2.00,6,4,0,0.0,1.00,1.00,1.00,6.10,8.20,7.10,23.5,0.921,0.417,8.20
7000,1,9,30.0,0.0,7.1,0.0,25.2,0.0,1.00,3.8,8,1232,85.74,2.28,8,1,0,0.0,1.00,1.00,1.00,7.11,8.11,6.22,19.0,0.923,0.421,8.11
8000,122,1201,41.1,0.4,1.6,7.3,34.3,0.0,1.04,0.6,641,1068,89.07,17.80,391,409,401,0.1,1.00,1.11,1.03,5.91,6.88,6.82,32.2,1.014,0.372,7.00
9000,122,1215,39.4,0.7,3.4,6.1,30.3,0.0,1.09,1.3,807,806,62.77,18.77,422,382,411,0.1,1.01,1.20,1.08,5.73,6.67,6.66,31.8,1.027,0.385,6.97
10000,122,1195,35.9,1.0,6.6,3.9,23.1,0.0,1.17,2.8,908,811,52.44,18.09,443,367,385,0.2,1.07,1.28,1.16,5.30,6.25,6.43,31.4,1.054,0.409,7.00
11000,122,992,35.0,0.9,9.2,2.7,19.2,0.0,1.15,3.7,790,725,35.26,14.25,328,309,355,0.3,1.07,1.27,1.15,5.14,6.00,6.16,32.8,1.080,0.423,6.94
12000,122,755,31.6,0.8,8.7,1.8,17.2,0.0,1.16,4.4,580,805,31.64,12.33,298,236,221,0.2,1.08,1.25,1.16,4.84,5.72,6.06,30.9,1.073,0.435,6.92
13000,122,834,26.7,0.4,8.5,1.0,14.0,0.0,1.08,6.0,608,692,29.20,9.74,354,232,248,0.1,1.05,1.12,1.08,4.53,5.26,5.88,30.1,1.048,0.442,6.99
14000,122,567,21.3,0.2,7.3,0.1,11.5,0.0,1.06,7.8,409,694,27.32,8.32,315,126,126,0.0,1.04,1.10,1.05,4.08,4.73,5.75,26.9,0.997,0.443,7.08
15000,122,302,11.6,0.2,0.5,0.1,13.1,0.0,1.04,9.9,181,727,31.92,1.22,188,60,54,0.0,1.01,1.06,1.04,3.54,4.26,6.13,25.1,0.817,0.422,7.57
16000,122,318,12.2,0.1,1.0,0.2,13.6,0.0,1.03,8.9,180,541,25.77,1.06,162,86,70,0.0,1.01,1.05,1.03,3.80,4.29,6.51,27.2,0.805,0.423,7.55
17000,122,566,10.3,0.1,1.2,0.0,11.3,0.0,1.02,11.9,358,702,34.46,1.38,209,187,170,0.0,1.01,1.05,1.02,3.29,3.66,5.81,30.9,0.799,0.430,7.62
18000,122,530,8.6,0.1,0.6,0.1,9.9,0.0,1.04,14.0,395,445,22.89,0.86,152,190,188,0.0,1.03,1.07,1.04,3.00,3.37,5.22,32.8,0.785,0.425,7.67
19000,124,717,38.6,0.7,15.7,0.6,8.9,0.0,1.15,3.2,565,453,10.11,18.12,218,244,255,0.1,1.08,1.20,1.17,5.00,5.84,5.85,32.9,1.455,0.455,6.56
19000,122,689,8.9,0.2,0.7,0.1,10.4,0.0,1.04,13.8,510,412,19.72,1.02,239,232,218,0.0,1.02,1.07,1.04,3.08,3.30,5.26,31.7,0.781,0.418,7.63
20000,122,892,9.5,0.2,0.6,0.1,11.3,0.0,1.07,12.3,546,383,17.23,0.92,276,319,297,0.0,1.06,1.09,1.06,3.22,3.38,5.70,32.0,0.764,0.411,7.54
