step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake
10000,0,272,42.84,1.06,10.29,4.71,24.91,0.01,1.18,0.007,0.129,176797.1,44616.1,1,73,6.03,1.07,1.24,5.5148,141.87,44147.6,56.1308,10.1209,5462,15.9440,235,5.2043,38277.2
10000,1,259,43.96,1.10,8.74,4.90,28.00,0.02,1.22,0.008,0.126,177316.0,44408.3,1,50,6.07,1.09,1.34,5.2757,69.75,40481.4,67.3217,10.1183,5461,15.9411,236,5.1851,38887.9
10000,2,278,47.49,2.14,10.68,4.34,26.70,0.05,1.38,0.018,0.139,176048.9,44995.8,1,77,6.16,1.19,1.58,5.4181,49.82,41837.7,71.2376,9.7824,5461,15.9411,228,5.4649,40649.7
20000,0,114,43.75,1.30,14.25,1.52,17.96,0.15,1.23,0.053,0.045,79354.6,20923.3,2,38,5.64,1.17,1.28,0.6299,5.25,31719.7,24.9887,7.2511,5462,6.4240,421,1.4204,8758.3
20000,1,139,30.09,0.81,7.10,1.32,16.22,0.06,1.09,0.022,0.041,58898.4,15076.0,2,19,4.69,1.05,1.12,0.4968,14.32,47261.8,14.4554,5.4631,5461,6.4228,324,1.0074,5585.8
20000,2,141,34.87,0.99,10.13,1.29,15.67,0.09,1.18,0.028,0.045,53262.5,14755.1,2,49,4.77,1.12,1.27,0.4015,3.06,51975.2,13.1620,4.9702,5461,6.4228,311,0.8658,4967.9
30000,0,336,34.07,1.28,6.70,0.97,16.86,0.13,1.23,0.048,0.100,104691.5,37643.7,3,72,4.51,1.14,1.33,1.0331,74.14,36040.0,56.7758,8.8107,5462,10.4014,171,2.6235,17141.0
30000,1,364,33.53,1.18,6.92,1.38,17.07,0.24,1.18,0.077,0.110,110050.0,39905.6,3,82,4.57,1.14,1.21,1.1704,38.72,44918.5,76.8858,8.5662,5461,10.3995,208,3.8630,25620.2
30000,2,329,39.98,1.87,7.54,1.65,20.33,0.26,1.32,0.094,0.118,113950.3,38809.6,3,91,5.22,1.26,1.36,1.3127,74.30,44967.8,74.3970,8.4911,5461,10.3995,209,4.5669,30333.1
40000,0,306,31.68,1.05,7.25,0.16,10.83,0.14,1.16,0.052,0.067,99713.0,57950.0,3,75,3.78,1.22,1.14,0.8921,24.16,23669.5,21.6580,9.0448,5462,8.2746,121,1.4314,9853.2
40000,1,404,31.56,0.58,7.28,0.04,11.68,0.07,1.12,0.025,0.090,81255.1,46786.2,3,89,4.11,1.12,1.10,0.7470,48.12,49155.4,11.0631,7.4127,5461,8.2731,190,1.1147,7899.7
40000,2,386,35.18,0.73,8.49,0.08,12.27,0.09,1.13,0.036,0.097,73196.6,41452.7,3,102,4.17,1.12,1.15,0.7408,52.52,54894.8,11.2738,6.5901,5461,8.2731,201,1.2094,8186.7
50000,0,751,23.61,0.31,4.44,0.03,9.68,0.01,1.11,0.005,0.124,184262.1,147175.5,2,159,3.21,1.11,1.12,3.9421,249.41,28289.5,42.4298,14.6259,5462,17.3725,44,5.2423,40103.6
50000,1,704,30.06,0.67,6.24,0.04,10.18,0.06,1.21,0.018,0.140,197059.8,164954.3,2,148,3.49,1.19,1.19,5.1430,160.88,43474.3,60.3657,13.5179,5461,17.3693,55,8.5850,64826.3
50000,2,708,27.24,0.38,5.54,0.07,9.66,0.03,1.12,0.008,0.125,199349.5,161903.0,2,200,3.30,1.09,1.13,5.2617,282.67,47400.7,62.2022,13.2265,5461,17.3693,68,9.4786,70026.2
60000,0,681,16.84,0.06,3.64,0.02,6.42,0.00,1.03,0.000,0.079,141047.7,118949.7,2,165,2.63,1.02,1.04,2.3516,138.69,7676.3,15.4988,12.6635,5462,10.9333,72,1.9343,14941.0
60000,1,829,17.85,0.12,3.79,0.01,6.53,0.00,1.06,0.002,0.099,109282.1,104680.0,2,191,2.60,1.06,1.07,2.3513,218.23,53313.2,8.6379,9.1444,5461,10.9313,120,2.5936,18574.6
60000,2,730,17.78,0.04,3.85,0.02,6.65,0.00,1.01,0.000,0.088,99809.0,97490.6,2,217,2.59,1.01,1.02,2.0078,162.57,62599.1,7.0074,8.3269,5461,10.9313,131,2.3594,17314.3
70000,0,819,20.26,0.20,3.96,0.01,7.56,0.02,1.10,0.012,0.110,212924.8,157753.0,2,193,2.86,1.12,1.09,4.1224,173.64,16080.0,36.4123,18.6777,5462,21.0301,63,3.4293,29628.3
70000,1,951,19.58,0.12,3.95,0.00,7.73,0.01,1.05,0.005,0.128,231843.6,171797.2,2,226,2.87,1.06,1.05,5.2648,88.26,43458.0,57.5145,16.6196,5461,21.0262,57,8.7124,70473.3
70000,2,970,20.16,0.19,3.97,0.01,7.67,0.01,1.10,0.004,0.133,222146.8,158090.9,2,323,2.90,1.10,1.11,5.1245,131.24,59818.0,59.1816,14.8611,5461,21.0262,73,9.7802,78578.2
80000,0,800,19.70,0.15,4.19,0.01,7.26,0.02,1.07,0.010,0.106,131252.3,70142.5,4,228,2.84,1.07,1.06,2.1475,190.94,4553.4,15.8024,12.0451,5462,11.0506,33,1.3105,10898.1
80000,1,986,20.74,0.15,4.53,0.00,7.58,0.01,1.06,0.006,0.139,115902.7,66601.0,5,225,2.81,1.07,1.06,2.0482,112.98,46459.9,6.8832,10.1280,5461,11.0486,74,1.9171,15202.8
80000,2,939,20.88,0.20,4.14,0.01,8.04,0.00,1.09,0.002,0.132,105715.8,61226.2,4,292,2.86,1.09,1.09,1.8434,142.35,68005.3,6.1522,8.9799,5461,11.0486,77,2.0849,16561.6
90000,0,487,33.21,0.16,8.22,0.01,9.76,0.00,1.07,0.000,0.101,172485.7,111807.2,4,144,3.32,1.07,1.07,2.1601,19.01,20259.7,42.4373,15.4972,5462,18.2314,83,2.4147,20473.8
90000,1,515,31.92,0.12,7.72,0.02,10.11,0.00,1.05,0.002,0.106,191831.5,129184.6,4,144,3.36,1.05,1.04,3.3655,60.71,44281.1,64.7589,14.1636,5461,18.2280,133,7.0100,54169.3
90000,2,558,34.66,0.30,8.54,0.05,10.36,0.01,1.10,0.005,0.123,193565.1,126179.9,4,206,3.49,1.10,1.10,3.4507,43.75,61887.3,64.4205,13.0712,5461,18.2280,151,8.6779,67238.8
100000,0,428,29.39,0.19,6.74,0.00,9.81,0.01,1.06,0.007,0.082,110875.0,51351.3,8,132,3.22,1.06,1.07,0.7376,46.68,4463.3,19.1294,10.4629,5462,9.1247,27,0.8170,6453.9
100000,1,541,33.71,0.26,8.62,0.00,9.50,0.01,1.10,0.006,0.114,88364.2,43095.2,8,149,3.45,1.11,1.09,0.6833,93.62,50814.0,10.6133,8.1402,5461,9.1230,121,1.0865,7799.9
100000,2,542,31.79,0.26,7.78,0.00,9.83,0.01,1.10,0.006,0.111,80646.5,41188.1,8,189,3.34,1.10,1.09,0.6950,75.47,71859.6,10.2113,7.2413,5461,9.1230,132,1.2441,9073.0
