name,kinds_held,kinds_at,lean,placed,placed_at,top_kind,travel,banded,off_band,by_wood,by_kills,top_kills,world_band,forms,ways,pop,pop_min,ms_step,err,blocked,tooth,wood_stand,browse_stand,grass_stand,wood_share,browse_share,kills,tear,blocks_kept,gain_per_break,warm_land,btemp_land,open_land,land_temp,temp_day_land,land_drift,death_hunger,death_broken,death_wear,death_thirst,death_suffocation,death_cold,death_wound,pop_land,pop_surface,pop_bottom,pop_cold,pop_mild,pop_hot,flesh_bite,frail,wood_yield,day_temp
life9_d00,3,7.666666666666667,7,1,3.6666666666666665,0.21949021627188464,7.75,2,0,2,1,0.6684176446959463,hot,228,"plant/no tooth/roams/shore [hot 75%, wood 8%, kills 14%, 619 bodies]; plant/tooth/roams/land [hot 96%, wood 32%, kills 22%, 1705 bodies]; plant/tooth/stays/shore [hot 91%, wood 22%, kills 6%, 581 bodies]",8534.807692307691,5885.0,29.71423076923077,3.06e-14,0.5270384615384616,0.20042307692307693,0.6079600173837462,0.025993046501521077,0.15489926119078662,0.029901589459352965,0.029901589459352965,0.11684040092254248,0.0,0.871623076923077,0.29423076923076924,0.06894615384615385,25.03192307692308,0.5890807692307692,21.54153846153846,21.439615384615383,0.06646962233169129,0.2682531811908684,0.04689771525329019,3.2237909632533884e-05,0.5900803952060694,0.07360759095312147,0.0211288794870181,0.0,3662.730769230769,1745.2692307692307,3126.8076923076924,254.80769230769232,1345.1538461538462,6934.846153846154,0.0,0.0,3e-05,0.0
life9_d01,4,8,7,2,4.333333333333333,0.12430786267995571,6.25,1,0,2,0,0.3209314612771221,hot,221,"mixed/no tooth/roams/shore [hot 65%, wood 1%, kills 24%, 686 bodies]; mixed/no tooth/stays/shore [hot 75%, wood 3%, kills 19%, 719 bodies]; mixed/tooth/roams/land [hot 94%, wood 33%, kills 32%, 631 bodies]; plant/tooth/roams/land [hot 76%, wood 23%, kills 24%, 898 bodies]",8161.0,6245.0,27.465,2.27e-14,0.5292307692307693,0.2416923076923077,0.6080278139939157,0.022465397653194264,0.15011907866145155,0.030699784543962414,0.030699784543962414,0.13683658308406343,0.5197928509900862,0.9024653846153846,0.42349615384615386,0.06780384615384616,25.15076923076923,0.5518307692307692,21.54153846153846,21.439615384615383,0.06301431954414267,0.29272744027726383,0.029308093148893953,5.6875368070024376e-05,0.5776075196436002,0.079629115004874,0.020670956557297972,0.0,3632.153846153846,1677.8846153846155,2850.9615384615386,250.3846153846154,1336.5,6574.115384615385,0.05,0.0,3e-05,0.0
life9_d02,3,6.666666666666667,6,2,4,0.20038501925096255,6.0,0,0,0,0,0.42594777793443533,hot,185,"mixed/tooth/stays/shore [hot 84%, wood 8%, kills 27%, 1145 bodies]; plant/no tooth/roams/surface [hot 59%, wood 0%, kills 19%, 504 bodies]; plant/no tooth/stays/bottom [hot 56%, wood 0%, kills 7%, 349 bodies]",8386.192307692309,5611.0,27.67930769230769,3.33e-14,0.4971153846153846,0.24392307692307694,0.6080312907431551,0.019254550195567145,0.15553272490221642,0.029671865602998376,0.029671865602998376,0.21148830077229142,0.7525602712119147,0.9074692307692308,0.5926653846153846,0.06253076923076924,25.16,0.5420192307692308,21.54153846153846,21.439615384615383,0.06651217436352871,0.3554959338754833,0.03064858018930809,2.2663644847353686e-05,0.5208132249033463,0.07140114651379816,0.021618450873216906,0.0,3513.346153846154,1718.6538461538462,3154.1923076923076,247.96153846153845,1443.7307692307693,6694.5,0.15,0.0,3e-05,0.0
life9_d03,3,6.666666666666667,6,2,4.666666666666667,0.1898183678690202,4.75,0,0,0,1,0.5115313521818151,hot,389,"mixed/no tooth/stays/shore [hot 76%, wood 2%, kills 22%, 1114 bodies]; mixed/tooth/roams/land [hot 89%, wood 16%, kills 51%, 1484 bodies]; plant/no tooth/stays/bottom [mild 52%, wood 0%, kills 7%, 1116 bodies]",10477.692307692309,7427.0,38.581192307692305,3.13e-14,0.5311923076923077,0.2426923076923077,0.6083282051282051,0.02393056931768796,0.19649369839200345,0.024917599536239978,0.024917599536239978,0.26423125787349044,0.8661464498808571,0.9291115384615385,0.9505307692307692,0.06428076923076924,25.228076923076923,0.5860076923076923,21.54153846153846,21.439615384615383,0.06403511528557511,0.4383835008062468,0.02394851602932048,0.00013392202721754064,0.47630635809905525,0.04040222455345751,0.020825478484702425,0.0,4356.923076923077,1456.576923076923,4664.192307692308,284.11538461538464,1899.576923076923,8294.0,0.4,0.0,3e-05,0.0
life9_d04,3,7.666666666666667,6,3,5.333333333333333,0.14711033274956217,5.75,0,0,3,0,0.2720970437949721,hot,223,"mixed/tooth/roams/land [hot 87%, wood 28%, kills 25%, 1093 bodies]; plant/tooth/roams/land [hot 89%, wood 27%, kills 21%, 715 bodies]; plant/tooth/stays/land [hot 89%, wood 22%, kills 10%, 1260 bodies]",8661.923076923076,6518.0,27.599692307692308,3.88e-14,0.5446538461538462,0.2429230769230769,0.6080747501086484,0.02604637983485441,0.169400086918731,0.02995508447187014,0.02995508447187014,0.08495955370019674,0.0,0.9205923076923077,0.3061153846153846,0.05704230769230769,25.321153846153845,0.5746615384615384,21.54153846153846,21.439615384615383,0.06253713153734497,0.20423145837581863,0.0006966292484654698,0.0,0.5432805244256117,0.07740056882307797,0.013360492793195294,0.16103032633383096,3922.0,1584.3461538461538,3155.576923076923,279.11538461538464,1459.8461538461538,6922.961538461538,0.0,0.5,3e-05,0.0
life9_d05,2,7,7,2,5.666666666666667,0.18592685301070783,3.0,0,0,1,0,0.21249732413518482,hot,245,"plant/no tooth/stays/bottom [mild 65%, wood 0%, kills 2%, 580 bodies]; plant/tooth/roams/land [hot 90%, wood 26%, kills 13%, 1337 bodies]",7933.2307692307695,5040.0,26.978269230769232,3.98e-14,0.5245,0.20996153846153845,0.607683963494133,0.026570013037809648,0.1598974358974359,0.03047638304612929,0.03047638304612929,0.05070213930246882,0.0,0.9700461538461539,0.2787769230769231,0.04857307692307693,25.28076923076923,0.5321653846153847,21.54153846153846,21.439615384615383,0.06166844945494754,0.18033505275085096,0.0004106376605298298,0.0,0.5096603275754681,0.08065046231211986,0.009633130491608358,0.21931038920942292,3408.346153846154,1478.1923076923076,3046.6923076923076,246.69230769230768,1378.8461538461538,6307.692307692308,0.0,0.75,3e-05,0.0
life9_d06,5,8.333333333333334,8,4,5.666666666666667,0.13694177501413227,6.0,0,0,1,0,0.3452982410590117,hot,235,"mixed/no tooth/stays/bottom [hot 55%, wood 0%, kills 20%, 969 bodies]; mixed/tooth/roams/land [hot 83%, wood 22%, kills 29%, 909 bodies]; plant/no tooth/roams/surface [hot 59%, wood 0%, kills 7%, 750 bodies]; plant/no tooth/stays/shore [hot 76%, wood 4%, kills 7%, 562 bodies]; plant/tooth/stays/land [hot 82%, wood 12%, kills 12%, 760 bodies]",8510.076923076924,6216.0,30.67173076923077,3.12e-14,0.5091923076923077,0.21553846153846154,0.6082659713168188,0.025727666232073013,0.18064041720990873,0.030914016825180114,0.030914016825180114,0.1179727434027431,0.5608316961445612,0.9651384615384615,0.5838384615384615,0.057734615384615384,25.011923076923075,0.5348538461538461,21.54153846153846,21.439615384615383,0.06250877958257244,0.17594093542971642,0.0009545643265880824,0.0,0.4833720237557991,0.06784266296008809,0.011505316172355904,0.26038449735545244,3525.769230769231,1486.1153846153845,3498.1923076923076,265.65384615384613,1591.3846153846155,6653.038461538462,0.05,0.75,3e-05,0.0
life9_d07,3,7,7,2,4.666666666666667,0.18065454545454546,7.0,1,0,0,3,0.6373000807831407,hot,348,"mixed/no tooth/roams/shore [hot 73%, wood 10%, kills 27%, 694 bodies]; mixed/tooth/roams/land [hot 91%, wood 19%, kills 39%, 1242 bodies]; plant/no tooth/roams/surface [hot 59%, wood 0%, kills 10%, 725 bodies]",8822.038461538461,6368.0,34.84461538461539,3.73e-14,0.5009615384615385,0.24153846153846154,0.6085757496740548,0.022298757062146894,0.17394732724902218,0.027594297508561603,0.027594297508561603,0.23057866754792863,0.7589973466486256,0.9338153846153846,0.6902846153846154,0.06575,25.11423076923077,0.5682615384615385,21.54153846153846,21.439615384615383,0.06419145605010065,0.245721000268471,0.0018650304202284468,0.0,0.480031334586198,0.0568613794740303,0.01787407283475545,0.19764718241631682,3943.6923076923076,1481.6153846153845,3396.730769230769,277.0,1570.6538461538462,6974.384615384615,0.15,0.5,3e-05,0.0
life9_d08,3,7.666666666666667,7,3,5.666666666666667,0.1685589519650655,5.0,0,0,1,2,0.6528430909323446,hot,269,"mixed/no tooth/stays/bottom [hot 60%, wood 0%, kills 15%, 625 bodies]; mixed/tooth/roams/land [hot 86%, wood 23%, kills 35%, 1158 bodies]; plant/no tooth/roams/surface [hot 51%, wood 0%, kills 10%, 555 bodies]",9173.307692307691,6831.0,36.207692307692305,2.51e-14,0.5068846153846154,0.2529230769230769,0.6082211212516296,0.02688806605823555,0.20475132551064754,0.026365692926403485,0.026365692926403485,0.18436221890443935,0.7503555961501689,0.9674884615384616,0.8492346153846154,0.052446153846153844,25.267307692307693,0.5753230769230769,21.54153846153846,21.439615384615383,0.06348973132811236,0.18599596145310496,0.0008227969130203664,0.0,0.45738151753691914,0.04594914331461426,0.011155418559187285,0.298695162223154,4180.192307692308,1364.3846153846155,3628.730769230769,285.5,1543.8076923076924,7344.0,0.15,0.75,3e-05,0.0
life9_d09,6,7,6,4,4.333333333333333,0.18192507979170167,6.75,1,0,0,1,0.5985680891357096,hot,241,"mixed/no tooth/stays/bottom [hot 52%, wood 0%, kills 26%, 815 bodies]; mixed/no tooth/stays/shore [hot 67%, wood 1%, kills 25%, 731 bodies]; mixed/tooth/roams/land [hot 94%, wood 16%, kills 49%, 543 bodies]; mixed/tooth/roams/shore [hot 85%, wood 15%, kills 43%, 1083 bodies]; plant/no tooth/roams/surface [mild 52%, wood 0%, kills 14%, 745 bodies]; plant/no tooth/stays/bottom [hot 58%, wood 0%, kills 8%, 434 bodies]",9720.961538461539,7159.0,30.41580769230769,3.52e-14,0.4910769230769231,0.31138461538461537,0.6083389830508474,0.0189045110821382,0.18326119078661451,0.02540679698760568,0.02540679698760568,0.28169245184529607,0.8816463156254648,0.9407,1.081373076923077,0.05624615384615385,25.356923076923078,0.51455,21.54153846153846,21.439615384615383,0.06419792058956011,0.3368158230578024,0.0016074739758189668,0.0,0.45038563812047827,0.06697863816049839,0.01683234246532703,0.12738008422007496,4035.5,1729.1153846153845,3956.346153846154,281.84615384615387,1717.6923076923076,7721.423076923077,0.4,0.5,3e-05,0.0
