year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,11,0.7773,NaN,6.35,14.92,35.26,7.48,22.09,170.4,112.1,16.4,0.0014,0.4023,0.3190,0.2764,5.02e-16,0.0371,0.1203,0.0698,0.0894,0.0597,0.0894,0.1148,0.0113,0.0066,0.0103,0.0237,0.0053,0.0510,0.1782,0.1329
2,12,0.5660,0.6805,6.41,18.95,36.38,7.48,22.09,243.1,123.3,52.4,0.0053,0.3788,0.1432,0.4692,2.43e-15,0.0582,0.0415,0.1257,0.0831,0.0256,0.1277,0.0860,0.0188,0.0281,0.0085,0.0234,0.0113,0.0308,0.1117,0.2196
3,12,0.5410,0.9208,6.42,20.49,36.86,7.48,22.09,272.3,131.5,80.5,0.0082,0.3466,0.1266,0.5131,7.05e-16,0.0529,0.0338,0.1376,0.0767,0.0235,0.1349,0.0784,0.0186,0.0354,0.0085,0.0241,0.0135,0.0246,0.0990,0.2385
4,12,0.5352,0.9678,6.42,21.08,37.04,7.48,22.09,284.0,134.7,95.3,0.0102,0.3324,0.1188,0.5318,2.35e-15,0.0500,0.0306,0.1431,0.0737,0.0222,0.1384,0.0758,0.0186,0.0376,0.0089,0.0247,0.0145,0.0224,0.0955,0.2442
5,12,0.5354,0.9847,6.42,21.30,37.11,7.48,22.09,288.6,136.6,100.6,0.0114,0.3254,0.1147,0.5408,1.40e-15,0.0484,0.0290,0.1457,0.0722,0.0210,0.1405,0.0747,0.0187,0.0384,0.0092,0.0253,0.0148,0.0211,0.0949,0.2461
6,12,0.5363,0.9926,6.42,21.39,37.14,7.48,22.09,290.5,137.4,105.8,0.0126,0.3216,0.1129,0.5444,3.96e-16,0.0474,0.0284,0.1468,0.0715,0.0205,0.1412,0.0741,0.0189,0.0386,0.0097,0.0258,0.0151,0.0211,0.0940,0.2469
7,12,0.5339,0.9949,6.42,21.42,37.15,7.48,22.09,291.6,138.4,109.6,0.0136,0.3189,0.1120,0.5464,1.03e-15,0.0467,0.0280,0.1475,0.0709,0.0203,0.1415,0.0737,0.0189,0.0389,0.0101,0.0262,0.0153,0.0209,0.0939,0.2473
8,12,0.5336,0.9971,6.42,21.43,37.15,7.48,22.09,292.1,138.9,110.8,0.0144,0.3173,0.1114,0.5472,7.29e-17,0.0463,0.0277,0.1479,0.0706,0.0202,0.1415,0.0735,0.0189,0.0390,0.0104,0.0266,0.0154,0.0209,0.0939,0.2473
9,12,0.5335,0.9977,6.42,21.44,37.16,7.48,22.09,292.5,139.3,112.6,0.0152,0.3162,0.1109,0.5475,6.12e-16,0.0460,0.0275,0.1480,0.0704,0.0202,0.1415,0.0733,0.0189,0.0390,0.0107,0.0270,0.0154,0.0209,0.0939,0.2473
10,12,0.5335,0.9979,6.42,21.44,37.16,7.48,22.09,292.7,139.9,113.9,0.0159,0.3152,0.1104,0.5479,1.53e-15,0.0458,0.0274,0.1480,0.0701,0.0200,0.1416,0.0732,0.0188,0.0391,0.0110,0.0273,0.0155,0.0209,0.0939,0.2473
11,11,0.5334,0.9983,6.42,21.44,37.16,7.48,22.09,292.9,140.1,114.4,0.0165,0.3143,0.1102,0.5479,8.11e-16,0.0456,0.0273,0.1481,0.0699,0.0200,0.1415,0.0731,0.0189,0.0392,0.0113,0.0276,0.0156,0.0209,0.0939,0.2473
12,11,0.5332,0.9983,6.42,21.44,37.16,7.48,22.09,293.0,140.5,115.5,0.0172,0.3137,0.1099,0.5478,1.10e-15,0.0454,0.0272,0.1480,0.0697,0.0198,0.1415,0.0730,0.0189,0.0391,0.0115,0.0279,0.0157,0.0209,0.0939,0.2473
13,11,0.5332,0.9985,6.42,21.44,37.16,7.48,22.09,293.2,140.6,117.1,0.0178,0.3130,0.1097,0.5475,2.20e-16,0.0453,0.0272,0.1480,0.0695,0.0198,0.1414,0.0730,0.0189,0.0391,0.0118,0.0282,0.0157,0.0209,0.0939,0.2473
14,11,0.5333,0.9983,6.42,21.44,37.16,7.48,22.09,293.4,141.0,118.3,0.0183,0.3121,0.1095,0.5479,1.12e-16,0.0451,0.0271,0.1482,0.0693,0.0197,0.1414,0.0728,0.0189,0.0392,0.0120,0.0285,0.0158,0.0209,0.0939,0.2473
15,11,0.5331,0.9987,6.42,21.44,37.16,7.48,22.09,293.5,141.3,119.0,0.0187,0.3115,0.1093,0.5481,1.79e-15,0.0449,0.0270,0.1482,0.0692,0.0196,0.1415,0.0727,0.0189,0.0392,0.0121,0.0286,0.0158,0.0209,0.0939,0.2473
16,11,0.5331,0.9989,6.42,21.44,37.16,7.48,22.09,293.5,141.4,119.3,0.0190,0.3110,0.1091,0.5481,2.59e-16,0.0448,0.0270,0.1482,0.0692,0.0196,0.1414,0.0727,0.0189,0.0393,0.0123,0.0288,0.0159,0.0209,0.0939,0.2473
17,11,0.5331,0.9988,6.42,21.44,37.16,7.48,22.09,293.7,141.9,119.6,0.0194,0.3104,0.1090,0.5483,2.43e-16,0.0446,0.0270,0.1482,0.0691,0.0195,0.1414,0.0725,0.0189,0.0393,0.0125,0.0289,0.0159,0.0209,0.0939,0.2473
18,11,0.5331,0.9987,6.42,21.44,37.16,7.48,22.09,294.0,142.0,121.5,0.0198,0.3098,0.1088,0.5484,2.14e-16,0.0445,0.0269,0.1482,0.0690,0.0194,0.1414,0.0724,0.0189,0.0394,0.0127,0.0291,0.0160,0.0209,0.0939,0.2473
19,11,0.5331,0.9986,6.42,21.44,37.16,7.48,22.09,294.1,142.3,123.6,0.0203,0.3091,0.1085,0.5486,1.33e-15,0.0444,0.0267,0.1483,0.0688,0.0194,0.1415,0.0723,0.0190,0.0394,0.0129,0.0293,0.0161,0.0209,0.0939,0.2473
20,11,0.5330,0.9989,6.42,21.44,37.16,7.48,22.09,294.2,142.7,125.2,0.0207,0.3086,0.1084,0.5486,1.17e-15,0.0443,0.0267,0.1483,0.0687,0.0194,0.1414,0.0722,0.0190,0.0394,0.0130,0.0294,0.0161,0.0209,0.0939,0.2473
