year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,8,0.3678,NaN,15.49,8.64,39.46,11.22,16.56,55.6,69.2,0.0,0.0000,0.0910,0.9030,0.0060,1.76e-15,0.0000,0.0860,0.0000,0.0030,0.1196,0.0010,0.0359,0.1809,0.0016,0.0336,0.0806,0.0035,0.1491,0.3052,0.0000
2,10,0.4070,0.7631,16.78,10.16,39.61,11.33,16.01,65.2,66.6,0.2,0.0000,0.2549,0.7084,0.0367,9.45e-16,0.0009,0.0746,0.0011,0.0154,0.0937,0.0057,0.0928,0.1349,0.0089,0.0304,0.0574,0.0299,0.1405,0.2234,0.0904
3,11,0.3609,0.8509,16.91,11.43,39.55,11.34,16.00,64.6,64.9,0.3,0.0000,0.3371,0.5904,0.0724,6.79e-16,0.0056,0.0668,0.0038,0.0273,0.0757,0.0105,0.1114,0.1101,0.0168,0.0278,0.0428,0.0471,0.1332,0.1747,0.1464
4,12,0.3503,0.8954,17.01,12.51,39.56,11.29,15.99,66.3,65.1,0.3,0.0000,0.3752,0.5206,0.1043,7.22e-17,0.0100,0.0599,0.0057,0.0339,0.0644,0.0147,0.1167,0.0984,0.0242,0.0256,0.0358,0.0563,0.1277,0.1508,0.1758
5,12,0.3463,0.9101,17.08,13.41,39.58,11.37,15.99,69.4,67.0,0.5,0.0000,0.3881,0.4727,0.1392,2.56e-15,0.0132,0.0548,0.0074,0.0378,0.0563,0.0183,0.1151,0.0912,0.0339,0.0239,0.0322,0.0616,0.1225,0.1347,0.1971
6,13,0.3358,0.9221,17.13,14.17,39.61,11.28,15.99,73.3,69.7,1.1,0.0000,0.3901,0.4325,0.1773,1.70e-15,0.0158,0.0503,0.0089,0.0398,0.0509,0.0216,0.1113,0.0839,0.0454,0.0227,0.0299,0.0651,0.1188,0.1214,0.2140
7,13,0.3309,0.9343,17.17,14.81,39.62,11.36,15.98,77.3,72.7,1.9,0.0000,0.3894,0.3945,0.2160,7.31e-16,0.0180,0.0468,0.0102,0.0407,0.0464,0.0248,0.1080,0.0756,0.0575,0.0219,0.0282,0.0676,0.1156,0.1119,0.2269
8,13,0.3232,0.9443,17.20,15.35,39.64,11.28,15.99,80.9,75.6,2.7,0.0001,0.3869,0.3616,0.2513,4.37e-16,0.0197,0.0437,0.0113,0.0411,0.0431,0.0276,0.1048,0.0679,0.0687,0.0213,0.0274,0.0691,0.1126,0.1048,0.2369
9,14,0.3143,0.9565,17.23,15.81,39.64,11.33,15.97,84.2,78.2,3.5,0.0001,0.3841,0.3347,0.2810,2.22e-17,0.0212,0.0414,0.0122,0.0411,0.0404,0.0301,0.1022,0.0615,0.0779,0.0207,0.0270,0.0700,0.1104,0.1015,0.2424
10,14,0.3119,0.9629,17.25,16.20,39.65,11.33,15.99,86.7,80.5,4.1,0.0001,0.3804,0.3123,0.3069,6.01e-16,0.0222,0.0393,0.0131,0.0411,0.0380,0.0324,0.0995,0.0564,0.0859,0.0203,0.0268,0.0707,0.1085,0.0994,0.2464
11,14,0.3113,0.9675,17.26,16.52,39.65,11.30,15.97,89.3,82.5,4.6,0.0002,0.3765,0.2930,0.3301,4.17e-17,0.0232,0.0378,0.0137,0.0408,0.0358,0.0346,0.0971,0.0518,0.0929,0.0200,0.0265,0.0714,0.1068,0.0979,0.2496
12,13,0.3096,0.9721,17.28,16.80,39.65,11.36,15.99,91.2,84.4,5.0,0.0002,0.3728,0.2767,0.3500,8.02e-16,0.0239,0.0362,0.0143,0.0407,0.0341,0.0365,0.0949,0.0482,0.0989,0.0197,0.0262,0.0720,0.1054,0.0967,0.2522
13,13,0.3061,0.9750,17.29,17.03,39.65,11.28,15.96,93.3,86.0,5.4,0.0003,0.3692,0.2635,0.3666,6.72e-16,0.0245,0.0352,0.0149,0.0404,0.0325,0.0383,0.0931,0.0451,0.1037,0.0196,0.0260,0.0725,0.1041,0.0956,0.2546
14,13,0.3064,0.9774,17.30,17.23,39.68,11.34,15.99,94.6,87.5,5.6,0.0003,0.3651,0.2531,0.3811,7.19e-16,0.0249,0.0340,0.0154,0.0401,0.0312,0.0399,0.0912,0.0431,0.1078,0.0194,0.0258,0.0728,0.1031,0.0945,0.2567
15,13,0.3060,0.9794,17.30,17.40,39.70,11.28,15.96,96.4,88.7,5.9,0.0004,0.3609,0.2433,0.3949,2.11e-16,0.0254,0.0331,0.0160,0.0396,0.0298,0.0417,0.0895,0.0412,0.1114,0.0192,0.0257,0.0732,0.1022,0.0939,0.2582
16,13,0.3076,0.9812,17.31,17.54,39.74,11.33,16.00,97.2,89.9,6.1,0.0005,0.3567,0.2353,0.4069,2.81e-16,0.0256,0.0323,0.0164,0.0395,0.0287,0.0429,0.0876,0.0397,0.1148,0.0191,0.0256,0.0735,0.1017,0.0930,0.2596
17,13,0.3037,0.9819,17.31,17.66,39.76,11.33,15.96,98.7,90.8,6.3,0.0006,0.3528,0.2285,0.4173,5.81e-17,0.0260,0.0316,0.0169,0.0389,0.0277,0.0443,0.0861,0.0385,0.1174,0.0190,0.0255,0.0737,0.1004,0.0930,0.2609
18,13,0.3052,0.9850,17.32,17.76,39.78,11.30,16.00,99.3,91.8,6.4,0.0006,0.3490,0.2232,0.4264,4.70e-17,0.0263,0.0308,0.0173,0.0387,0.0271,0.0453,0.0844,0.0377,0.1200,0.0190,0.0254,0.0739,0.1004,0.0923,0.2617
19,13,0.3032,0.9858,17.32,17.85,39.80,11.36,15.95,100.5,92.5,6.5,0.0007,0.3456,0.2189,0.4340,1.02e-16,0.0265,0.0302,0.0177,0.0382,0.0264,0.0463,0.0831,0.0371,0.1218,0.0189,0.0254,0.0741,0.1003,0.0912,0.2628
20,13,0.3050,0.9874,17.33,17.92,39.82,11.28,16.00,100.9,93.4,6.6,0.0007,0.3424,0.2158,0.4401,1.99e-16,0.0268,0.0295,0.0180,0.0380,0.0260,0.0470,0.0817,0.0368,0.1235,0.0188,0.0254,0.0742,0.0998,0.0917,0.2628
