year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,10,0.3844,NaN,26.04,11.05,59.17,4.25,19.84,78.9,117.5,1.5,0.0000,0.5364,0.4578,0.0058,2.56e-15,0.0000,0.0754,0.0001,0.0017,0.0542,0.0003,0.2445,0.0805,0.0023,0.0284,0.0296,0.1159,0.1658,0.0937,0.1076
2,10,0.3028,0.8424,26.85,13.85,58.09,4.24,19.49,92.2,92.8,1.9,0.0000,0.6111,0.3474,0.0415,3.83e-16,0.0055,0.0660,0.0018,0.0162,0.0364,0.0019,0.2588,0.0571,0.0153,0.0256,0.0257,0.1226,0.1527,0.0905,0.1239
3,12,0.2583,0.8837,26.94,15.92,57.02,4.24,19.46,92.5,91.5,1.3,0.0000,0.6930,0.2012,0.1058,1.12e-15,0.0168,0.0442,0.0122,0.0286,0.0213,0.0044,0.2726,0.0269,0.0320,0.0235,0.0231,0.1273,0.1417,0.0898,0.1356
4,11,0.2607,0.9250,26.99,17.47,56.24,4.25,19.46,102.6,99.1,1.2,0.0002,0.7224,0.1464,0.1308,1.89e-16,0.0240,0.0349,0.0142,0.0340,0.0126,0.0074,0.2736,0.0197,0.0384,0.0221,0.0209,0.1310,0.1338,0.0881,0.1452
5,11,0.2524,0.9433,27.02,18.63,55.67,4.25,19.46,118.4,112.2,1.7,0.0004,0.7155,0.1349,0.1488,1.69e-16,0.0269,0.0311,0.0150,0.0360,0.0100,0.0080,0.2655,0.0208,0.0453,0.0211,0.0197,0.1334,0.1281,0.0874,0.1516
6,10,0.2568,0.9564,27.04,19.50,55.27,4.23,19.46,135.4,127.6,2.6,0.0005,0.6982,0.1255,0.1753,7.11e-17,0.0283,0.0291,0.0155,0.0363,0.0093,0.0084,0.2559,0.0192,0.0566,0.0205,0.0190,0.1349,0.1248,0.0870,0.1554
7,10,0.2515,0.9661,27.06,20.15,54.99,4.24,19.44,149.4,140.7,4.1,0.0007,0.6775,0.1228,0.1981,3.80e-17,0.0280,0.0288,0.0161,0.0361,0.0092,0.0087,0.2469,0.0184,0.0662,0.0201,0.0183,0.1363,0.1225,0.0854,0.1592
8,9,0.2505,0.9716,27.07,20.64,54.79,4.25,19.45,159.2,149.6,5.4,0.0009,0.6599,0.1232,0.2149,1.87e-16,0.0276,0.0284,0.0168,0.0351,0.0098,0.0090,0.2402,0.0183,0.0729,0.0195,0.0178,0.1374,0.1191,0.0849,0.1632
9,9,0.2511,0.9838,27.07,21.00,54.63,4.25,19.45,165.6,155.2,6.4,0.0011,0.6472,0.1242,0.2262,2.53e-17,0.0276,0.0275,0.0177,0.0344,0.0103,0.0093,0.2351,0.0193,0.0769,0.0194,0.0177,0.1379,0.1180,0.0849,0.1642
10,9,0.2513,0.9874,27.08,21.27,54.52,4.23,19.45,170.1,159.4,7.0,0.0013,0.6379,0.1223,0.2369,5.65e-17,0.0276,0.0260,0.0191,0.0339,0.0104,0.0096,0.2312,0.0198,0.0800,0.0193,0.0174,0.1385,0.1180,0.0840,0.1652
