year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,6,0.2503,NaN,3.56,1.08,21.36,25.10,3.50,242.5,239.3,0.2,0.0000,0.0000,0.9750,0.0250,1.08e-15,0.0000,0.1727,0.0017,0.0000,0.1783,0.0073,0.0000,0.0000,0.0000,0.1350,0.0782,0.0000,0.2825,0.1443,0.0000
2,7,0.1187,0.8343,3.69,4.02,22.20,25.10,3.35,271.8,260.7,5.0,0.0000,0.0061,0.8745,0.1194,1.05e-15,0.0001,0.1630,0.0099,0.0020,0.1518,0.0331,0.0000,0.0000,0.0000,0.0893,0.1240,0.0000,0.2000,0.2267,0.0000
3,7,0.0924,0.9189,3.74,5.49,23.00,25.10,3.33,291.9,277.8,9.6,0.0000,0.0274,0.7603,0.2123,1.00e-15,0.0017,0.1515,0.0195,0.0081,0.1222,0.0570,0.0000,0.0000,0.0000,0.0781,0.1351,0.0000,0.1717,0.2550,0.0000
4,8,0.0824,0.9482,3.75,6.21,23.44,25.10,3.32,306.6,291.1,11.8,0.0000,0.0469,0.6655,0.2875,3.23e-17,0.0045,0.1388,0.0291,0.0124,0.1008,0.0744,0.0000,0.0000,0.0000,0.0727,0.1406,0.0000,0.1601,0.2666,0.0000
5,8,0.0758,0.9633,3.76,6.58,23.66,25.10,3.32,318.2,302.1,12.9,0.0000,0.0617,0.5887,0.3496,3.37e-16,0.0075,0.1268,0.0382,0.0147,0.0852,0.0877,0.0000,0.0000,0.0000,0.0698,0.1435,0.0000,0.1553,0.2714,0.0000
6,8,0.0714,0.9707,3.76,6.76,23.78,25.10,3.32,327.8,311.5,13.4,0.0000,0.0722,0.5237,0.4040,1.39e-16,0.0103,0.1154,0.0467,0.0157,0.0731,0.0987,0.0000,0.0000,0.0000,0.0683,0.1450,0.0000,0.1532,0.2735,0.0000
7,8,0.0712,0.9759,3.76,6.85,23.84,25.10,3.32,336.0,319.6,13.7,0.0001,0.0808,0.4695,0.4495,3.76e-16,0.0129,0.1055,0.0540,0.0162,0.0635,0.1078,0.0000,0.0000,0.0000,0.0675,0.1459,0.0000,0.1521,0.2746,0.0000
8,8,0.0672,0.9803,3.77,6.89,23.87,25.10,3.32,342.9,326.6,13.9,0.0001,0.0869,0.4251,0.4877,4.03e-16,0.0151,0.0968,0.0604,0.0162,0.0562,0.1152,0.0000,0.0000,0.0000,0.0673,0.1461,0.0000,0.1517,0.2750,0.0000
9,8,0.0659,0.9831,3.77,6.91,23.88,25.10,3.32,349.0,332.9,14.0,0.0002,0.0914,0.3888,0.5193,1.85e-16,0.0169,0.0898,0.0656,0.0160,0.0501,0.1213,0.0000,0.0000,0.0000,0.0670,0.1464,0.0000,0.1514,0.2754,0.0000
10,8,0.0645,0.9859,3.77,6.93,23.89,25.10,3.32,354.5,338.4,14.1,0.0002,0.0947,0.3591,0.5455,1.55e-16,0.0183,0.0841,0.0700,0.0158,0.0452,0.1264,0.0000,0.0000,0.0000,0.0670,0.1465,0.0000,0.1514,0.2754,0.0000
11,8,0.0636,0.9870,3.77,6.93,23.90,25.10,3.32,359.3,343.2,14.2,0.0003,0.0960,0.3349,0.5684,6.59e-17,0.0194,0.0790,0.0740,0.0152,0.0416,0.1306,0.0000,0.0000,0.0000,0.0668,0.1467,0.0000,0.1510,0.2757,0.0000
