year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,7,0.4733,NaN,30.87,21.28,22.79,5.11,9.03,24.3,73.8,0.1,0.0000,0.6385,0.3336,0.0280,1.79e-14,0.0000,0.0000,0.0013,0.0175,0.0257,0.0110,0.3133,0.1471,0.0022,0.0000,0.0442,0.1831,0.0000,0.0978,0.1569
2,7,0.1496,0.8125,31.82,23.45,22.98,5.10,8.11,17.0,21.5,0.4,0.0001,0.8795,0.0700,0.0504,1.07e-14,0.0000,0.0000,0.0013,0.0213,0.0129,0.0159,0.4343,0.0234,0.0089,0.0000,0.0346,0.1927,0.0000,0.0696,0.1852
3,6,0.1344,0.9538,31.94,25.21,22.70,5.10,8.11,17.5,14.5,0.4,0.0002,0.8915,0.0519,0.0562,6.51e-15,0.0000,0.0000,0.0013,0.0201,0.0122,0.0169,0.4416,0.0147,0.0109,0.0000,0.0286,0.1989,0.0000,0.0525,0.2022
4,6,0.1446,0.9669,32.02,26.65,22.45,5.10,8.12,23.3,17.5,0.6,0.0004,0.8701,0.0662,0.0630,5.63e-15,0.0000,0.0000,0.0012,0.0171,0.0127,0.0191,0.4336,0.0216,0.0123,0.0000,0.0232,0.2044,0.0000,0.0425,0.2122
5,7,0.1627,0.9668,32.07,27.83,22.24,5.10,8.13,31.4,23.4,1.0,0.0004,0.8341,0.0925,0.0726,4.49e-15,0.0000,0.0000,0.0012,0.0147,0.0123,0.0216,0.4174,0.0356,0.0148,0.0000,0.0208,0.2069,0.0000,0.0357,0.2190
6,7,0.1850,0.9617,32.12,28.79,22.06,5.10,8.13,41.2,31.3,1.4,0.0006,0.7891,0.1209,0.0889,3.66e-15,0.0000,0.0000,0.0012,0.0118,0.0120,0.0246,0.3970,0.0507,0.0202,0.0000,0.0192,0.2086,0.0000,0.0309,0.2238
7,7,0.2058,0.9504,32.15,29.58,21.91,5.10,8.13,52.3,40.6,2.2,0.0007,0.7337,0.1470,0.1180,2.16e-15,0.0000,0.0000,0.0012,0.0088,0.0110,0.0283,0.3712,0.0651,0.0316,0.0001,0.0178,0.2101,0.0000,0.0267,0.2281
8,7,0.2299,0.9376,32.18,30.23,21.79,5.10,8.12,63.9,50.5,3.0,0.0009,0.6664,0.1706,0.1612,1.79e-15,0.0000,0.0000,0.0012,0.0066,0.0097,0.0317,0.3386,0.0787,0.0506,0.0001,0.0167,0.2115,0.0000,0.0231,0.2316
9,7,0.2608,0.9290,32.19,30.77,21.68,5.10,8.12,75.0,60.2,3.9,0.0012,0.5812,0.2109,0.2056,1.55e-15,0.0000,0.0000,0.0012,0.0051,0.0088,0.0339,0.2960,0.1004,0.0714,0.0001,0.0158,0.2127,0.0000,0.0209,0.2338
10,6,0.2834,0.9310,32.21,31.20,21.59,5.10,8.12,85.3,69.0,4.7,0.0016,0.4956,0.2544,0.2469,1.45e-15,0.0000,0.0000,0.0012,0.0042,0.0078,0.0357,0.2526,0.1240,0.0910,0.0001,0.0150,0.2139,0.0000,0.0192,0.2355
