year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,7,0.4673,NaN,27.20,23.64,8.93,90.96,12.00,3925.9,3867.3,61.0,0.0004,0.5614,0.2793,0.1580,2.60e-15,0.0000,0.0000,0.0003,0.0033,0.0239,0.0370,0.1791,0.0669,0.0140,0.0000,0.0099,0.0574,0.0000,0.0891,0.5191
2,6,0.2855,0.7878,27.42,28.13,8.56,90.94,12.00,5546.8,5357.8,154.1,0.0011,0.3345,0.3942,0.2678,7.49e-16,0.0000,0.0000,0.0003,0.0013,0.0133,0.0482,0.1074,0.1148,0.0386,0.0000,0.0004,0.0675,0.0000,0.0000,0.6082
3,6,0.2777,0.9400,27.52,30.12,8.63,90.97,11.93,6396.9,6141.6,234.4,0.0016,0.2293,0.4311,0.3347,5.19e-16,0.0000,0.0000,0.0003,0.0004,0.0104,0.0507,0.0741,0.1297,0.0577,0.0000,0.0005,0.0679,0.0000,0.0000,0.6082
4,6,0.2738,0.9745,27.52,31.00,8.69,90.92,12.00,6782.7,6483.2,280.6,0.0020,0.1929,0.4356,0.3653,3.42e-16,0.0000,0.0000,0.0004,0.0003,0.0094,0.0520,0.0624,0.1321,0.0663,0.0000,0.0006,0.0682,0.0000,0.0000,0.6082
5,6,0.2722,0.9877,27.55,31.40,8.70,90.95,11.94,6954.8,6637.4,303.1,0.0022,0.1787,0.4359,0.3785,1.88e-16,0.0000,0.0000,0.0003,0.0003,0.0091,0.0521,0.0578,0.1326,0.0706,0.0000,0.0006,0.0684,0.0000,0.0000,0.6082
6,6,0.2709,0.9925,27.55,31.57,8.71,90.94,11.95,7023.7,6709.3,313.2,0.0024,0.1730,0.4354,0.3844,1.86e-16,0.0000,0.0000,0.0004,0.0002,0.0087,0.0522,0.0560,0.1328,0.0723,0.0000,0.0007,0.0685,0.0000,0.0000,0.6082
7,6,0.2708,0.9938,27.53,31.65,8.72,90.94,11.97,7063.3,6730.5,317.7,0.0024,0.1703,0.4352,0.3870,2.39e-16,0.0000,0.0000,0.0003,0.0002,0.0089,0.0525,0.0551,0.1326,0.0729,0.0000,0.0007,0.0686,0.0000,0.0000,0.6082
8,6,0.2705,0.9940,27.56,31.69,8.71,90.96,11.92,7075.9,6754.3,319.7,0.0025,0.1696,0.4349,0.3880,2.21e-16,0.0000,0.0000,0.0003,0.0002,0.0086,0.0521,0.0549,0.1327,0.0736,0.0000,0.0007,0.0686,0.0000,0.0000,0.6082
9,6,0.2704,0.9940,27.53,31.70,8.73,90.93,12.01,7089.5,6756.2,320.9,0.0025,0.1688,0.4341,0.3893,8.96e-17,0.0000,0.0000,0.0003,0.0002,0.0088,0.0526,0.0546,0.1323,0.0735,0.0000,0.0007,0.0687,0.0000,0.0000,0.6082
10,6,0.2706,0.9943,27.56,31.71,8.71,90.96,11.94,7096.9,6769.9,321.4,0.0026,0.1687,0.4339,0.3895,1.24e-16,0.0000,0.0000,0.0003,0.0002,0.0087,0.0523,0.0546,0.1323,0.0740,0.0000,0.0007,0.0687,0.0000,0.0000,0.6082
11,6,0.2702,0.9943,27.55,31.71,8.72,90.92,11.98,7096.7,6776.5,321.7,0.0026,0.1685,0.4333,0.3901,5.66e-17,0.0000,0.0000,0.0004,0.0002,0.0087,0.0524,0.0546,0.1322,0.0740,0.0000,0.0007,0.0688,0.0000,0.0000,0.6082
12,6,0.2704,0.9945,27.54,31.71,8.72,90.94,11.95,7104.3,6774.1,321.8,0.0027,0.1684,0.4331,0.3904,5.77e-18,0.0000,0.0000,0.0003,0.0002,0.0088,0.0525,0.0545,0.1320,0.0741,0.0000,0.0007,0.0688,0.0000,0.0000,0.6082
