year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,4,0.1266,NaN,-4.61,-13.44,23.56,13.31,12.19,14.4,16.7,0.0,0.0000,0.0000,1.0000,0.0000,2.66e-15,0.0000,0.4544,0.0000,0.0000,0.0416,0.0000,0.0000,0.0000,0.0000,0.2608,0.0000,0.0000,0.2432,0.0000,0.0000
2,4,0.1299,0.9894,-4.42,-12.77,23.72,13.13,12.20,15.3,16.0,0.0,0.0000,0.0076,0.9920,0.0004,1.05e-14,0.0028,0.4453,0.0002,0.0010,0.0467,0.0000,0.0000,0.0000,0.0000,0.2608,0.0000,0.0000,0.2432,0.0000,0.0000
3,4,0.1354,0.9919,-4.40,-12.20,23.71,13.23,12.21,15.3,15.8,0.0,0.0000,0.0212,0.9772,0.0015,9.47e-15,0.0078,0.4392,0.0007,0.0027,0.0455,0.0000,0.0000,0.0000,0.0000,0.2608,0.0000,0.0000,0.2432,0.0000,0.0000
4,4,0.1372,0.9921,-4.39,-11.73,23.70,13.18,12.20,15.4,15.7,0.0,0.0000,0.0334,0.9632,0.0034,4.75e-15,0.0132,0.4327,0.0016,0.0034,0.0451,0.0001,0.0000,0.0000,0.0000,0.2608,0.0000,0.0000,0.2432,0.0000,0.0000
5,4,0.1372,0.9912,-4.39,-11.33,23.68,13.16,12.19,15.5,15.6,0.0,0.0000,0.0452,0.9497,0.0051,5.75e-15,0.0184,0.4268,0.0024,0.0040,0.0442,0.0001,0.0000,0.0000,0.0000,0.2608,0.0000,0.0000,0.2432,0.0000,0.0000
6,5,0.1373,0.9898,-4.39,-11.00,23.66,13.24,12.19,15.6,15.5,0.0,0.0000,0.0572,0.9356,0.0072,2.48e-15,0.0235,0.4210,0.0034,0.0049,0.0431,0.0002,0.0000,0.0000,0.0000,0.2608,0.0000,0.0000,0.2432,0.0000,0.0000
7,5,0.1388,0.9888,-4.38,-10.72,23.64,13.12,12.20,15.7,15.5,0.0,0.0000,0.0687,0.9206,0.0107,6.71e-15,0.0283,0.4145,0.0050,0.0058,0.0421,0.0003,0.0000,0.0000,0.0000,0.2608,0.0000,0.0000,0.2432,0.0000,0.0000
8,5,0.1426,0.9864,-4.38,-10.49,23.64,13.26,12.21,15.8,15.6,0.0,0.0000,0.0817,0.9007,0.0176,8.00e-15,0.0338,0.4056,0.0081,0.0067,0.0412,0.0007,0.0000,0.0000,0.0000,0.2608,0.0000,0.0000,0.2432,0.0000,0.0000
9,5,0.1466,0.9845,-4.37,-10.29,23.64,13.12,12.21,15.9,15.6,0.0,0.0000,0.0956,0.8762,0.0282,3.95e-15,0.0399,0.3944,0.0127,0.0074,0.0402,0.0013,0.0000,0.0000,0.0000,0.2608,0.0000,0.0000,0.2432,0.0000,0.0000
10,5,0.1492,0.9832,-4.36,-10.12,23.63,13.24,12.20,16.0,15.6,0.0,0.0000,0.1090,0.8481,0.0430,5.53e-15,0.0460,0.3821,0.0190,0.0081,0.0386,0.0023,0.0000,0.0000,0.0000,0.2608,0.0000,0.0000,0.2432,0.0000,0.0000
11,6,0.1507,0.9830,-4.37,-9.98,23.62,13.16,12.19,16.1,15.7,0.0,0.0000,0.1215,0.8188,0.0597,4.48e-15,0.0516,0.3695,0.0262,0.0087,0.0366,0.0035,0.0000,0.0000,0.0000,0.2608,0.0000,0.0000,0.2432,0.0000,0.0000
12,6,0.1527,0.9833,-4.37,-9.87,23.61,13.18,12.19,16.2,15.7,0.0,0.0000,0.1329,0.7900,0.0771,2.68e-15,0.0568,0.3570,0.0337,0.0091,0.0349,0.0045,0.0000,0.0000,0.0000,0.2607,0.0001,0.0000,0.2432,0.0000,0.0000
13,6,0.1541,0.9836,-4.37,-9.77,23.60,13.22,12.20,16.4,15.8,0.1,0.0000,0.1432,0.7621,0.0947,5.23e-15,0.0617,0.3444,0.0415,0.0093,0.0336,0.0055,0.0000,0.0000,0.0000,0.2607,0.0002,0.0000,0.2432,0.0000,0.0000
14,6,0.1554,0.9837,-4.37,-9.68,23.60,13.12,12.21,16.4,15.9,0.1,0.0000,0.1536,0.7342,0.1123,3.42e-15,0.0666,0.3316,0.0491,0.0095,0.0326,0.0066,0.0000,0.0000,0.0000,0.2605,0.0003,0.0000,0.2432,0.0000,0.0000
15,6,0.1584,0.9843,-4.36,-9.62,23.60,13.26,12.21,16.5,16.0,0.1,0.0000,0.1630,0.7085,0.1285,5.50e-17,0.0712,0.3196,0.0562,0.0097,0.0318,0.0076,0.0000,0.0000,0.0000,0.2601,0.0008,0.0000,0.2431,0.0001,0.0000
16,6,0.1605,0.9845,-4.36,-9.56,23.60,13.11,12.20,16.6,16.0,0.1,0.0000,0.1719,0.6845,0.1436,1.78e-15,0.0754,0.3087,0.0628,0.0099,0.0308,0.0084,0.0000,0.0000,0.0000,0.2590,0.0018,0.0000,0.2429,0.0003,0.0000
17,6,0.1622,0.9853,-4.36,-9.51,23.59,13.26,12.19,16.7,16.1,0.2,0.0000,0.1802,0.6617,0.1581,3.82e-15,0.0794,0.2985,0.0693,0.0099,0.0297,0.0091,0.0000,0.0000,0.0000,0.2580,0.0028,0.0000,0.2427,0.0005,0.0000
18,6,0.1612,0.9849,-4.37,-9.47,23.58,13.15,12.20,16.8,16.1,0.2,0.0000,0.1879,0.6401,0.1720,3.73e-15,0.0833,0.2888,0.0754,0.0099,0.0287,0.0099,0.0000,0.0000,0.0000,0.2562,0.0046,0.0000,0.2423,0.0009,0.0000
19,6,0.1604,0.9866,-4.37,-9.43,23.58,13.20,12.20,16.9,16.2,0.2,0.0000,0.1953,0.6193,0.1854,2.77e-16,0.0870,0.2795,0.0811,0.0099,0.0277,0.0108,0.0000,0.0000,0.0000,0.2553,0.0055,0.0000,0.2421,0.0011,0.0000
20,6,0.1596,0.9874,-4.36,-9.40,23.58,13.21,12.21,17.0,16.3,0.2,0.0000,0.2019,0.5997,0.1983,3.27e-15,0.0903,0.2705,0.0865,0.0099,0.0270,0.0119,0.0000,0.0000,0.0000,0.2546,0.0063,0.0000,0.2420,0.0012,0.0000
