year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,10,0.6122,NaN,-0.79,-1.82,19.82,1.36,30.39,37.7,46.0,2.3,0.0000,0.2714,0.6401,0.0885,3.19e-17,0.0840,0.1919,0.0376,0.0310,0.1544,0.0105,0.0335,0.0039,0.0003,0.0727,0.0298,0.0000,0.2632,0.0873,0.0000
2,11,0.5743,0.7329,-0.49,0.48,16.30,1.36,30.46,35.1,33.9,2.5,0.0001,0.4828,0.2934,0.2236,7.24e-16,0.1324,0.0957,0.0808,0.0943,0.0641,0.0415,0.0374,0.0007,0.0001,0.0598,0.0428,0.0000,0.2231,0.1274,0.0000
3,11,0.5515,0.8898,-0.43,1.88,14.01,1.36,30.47,34.6,30.3,3.7,0.0004,0.5529,0.1789,0.2675,6.35e-16,0.1548,0.0585,0.0941,0.1092,0.0393,0.0522,0.0384,0.0000,0.0000,0.0553,0.0476,0.0000,0.2046,0.1459,0.0000
4,11,0.5418,0.9403,-0.39,2.74,12.61,1.36,30.48,34.7,29.1,4.5,0.0006,0.5823,0.1303,0.2863,6.65e-16,0.1650,0.0426,0.0991,0.1149,0.0287,0.0575,0.0386,0.0000,0.0000,0.0528,0.0503,0.0000,0.1954,0.1551,0.0000
5,11,0.5367,0.9612,-0.37,3.27,11.98,1.36,30.48,34.9,28.7,4.9,0.0008,0.5976,0.1051,0.2958,4.98e-16,0.1706,0.0344,0.1011,0.1176,0.0231,0.0606,0.0387,0.0000,0.0000,0.0514,0.0520,0.0000,0.1900,0.1604,0.0000
6,10,0.5364,0.9734,-0.36,3.60,12.04,1.36,30.48,35.0,28.5,5.1,0.0010,0.6078,0.0909,0.2995,1.55e-16,0.1744,0.0299,0.1016,0.1194,0.0198,0.0622,0.0387,0.0000,0.0000,0.0506,0.0529,0.0000,0.1869,0.1636,0.0000
7,10,0.5314,0.9805,-0.36,3.80,12.08,1.36,30.48,35.0,28.4,5.3,0.0011,0.6158,0.0826,0.2995,8.32e-16,0.1773,0.0273,0.1010,0.1208,0.0178,0.0628,0.0388,0.0000,0.0000,0.0503,0.0534,0.0000,0.1845,0.1659,0.0000
8,10,0.5331,0.9863,-0.35,3.92,12.11,1.36,30.48,34.9,28.2,5.3,0.0013,0.6227,0.0767,0.2982,9.25e-17,0.1799,0.0253,0.1004,0.1220,0.0166,0.0628,0.0388,0.0000,0.0000,0.0500,0.0538,0.0000,0.1839,0.1665,0.0000
9,10,0.5328,0.9891,-0.35,4.00,12.12,1.36,30.48,34.9,28.1,5.3,0.0014,0.6284,0.0729,0.2961,6.76e-17,0.1819,0.0240,0.0995,0.1231,0.0159,0.0625,0.0388,0.0000,0.0000,0.0499,0.0540,0.0000,0.1834,0.1671,0.0000
10,10,0.5326,0.9916,-0.35,4.05,12.13,1.36,30.49,34.8,28.0,5.3,0.0014,0.6328,0.0704,0.2942,1.63e-16,0.1834,0.0231,0.0988,0.1239,0.0154,0.0621,0.0388,0.0000,0.0000,0.0499,0.0541,0.0000,0.1834,0.1671,0.0000
11,10,0.5322,0.9929,-0.35,4.08,12.14,1.36,30.49,34.7,27.9,5.3,0.0015,0.6360,0.0688,0.2925,1.55e-16,0.1847,0.0225,0.0982,0.1245,0.0151,0.0618,0.0388,0.0000,0.0000,0.0498,0.0542,0.0000,0.1828,0.1676,0.0000
12,10,0.5319,0.9946,-0.35,4.10,12.14,1.36,30.49,34.7,27.8,5.3,0.0015,0.6391,0.0669,0.2912,3.52e-16,0.1858,0.0217,0.0978,0.1250,0.0149,0.0615,0.0388,0.0000,0.0000,0.0498,0.0543,0.0000,0.1828,0.1677,0.0000
13,10,0.5294,0.9951,-0.35,4.11,12.14,1.36,30.49,34.6,27.8,5.2,0.0016,0.6414,0.0654,0.2904,3.26e-16,0.1866,0.0212,0.0974,0.1254,0.0145,0.0614,0.0388,0.0000,0.0000,0.0498,0.0543,0.0000,0.1823,0.1682,0.0000
14,10,0.5297,0.9961,-0.35,4.12,12.15,1.36,30.49,34.6,27.7,5.2,0.0016,0.6432,0.0646,0.2892,9.77e-18,0.1873,0.0210,0.0970,0.1258,0.0143,0.0612,0.0388,0.0000,0.0000,0.0498,0.0543,0.0000,0.1823,0.1682,0.0000
15,10,0.5298,0.9969,-0.35,4.12,12.15,1.36,30.49,34.6,27.7,5.2,0.0017,0.6445,0.0639,0.2885,4.38e-16,0.1878,0.0206,0.0968,0.1259,0.0143,0.0611,0.0388,0.0000,0.0000,0.0498,0.0544,0.0000,0.1823,0.1682,0.0000
16,10,0.5296,0.9973,-0.35,4.12,12.15,1.36,30.49,34.5,27.7,5.2,0.0017,0.6459,0.0629,0.2881,1.20e-16,0.1883,0.0203,0.0966,0.1262,0.0141,0.0610,0.0388,0.0000,0.0000,0.0499,0.0544,0.0000,0.1823,0.1682,0.0000
17,10,0.5297,0.9979,-0.35,4.13,12.15,1.36,30.49,34.5,27.6,5.2,0.0018,0.6467,0.0625,0.2874,2.99e-16,0.1885,0.0202,0.0964,0.1265,0.0140,0.0608,0.0388,0.0000,0.0000,0.0499,0.0544,0.0000,0.1823,0.1682,0.0000
18,9,0.5296,0.9980,-0.35,4.13,12.15,1.36,30.49,34.5,27.6,5.2,0.0019,0.6474,0.0621,0.2871,3.05e-16,0.1888,0.0199,0.0963,0.1265,0.0140,0.0607,0.0388,0.0000,0.0000,0.0500,0.0545,0.0000,0.1823,0.1682,0.0000
19,9,0.5296,0.9984,-0.35,4.13,12.15,1.36,30.49,34.5,27.6,5.2,0.0019,0.6481,0.0614,0.2870,2.68e-16,0.1891,0.0196,0.0963,0.1267,0.0139,0.0607,0.0388,0.0000,0.0000,0.0500,0.0545,0.0000,0.1823,0.1682,0.0000
20,9,0.5294,0.9987,-0.35,4.13,12.15,1.36,30.49,34.5,27.6,5.2,0.0020,0.6484,0.0613,0.2867,2.06e-16,0.1893,0.0195,0.0963,0.1266,0.0140,0.0605,0.0388,0.0000,0.0000,0.0500,0.0545,0.0000,0.1823,0.1682,0.0000
