year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,6,0.3314,NaN,-4.53,-4.07,25.41,2.41,20.22,11.6,19.7,0.0,0.0000,0.1175,0.8825,0.0000,3.25e-15,0.0362,0.4000,0.0000,0.0313,0.1074,0.0000,0.0000,0.0000,0.0000,0.1096,0.0072,0.0000,0.2969,0.0112,0.0000
2,8,0.3590,0.8392,-4.35,-2.70,25.92,2.41,20.24,12.7,15.3,0.0,0.0000,0.2924,0.6868,0.0208,1.86e-15,0.0826,0.3370,0.0115,0.0856,0.0579,0.0004,0.0000,0.0000,0.0000,0.0934,0.0235,0.0000,0.2696,0.0386,0.0000
3,9,0.3704,0.8889,-4.31,-1.68,26.15,2.41,20.24,13.7,13.4,0.0,0.0000,0.3753,0.5473,0.0774,3.59e-15,0.1143,0.2760,0.0400,0.1015,0.0387,0.0046,0.0000,0.0000,0.0000,0.0837,0.0331,0.0000,0.2500,0.0582,0.0000
4,9,0.3607,0.9257,-4.29,-0.90,26.33,2.41,20.25,14.8,12.4,0.0,0.0000,0.4087,0.4652,0.1262,2.65e-15,0.1304,0.2339,0.0654,0.1046,0.0335,0.0071,0.0000,0.0000,0.0000,0.0796,0.0373,0.0000,0.2343,0.0738,0.0000
5,9,0.3528,0.9423,-4.27,-0.32,26.46,2.41,20.25,15.8,12.0,0.1,0.0001,0.4153,0.4177,0.1668,3.75e-16,0.1361,0.2078,0.0855,0.1028,0.0324,0.0104,0.0000,0.0000,0.0000,0.0773,0.0396,0.0000,0.2223,0.0858,0.0000
6,9,0.3490,0.9483,-4.26,0.12,26.56,2.41,20.25,16.6,12.0,0.1,0.0002,0.4055,0.3886,0.2056,2.92e-15,0.1355,0.1897,0.1038,0.0976,0.0337,0.0145,0.0000,0.0000,0.0000,0.0759,0.0411,0.0000,0.2127,0.0954,0.0000
7,9,0.3449,0.9539,-4.26,0.45,26.63,2.41,20.26,17.5,12.2,0.4,0.0004,0.3893,0.3668,0.2432,2.92e-15,0.1329,0.1754,0.1205,0.0909,0.0355,0.0194,0.0000,0.0000,0.0000,0.0749,0.0424,0.0000,0.2048,0.1033,0.0000
8,10,0.3421,0.9617,-4.25,0.70,26.69,2.41,20.26,18.1,12.5,0.8,0.0007,0.3723,0.3481,0.2783,7.45e-16,0.1293,0.1633,0.1358,0.0848,0.0369,0.0243,0.0000,0.0000,0.0000,0.0742,0.0434,0.0000,0.2012,0.1070,0.0000
9,10,0.3356,0.9645,-4.25,0.89,26.73,2.41,20.26,18.6,12.8,1.1,0.0010,0.3549,0.3334,0.3099,3.79e-15,0.1254,0.1535,0.1493,0.0787,0.0382,0.0289,0.0000,0.0000,0.0000,0.0738,0.0441,0.0000,0.1966,0.1116,0.0000
10,10,0.3355,0.9691,-4.24,1.04,26.76,2.41,20.26,19.1,13.1,1.3,0.0014,0.3389,0.3208,0.3380,1.32e-15,0.1214,0.1454,0.1611,0.0735,0.0391,0.0333,0.0000,0.0000,0.0000,0.0736,0.0446,0.0000,0.1929,0.1153,0.0000
