year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,5,0.3553,NaN,18.44,13.01,11.74,38.01,10.72,609.1,611.6,0.6,0.0000,0.0245,0.9400,0.0355,3.14e-16,0.0000,0.0282,0.0003,0.0007,0.1481,0.0080,0.0086,0.1818,0.0051,0.0015,0.1834,0.0000,0.0051,0.4290,0.0000
2,7,0.3611,0.8982,18.85,16.48,10.52,38.00,10.57,690.7,674.3,5.1,0.0000,0.0620,0.7785,0.1595,4.07e-16,0.0012,0.0228,0.0005,0.0053,0.1177,0.0271,0.0171,0.1561,0.0331,0.0000,0.1731,0.0118,0.0000,0.4341,0.0000
3,9,0.4860,0.6589,18.94,18.38,9.86,38.04,10.56,762.0,742.6,10.7,0.0000,0.0817,0.6025,0.3157,3.16e-16,0.0028,0.0194,0.0022,0.0065,0.0891,0.0517,0.0219,0.1211,0.0665,0.0000,0.0864,0.0985,0.0000,0.2633,0.1707
4,9,0.4034,0.8525,19.00,19.42,9.98,38.13,10.58,818.9,798.3,14.3,0.0001,0.0785,0.4835,0.4378,9.64e-17,0.0037,0.0162,0.0044,0.0055,0.0692,0.0711,0.0207,0.0988,0.0913,0.0000,0.0625,0.1225,0.0000,0.2035,0.2306
5,8,0.3969,0.9171,19.03,19.99,10.04,38.03,10.58,863.7,843.3,16.0,0.0002,0.0712,0.3893,0.5391,4.52e-16,0.0045,0.0134,0.0062,0.0046,0.0534,0.0873,0.0181,0.0815,0.1119,0.0000,0.0535,0.1316,0.0000,0.1805,0.2536
6,8,0.3949,0.9446,19.03,20.31,10.07,38.00,10.58,899.7,876.9,17.1,0.0003,0.0610,0.3226,0.6157,2.43e-16,0.0047,0.0118,0.0075,0.0039,0.0411,0.1002,0.0147,0.0700,0.1269,0.0000,0.0491,0.1361,0.0000,0.1677,0.2664
7,8,0.3891,0.9633,19.02,20.48,10.09,38.05,10.56,930.2,903.9,17.9,0.0005,0.0511,0.2728,0.6749,2.23e-16,0.0042,0.0109,0.0089,0.0034,0.0316,0.1104,0.0119,0.0615,0.1378,0.0000,0.0471,0.1382,0.0000,0.1620,0.2721
8,8,0.3873,0.9756,19.02,20.58,10.12,38.13,10.54,948.6,924.9,18.4,0.0006,0.0459,0.2373,0.7151,3.14e-17,0.0039,0.0103,0.0099,0.0031,0.0249,0.1171,0.0104,0.0552,0.1455,0.0000,0.0460,0.1396,0.0000,0.1582,0.2759
9,8,0.3816,0.9823,19.02,20.63,10.15,38.02,10.56,962.8,941.3,18.7,0.0008,0.0425,0.2118,0.7435,1.00e-16,0.0036,0.0097,0.0109,0.0030,0.0201,0.1215,0.0096,0.0509,0.1508,0.0000,0.0451,0.1407,0.0000,0.1553,0.2787
10,7,0.3851,0.9875,19.04,20.66,10.15,37.99,10.58,974.1,954.0,19.0,0.0010,0.0401,0.1895,0.7678,6.89e-17,0.0034,0.0089,0.0119,0.0029,0.0167,0.1247,0.0090,0.0465,0.1559,0.0000,0.0449,0.1410,0.0000,0.1549,0.2792
