size,seed,years,year,day,tick,land,relief,grain,rough,lat_lo,lat_hi,tilt,night,gain,lapse,land_rate,sea_rate,spread,wind,wind_dir,wind_turn,evap,rain,flow,soil,maps,habitats,wide,change,stand,pass_share,pass_wide,pass_change,pass_stand,pass,land_share,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,lakes,dry,moist,wet,water_err,seconds,ms_per_update,day_over_life,year_over_life,change_temp,change_moist,change_medium,wide_land,share_land_cold_dry,share_land_cold_moist,share_land_cold_wet,share_land_mild_dry,share_land_mild_moist,share_land_mild_wet,share_land_hot_dry,share_land_hot_moist,share_land_hot_wet,share_shallow_cold,share_shallow_mild,share_shallow_hot,share_deep_cold,share_deep_mild,share_deep_hot,width_land_cold_dry,width_land_cold_moist,width_land_cold_wet,width_land_mild_dry,width_land_mild_moist,width_land_mild_wet,width_land_hot_dry,width_land_hot_moist,width_land_hot_wet,width_shallow_cold,width_shallow_mild,width_shallow_hot,width_deep_cold,width_deep_mild,width_deep_hot
256,1180,20,8480,145.3,10,0.468,1125,128,0.5,-61.4,80.5,24.5,-30,212.8,6.5,0.1617,0.0005,0.2,0.255,0,6.9,0.05,0.2883,0.25,150,0,11,2,0.4761,0.9852,1,0,1,1,0,0.4680,20.02,20.66,36.26,62.79,31.02,1898.2,0.0002,0.5613,0.3480,0.0904,9.58e-17,34.3,2.022,0.4843,28.2667,0.3841,0.2413,0.0000,2,0.0795,0.0256,0.0024,0.0113,0.0344,0.0075,0.1719,0.1029,0.0324,0.0060,0.0230,0.0953,0.0634,0.1399,0.2046,55,15,3,7,13,5,69,19,13,7,7,13,35,21,41
