year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,7,0.3393,NaN,27.92,19.01,14.71,34.84,13.61,123.3,154.4,0.0,0.0000,0.6326,0.3643,0.0031,3.33e-15,0.0000,0.0027,0.0000,0.0203,0.0144,0.0008,0.1758,0.0958,0.0002,0.0000,0.0773,0.1057,0.0000,0.3012,0.2057
2,7,0.2157,0.8235,28.68,20.62,14.74,34.68,13.42,112.2,117.8,0.0,0.0000,0.8369,0.1573,0.0058,1.80e-15,0.0001,0.0027,0.0000,0.0271,0.0069,0.0010,0.2323,0.0391,0.0008,0.0000,0.0502,0.1329,0.0000,0.2268,0.2802
3,7,0.1937,0.9093,28.80,21.97,14.28,34.68,13.30,108.4,109.1,0.0,0.0000,0.8779,0.1172,0.0049,4.67e-16,0.0010,0.0016,0.0000,0.0295,0.0053,0.0009,0.2416,0.0294,0.0006,0.0000,0.0392,0.1438,0.0000,0.1676,0.3394
4,7,0.1901,0.9339,28.89,23.11,13.86,34.75,13.23,113.2,111.3,0.0,0.0000,0.8898,0.1073,0.0030,1.90e-15,0.0016,0.0007,0.0000,0.0307,0.0057,0.0006,0.2436,0.0268,0.0003,0.0000,0.0294,0.1537,0.0000,0.1278,0.3792
5,7,0.2041,0.9454,28.96,24.07,13.49,34.82,13.17,122.5,118.9,0.0,0.0000,0.8648,0.1331,0.0021,1.73e-15,0.0014,0.0003,0.0000,0.0306,0.0074,0.0004,0.2361,0.0335,0.0002,0.0000,0.0202,0.1628,0.0000,0.0977,0.4093
6,6,0.2194,0.9479,29.00,24.87,13.17,34.79,13.17,134.0,129.6,0.0,0.0000,0.8085,0.1877,0.0038,5.51e-16,0.0012,0.0003,0.0000,0.0299,0.0086,0.0008,0.2196,0.0493,0.0004,0.0000,0.0138,0.1692,0.0000,0.0737,0.4333
7,6,0.2279,0.9485,29.04,25.55,12.91,34.71,13.25,146.2,141.5,0.0,0.0000,0.7367,0.2558,0.0074,1.57e-15,0.0009,0.0005,0.0000,0.0280,0.0095,0.0014,0.1995,0.0693,0.0009,0.0000,0.0088,0.1742,0.0000,0.0532,0.4538
8,6,0.2337,0.9522,29.07,26.12,12.69,34.60,13.38,158.3,153.6,0.0,0.0000,0.6613,0.3235,0.0152,9.42e-16,0.0006,0.0009,0.0000,0.0258,0.0098,0.0019,0.1786,0.0895,0.0028,0.0000,0.0051,0.1779,0.0000,0.0370,0.4700
9,6,0.2357,0.9549,29.10,26.60,12.50,34.64,13.49,169.7,165.5,0.0,0.0000,0.5985,0.3703,0.0312,1.22e-15,0.0005,0.0014,0.0000,0.0235,0.0099,0.0022,0.1616,0.1036,0.0075,0.0000,0.0025,0.1805,0.0000,0.0212,0.4858
10,5,0.2290,0.9625,29.12,27.00,12.35,34.78,13.57,180.4,176.4,0.1,0.0000,0.5444,0.4024,0.0532,1.07e-15,0.0004,0.0018,0.0000,0.0212,0.0099,0.0024,0.1471,0.1131,0.0140,0.0000,0.0011,0.1819,0.0000,0.0110,0.4959
11,5,0.2178,0.9678,29.14,27.34,12.21,34.77,13.59,190.3,186.4,0.1,0.0000,0.4984,0.4214,0.0802,7.05e-16,0.0004,0.0022,0.0000,0.0199,0.0103,0.0026,0.1343,0.1181,0.0222,0.0000,0.0004,0.1827,0.0000,0.0053,0.5016
12,5,0.2041,0.9724,29.15,27.63,12.08,34.68,13.49,199.2,195.5,0.1,0.0000,0.4595,0.4349,0.1056,4.48e-16,0.0002,0.0024,0.0001,0.0186,0.0114,0.0029,0.1236,0.1210,0.0297,0.0000,0.0000,0.1830,0.0000,0.0005,0.5065
13,5,0.2016,0.9788,29.16,27.87,11.97,34.68,13.35,207.1,203.8,0.2,0.0000,0.4227,0.4486,0.1286,3.09e-16,0.0001,0.0024,0.0001,0.0174,0.0128,0.0038,0.1135,0.1238,0.0360,0.0000,0.0000,0.1830,0.0000,0.0000,0.5070
14,5,0.2005,0.9814,29.17,28.08,11.86,34.75,13.26,214.0,210.8,0.2,0.0001,0.3913,0.4593,0.1492,4.57e-16,0.0000,0.0021,0.0001,0.0166,0.0144,0.0049,0.1047,0.1259,0.0412,0.0000,0.0000,0.1831,0.0000,0.0000,0.5070
15,5,0.1994,0.9834,29.17,28.25,11.78,34.82,13.19,219.8,216.6,0.3,0.0001,0.3642,0.4672,0.1684,6.52e-16,0.0000,0.0016,0.0001,0.0161,0.0157,0.0057,0.0968,0.1275,0.0464,0.0000,0.0000,0.1831,0.0000,0.0000,0.5070
16,5,0.1977,0.9855,29.17,28.39,11.71,34.79,13.19,224.8,221.6,0.4,0.0001,0.3417,0.4737,0.1842,2.45e-16,0.0000,0.0014,0.0001,0.0158,0.0167,0.0061,0.0902,0.1288,0.0509,0.0000,0.0000,0.1831,0.0000,0.0000,0.5070
