year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,9,0.4664,NaN,10.60,6.55,24.38,7.87,21.64,15.4,37.9,0.0,0.0000,0.2392,0.7586,0.0022,1.14e-14,0.0166,0.1098,0.0009,0.0403,0.1983,0.0001,0.0555,0.0484,0.0000,0.0816,0.0993,0.0000,0.1083,0.2408,0.0000
2,9,0.4523,0.7984,11.73,8.05,24.09,7.98,21.20,17.4,26.9,0.0,0.0000,0.5806,0.4003,0.0191,9.49e-15,0.0389,0.0686,0.0054,0.1362,0.1005,0.0036,0.0977,0.0190,0.0000,0.0727,0.1082,0.0000,0.0946,0.2545,0.0000
3,9,0.4497,0.9184,11.83,9.27,23.95,7.84,21.23,17.1,21.6,0.2,0.0000,0.6859,0.2784,0.0356,5.78e-15,0.0535,0.0499,0.0083,0.1620,0.0679,0.0084,0.1068,0.0130,0.0000,0.0652,0.1156,0.0000,0.0838,0.2653,0.0000
4,9,0.4454,0.9521,11.89,10.26,23.83,7.78,21.25,18.1,18.9,0.3,0.0000,0.7253,0.2237,0.0510,7.34e-15,0.0591,0.0412,0.0110,0.1708,0.0525,0.0129,0.1110,0.0114,0.0001,0.0592,0.1212,0.0005,0.0758,0.2733,0.0000
5,9,0.4504,0.9656,11.92,11.07,23.75,7.80,21.23,19.7,18.0,0.3,0.0000,0.7363,0.1979,0.0659,3.82e-15,0.0611,0.0363,0.0136,0.1729,0.0452,0.0173,0.1120,0.0115,0.0001,0.0552,0.1236,0.0021,0.0695,0.2796,0.0000
6,10,0.4489,0.9671,11.95,11.74,23.67,7.91,21.20,21.4,18.2,0.3,0.0000,0.7300,0.1855,0.0845,2.97e-15,0.0606,0.0336,0.0163,0.1711,0.0418,0.0230,0.1114,0.0118,0.0004,0.0517,0.1238,0.0054,0.0646,0.2846,0.0000
7,10,0.4987,0.9407,11.99,12.28,23.62,8.00,21.18,23.1,18.8,0.3,0.0000,0.7118,0.1811,0.1071,2.10e-15,0.0584,0.0328,0.0189,0.1660,0.0402,0.0301,0.1102,0.0121,0.0013,0.0486,0.1177,0.0146,0.0603,0.2698,0.0191
8,13,0.4783,0.9135,12.01,12.73,23.58,7.91,21.20,24.7,19.8,0.4,0.0001,0.6837,0.1855,0.1307,1.81e-15,0.0553,0.0325,0.0221,0.1576,0.0417,0.0363,0.1084,0.0130,0.0030,0.0461,0.1073,0.0275,0.0571,0.2325,0.0596
9,13,0.4588,0.9391,12.02,13.09,23.55,7.80,21.23,26.3,20.9,0.4,0.0002,0.6450,0.1986,0.1559,1.44e-15,0.0514,0.0327,0.0256,0.1471,0.0455,0.0421,0.1047,0.0151,0.0055,0.0443,0.1025,0.0342,0.0549,0.2170,0.0772
10,13,0.4583,0.9439,12.03,13.39,23.52,7.78,21.24,27.7,21.9,0.6,0.0004,0.5978,0.2201,0.1813,2.76e-15,0.0472,0.0335,0.0291,0.1355,0.0511,0.0471,0.0982,0.0189,0.0090,0.0427,0.1004,0.0381,0.0522,0.2079,0.0891
11,14,0.4644,0.9497,12.03,13.64,23.50,7.84,21.21,29.0,22.9,0.9,0.0005,0.5492,0.2438,0.2059,1.36e-15,0.0426,0.0347,0.0324,0.1244,0.0574,0.0522,0.0911,0.0224,0.0122,0.0415,0.0990,0.0408,0.0511,0.1998,0.0983
12,14,0.4612,0.9540,12.04,13.84,23.47,7.97,21.19,30.1,23.9,1.2,0.0007,0.5087,0.2612,0.2287,1.75e-15,0.0382,0.0361,0.0352,0.1161,0.0609,0.0577,0.0847,0.0257,0.0146,0.0398,0.0987,0.0430,0.0481,0.1958,0.1052
13,14,0.4568,0.9647,12.05,14.00,23.46,7.98,21.19,30.9,24.8,1.6,0.0008,0.4748,0.2733,0.2502,1.23e-15,0.0347,0.0366,0.0380,0.1087,0.0637,0.0625,0.0798,0.0282,0.0171,0.0394,0.0977,0.0445,0.0473,0.1927,0.1091
14,14,0.4569,0.9657,12.06,14.14,23.46,7.85,21.22,31.6,25.5,1.8,0.0009,0.4427,0.2833,0.2720,2.19e-15,0.0316,0.0367,0.0409,0.1011,0.0657,0.0675,0.0753,0.0308,0.0195,0.0390,0.0969,0.0459,0.0473,0.1883,0.1135
