year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,8,0.2751,NaN,7.52,15.27,53.91,17.72,12.66,96.6,110.5,0.0,0.0000,0.1475,0.8444,0.0081,4.00e-15,0.0000,0.1933,0.0000,0.0020,0.0872,0.0006,0.0601,0.0750,0.0028,0.0413,0.0183,0.0141,0.0989,0.1227,0.2837
2,8,0.2072,0.8774,8.17,17.60,55.83,17.99,11.80,106.5,101.5,0.0,0.0000,0.2496,0.7168,0.0336,1.31e-15,0.0010,0.1871,0.0015,0.0174,0.0638,0.0066,0.0867,0.0509,0.0061,0.0383,0.0181,0.0173,0.0881,0.1034,0.3138
3,10,0.2111,0.9053,8.32,19.42,57.56,17.95,11.83,120.3,117.0,0.1,0.0000,0.2432,0.6641,0.0927,1.74e-15,0.0046,0.1724,0.0122,0.0221,0.0491,0.0155,0.0757,0.0581,0.0113,0.0359,0.0169,0.0209,0.0815,0.0930,0.3308
4,13,0.2142,0.9023,8.36,20.86,58.85,17.89,12.10,148.0,138.8,1.1,0.0000,0.2002,0.6212,0.1786,5.00e-16,0.0087,0.1539,0.0260,0.0230,0.0400,0.0243,0.0526,0.0676,0.0250,0.0338,0.0165,0.0234,0.0769,0.0866,0.3418
5,13,0.2068,0.9083,8.34,21.99,59.90,17.87,11.52,176.1,163.2,2.4,0.0000,0.1716,0.5430,0.2853,2.91e-16,0.0129,0.1365,0.0395,0.0221,0.0318,0.0328,0.0372,0.0603,0.0478,0.0321,0.0167,0.0250,0.0720,0.0845,0.3488
6,13,0.1991,0.9313,8.47,22.88,60.76,17.86,12.18,193.0,186.5,4.1,0.0002,0.1593,0.4643,0.3759,5.80e-16,0.0157,0.1219,0.0507,0.0215,0.0259,0.0392,0.0299,0.0477,0.0684,0.0311,0.0168,0.0259,0.0696,0.0818,0.3540
7,13,0.1914,0.9469,8.37,23.58,61.36,17.81,11.56,211.6,191.6,6.0,0.0005,0.1515,0.4092,0.4380,1.48e-16,0.0187,0.1103,0.0594,0.0201,0.0225,0.0442,0.0250,0.0395,0.0808,0.0305,0.0173,0.0265,0.0676,0.0785,0.3592
8,13,0.1933,0.9606,8.49,24.13,61.95,17.96,12.00,210.1,203.8,8.0,0.0007,0.1446,0.3765,0.4773,2.17e-17,0.0212,0.1002,0.0668,0.0189,0.0203,0.0470,0.0207,0.0380,0.0872,0.0298,0.0177,0.0269,0.0654,0.0781,0.3619
9,11,0.1924,0.9680,8.43,24.57,62.29,17.99,11.91,220.6,200.6,9.1,0.0011,0.1393,0.3519,0.5063,2.99e-16,0.0235,0.0927,0.0718,0.0176,0.0187,0.0504,0.0176,0.0368,0.0909,0.0296,0.0179,0.0272,0.0646,0.0761,0.3646
10,11,0.1867,0.9716,8.45,24.91,62.66,17.94,11.65,219.0,206.2,10.2,0.0013,0.1361,0.3298,0.5311,1.23e-17,0.0255,0.0860,0.0767,0.0162,0.0165,0.0530,0.0156,0.0363,0.0938,0.0292,0.0183,0.0274,0.0635,0.0745,0.3673
