year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,6,0.3706,NaN,4.65,-0.15,19.69,10.58,18.15,33.4,44.5,0.2,0.0000,0.0613,0.9287,0.0100,1.82e-14,0.0032,0.1023,0.0012,0.0138,0.1586,0.0016,0.0002,0.0000,0.0000,0.1100,0.0392,0.0000,0.4443,0.1255,0.0000
2,8,0.3188,0.8028,5.26,1.24,18.85,10.56,18.16,36.4,40.1,0.8,0.0000,0.2639,0.6830,0.0531,1.09e-14,0.0259,0.0675,0.0081,0.0480,0.1245,0.0068,0.0002,0.0000,0.0000,0.0872,0.0620,0.0000,0.3445,0.2254,0.0000
3,8,0.2881,0.8847,5.39,2.33,18.25,10.52,18.14,36.9,37.7,0.9,0.0000,0.3822,0.5223,0.0956,8.33e-15,0.0402,0.0475,0.0124,0.0670,0.0992,0.0144,0.0002,0.0000,0.0000,0.0751,0.0740,0.0000,0.2909,0.2789,0.0000
4,9,0.2631,0.9328,5.47,3.18,17.78,10.50,18.14,38.3,36.8,1.1,0.0000,0.4311,0.4300,0.1388,4.81e-15,0.0468,0.0370,0.0155,0.0742,0.0839,0.0235,0.0002,0.0000,0.0000,0.0686,0.0805,0.0000,0.2649,0.3049,0.0000
5,9,0.2614,0.9516,5.53,3.84,17.45,10.50,18.14,40.2,37.0,1.4,0.0000,0.4517,0.3612,0.1871,4.44e-15,0.0501,0.0306,0.0180,0.0766,0.0709,0.0346,0.0002,0.0000,0.0000,0.0644,0.0848,0.0000,0.2506,0.3193,0.0000
6,10,0.2584,0.9614,5.57,4.37,17.28,10.52,18.14,42.2,37.7,2.0,0.0000,0.4565,0.3112,0.2324,3.04e-15,0.0512,0.0268,0.0201,0.0768,0.0606,0.0452,0.0002,0.0000,0.0000,0.0606,0.0885,0.0000,0.2400,0.3299,0.0000
7,10,0.2559,0.9694,5.59,4.78,17.14,10.55,18.14,44.1,38.7,2.7,0.0000,0.4545,0.2766,0.2688,2.47e-15,0.0516,0.0243,0.0220,0.0759,0.0534,0.0535,0.0003,0.0000,0.0000,0.0577,0.0914,0.0000,0.2317,0.3381,0.0000
8,10,0.2549,0.9753,5.62,5.11,17.04,10.57,18.14,45.7,39.7,3.5,0.0000,0.4486,0.2519,0.2993,2.09e-15,0.0514,0.0225,0.0238,0.0744,0.0483,0.0603,0.0003,0.0000,0.0000,0.0556,0.0936,0.0000,0.2249,0.3450,0.0000
9,10,0.2518,0.9796,5.63,5.36,16.96,10.60,18.13,47.2,40.7,4.0,0.0001,0.4410,0.2337,0.3251,2.31e-15,0.0509,0.0213,0.0254,0.0728,0.0444,0.0659,0.0003,0.0000,0.0000,0.0538,0.0954,0.0000,0.2192,0.3506,0.0000
10,10,0.2527,0.9832,5.64,5.56,16.89,10.60,18.13,48.4,41.7,4.4,0.0001,0.4322,0.2204,0.3470,2.54e-15,0.0502,0.0203,0.0270,0.0710,0.0416,0.0705,0.0002,0.0000,0.0000,0.0525,0.0967,0.0000,0.2147,0.3552,0.0000
11,9,0.2506,0.9871,5.65,5.72,16.84,10.59,18.13,49.5,42.6,4.7,0.0002,0.4243,0.2095,0.3655,1.32e-15,0.0495,0.0197,0.0283,0.0695,0.0392,0.0744,0.0002,0.0000,0.0000,0.0517,0.0976,0.0000,0.2116,0.3582,0.0000
12,9,0.2502,0.9892,5.65,5.85,16.80,10.55,18.13,50.4,43.3,5.0,0.0003,0.4167,0.2008,0.3815,1.38e-15,0.0487,0.0191,0.0295,0.0681,0.0373,0.0777,0.0002,0.0000,0.0000,0.0511,0.0984,0.0000,0.2091,0.3607,0.0000
13,9,0.2501,0.9903,5.66,5.94,16.77,10.51,18.13,51.1,44.0,5.2,0.0003,0.4098,0.1934,0.3956,1.09e-15,0.0481,0.0186,0.0306,0.0669,0.0357,0.0805,0.0002,0.0000,0.0000,0.0505,0.0989,0.0000,0.2067,0.3632,0.0000
14,9,0.2502,0.9912,5.66,6.02,16.74,10.49,18.13,51.8,44.6,5.3,0.0004,0.4035,0.1872,0.4078,1.43e-15,0.0475,0.0181,0.0316,0.0657,0.0345,0.0830,0.0002,0.0000,0.0000,0.0501,0.0995,0.0000,0.2042,0.3656,0.0000
15,9,0.2498,0.9938,5.67,6.08,16.72,10.50,18.13,52.4,45.2,5.5,0.0005,0.3980,0.1816,0.4186,1.17e-15,0.0469,0.0177,0.0326,0.0647,0.0334,0.0850,0.0002,0.0000,0.0000,0.0498,0.0998,0.0000,0.2035,0.3663,0.0000
16,9,0.2498,0.9933,5.67,6.13,16.71,10.53,18.13,52.8,45.7,5.6,0.0006,0.3929,0.1769,0.4282,8.97e-16,0.0464,0.0173,0.0334,0.0637,0.0324,0.0870,0.0002,0.0000,0.0000,0.0495,0.1002,0.0000,0.2018,0.3681,0.0000
