year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,8,0.2526,NaN,1.67,3.51,40.80,2.38,17.76,10.9,20.7,0.0,0.0000,0.1038,0.8933,0.0030,1.42e-15,0.0005,0.2206,0.0001,0.0091,0.0865,0.0008,0.0323,0.0538,0.0003,0.0457,0.0533,0.0000,0.2267,0.2703,0.0000
2,9,0.2175,0.9105,1.94,4.73,42.05,2.38,17.66,10.5,14.9,0.1,0.0000,0.2453,0.7431,0.0116,2.36e-15,0.0044,0.2147,0.0010,0.0217,0.0624,0.0020,0.0730,0.0231,0.0017,0.0451,0.0537,0.0002,0.2056,0.2914,0.0000
3,8,0.2131,0.9466,1.99,5.77,42.51,2.39,17.68,9.6,12.5,0.0,0.0000,0.3158,0.6639,0.0203,7.17e-15,0.0103,0.2065,0.0031,0.0343,0.0478,0.0030,0.0830,0.0138,0.0021,0.0441,0.0531,0.0018,0.1893,0.3077,0.0000
4,8,0.2346,0.9513,2.02,6.64,42.95,2.38,17.68,9.4,11.0,0.0,0.0000,0.3637,0.6072,0.0291,1.48e-15,0.0166,0.1981,0.0051,0.0421,0.0381,0.0045,0.0882,0.0092,0.0021,0.0426,0.0492,0.0071,0.1773,0.3154,0.0043
5,11,0.2333,0.9187,2.05,7.39,43.37,2.39,17.68,9.6,10.3,0.0,0.0000,0.3952,0.5679,0.0368,5.45e-16,0.0220,0.1903,0.0074,0.0463,0.0326,0.0055,0.0913,0.0065,0.0020,0.0414,0.0361,0.0215,0.1676,0.2882,0.0412
6,11,0.2212,0.9468,2.06,8.02,43.71,2.38,17.69,10.2,10.0,0.0,0.0000,0.4159,0.5395,0.0446,1.45e-15,0.0267,0.1830,0.0099,0.0484,0.0297,0.0063,0.0930,0.0052,0.0019,0.0408,0.0273,0.0310,0.1601,0.2767,0.0602
7,11,0.2196,0.9594,2.08,8.56,44.01,2.38,17.68,10.8,10.0,0.0,0.0000,0.4272,0.5203,0.0524,7.59e-16,0.0307,0.1764,0.0124,0.0486,0.0286,0.0071,0.0933,0.0053,0.0017,0.0403,0.0219,0.0368,0.1549,0.2681,0.0740
8,10,0.2189,0.9631,2.09,9.02,44.27,2.38,17.70,11.6,10.3,0.0,0.0000,0.4301,0.5076,0.0623,9.37e-16,0.0342,0.1704,0.0150,0.0477,0.0280,0.0085,0.0919,0.0067,0.0017,0.0398,0.0183,0.0409,0.1499,0.2616,0.0855
9,10,0.2209,0.9651,2.10,9.41,44.48,2.38,17.68,12.5,10.8,0.0,0.0000,0.4268,0.4989,0.0741,6.36e-16,0.0369,0.1649,0.0176,0.0466,0.0273,0.0101,0.0889,0.0094,0.0022,0.0392,0.0163,0.0435,0.1458,0.2549,0.0964
10,11,0.2201,0.9669,2.10,9.74,44.67,2.38,17.70,13.4,11.3,0.0,0.0001,0.4170,0.4936,0.0893,7.46e-16,0.0391,0.1599,0.0204,0.0448,0.0269,0.0122,0.0846,0.0127,0.0034,0.0387,0.0154,0.0449,0.1429,0.2480,0.1061
