year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,9,0.5101,NaN,13.61,5.91,13.59,73.06,11.54,89.1,144.6,0.0,0.0000,0.8321,0.1678,0.0000,3.06e-15,0.0454,0.0240,0.0000,0.3958,0.0782,0.0000,0.0656,0.0000,0.0000,0.1029,0.2379,0.0000,0.0274,0.0228,0.0000
2,6,0.4308,0.7655,13.75,7.09,13.52,73.15,11.25,51.3,59.5,0.0,0.0000,0.9919,0.0081,0.0000,4.57e-15,0.0656,0.0003,0.0000,0.4726,0.0047,0.0000,0.0659,0.0000,0.0000,0.0696,0.2712,0.0000,0.0183,0.0318,0.0000
3,6,0.4245,0.8625,13.78,8.10,13.36,73.11,11.19,41.4,43.1,0.0,0.0000,0.9999,0.0001,0.0000,3.43e-15,0.0655,0.0000,0.0000,0.4746,0.0001,0.0000,0.0689,0.0000,0.0000,0.0526,0.2882,0.0000,0.0119,0.0383,0.0000
4,6,0.4228,0.8878,13.80,8.97,13.24,73.15,11.16,41.5,41.3,0.0,0.0000,1.0000,0.0000,0.0000,1.31e-15,0.0690,0.0000,0.0000,0.4742,0.0000,0.0000,0.0657,0.0000,0.0000,0.0426,0.2982,0.0000,0.0099,0.0403,0.0000
5,6,0.4201,0.8884,13.80,9.71,13.27,73.15,11.28,44.2,43.5,0.0,0.0000,1.0000,0.0000,0.0000,3.42e-15,0.0672,0.0000,0.0000,0.4754,0.0000,0.0000,0.0664,0.0000,0.0000,0.0342,0.3066,0.0000,0.0081,0.0421,0.0000
6,6,0.4165,0.8808,13.80,10.34,13.31,73.11,11.17,47.2,46.4,0.0,0.0000,1.0000,0.0000,0.0000,1.75e-15,0.0655,0.0000,0.0000,0.4756,0.0000,0.0000,0.0679,0.0000,0.0000,0.0282,0.3126,0.0000,0.0066,0.0436,0.0000
7,6,0.4117,0.8928,13.80,10.89,13.23,73.15,11.28,50.0,49.3,0.0,0.0000,1.0000,0.0000,0.0000,7.92e-16,0.0647,0.0000,0.0000,0.4776,0.0000,0.0000,0.0667,0.0000,0.0000,0.0237,0.3171,0.0000,0.0054,0.0448,0.0000
8,5,0.4270,0.8819,13.83,11.35,13.08,73.16,11.10,52.5,52.0,0.0,0.0000,1.0000,0.0000,0.0000,1.06e-15,0.0660,0.0000,0.0000,0.4723,0.0000,0.0000,0.0707,0.0000,0.0000,0.0200,0.3208,0.0000,0.0043,0.0459,0.0000
9,5,0.4158,0.8904,13.83,11.75,13.08,73.06,11.29,54.8,54.2,0.0,0.0000,1.0000,0.0000,0.0000,6.32e-16,0.0693,0.0000,0.0000,0.4757,0.0000,0.0000,0.0640,0.0000,0.0000,0.0172,0.3236,0.0000,0.0037,0.0465,0.0000
10,5,0.4030,0.8988,13.83,12.09,13.14,73.15,11.25,56.8,56.3,0.0,0.0000,1.0000,0.0000,0.0000,1.51e-15,0.0655,0.0000,0.0000,0.4792,0.0000,0.0000,0.0643,0.0000,0.0000,0.0143,0.3265,0.0000,0.0030,0.0471,0.0000
11,5,0.4269,0.8831,13.82,12.39,13.19,73.14,11.21,58.6,58.1,0.0,0.0000,1.0000,0.0000,0.0000,8.33e-16,0.0651,0.0000,0.0000,0.4721,0.0000,0.0000,0.0718,0.0000,0.0000,0.0120,0.3288,0.0000,0.0026,0.0476,0.0000
12,5,0.4145,0.8902,13.83,12.64,13.08,73.11,11.28,60.1,59.8,0.0,0.0000,1.0000,0.0000,0.0000,9.81e-16,0.0646,0.0000,0.0000,0.4759,0.0000,0.0000,0.0684,0.0000,0.0000,0.0099,0.3309,0.0000,0.0022,0.0480,0.0000
13,5,0.4225,0.8880,13.85,12.85,12.98,73.14,11.09,61.5,61.2,0.0,0.0000,1.0000,0.0000,0.0000,8.02e-16,0.0671,0.0000,0.0000,0.4732,0.0000,0.0000,0.0687,0.0000,0.0000,0.0085,0.3323,0.0000,0.0019,0.0483,0.0000
14,5,0.4213,0.8916,13.84,13.04,13.02,73.15,11.31,62.7,62.3,0.0,0.0000,1.0000,0.0000,0.0000,5.96e-16,0.0683,0.0000,0.0000,0.4741,0.0000,0.0000,0.0666,0.0000,0.0000,0.0070,0.3338,0.0000,0.0016,0.0486,0.0000
15,5,0.4090,0.8959,13.83,13.19,13.10,73.12,11.21,63.7,63.5,0.0,0.0000,1.0000,0.0000,0.0000,5.51e-16,0.0652,0.0000,0.0000,0.4771,0.0000,0.0000,0.0667,0.0000,0.0000,0.0057,0.3351,0.0000,0.0013,0.0489,0.0000
16,5,0.4154,0.8879,13.82,13.33,13.11,73.14,11.25,64.6,64.3,0.0,0.0000,1.0000,0.0000,0.0000,4.06e-17,0.0650,0.0000,0.0000,0.4754,0.0000,0.0000,0.0686,0.0000,0.0000,0.0047,0.3361,0.0000,0.0011,0.0491,0.0000
17,5,0.4271,0.8867,13.84,13.45,12.98,73.15,11.18,65.4,65.3,0.0,0.0000,1.0000,0.0000,0.0000,2.84e-16,0.0649,0.0000,0.0000,0.4726,0.0000,0.0000,0.0715,0.0000,0.0000,0.0036,0.3372,0.0000,0.0008,0.0494,0.0000
18,5,0.4230,0.8971,13.85,13.54,12.94,73.06,11.17,66.1,65.9,0.0,0.0000,1.0000,0.0000,0.0000,5.95e-16,0.0686,0.0000,0.0000,0.4726,0.0000,0.0000,0.0677,0.0000,0.0000,0.0033,0.3375,0.0000,0.0008,0.0494,0.0000
19,5,0.4213,0.8950,13.84,13.63,13.02,73.14,11.27,66.6,66.4,0.0,0.0000,1.0000,0.0000,0.0000,6.69e-16,0.0668,0.0000,0.0000,0.4737,0.0000,0.0000,0.0685,0.0000,0.0000,0.0021,0.3388,0.0000,0.0005,0.0497,0.0000
20,5,0.4192,0.8862,13.83,13.70,13.09,73.14,11.18,67.2,67.0,0.0,0.0000,1.0000,0.0000,0.0000,6.70e-17,0.0651,0.0000,0.0000,0.4739,0.0000,0.0000,0.0699,0.0000,0.0000,0.0020,0.3388,0.0000,0.0005,0.0497,0.0000
