year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,6,0.5885,NaN,3.43,-9.11,26.10,18.20,49.10,46.6,107.8,0.0,0.0000,0.3178,0.6723,0.0098,4.85e-15,0.0000,0.2638,0.0052,0.0014,0.0037,0.0001,0.1696,0.0942,0.0000,0.1648,0.0121,0.0000,0.2556,0.0295,0.0000
2,7,0.5808,0.6335,3.52,-5.99,24.02,18.20,49.09,24.1,33.4,0.0,0.0000,0.9244,0.0740,0.0017,5.26e-15,0.2333,0.0350,0.0007,0.0043,0.0003,0.0001,0.2597,0.0046,0.0001,0.1517,0.0252,0.0000,0.2317,0.0534,0.0000
3,6,0.5753,0.9379,3.55,-3.59,22.39,18.19,49.08,22.4,23.5,0.0,0.0000,0.9837,0.0159,0.0004,5.29e-15,0.2608,0.0080,0.0001,0.0042,0.0001,0.0000,0.2642,0.0005,0.0000,0.1445,0.0325,0.0000,0.2134,0.0717,0.0000
4,6,0.5689,0.9752,3.57,-1.74,21.23,18.19,49.08,25.9,25.5,0.0,0.0000,0.9878,0.0121,0.0000,2.34e-15,0.2627,0.0063,0.0000,0.0039,0.0000,0.0000,0.2648,0.0002,0.0000,0.1391,0.0378,0.0000,0.2007,0.0844,0.0000
5,6,0.5648,0.9845,3.59,-0.32,20.46,18.21,49.08,29.8,29.0,0.0,0.0000,0.9828,0.0172,0.0000,1.11e-15,0.2610,0.0080,0.0000,0.0035,0.0000,0.0000,0.2642,0.0012,0.0000,0.1348,0.0421,0.0000,0.1929,0.0922,0.0000
6,6,0.5611,0.9873,3.60,0.78,19.89,18.20,49.08,33.2,32.5,0.0,0.0000,0.9768,0.0228,0.0004,1.17e-15,0.2595,0.0093,0.0002,0.0031,0.0000,0.0000,0.2629,0.0029,0.0000,0.1319,0.0451,0.0000,0.1870,0.0980,0.0000
7,6,0.5588,0.9898,3.61,1.62,19.45,18.19,49.08,36.2,35.5,0.0,0.0000,0.9711,0.0278,0.0011,2.06e-15,0.2578,0.0106,0.0006,0.0027,0.0000,0.0000,0.2619,0.0044,0.0000,0.1296,0.0473,0.0000,0.1829,0.1022,0.0000
8,6,0.5585,0.9921,3.62,2.27,19.12,18.19,49.08,38.6,38.1,0.0,0.0000,0.9658,0.0324,0.0018,2.62e-16,0.2562,0.0118,0.0010,0.0024,0.0000,0.0000,0.2610,0.0056,0.0000,0.1281,0.0488,0.0000,0.1800,0.1050,0.0000
9,6,0.5584,0.9934,3.62,2.77,18.90,18.19,49.07,40.6,40.2,0.0,0.0000,0.9607,0.0369,0.0024,7.63e-16,0.2545,0.0132,0.0013,0.0021,0.0001,0.0000,0.2602,0.0066,0.0000,0.1270,0.0499,0.0000,0.1778,0.1073,0.0000
10,6,0.5583,0.9939,3.62,3.16,18.73,18.21,49.07,42.3,41.9,0.0,0.0000,0.9556,0.0415,0.0029,1.08e-15,0.2527,0.0147,0.0015,0.0019,0.0001,0.0000,0.2595,0.0075,0.0000,0.1261,0.0508,0.0000,0.1758,0.1093,0.0000
11,6,0.5583,0.9950,3.63,3.46,18.59,18.20,49.08,43.6,43.2,0.0,0.0000,0.9512,0.0455,0.0033,3.71e-16,0.2511,0.0162,0.0018,0.0017,0.0002,0.0000,0.2590,0.0082,0.0000,0.1254,0.0516,0.0000,0.1743,0.1108,0.0000
12,6,0.5583,0.9959,3.63,3.68,18.50,18.19,49.07,44.6,44.3,0.0,0.0000,0.9472,0.0492,0.0036,3.25e-16,0.2496,0.0174,0.0019,0.0016,0.0002,0.0000,0.2584,0.0088,0.0000,0.1248,0.0522,0.0000,0.1732,0.1119,0.0000
13,6,0.5583,0.9971,3.63,3.86,18.42,18.19,49.07,45.4,45.2,0.0,0.0000,0.9440,0.0521,0.0039,7.10e-16,0.2485,0.0184,0.0021,0.0015,0.0003,0.0000,0.2579,0.0093,0.0000,0.1244,0.0526,0.0000,0.1725,0.1125,0.0000
14,6,0.5582,0.9976,3.63,4.00,18.35,18.19,49.08,46.0,45.8,0.0,0.0000,0.9417,0.0542,0.0041,5.80e-16,0.2477,0.0191,0.0022,0.0014,0.0003,0.0000,0.2575,0.0097,0.0000,0.1240,0.0529,0.0000,0.1719,0.1132,0.0000
15,6,0.5581,0.9980,3.63,4.10,18.32,18.21,49.07,46.5,46.4,0.0,0.0000,0.9399,0.0559,0.0042,9.33e-16,0.2471,0.0196,0.0023,0.0014,0.0004,0.0000,0.2572,0.0101,0.0000,0.1237,0.0532,0.0000,0.1712,0.1138,0.0000
16,7,0.5590,0.9984,3.63,4.18,18.29,18.19,49.07,46.9,46.8,0.0,0.0000,0.9384,0.0572,0.0044,3.11e-16,0.2466,0.0201,0.0023,0.0013,0.0004,0.0000,0.2570,0.0103,0.0000,0.1235,0.0535,0.0000,0.1708,0.1143,0.0000
17,7,0.5581,0.9988,3.63,4.25,18.24,18.19,49.08,47.2,47.1,0.0,0.0000,0.9372,0.0584,0.0045,1.31e-16,0.2462,0.0204,0.0024,0.0013,0.0004,0.0000,0.2567,0.0106,0.0000,0.1233,0.0536,0.0000,0.1705,0.1146,0.0000
18,7,0.5590,0.9992,3.63,4.29,18.23,18.20,49.07,47.4,47.3,0.0,0.0000,0.9363,0.0592,0.0046,7.86e-16,0.2459,0.0207,0.0024,0.0013,0.0004,0.0000,0.2565,0.0108,0.0000,0.1232,0.0538,0.0000,0.1704,0.1147,0.0000
19,7,0.5590,0.9993,3.63,4.33,18.22,18.19,49.07,47.6,47.5,0.0,0.0000,0.9355,0.0598,0.0046,5.84e-16,0.2456,0.0209,0.0025,0.0013,0.0004,0.0000,0.2564,0.0109,0.0000,0.1231,0.0539,0.0000,0.1702,0.1149,0.0000
20,7,0.5581,0.9992,3.63,4.36,18.20,18.22,49.07,47.7,47.7,0.0,0.0000,0.9351,0.0603,0.0047,2.62e-16,0.2455,0.0210,0.0025,0.0012,0.0004,0.0000,0.2563,0.0110,0.0000,0.1230,0.0540,0.0000,0.1699,0.1152,0.0000
