year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,7,0.3262,NaN,8.01,5.99,13.34,8.35,21.74,51.5,65.6,0.4,0.0000,0.0921,0.8956,0.0123,3.49e-15,0.0052,0.1097,0.0022,0.0049,0.1250,0.0012,0.0180,0.0375,0.0003,0.0246,0.0594,0.0000,0.2137,0.3982,0.0000
2,8,0.3435,0.8633,8.18,7.30,11.60,8.35,21.78,52.6,55.4,0.4,0.0000,0.3053,0.6290,0.0656,3.86e-15,0.0306,0.0746,0.0105,0.0232,0.0976,0.0088,0.0390,0.0189,0.0006,0.0185,0.0655,0.0000,0.1717,0.4403,0.0000
3,10,0.3558,0.8956,8.20,8.27,10.49,8.35,21.78,51.4,51.5,0.2,0.0000,0.4073,0.4451,0.1476,3.21e-15,0.0465,0.0487,0.0204,0.0325,0.0740,0.0232,0.0449,0.0127,0.0013,0.0135,0.0705,0.0000,0.1341,0.4779,0.0000
4,10,0.3634,0.9238,8.21,8.99,9.66,8.35,21.78,52.2,50.2,0.3,0.0000,0.4487,0.3467,0.2045,1.25e-15,0.0532,0.0373,0.0251,0.0357,0.0585,0.0351,0.0475,0.0096,0.0020,0.0096,0.0744,0.0000,0.0995,0.5125,0.0000
5,10,0.3749,0.9388,8.23,9.51,9.07,8.35,21.78,53.1,50.5,0.5,0.0001,0.4705,0.2834,0.2458,2.51e-15,0.0569,0.0303,0.0282,0.0371,0.0482,0.0441,0.0491,0.0076,0.0024,0.0066,0.0775,0.0000,0.0683,0.5437,0.0000
6,10,0.3584,0.9562,8.23,9.91,8.61,8.35,21.78,54.5,50.9,0.8,0.0001,0.4840,0.2380,0.2776,1.14e-15,0.0593,0.0257,0.0305,0.0379,0.0402,0.0510,0.0500,0.0065,0.0029,0.0043,0.0798,0.0000,0.0478,0.5642,0.0000
7,10,0.3370,0.9720,8.24,10.19,8.29,8.35,21.77,55.3,51.6,1.2,0.0002,0.4918,0.2067,0.3008,8.53e-17,0.0607,0.0225,0.0321,0.0384,0.0348,0.0562,0.0504,0.0056,0.0031,0.0032,0.0811,0.0000,0.0371,0.5748,0.0000
8,10,0.3226,0.9792,8.23,10.41,8.04,8.35,21.78,56.3,52.0,1.5,0.0004,0.4960,0.1835,0.3192,6.85e-16,0.0615,0.0203,0.0336,0.0385,0.0303,0.0602,0.0508,0.0052,0.0033,0.0025,0.0819,0.0000,0.0306,0.5814,0.0000
9,9,0.3078,0.9825,8.24,10.57,7.86,8.35,21.77,56.8,52.6,1.8,0.0005,0.4981,0.1662,0.3340,3.05e-17,0.0618,0.0187,0.0346,0.0386,0.0271,0.0635,0.0510,0.0047,0.0034,0.0021,0.0824,0.0000,0.0251,0.5869,0.0000
10,9,0.2970,0.9852,8.24,10.68,7.72,8.34,21.79,57.5,52.9,1.9,0.0006,0.4986,0.1538,0.3455,6.29e-16,0.0621,0.0175,0.0355,0.0382,0.0247,0.0659,0.0512,0.0045,0.0036,0.0018,0.0828,0.0000,0.0202,0.5917,0.0000
11,8,0.2859,0.9876,8.24,10.77,7.63,8.35,21.77,57.9,53.5,2.1,0.0007,0.4977,0.1452,0.3548,3.05e-16,0.0622,0.0168,0.0361,0.0380,0.0230,0.0680,0.0511,0.0043,0.0037,0.0016,0.0831,0.0000,0.0162,0.5958,0.0000
12,8,0.2793,0.9895,8.24,10.83,7.55,8.34,21.79,58.4,53.7,2.2,0.0008,0.4958,0.1390,0.3624,4.76e-16,0.0622,0.0161,0.0368,0.0374,0.0218,0.0695,0.0512,0.0043,0.0039,0.0015,0.0833,0.0001,0.0130,0.5990,0.0000
13,8,0.2753,0.9915,8.24,10.88,7.50,8.35,21.76,58.7,54.2,2.4,0.0009,0.4938,0.1345,0.3687,9.59e-16,0.0621,0.0157,0.0372,0.0370,0.0210,0.0709,0.0510,0.0042,0.0040,0.0013,0.0836,0.0001,0.0107,0.6013,0.0000
14,8,0.2722,0.9929,8.24,10.92,7.46,8.34,21.79,59.2,54.4,2.4,0.0010,0.4913,0.1311,0.3741,1.09e-15,0.0620,0.0153,0.0377,0.0364,0.0203,0.0719,0.0510,0.0042,0.0041,0.0013,0.0837,0.0001,0.0091,0.6029,0.0000
15,7,0.2684,0.9934,8.24,10.94,7.43,8.35,21.76,59.4,54.8,2.6,0.0011,0.4887,0.1287,0.3790,5.06e-16,0.0617,0.0150,0.0382,0.0359,0.0200,0.0729,0.0509,0.0041,0.0041,0.0012,0.0839,0.0001,0.0076,0.6044,0.0000
16,7,0.2655,0.9947,8.24,10.96,7.41,8.34,21.79,59.8,55.1,2.7,0.0012,0.4861,0.1265,0.3834,3.74e-16,0.0615,0.0148,0.0387,0.0354,0.0195,0.0736,0.0509,0.0042,0.0043,0.0011,0.0840,0.0001,0.0068,0.6052,0.0000
17,7,0.2618,0.9944,8.24,10.98,7.40,8.35,21.76,60.1,55.4,2.7,0.0013,0.4832,0.1254,0.3872,7.42e-16,0.0612,0.0146,0.0390,0.0349,0.0193,0.0744,0.0508,0.0042,0.0043,0.0011,0.0841,0.0001,0.0053,0.6067,0.0000
18,7,0.2622,0.9964,8.24,10.99,7.38,8.35,21.79,60.3,55.7,2.8,0.0013,0.4806,0.1245,0.3905,6.18e-16,0.0610,0.0146,0.0393,0.0344,0.0191,0.0750,0.0507,0.0042,0.0044,0.0011,0.0842,0.0001,0.0053,0.6067,0.0000
19,7,0.2617,0.9959,8.24,10.99,7.37,8.35,21.76,60.6,55.9,2.8,0.0014,0.4779,0.1240,0.3935,1.77e-16,0.0608,0.0145,0.0396,0.0339,0.0190,0.0757,0.0506,0.0042,0.0044,0.0011,0.0843,0.0001,0.0045,0.6075,0.0000
20,7,0.2590,0.9962,8.24,11.00,7.37,8.35,21.79,60.7,56.1,2.8,0.0015,0.4752,0.1239,0.3960,2.66e-16,0.0605,0.0145,0.0398,0.0333,0.0189,0.0761,0.0506,0.0043,0.0044,0.0011,0.0844,0.0001,0.0038,0.6082,0.0000
