year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,8,0.4834,NaN,-10.79,-4.36,41.54,2.76,15.24,34.4,22.2,0.0,0.0000,0.1373,0.6574,0.2053,2.22e-15,0.0215,0.3308,0.1214,0.0614,0.0663,0.0026,0.0000,0.0000,0.0000,0.0304,0.0183,0.0000,0.2317,0.1156,0.0000
2,9,0.2713,0.6945,-10.43,-2.25,42.52,2.77,15.15,40.7,15.2,1.0,0.0009,0.2351,0.2395,0.5239,4.82e-15,0.0423,0.1175,0.3067,0.0998,0.0271,0.0098,0.0000,0.0000,0.0000,0.0250,0.0246,0.0000,0.2066,0.1408,0.0000
3,10,0.2062,0.8973,-10.38,-0.85,43.06,2.76,15.15,46.4,14.8,4.7,0.0028,0.2222,0.1322,0.6410,2.29e-15,0.0411,0.0569,0.3658,0.0931,0.0230,0.0214,0.0000,0.0000,0.0000,0.0238,0.0276,0.0000,0.1958,0.1516,0.0000
4,10,0.1841,0.9387,-10.35,0.08,43.44,2.76,15.15,51.1,15.9,8.1,0.0042,0.1931,0.0953,0.7047,1.10e-15,0.0348,0.0350,0.3921,0.0818,0.0225,0.0335,0.0000,0.0000,0.0000,0.0238,0.0290,0.0000,0.1899,0.1575,0.0000
5,10,0.1714,0.9549,-10.33,0.70,43.70,2.77,15.14,54.6,17.0,11.1,0.0055,0.1666,0.0782,0.7461,2.50e-15,0.0289,0.0252,0.4064,0.0717,0.0220,0.0442,0.0000,0.0000,0.0000,0.0242,0.0300,0.0000,0.1853,0.1620,0.0000
6,10,0.1673,0.9697,-10.32,1.11,43.88,2.76,15.15,57.0,17.9,12.5,0.0065,0.1479,0.0668,0.7746,1.49e-15,0.0248,0.0202,0.4146,0.0645,0.0201,0.0532,0.0000,0.0000,0.0000,0.0247,0.0304,0.0000,0.1837,0.1636,0.0000
7,8,0.1632,0.9781,-10.31,1.39,44.00,2.77,15.15,58.6,18.4,13.6,0.0072,0.1352,0.0602,0.7927,1.29e-15,0.0222,0.0173,0.4195,0.0595,0.0191,0.0593,0.0000,0.0000,0.0000,0.0251,0.0308,0.0000,0.1815,0.1659,0.0000
8,8,0.1606,0.9855,-10.31,1.57,44.08,2.76,15.14,59.8,18.9,14.3,0.0080,0.1256,0.0573,0.8039,6.51e-16,0.0203,0.0157,0.4225,0.0555,0.0189,0.0631,0.0000,0.0000,0.0000,0.0254,0.0312,0.0000,0.1809,0.1665,0.0000
9,7,0.1626,0.9896,-10.31,1.70,44.14,2.76,15.14,60.5,19.2,14.9,0.0086,0.1187,0.0558,0.8112,7.40e-16,0.0190,0.0148,0.4242,0.0527,0.0189,0.0658,0.0000,0.0000,0.0000,0.0259,0.0314,0.0000,0.1802,0.1671,0.0000
10,7,0.1618,0.9914,-10.31,1.78,44.18,2.77,15.15,61.1,19.4,16.5,0.0093,0.1138,0.0549,0.8160,3.64e-16,0.0181,0.0142,0.4251,0.0506,0.0190,0.0677,0.0000,0.0000,0.0000,0.0263,0.0316,0.0000,0.1788,0.1685,0.0000
