year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,10,0.6600,NaN,6.55,4.12,19.29,9.22,61.28,50.4,73.1,0.4,0.0000,0.4530,0.4831,0.0639,1.66e-15,0.0746,0.1883,0.0272,0.0115,0.0499,0.0103,0.2033,0.0705,0.0034,0.0316,0.0331,0.0000,0.1214,0.1749,0.0000
2,12,0.6584,0.7473,6.85,6.65,17.35,9.22,61.32,45.2,50.1,1.2,0.0004,0.6970,0.1480,0.1544,4.78e-15,0.1886,0.0583,0.0416,0.0208,0.0128,0.0361,0.2359,0.0234,0.0210,0.0272,0.0378,0.0001,0.1079,0.1885,0.0000
3,10,0.6633,0.8931,6.89,8.58,15.75,9.21,61.33,38.6,38.2,1.8,0.0009,0.7907,0.0545,0.1535,2.78e-15,0.2365,0.0167,0.0351,0.0223,0.0063,0.0404,0.2465,0.0118,0.0225,0.0220,0.0433,0.0003,0.0945,0.2019,0.0000
4,8,0.6743,0.9427,6.92,10.05,14.56,9.28,61.32,36.1,33.5,2.1,0.0011,0.8182,0.0381,0.1421,1.57e-15,0.2472,0.0111,0.0299,0.0228,0.0047,0.0411,0.2528,0.0085,0.0198,0.0161,0.0492,0.0003,0.0792,0.2171,0.0000
5,8,0.6858,0.9531,6.93,11.18,13.77,9.22,61.32,35.4,31.9,2.2,0.0012,0.8299,0.0372,0.1310,1.71e-15,0.2509,0.0110,0.0262,0.0233,0.0046,0.0407,0.2561,0.0082,0.0167,0.0106,0.0549,0.0003,0.0599,0.2365,0.0000
6,8,0.7001,0.9549,6.95,12.05,13.57,9.21,61.33,35.6,31.4,2.1,0.0013,0.8357,0.0383,0.1239,1.65e-15,0.2525,0.0118,0.0238,0.0236,0.0046,0.0403,0.2580,0.0081,0.0150,0.0056,0.0599,0.0004,0.0358,0.2605,0.0000
7,7,0.6739,0.9686,6.96,12.71,13.45,9.28,61.32,36.3,31.7,2.1,0.0014,0.8373,0.0401,0.1203,2.92e-16,0.2527,0.0126,0.0228,0.0235,0.0046,0.0402,0.2589,0.0084,0.0139,0.0025,0.0632,0.0004,0.0198,0.2765,0.0000
8,7,0.6420,0.9754,6.96,13.22,13.36,9.21,61.32,37.1,32.3,2.1,0.0015,0.8359,0.0424,0.1193,1.29e-15,0.2521,0.0135,0.0225,0.0235,0.0047,0.0402,0.2586,0.0089,0.0136,0.0008,0.0649,0.0004,0.0069,0.2895,0.0000
9,7,0.6224,0.9846,6.96,13.60,13.39,9.22,61.33,38.0,32.9,2.1,0.0015,0.8333,0.0442,0.1202,8.59e-16,0.2511,0.0140,0.0229,0.0232,0.0049,0.0403,0.2581,0.0093,0.0137,0.0004,0.0653,0.0004,0.0000,0.2964,0.0000
10,7,0.6223,0.9928,6.97,13.90,13.42,9.29,61.32,38.7,33.5,2.1,0.0016,0.8302,0.0454,0.1220,2.62e-15,0.2501,0.0145,0.0234,0.0228,0.0048,0.0407,0.2577,0.0097,0.0139,0.0004,0.0653,0.0004,0.0000,0.2964,0.0000
11,7,0.6223,0.9935,6.97,14.13,13.43,9.21,61.32,39.3,34.1,2.1,0.0016,0.8270,0.0462,0.1242,8.28e-16,0.2490,0.0149,0.0240,0.0226,0.0047,0.0410,0.2568,0.0100,0.0143,0.0005,0.0654,0.0004,0.0000,0.2964,0.0000
12,7,0.6222,0.9944,6.97,14.31,13.45,9.22,61.33,39.9,34.5,2.1,0.0017,0.8240,0.0470,0.1264,1.33e-15,0.2480,0.0153,0.0247,0.0224,0.0046,0.0413,0.2562,0.0101,0.0148,0.0005,0.0654,0.0004,0.0000,0.2964,0.0000
13,7,0.6221,0.9951,6.98,14.44,13.46,9.28,61.32,40.3,35.0,2.1,0.0017,0.8213,0.0477,0.1282,1.49e-16,0.2471,0.0157,0.0252,0.0219,0.0046,0.0416,0.2558,0.0103,0.0152,0.0005,0.0654,0.0004,0.0000,0.2964,0.0000
14,7,0.6223,0.9957,6.97,14.55,13.47,9.20,61.31,40.6,35.3,2.2,0.0018,0.8191,0.0482,0.1299,1.05e-15,0.2463,0.0159,0.0257,0.0219,0.0045,0.0417,0.2551,0.0104,0.0156,0.0005,0.0655,0.0005,0.0000,0.2964,0.0000
15,7,0.6222,0.9963,6.97,14.63,13.48,9.23,61.33,41.0,35.6,2.3,0.0019,0.8172,0.0485,0.1314,2.01e-15,0.2457,0.0161,0.0261,0.0218,0.0045,0.0419,0.2547,0.0104,0.0159,0.0005,0.0655,0.0005,0.0000,0.2964,0.0000
16,7,0.6221,0.9967,6.98,14.69,13.49,9.28,61.32,41.2,35.8,2.3,0.0020,0.8157,0.0487,0.1325,3.44e-16,0.2453,0.0162,0.0264,0.0215,0.0045,0.0420,0.2545,0.0105,0.0162,0.0005,0.0655,0.0005,0.0000,0.2964,0.0000
17,7,0.6222,0.9972,6.98,14.74,13.48,9.20,61.31,41.3,36.0,2.4,0.0020,0.8147,0.0488,0.1334,8.51e-17,0.2449,0.0163,0.0266,0.0216,0.0044,0.0421,0.2541,0.0105,0.0165,0.0006,0.0656,0.0005,0.0000,0.2964,0.0000
18,7,0.6222,0.9976,6.97,14.77,13.49,9.24,61.33,41.5,36.1,2.5,0.0021,0.8139,0.0489,0.1339,8.50e-16,0.2447,0.0164,0.0268,0.0215,0.0044,0.0422,0.2539,0.0105,0.0166,0.0006,0.0656,0.0005,0.0000,0.2964,0.0000
19,7,0.6221,0.9976,6.98,14.80,13.50,9.27,61.32,41.5,36.2,2.5,0.0021,0.8134,0.0489,0.1344,6.18e-16,0.2445,0.0164,0.0270,0.0213,0.0043,0.0422,0.2539,0.0105,0.0167,0.0006,0.0656,0.0005,0.0000,0.2964,0.0000
20,7,0.6222,0.9979,6.98,14.82,13.49,9.20,61.31,41.6,36.3,2.5,0.0022,0.8129,0.0489,0.1347,3.02e-16,0.2443,0.0164,0.0270,0.0214,0.0043,0.0422,0.2537,0.0105,0.0168,0.0006,0.0657,0.0006,0.0000,0.2964,0.0000
