year,habitats,change,agree_prev,land_temp,sea_temp,pole_gap,day_swing,season_swing,rain_land,evap_land,runoff_land,lakes,dry,moist,wet,water_err,land_cold_dry,land_cold_moist,land_cold_wet,land_mild_dry,land_mild_moist,land_mild_wet,land_hot_dry,land_hot_moist,land_hot_wet,shallow_cold,shallow_mild,shallow_hot,deep_cold,deep_mild,deep_hot
1,9,0.6994,NaN,14.03,14.50,16.89,63.27,41.64,188.9,227.0,0.0,0.0000,0.6479,0.3520,0.0001,2.47e-15,0.0508,0.1798,0.0001,0.0709,0.0474,0.0000,0.2976,0.0006,0.0000,0.0040,0.0558,0.0142,0.0274,0.1911,0.0605
2,9,0.6810,0.8280,14.15,15.78,16.48,63.19,41.64,158.9,164.6,0.0,0.0000,0.7943,0.2038,0.0020,7.83e-16,0.1180,0.1095,0.0013,0.0965,0.0220,0.0000,0.2994,0.0003,0.0000,0.0016,0.0499,0.0225,0.0174,0.1743,0.0873
3,8,0.6647,0.8907,14.24,16.81,15.72,63.15,41.66,136.5,141.0,0.0,0.0000,0.8696,0.1293,0.0012,7.32e-16,0.1587,0.0689,0.0007,0.1042,0.0141,0.0000,0.2997,0.0006,0.0000,0.0005,0.0454,0.0282,0.0062,0.1687,0.1041
4,8,0.6493,0.9262,14.20,17.65,15.42,63.33,41.61,125.1,127.1,0.0,0.0000,0.9121,0.0872,0.0007,9.44e-16,0.1826,0.0452,0.0004,0.1080,0.0111,0.0000,0.2995,0.0001,0.0000,0.0000,0.0411,0.0329,0.0013,0.1612,0.1165
5,8,0.6450,0.9460,14.28,18.33,14.82,63.64,41.66,119.1,120.7,0.0,0.0000,0.9348,0.0649,0.0003,1.98e-16,0.1951,0.0326,0.0002,0.1084,0.0094,0.0000,0.3012,0.0001,0.0000,0.0000,0.0376,0.0364,0.0000,0.1525,0.1265
6,8,0.6491,0.9551,14.23,18.87,14.68,63.11,41.58,117.4,117.6,0.0,0.0000,0.9487,0.0513,0.0000,1.06e-15,0.2040,0.0239,0.0000,0.1105,0.0092,0.0000,0.2993,0.0000,0.0000,0.0000,0.0348,0.0392,0.0000,0.1441,0.1349
7,7,0.6501,0.9618,14.29,19.32,14.23,63.34,41.67,117.6,117.7,0.0,0.0000,0.9561,0.0439,0.0000,8.17e-16,0.2077,0.0200,0.0000,0.1091,0.0084,0.0000,0.3018,0.0000,0.0000,0.0000,0.0326,0.0415,0.0000,0.1367,0.1423
8,7,0.6537,0.9667,14.25,19.68,14.16,63.18,41.58,119.2,118.9,0.0,0.0000,0.9600,0.0400,0.0000,3.84e-16,0.2108,0.0170,0.0000,0.1111,0.0089,0.0000,0.2993,0.0000,0.0000,0.0000,0.0308,0.0432,0.0000,0.1315,0.1475
9,7,0.6554,0.9698,14.29,19.97,13.91,63.20,41.68,121.2,120.8,0.0,0.0000,0.9601,0.0399,0.0000,3.30e-16,0.2109,0.0167,0.0000,0.1082,0.0091,0.0000,0.3021,0.0000,0.0000,0.0000,0.0295,0.0445,0.0000,0.1256,0.1534
10,7,0.6566,0.9729,14.28,20.20,13.79,63.77,41.61,123.5,123.1,0.0,0.0000,0.9570,0.0430,0.0000,8.92e-16,0.2108,0.0169,0.0000,0.1091,0.0109,0.0000,0.2993,0.0000,0.0000,0.0000,0.0285,0.0455,0.0000,0.1217,0.1573
11,7,0.6569,0.9743,14.29,20.40,13.73,63.14,41.68,125.7,125.0,0.0,0.0000,0.9533,0.0467,0.0000,1.37e-16,0.2090,0.0187,0.0000,0.1059,0.0115,0.0000,0.3019,0.0000,0.0000,0.0000,0.0276,0.0464,0.0000,0.1182,0.1608
12,7,0.6588,0.9753,14.30,20.55,13.52,63.17,41.63,127.7,127.4,0.0,0.0000,0.9497,0.0503,0.0000,3.60e-16,0.2084,0.0194,0.0000,0.1063,0.0132,0.0000,0.2998,0.0000,0.0000,0.0000,0.0267,0.0473,0.0000,0.1158,0.1632
13,8,0.6575,0.9767,14.28,20.68,13.61,63.35,41.67,129.5,128.7,0.0,0.0000,0.9467,0.0533,0.0000,5.39e-16,0.2068,0.0210,0.0000,0.1042,0.0135,0.0000,0.3016,0.0000,0.0000,0.0000,0.0261,0.0479,0.0000,0.1136,0.1654
14,8,0.6568,0.9769,14.32,20.78,13.33,63.16,41.65,130.8,130.9,0.0,0.0000,0.9443,0.0557,0.0000,6.58e-16,0.2066,0.0213,0.0000,0.1039,0.0148,0.0000,0.3005,0.0000,0.0000,0.0000,0.0255,0.0485,0.0000,0.1110,0.1680
15,8,0.6576,0.9793,14.27,20.86,13.53,63.64,41.64,132.1,131.4,0.0,0.0000,0.9424,0.0576,0.0000,3.76e-16,0.2055,0.0223,0.0000,0.1034,0.0150,0.0000,0.3009,0.0000,0.0000,0.0000,0.0252,0.0489,0.0000,0.1100,0.1690
16,8,0.6604,0.9784,14.33,20.93,13.22,63.34,41.66,132.9,133.2,0.0,0.0000,0.9409,0.0591,0.0000,4.68e-16,0.2051,0.0225,0.0000,0.1025,0.0157,0.0000,0.3012,0.0000,0.0000,0.0000,0.0248,0.0492,0.0000,0.1081,0.1709
17,8,0.6587,0.9789,14.27,20.99,13.45,63.12,41.60,133.7,133.2,0.0,0.0000,0.9394,0.0606,0.0000,4.81e-16,0.2045,0.0231,0.0000,0.1031,0.0161,0.0000,0.3002,0.0000,0.0000,0.0000,0.0245,0.0495,0.0000,0.1072,0.1718
18,8,0.6579,0.9790,14.33,21.03,13.17,63.24,41.66,134.2,134.6,0.0,0.0000,0.9385,0.0615,0.0000,4.27e-16,0.2038,0.0236,0.0000,0.1017,0.0162,0.0000,0.3017,0.0000,0.0000,0.0000,0.0244,0.0497,0.0000,0.1062,0.1728
19,8,0.6604,0.9791,14.27,21.07,13.37,63.34,41.58,134.9,134.5,0.0,0.0000,0.9375,0.0625,0.0000,2.74e-16,0.2038,0.0237,0.0000,0.1030,0.0168,0.0000,0.2997,0.0000,0.0000,0.0000,0.0242,0.0498,0.0000,0.1054,0.1736
