step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water
100000,4.74,9,0,0,0,5,0,1.00,18,0.000,2972,0.56,83.52,19.36,558,2,0,0,1.00,1.00,1.00,2,2,3,52.1,21.641,5,0.947,0.424,7,1.000
100000,29.94,16,0,3,0,12,0,1.00,0,0.100,2962,3.57,330.08,381.70,715,0,0,0,1.00,1.00,1.00,4,4,4,5.0,149.680,15,1.996,0.228,4,1.000
100000,22.03,23,0,3,9,11,0,1.00,0,0.136,2954,0.00,183.65,62.81,582,0,0,0,1.00,1.00,1.00,4,7,7,16.2,16.535,23,1.191,0.394,7,1.000
100000,31.97,16,0,0,0,16,0,1.00,0,0.000,2929,3.73,272.86,292.12,715,0,0,0,1.00,1.00,1.00,4,4,4,7.8,159.871,16,1.998,0.114,4,1.000
100000,6.58,6,0,0,0,6,0,1.00,14,0.000,2918,0.93,104.61,6.25,558,0,0,0,1.00,1.00,1.00,3,2,7,9.9,32.884,6,1.096,0.395,7,1.000
100000,3.99,25,0,0,0,2,0,1.00,14,0.000,2848,1.59,167.07,5.24,715,0,0,0,1.00,1.00,1.00,1,1,2,3.9,19.944,2,1.994,0.135,5,1.000
100000,36.34,33,0,0,0,33,0,1.00,0,0.000,2843,4.31,470.07,238.07,558,0,0,0,1.00,1.00,1.00,4,7,7,12.6,124.887,33,1.101,0.410,7,1.000
100000,45.49,36,0,33,0,3,0,1.00,0,0.725,2819,0.00,1.53,0.36,582,1,0,0,1.00,1.00,1.00,4,6,6,26.6,0.000,36,1.264,0.439,6,1.000
100000,41.81,25,0,13,0,8,0,1.00,0,0.311,2811,5.60,352.21,37.07,729,0,0,0,1.00,1.00,1.00,4,5,5,6.2,207.395,21,1.991,0.294,5,1.000
100000,6.53,6,0,0,0,6,0,1.00,16,0.000,2810,2.62,131.81,49.36,558,1,0,0,1.00,1.00,1.00,4,3,3,26.7,32.670,6,1.089,0.420,7,1.000
100000,7.60,11,0,0,0,8,0,1.00,12,0.000,2804,0.00,82.92,16.34,558,0,0,0,1.00,1.00,1.00,2,3,5,16.0,2.053,8,0.950,0.436,7,1.000
100000,6.85,7,0,0,0,7,0,1.00,14,0.000,2796,1.95,99.60,2.30,558,0,0,0,1.00,1.00,1.00,3,3,4,20.1,20.836,7,0.978,0.427,7,1.000
100000,11.24,11,0,0,0,11,0,1.00,8,0.000,2790,-0.00,313.72,1.07,558,2,0,0,1.00,1.00,1.00,4,3,7,39.2,47.325,11,1.022,0.443,7,1.000
100000,21.79,24,0,0,0,21,0,1.00,6,0.000,2777,2.58,272.77,93.69,558,0,0,0,1.00,1.00,1.00,6,5,6,22.1,72.791,21,1.038,0.390,7,1.000
