step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry,root,root_intake,fill,pool
10000,0,643,28.56,0.99,1.30,2.88,22.29,0.04,1.24,0.016,0.202,415786.3,173107.6,11,38,4.61,1.21,1.31,32.8124,1006.72,26045.8,2.0606,1.5065,5462,16.5271,217,65.7353,361221.7,165.42,3.3716,0.0,0.0000,0.930,0.7635
10000,1,347,31.59,1.10,1.27,6.34,23.37,0.06,1.26,0.023,0.128,355430.7,164111.8,11,20,4.98,1.27,1.29,35.1554,1326.81,34632.7,1.3321,2.6861,5461,16.5241,278,69.4773,289417.5,81.35,20.8622,0.0,0.0000,0.757,0.2025
10000,2,115,26.39,0.17,0.54,7.84,22.50,0.05,1.04,0.017,0.040,198042.2,85558.7,4,23,5.33,1.04,1.03,20.0142,676.19,43681.0,0.2128,2.8590,5461,16.5241,455,45.4842,128900.2,53.21,34.3142,0.0,0.0000,0.539,0.0207
20000,0,854,24.92,2.55,0.56,1.18,13.00,0.06,1.72,0.020,0.169,178234.6,72575.3,4,56,4.19,1.63,1.99,11.8829,1001.63,27541.3,0.2662,1.6452,5462,6.4415,55,31.1486,161890.0,165.42,1.3005,0.0,0.0000,0.893,0.7635
20000,1,574,22.60,1.67,0.45,0.36,12.78,0.01,1.48,0.005,0.100,75585.1,32713.9,3,33,4.07,1.42,1.62,6.4179,1034.06,35289.0,0.0157,1.4216,5461,6.4403,166,13.9459,61181.0,81.35,4.2371,0.0,0.0000,0.594,0.2025
20000,2,269,26.58,1.83,0.59,0.99,15.31,0.02,1.49,0.004,0.058,39485.3,12056.2,1,16,4.83,1.41,1.63,3.0649,388.39,44616.4,0.0000,1.2537,5461,6.4403,260,9.2418,26071.6,53.21,8.3659,0.0,0.0000,0.301,0.0207
30000,0,1133,22.03,1.66,3.11,0.67,9.30,0.01,1.47,0.002,0.190,420545.4,241673.5,1,83,3.56,1.28,1.67,41.0916,1940.29,28781.6,6.9574,1.3000,5462,15.4386,71,60.8449,412008.2,165.42,3.7880,0.0,0.0000,0.878,0.7635
30000,1,619,23.35,0.56,2.96,0.27,12.68,0.00,1.19,0.000,0.119,414051.2,274931.2,1,56,3.68,1.17,1.25,53.6367,1031.04,34603.4,3.4943,2.1459,5461,15.4357,152,66.3229,398982.3,81.35,20.4529,0.0,0.0000,0.583,0.2025
30000,2,372,27.90,0.91,2.47,0.27,17.03,0.00,1.24,0.000,0.086,253058.8,154951.4,1,55,4.08,1.25,1.28,33.9674,1033.94,43210.8,0.5529,2.8821,5461,15.4357,186,44.9428,225423.3,53.21,33.8521,0.0,0.0000,0.365,0.0207
40000,0,963,23.44,2.24,0.94,0.39,12.35,0.00,1.64,0.000,0.176,193238.9,87580.5,3,66,3.52,1.31,1.94,11.6494,621.96,28441.2,0.1761,1.9486,5462,7.0194,55,30.2686,174454.8,165.42,1.0056,0.0,0.0000,0.864,0.7635
40000,1,704,27.92,2.63,0.43,0.43,15.27,0.00,1.75,0.000,0.152,79382.5,35237.8,1,65,4.00,1.39,2.18,6.0181,1186.45,34623.1,0.0319,1.6347,5461,7.0181,81,13.1564,63155.9,81.35,4.7402,0.0,0.0000,0.505,0.2025
40000,2,474,24.86,1.55,0.31,0.24,15.55,0.00,1.46,0.000,0.094,44413.5,17034.6,1,88,3.93,1.26,1.66,3.8547,567.67,43369.2,0.0001,1.4266,5461,7.0181,140,7.9561,30169.8,53.21,8.1560,0.0,0.0000,0.285,0.0207
50000,0,1180,20.24,0.72,3.12,0.61,8.04,0.00,1.22,0.003,0.168,411315.8,271728.1,2,89,3.08,1.13,1.32,35.4492,1348.09,27383.3,3.1846,1.2463,5462,16.5928,74,66.5517,401252.1,165.42,3.9164,0.0,0.0000,0.894,0.7635
50000,1,841,19.19,0.74,1.24,0.72,10.52,0.01,1.24,0.005,0.127,408539.2,262951.5,2,65,3.13,1.18,1.29,46.1916,1471.53,34114.7,1.8919,2.8559,5461,16.5897,201,68.2555,384317.1,81.35,19.8667,0.0,0.0000,0.575,0.2025
50000,2,287,31.46,1.25,1.33,0.64,19.23,0.00,1.25,0.000,0.075,238771.0,134598.8,2,54,4.46,1.15,1.35,28.6641,272.88,43106.4,0.2568,3.6802,5461,16.5897,247,42.7724,204087.8,53.21,34.1213,0.0,0.0000,0.294,0.0207
60000,0,1003,22.98,1.85,0.21,0.95,12.62,0.00,1.49,0.002,0.179,184021.5,81031.4,3,81,3.58,1.32,1.74,10.3830,1358.78,28722.5,0.1265,2.0011,5462,7.2687,73,29.8285,164829.4,165.42,1.2553,0.0,0.0000,0.868,0.7635
