step,mass,born_mass,hard,muscle,sensor,digestive,bite,shell,open,speed,age,energy,plant,meat,lineage,place,born_place,bite_any,shell_front,shell_back,shell_side,foot,len_fwd,len_side,height,fat,size,density,digest,side,water
100000,5.22,8,0,0,0,5,0,1.00,14,0.000,2982,0.38,79.72,8.86,213,2,0,0,1.00,1.00,1.00,3,4,3,38.0,6.989,5,1.045,0.473,7,1.000
100000,3.13,8,0,0,0,3,0,1.00,20,0.000,2958,1.30,87.79,14.60,213,0,0,0,1.00,1.00,1.00,2,1,3,9.5,15.670,3,1.045,0.473,7,1.000
100000,6.35,23,0,0,0,6,0,1.00,12,0.000,2952,2.29,191.05,11.79,213,0,0,0,1.00,1.00,1.00,4,7,4,13.2,31.762,6,1.059,0.502,7,1.000
100000,32.00,16,0,12,0,4,0,1.00,0,0.375,2900,0.00,28.85,200.82,471,0,0,0,1.00,1.00,1.00,2,4,4,18.5,0.776,16,2.000,0.942,4,1.000
100000,1.16,15,0,0,0,1,0,1.00,20,0.000,2890,0.00,45.33,17.21,213,0,0,0,1.00,1.00,1.00,1,1,1,16.2,5.792,1,1.158,0.480,6,1.000
100000,3.44,15,0,0,0,3,0,1.00,16,0.000,2878,0.00,171.81,19.33,213,0,0,0,1.00,1.00,1.00,2,4,2,17.2,17.204,3,1.147,0.478,6,1.000
100000,32.00,16,0,12,0,4,0,1.00,0,0.375,2860,4.98,169.86,65.49,533,1,1,0,1.00,1.00,1.00,2,4,4,31.3,129.782,16,2.000,0.967,4,1.000
100000,32.00,16,0,15,0,1,0,1.00,0,0.469,2859,0.00,34.96,223.73,471,1,0,0,1.00,1.00,1.00,2,4,4,26.2,10.122,16,2.000,0.927,4,1.000
100000,32.00,16,0,10,0,6,0,1.00,0,0.312,2852,3.66,234.70,109.81,588,0,0,0,1.00,1.00,1.00,2,4,4,16.2,160.000,16,2.000,0.898,4,1.000
100000,32.00,16,0,12,0,4,0,1.00,0,0.375,2844,3.92,168.74,8.86,533,1,1,0,1.00,1.00,1.00,2,4,4,30.0,110.001,16,2.000,0.967,4,1.000
